nl_cue,nl_target,type,cue_type,target_type,nl_cosine
slikken,gisteren,unrelated,word,word,0.102400409648715
jeugd,slagader,unrelated,word,word,0.12880080432252
typisch,drie,unrelated,word,word,0.0719816404868559
strand,mechanisch,unrelated,word,word,0.0659777456237412
val,musicus,unrelated,word,word,0.0463385478265596
samenleving,stoel,unrelated,word,word,0.0733686703429621
tour,schepsel,unrelated,word,word,0.0578148689017066
contact,marketing,unrelated,word,word,0.0400687159546245
warm,gebouw,unrelated,word,word,0.0478729412326052
zijde,cowboy,unrelated,word,word,0.108217971318004
familielid,pijn,unrelated,word,word,0.133053526195252
paranoïde,huishoudhulp,unrelated,word,word,0.0781042412878379
dief,toewijding,unrelated,word,word,0.0899235399827082
situatie,uitverkoop,unrelated,word,word,0.0555656507089562
zoet,inkomen,unrelated,word,word,0.0781809846227826
schaduw,studie,unrelated,word,word,0.0876514752678127
zonsondergang,dank,unrelated,word,word,0.0888253090359887
levend,centimeter,unrelated,word,word,0.111686087602655
cabine,steen,unrelated,word,word,0.126103036790147
smakelijk,vingerafdruk,unrelated,word,word,0.0802720894272332
schepping,verdedigen,unrelated,word,word,0.0701345434525229
engel,honkbal,unrelated,word,word,0.0930638352665929
trots,kalkoen,unrelated,word,word,0.131569432844302
gesprek,woud,unrelated,word,word,0.100164501254381
dossier,onverwacht,unrelated,word,word,0.102439019506819
onmogelijk,universiteit,unrelated,word,word,0.0839868116812747
voer,geel,unrelated,word,word,0.123758161187786
nacht,symbool,unrelated,word,word,0.0857271684178685
fenomeen,sterven,unrelated,word,word,0.0791833193463224
oefenen,wens,unrelated,word,word,0.11071382722835
aardbeving,walglijk,unrelated,word,word,
intern,sap,unrelated,word,word,0.104333695352618
succes,station,unrelated,word,word,0.115621257339119
clan,web,unrelated,word,word,0.0662149068565673
prachtig,luchthaven,unrelated,word,word,0.0443160528362393
dodelijk,geloof,unrelated,word,word,0.0623068199287544
hoest,informatie,unrelated,word,word,0.0749841627221895
einde,verdwijning,unrelated,word,word,0.144195222385257
vuur,begrijpen,unrelated,word,word,0.1115688355966
landen,afval,unrelated,word,word,0.109914730611353
wolk,geld,unrelated,word,word,0.0298540554878735
relatie,olie,unrelated,word,word,0.0900675410377339
leeg,tennis,unrelated,word,word,0.0891595923465411
begroting,zin,unrelated,word,word,0.118779176039167
universum,fluit,unrelated,word,word,0.0594819518369841
werkplaats,wang,unrelated,word,word,0.0641130344510907
compliment,poort,unrelated,word,word,0.0899811538587447
aanbieden,ongeluk,unrelated,word,word,0.0258850351797139
grootvader,vanille,unrelated,word,word,0.0158222087836352
feliciteren,dier,unrelated,word,word,0.0941705908593174
bende,fantasie,unrelated,word,word,0.107974757204462
piano,kartel,unrelated,word,word,0.0429697907739139
voordoen,pa,unrelated,word,word,0.117473263766481
lastig,misselijkheid,unrelated,word,word,0.107145552246188
herstellen,legende,unrelated,word,word,0.0899638045487668
luister,berg,unrelated,word,word,0.121563051065065
gewicht,helikopter,unrelated,word,word,0.117334250318498
ambulance,aardbei,unrelated,word,word,0.111439701171513
cocaïne,draad,unrelated,word,word,0.144300961966624
aids,restaurant,unrelated,word,word,0.104740591049692
voorrecht,storm,unrelated,word,word,0.0746053202552484
kus,fraude,unrelated,word,word,0.0830919852538506
gek,winkel,unrelated,word,word,0.141556191020969
betekenis,chocolade,unrelated,word,word,0.106491424130208
waardevol,atmosfeer,unrelated,word,word,0.125300310243864
straf,oosten-,unrelated,word,word,
rapporteren,pet,unrelated,word,word,0.145022899416292
bron,denken,unrelated,word,word,0.107522358808461
wond,tragisch,unrelated,word,word,0.126585432898687
buiten,uitrusten,unrelated,word,word,0.145608140032856
doel,winter,unrelated,word,word,0.0915938257352221
toevallig,terugkeer,unrelated,word,word,0.0192671728957278
analist,activeren,unrelated,word,word,0.116805989411302
shirt,zorgen,unrelated,word,word,0.0667249626335803
senior,echt,unrelated,word,word,0.0736321066639258
telegram,selecteren,unrelated,word,word,0.0651410311699911
conservatief,speelgoed,unrelated,word,word,0.0776599006076096
duisternis,eten,unrelated,word,word,0.124757894090078
ming,knie,unrelated,word,word,0.0800087941894212
controleren,aanklager,unrelated,word,word,0.018050848038671
reclame,verrader,unrelated,word,word,0.0489436568810779
minimum,politicus,unrelated,word,word,0.0731773236645228
ketchup,partij,unrelated,word,word,0.12926935167408
reclame,intuïtie,unrelated,word,word,0.0971031153580181
telescoop,snee,unrelated,word,word,0.144986145794015
ambassade,harmonie,unrelated,word,word,0.105394473526487
plus,wapen,unrelated,word,word,0.0561572867615413
armoede,bericht,unrelated,word,word,0.0155261699089117
porno,vriend,unrelated,word,word,0.124347746873435
killer,wijk,unrelated,word,word,0.121742186111314
diarree,reputatie,unrelated,word,word,0.106163310717844
marine,pen,unrelated,word,word,0.123965789072056
kleinzoon,bus,unrelated,word,word,0.123867852172205
kanaal,rondslenteren,unrelated,word,word,0.126068153844257
zuiden,schema,unrelated,word,word,0.0966763962439713
mond,ontheffing,unrelated,word,word,0.108642164463632
vijand,lever,unrelated,word,word,0.119390319048308
keuze,schrijf,unrelated,word,word,0.0344201650925986
groen,waardigheid,unrelated,word,word,0.0888110531814803
commando,vogel,unrelated,word,word,0.0930856842885223
resultaat,fornuis,unrelated,word,word,0.138114169142157
sectie,strijder,unrelated,word,word,0.0891115635878604
ticket,verbergen,unrelated,word,word,0.11415505768646
code,schieten,unrelated,word,word,0.0542874639473463
toekomst,kauwen,unrelated,word,word,0.0526206421262909
route,medaille,unrelated,word,word,0.0867359396132959
bewaker,vreselijk,unrelated,word,word,0.103016446733444
lippenstift,concentreren,unrelated,word,word,0.0791947351269374
coach,voldoende,unrelated,word,word,0.100229722417728
kritisch,baas,unrelated,word,word,0.142488023660267
kans,dynamiet,unrelated,word,word,0.0518460822154441
puls,vlieg,unrelated,word,word,0.0812633423947972
waarde,schedel,unrelated,word,word,0.14152236307522
monnik,elegant,unrelated,word,word,0.0725456549503687
misschien,machteloos,unrelated,word,word,0.137712552167326
merk,genereus,unrelated,word,word,0.0314292474238531
decaan,rijkdom,unrelated,word,word,0.10661886448765
advocaat,dans,unrelated,word,word,0.0836376907702413
in staat stellen,overdrijven,unrelated,word,word,
vos,reparatie,unrelated,word,word,0.0465042500077073
muis,fotograaf,unrelated,word,word,0.0686641762426982
generator,executie,unrelated,word,word,0.0763628408229679
zojuist,bijstand,unrelated,word,word,0.0862599948509267
filosofie,getrouwd,unrelated,word,word,0.0967422915793796
vergeten,spuit,unrelated,word,word,0.041889752534809
elimineren,werker,unrelated,word,word,0.0859360538616286
caesar,piloot,unrelated,word,word,0.0743662581229241
soep,ingang,unrelated,word,word,0.103418190229319
redden,sluipschutter,unrelated,word,word,0.0633132312891857
kiezen,evaluatie,unrelated,word,word,0.104056890931593
brengen,legaal,unrelated,word,word,0.0659046701956023
slaaf,tornado,unrelated,word,word,0.0480586904946911
frequentie,kalm,unrelated,word,word,0.0747069870704964
bot,over,unrelated,word,word,0.0747847601840859
rust,batman,unrelated,word,word,0.0793136537037318
beton,heks,unrelated,word,word,0.122998554441318
wind,algemeen,unrelated,word,word,0.14229039734221
oven,speler,unrelated,word,word,0.0553559206212275
ongebruikelijk,doden,unrelated,word,word,0.137333830275933
raken,aanname,unrelated,word,word,0.108255651061828
naief,slokje,unrelated,word,word,0.0957020236264994
voorwerp,komedie,unrelated,word,word,0.0464299251214525
beheren,borst,unrelated,word,word,0.0257665849043122
maan,systeem,unrelated,word,word,0.0629214498586076
twijfelen,kwart,unrelated,word,word,0.0772117836594728
vlag,sluipmoordenaar,unrelated,word,word,0.138310840901194
naald,creativiteit,unrelated,word,word,0.0891549406973779
leren,achternaam,unrelated,word,word,0.0926740305874361
student,definitie,unrelated,word,word,0.145362391789503
liga,salade,unrelated,word,word,0.123530010745771
golf,comité,unrelated,word,word,0.0722925457397057
dankbaar,paragraaf,unrelated,word,word,0.0569072564472658
dun,priester,unrelated,word,word,0.134136364171289
binden,gebruikelijk,unrelated,word,word,0.117837163576883
detonator,griezelig,unrelated,word,word,0.081658862941163
aardappel,schuldig,unrelated,word,word,0.0674540354814012
nagel,politiek,unrelated,word,word,0.0853624677303797
orkaan,storen,unrelated,word,word,0.131794333620692
speciaal,vertrouwen,unrelated,word,word,0.108814400336513
normaliter,droom,unrelated,word,word,0.0434787519021037
mars,geweldig,unrelated,word,word,0.107497589415918
kamp,bier,unrelated,word,word,0.113098542388328
eiwit,begraven,unrelated,word,word,0.0118739327035796
vrijwilliger,sport,unrelated,word,word,0.13549075062501
rennen,festival,unrelated,word,word,0.0759210413456819
kijk,waarschijnlijk,unrelated,word,word,0.128074757860151
droog,niet in staat,unrelated,word,word,
boer,chantage,unrelated,word,word,0.0877580239690905
lezen,spectaculair,unrelated,word,word,0.0342417188805964
oud,slagveld,unrelated,word,word,0.146524900134713
in gang zetten,optie,unrelated,word,word,
beheer,waarschijnlijk,unrelated,word,word,0.107308280499427
contract,vragen,unrelated,word,word,0.133462041093104
bewonderen,telefoon,unrelated,word,word,0.0904855978446492
straffen,race,unrelated,word,word,0.0585592116484844
onwetendheid,alarm,unrelated,word,word,0.114695200986323
grote oceaan,grondwet,unrelated,word,word,
geroosterd brood,leger,unrelated,word,word,
chemie,verzoek,unrelated,word,word,0.0625410246253214
manager,vrij,unrelated,word,word,0.140928959771421
toetje,eigenaar,unrelated,word,word,0.0537025797302478
hond,sluiting,unrelated,word,word,0.0886376976112441
generaal,maximum,unrelated,word,word,0.11333138988193
lichaam,financieel,unrelated,word,word,0.0870907821566242
rodeo,verbetering,unrelated,word,word,0.105248576075663
zonde,verjaardag,unrelated,word,word,0.144111990521561
november,mengsel,unrelated,word,word,0.0468749875154951
direct,juweel,unrelated,word,word,0.0502604316473577
district,halsketting,unrelated,word,word,0.0783211233508694
orgasme,koud,unrelated,word,word,0.137871670530766
bom,beroemd,unrelated,word,word,0.104926580386139
nep,explosie,unrelated,word,word,0.111209602625134
populair,informant,unrelated,word,word,0.0473723606059841
mannelijk,zonsopgang,unrelated,word,word,0.0932203450004888
bankieren,medaillon,unrelated,word,word,0.0656931619274014
jungle,blessure,unrelated,word,word,0.0768891091448313
geestig,leger,unrelated,word,word,0.0914983770191902
medelijdend,tekenen,unrelated,word,word,0.01921455622066
bedekken,gek,unrelated,word,word,0.128180153165138
vleien,hoeveelheid,unrelated,word,word,0.121351248370609
verandering,vierde,unrelated,word,word,0.121386037033588
spin,onenigheid,unrelated,word,word,0.0420736142157837
inspireren,snelheid,unrelated,word,word,0.132710573857086
ironie,voortdurend,unrelated,word,word,0.116228798953325
zuigen,satelliet,unrelated,word,word,0.140736666978835
kunst,neerzetten,unrelated,word,word,0.119063268567278
toets,verwoesting,unrelated,word,word,0.0795938444967772
vergiffenis,pil,unrelated,word,word,0.0928014659387455
waarschuwing,publiek,unrelated,word,word,0.139165407904252
camera,bouwen,unrelated,word,word,0.0701724887695777
seconde,traditioneel,unrelated,word,word,-0.00184709847620268
zelfmoord,signaal,unrelated,word,word,0.12149734828018
positief,heelal,unrelated,word,word,0.108465630267066
zweer,saus,unrelated,word,word,0.148063396557297
belediging,binnen,unrelated,word,word,0.116847653717358
planeet,spreken,unrelated,word,word,0.0995865952673239
ontvangst,schattig,unrelated,word,word,0.0109663293104039
papier,gevaar,unrelated,word,word,0.0959478426986659
bevolking,beroving,unrelated,word,word,0.11098986211768
voorstelling,matroos,unrelated,word,word,0.0986172639773016
tekst,domheid,unrelated,word,word,0.143321611381052
gokken,december,unrelated,word,word,0.118441337973412
capsule,realistisch,unrelated,word,word,0.119432882973495
proces,schildpad,unrelated,word,word,0.0579801880115905
bewijsmateriaal,deur,unrelated,word,word,0.10286110551624
marathon,slang,unrelated,word,word,0.110436954604213
weerstand,geweldig,unrelated,word,word,0.112834582884945
roddel,gevangene,unrelated,word,word,0.0226146007193586
eigenwijs,rome,unrelated,word,word,0.106282116694981
ziel,compleet,unrelated,word,word,0.117941590489916
tiener-,opgewonden,unrelated,word,word,
idee,spiegel,unrelated,word,word,0.0455644798539582
vinger,garage,unrelated,word,word,0.124801231576443
toepassen,begraafplaats,unrelated,word,word,0.124181877596264
tegengif,oktober,unrelated,word,word,0.0324914940332857
verlangen,vakantie,unrelated,word,word,0.0790878026012965
magie,portemonnee,unrelated,word,word,0.13290592961553
internationaal,eenzaam,unrelated,word,word,0.0919029475518011
extra,schilder,unrelated,word,word,0.076869924475216
jaloers,preek,unrelated,word,word,0.110226636369834
washington,biologisch,unrelated,word,word,0.0548457932574457
trein,driehoek,unrelated,word,word,0.131158082881712
lamp,stem,unrelated,word,word,0.144778409270746
chaos,bro,unrelated,word,word,0.11691901285443
brutaal,pantser,unrelated,word,word,0.0534568055872744
dood,probleem,unrelated,word,word,0.117687997465669
maken,bediende,unrelated,word,word,0.0722273299671231
nest,laatst,unrelated,word,word,0.05896256326732
dichtbij,champagne,unrelated,word,word,0.0777649045161186
verschrikking,geloven,unrelated,word,word,0.13758343529148
marine,handdoek,unrelated,word,word,0.0985282795415263
smelten,schutting,unrelated,word,word,0.100181804601874
collega,aannemelijk,unrelated,word,word,0.120837507797804
slim,tegenslag,unrelated,word,word,0.106017803595553
schouder,schoonheid,unrelated,word,word,0.124435722912401
zwaard,individueel,unrelated,word,word,0.0990231992965912
minnares,deeltje,unrelated,word,word,0.116804096392642
fysica,wandeling,unrelated,word,word,0.137807923973935
langzaam,staat,unrelated,word,word,0.0929313836480669
bemanning,instrument,unrelated,word,word,0.1492756899443
symptoom,dorp,unrelated,word,word,0.120769316115765
netwerk,strijd,unrelated,word,word,0.0720416968633242
getuige,teleurstelling,unrelated,word,word,0.13528686045655
bioscoop,eenvoudig,unrelated,word,word,0.115666785601502
beschouwen,licht,unrelated,word,word,0.121232052582745
triest,zender,unrelated,word,word,0.135411835689579
jeep,kennis,unrelated,word,word,0.0851422772031554
onrecht,geur,unrelated,word,word,0.0729640424517866
lager,stoffig,unrelated,word,word,0.0939880843533158
zomer,goddelijk,unrelated,word,word,0.0705257867842
vandaag,praktisch,unrelated,word,word,0.102482512215012
uit,geschenk,unrelated,word,word,0.139347727684021
zus,kampioenschap,unrelated,word,word,0.0942016738154771
brein,ondertekenen,unrelated,word,word,0.020594559681339
kok,energie,unrelated,word,word,0.0674568099701991
baby,inspiratie,unrelated,word,word,0.0971048044615181
tabak,koning,unrelated,word,word,0.128000831904053
aankomen,onaangenaam,unrelated,word,word,0.137991443816936
drama,dik,unrelated,word,word,0.112573569106419
profiel,oceaan,unrelated,word,word,0.0209106558470967
gevecht,aantrekken,unrelated,word,word,0.103698332577017
graan,ironisch,unrelated,word,word,0.067982049176812
lepel,voornemen,unrelated,word,word,0.12642888787861
virus,cliënt,unrelated,word,word,0.102188451307808
leuk,rechter,unrelated,word,word,0.0896626189848218
artikel,geest,unrelated,word,word,0.0919210883496272
creëren,moeilijk,unrelated,word,word,0.148027134445513
uitzonderlijk,ontploffen,unrelated,word,word,0.0849133044498963
kroeg,strategie,unrelated,word,word,0.0988377693090617
dramatisch,pakket,unrelated,word,word,0.0483544674042626
sensationeel,onderhouden,unrelated,word,word,0.0555072930105476
