zh_hk_cue,zh_hk_target,type,cue_type,target_type,zh_hk_cosine
友汁,夫人,nonword,nonword,word,
屬采,壯觀,nonword,nonword,word,
利色,沙律醬,nonword,nonword,word,
通彩,不同,nonword,nonword,word,
疲給,由得,nonword,nonword,word,
昏好,非常,nonword,nonword,word,
種崗,組織,nonword,nonword,word,
別會,圍欄,nonword,nonword,word,
牧份,靈感,nonword,nonword,word,
用校,段落,nonword,nonword,word,
添淨,美貌,nonword,nonword,word,
大從,完全,nonword,nonword,word,
生像,挑選,nonword,nonword,word,
及言逆,毀滅,nonword,nonword,word,
熱娘,逃犯,nonword,nonword,word,
成漲,準備,nonword,nonword,word,
船隔,報紙,nonword,nonword,word,
細銜,分鐘,nonword,nonword,word,
拳魚,咖啡,nonword,nonword,word,
止眾,癌症,nonword,nonword,word,
稚刻,可怕,nonword,nonword,word,
軍甜,電力,nonword,nonword,word,
餌色,巡邏,nonword,nonword,word,
首誤,信心,nonword,nonword,word,
文米,兔仔,nonword,nonword,word,
料性,電影,nonword,nonword,word,
陷初,雲呢拿,nonword,nonword,word,
寬暖,老鼠,nonword,nonword,word,
田祈,行李喼,nonword,nonword,word,
草蠻,軍營,nonword,nonword,word,
指嚼,庇護所,nonword,nonword,word,
兇胞,保衛,nonword,nonword,word,
體契,洞口,nonword,nonword,word,
赤付妻,厄運,nonword,nonword,word,
比犯,死屍,nonword,nonword,word,
拓愚,金屬,nonword,nonword,word,
煙及,茶杯碟,nonword,nonword,word,
制招,電視,nonword,nonword,word,
職大,規劃,nonword,nonword,word,
傾共,感覺,nonword,nonword,word,
身宮,清洗,nonword,nonword,word,
聽小,逃脫,nonword,nonword,word,
手報,州份,nonword,nonword,word,
撤教,湖泊,nonword,nonword,word,
出斷,救主,nonword,nonword,word,
哨皇,自願,nonword,nonword,word,
鬱斜類,黃昏,nonword,nonword,word,
奶秀,畢業,nonword,nonword,word,
骨結,三角,nonword,nonword,word,
舊得,會議,nonword,nonword,word,
端話,使命,nonword,nonword,word,
許屈,周界,nonword,nonword,word,
扣報,足球,nonword,nonword,word,
鍵牆,結構,nonword,nonword,word,
油住,叮叮,nonword,nonword,word,
釋健,信件,nonword,nonword,word,
帽憂,教導,nonword,nonword,word,
服遺,村落,nonword,nonword,word,
分長,信號,nonword,nonword,word,
準比姦,口音,nonword,nonword,word,
美還,正義,nonword,nonword,word,
談兩,系統,nonword,nonword,word,
一鬆,屁股,nonword,nonword,word,
徹魚,遙遠,nonword,nonword,word,
紅奪,公寓,nonword,nonword,word,
粒哀,公尺,nonword,nonword,word,
通頭,集中,nonword,nonword,word,
臟惡,生物,nonword,nonword,word,
監取,武士,nonword,nonword,word,
煮星,敏感,nonword,nonword,word,
明地,缺席,nonword,nonword,word,
戶息,進步,nonword,nonword,word,
難俗,使用,nonword,nonword,word,
目章,涼爽,nonword,nonword,word,
紙助,番茄,nonword,nonword,word,
組解,不公平,nonword,nonword,word,
墨草封,分區,nonword,nonword,word,
玉操,建築師,nonword,nonword,word,
交沫,陳述,nonword,nonword,word,
皮冊瞎,大眾,nonword,nonword,word,
域打,團體,nonword,nonword,word,
營脂,沙律,nonword,nonword,word,
好辦甲代,麵粉,nonword,nonword,word,
郁血搖,銀包,nonword,nonword,word,
餵站,知道,nonword,nonword,word,
吃飄,拐帶,nonword,nonword,word,
睇邊,擁抱,nonword,nonword,word,
防洋去,士多,nonword,nonword,word,
錢射,政府,nonword,nonword,word,
聯氣,魔鬼,nonword,nonword,word,
言時,美元,nonword,nonword,word,
守命,位置,nonword,nonword,word,
單守,簡單,nonword,nonword,word,
受如,媽媽,nonword,nonword,word,
租年,外甥,nonword,nonword,word,
當礙,狙擊手,nonword,nonword,word,
對毀,動物,nonword,nonword,word,
差報,攝影師,nonword,nonword,word,
子死,舔嘴,nonword,nonword,word,
衣悔,操縱,nonword,nonword,word,
確遠,研究員,nonword,nonword,word,
直蔑,核能,nonword,nonword,word,
藏喬,抽查,nonword,nonword,word,
元手,活動,nonword,nonword,word,
奏餵,激氣,nonword,nonword,word,
緬為,癒合,nonword,nonword,word,
俐裝,危險,nonword,nonword,word,
飲怨,觀點,nonword,nonword,word,
惡影,突變,nonword,nonword,word,
校蠍,大蛇,nonword,nonword,word,
曾球,後生仔,nonword,nonword,word,
常酥,圍繞,nonword,nonword,word,
渴塵,風格,nonword,nonword,word,
寶車,理解,nonword,nonword,word,
地誣,爐頭,nonword,nonword,word,
點重,信息,nonword,nonword,word,
藥為,表親,nonword,nonword,word,
緯數,痛楚,nonword,nonword,word,
祖把,處決,nonword,nonword,word,
屎報,法文,nonword,nonword,word,
坐漬,巨星,nonword,nonword,word,
指不,啤酒,nonword,nonword,word,
下匠,洋蔥,nonword,nonword,word,
定回,四分之一,nonword,nonword,word,
兄寰,影片,nonword,nonword,word,
下偵禮,葬禮,nonword,nonword,word,
擁瑣,港口,nonword,nonword,word,
致路,人類,nonword,nonword,word,
飯掩,前往,nonword,nonword,word,
合紙,中午,nonword,nonword,word,
用寶,實際上,nonword,nonword,word,
畫專,清爽,nonword,nonword,word,
籤稅,專業,nonword,nonword,word,
廢騙,表面,nonword,nonword,word,
楊抓,人工,nonword,nonword,word,
選淺,預計,nonword,nonword,word,
極子,電話,nonword,nonword,word,
總病,灰塵,nonword,nonword,word,
調手盛,死亡,nonword,nonword,word,
知輩,姓氏,nonword,nonword,word,
用哥,孤單,nonword,nonword,word,
位幼,派對,nonword,nonword,word,
自象,能力,nonword,nonword,word,
吞異,分析,nonword,nonword,word,
潛賢,天賦,nonword,nonword,word,
蛋艱,團隊,nonword,nonword,word,
原軸,步驟,nonword,nonword,word,
頒眾,生產,nonword,nonword,word,
洞碎,雀鳥,nonword,nonword,word,
鄰破,作嘔,nonword,nonword,word,
剛棧,需要,nonword,nonword,word,
機傳,示威,nonword,nonword,word,
向樹,希望,nonword,nonword,word,
農現,監獄,nonword,nonword,word,
幣棒,軍火庫,nonword,nonword,word,
月催,腹部,nonword,nonword,word,
人短,承諾,nonword,nonword,word,
出揮,採集,nonword,nonword,word,
獨水,人工,nonword,nonword,word,
誇外,領袖,nonword,nonword,word,
故割,冷靜,nonword,nonword,word,
藥魅,上校,nonword,nonword,word,
家解,干邑,nonword,nonword,word,
虛艷,銷售,nonword,nonword,word,
趣暗,禮拜二,nonword,nonword,word,
犬傢,乾脆,nonword,nonword,word,
開損,自由,nonword,nonword,word,
上銅,請求,nonword,nonword,word,
堂配恰,金融,nonword,nonword,word,
國貼,正確,nonword,nonword,word,
親豬羞,左邊,nonword,nonword,word,
弄巴,謀殺,nonword,nonword,word,
鏈信,戰士,nonword,nonword,word,
珠查,聽見,nonword,nonword,word,
中柳,見證,nonword,nonword,word,
熱市,孩子,nonword,nonword,word,
樹飼,停止,nonword,nonword,word,
泥色,棉質,nonword,nonword,word,
育資,滯留,nonword,nonword,word,
空毒,營銷,nonword,nonword,word,
吸程,專員,nonword,nonword,word,
權友,危機,nonword,nonword,word,
煙登,欺詐,nonword,nonword,word,
下炮,說話,nonword,nonword,word,
配探,香煙,nonword,nonword,word,
向撞,巨大,nonword,nonword,word,
信取,大笑,nonword,nonword,word,
承片,離開,nonword,nonword,word,
段嘴,樞機,nonword,nonword,word,
端膽,衣櫃,nonword,nonword,word,
此傳,聯繫,nonword,nonword,word,
收貶,衛星,nonword,nonword,word,
漏弱,榮耀,nonword,nonword,word,
暴穿,污糟,nonword,nonword,word,
例高,生理,nonword,nonword,word,
軍課,發生,nonword,nonword,word,
燈相,醬汁,nonword,nonword,word,
色蜂,計算,nonword,nonword,word,
店授,遇到,nonword,nonword,word,
悉課,旅館,nonword,nonword,word,
掉郵,關閉,nonword,nonword,word,
門為,長遠,nonword,nonword,word,
比空魚,區域,nonword,nonword,word,
售腰,驚嘆,nonword,nonword,word,
市臉,教授,nonword,nonword,word,
白離,內容,nonword,nonword,word,
瞞賜,拉出,nonword,nonword,word,
愛出,王國,nonword,nonword,word,
度閒,蝙蝠俠,nonword,nonword,word,
票睡,喉管,nonword,nonword,word,
補頭,轎車,nonword,nonword,word,
附微,昨日,nonword,nonword,word,
征退臟,石頭,nonword,nonword,word,
域評,螞蟻,nonword,nonword,word,
求掛,攻擊者,nonword,nonword,word,
測場,資訊,nonword,nonword,word,
言罰報,知道,nonword,nonword,word,
滑頒,書本,nonword,nonword,word,
衝追,溫度,nonword,nonword,word,
蓋談兩,船隻,nonword,nonword,word,
謀姪,誓言,nonword,nonword,word,
拆大,大廈,nonword,nonword,word,
鋒豈,消極,nonword,nonword,word,
批壓,買家,nonword,nonword,word,
眺線,誠實,nonword,nonword,word,
情惠,盔甲,nonword,nonword,word,
瘩燥,故意,nonword,nonword,word,
釀政,批准,nonword,nonword,word,
拳寒,合法,nonword,nonword,word,
博利,早晨,nonword,nonword,word,
言用,助手,nonword,nonword,word,
去哀,精神,nonword,nonword,word,
興力,自私,nonword,nonword,word,
弄勞,神聖,nonword,nonword,word,
補輸,哨子,nonword,nonword,word,
護識,惡劣,nonword,nonword,word,
調草,過去,nonword,nonword,word,
龜免,尊嚴,nonword,nonword,word,
蒙謝,搶劫,nonword,nonword,word,
憨期,豬乸,nonword,nonword,word,
被詳,有趣,nonword,nonword,word,
雕面,建造,nonword,nonword,word,
書始從止,甲等,nonword,nonword,word,
作渾,金星,nonword,nonword,word,
昏製,部門,nonword,nonword,word,
無鎮,士多啤梨,nonword,nonword,word,
命菜,打架,nonword,nonword,word,
往庇,完全,nonword,nonword,word,
開溫,不斷,nonword,nonword,word,
殖準,投票,nonword,nonword,word,
上儀,再見,nonword,nonword,word,
息畫,裏面,nonword,nonword,word,
課道,合理,nonword,nonword,word,
出易,逮捕,nonword,nonword,word,
速血,遊戲,nonword,nonword,word,
車做,戰場,nonword,nonword,word,
霸汗,打敗,nonword,nonword,word,
景急,切割,nonword,nonword,word,
蓋權,態度,nonword,nonword,word,
扭立,三個,nonword,nonword,word,
弄特,減少,nonword,nonword,word,
感戶,爆炸性,nonword,nonword,word,
好才制,隱藏,nonword,nonword,word,
幽請淚,上臂,nonword,nonword,word,
閥瀆,軍用,nonword,nonword,word,
生難,電腦,nonword,nonword,word,
打饋,平常,nonword,nonword,word,
冷蝗,樣版,nonword,nonword,word,
夭直,公路,nonword,nonword,word,
印精,明亮,nonword,nonword,word,
林變,虛弱,nonword,nonword,word,
福定,黑色,nonword,nonword,word,
高金,政治,nonword,nonword,word,
憑場,通知,nonword,nonword,word,
案疙,霧氣,nonword,nonword,word,
安名,石油,nonword,nonword,word,
管碎,地獄,nonword,nonword,word,
黯核,汪洋,nonword,nonword,word,
做蓮,醜陋,nonword,nonword,word,
庖獲,決心,nonword,nonword,word,
燈韆,廢物,nonword,nonword,word,
布素,通風,nonword,nonword,word,
校呼,報酬,nonword,nonword,word,
徵誨中,老闆,nonword,nonword,word,
行達,花朵,nonword,nonword,word,
照掉,新曆,nonword,nonword,word,
慢相,文明,nonword,nonword,word,
極漏,打破,nonword,nonword,word,
錢角,假期,nonword,nonword,word,
煙謝,貨車,nonword,nonword,word,
牆餞,向上,nonword,nonword,word,
璨地,星期日,nonword,nonword,word,
骨禁,坐低,nonword,nonword,word,
香鋁,戰士,nonword,nonword,word,
日竹,戰鬥,nonword,nonword,word,
商伏,鴨舌帽,nonword,nonword,word,
炸筆第,航行,nonword,nonword,word,
幼焊,博物館,nonword,nonword,word,
鐵嚷,錯誤,nonword,nonword,word,
正糞,帝國,nonword,nonword,word,
糖資,測試,nonword,nonword,word,
麵定,外套,nonword,nonword,word,
調一活,瘋狂,nonword,nonword,word,
喧繞,失望,nonword,nonword,word,
產近,拇指,nonword,nonword,word,
感跳眩,抑鬱,nonword,nonword,word,
事敵,審判,nonword,nonword,word,
統泥,思考,nonword,nonword,word,
青飛職裝,混合物,nonword,nonword,word,
直然,蛋糕,nonword,nonword,word,
弒淚,難以,nonword,nonword,word,
協節,舒暢,nonword,nonword,word,
和評發,十億,nonword,nonword,word,
鏡年山官,產品,nonword,nonword,word,
子袋,殘酷,nonword,nonword,word,
橫趣,快樂,nonword,nonword,word,
春器,航班,nonword,nonword,word,
士馬,長裙,nonword,nonword,word,
危封,車庫,nonword,nonword,word,
升翼,夢境,nonword,nonword,word,
公力,慷慨,nonword,nonword,word,
煞管,嚴禁,nonword,nonword,word,
特人,執行,nonword,nonword,word,
榨急,門口,nonword,nonword,word,
疫掉,蔓延,nonword,nonword,word,
帶應,部門,nonword,nonword,word,
指音,戀人,nonword,nonword,word,
蚓臥,膝頭,nonword,nonword,word,
寬抗,大學,nonword,nonword,word,
蜂新阻,釣魚,nonword,nonword,word,
解鐘,橙色,nonword,nonword,word,
道農,香水,nonword,nonword,word,
景笑,相反,nonword,nonword,word,
液合,朋友,nonword,nonword,word,
白情,海洛英,nonword,nonword,word,
奏位,嘴嚼,nonword,nonword,word,
子選,睡床,nonword,nonword,word,
出望,誠實,nonword,nonword,word,
琴跑,主語,nonword,nonword,word,
紋租,腎上腺素,nonword,nonword,word,
強寒,建議,nonword,nonword,word,
熟綁,專家,nonword,nonword,word,
山局,爆炸,nonword,nonword,word,
導拖,創意,nonword,nonword,word,
茶大,綜合症,nonword,nonword,word,
裂取,國王,nonword,nonword,word,
宜才,密碼,nonword,nonword,word,
迷石,那裏,nonword,nonword,word,
怒倒,劇場,nonword,nonword,word,
狐台,科學,nonword,nonword,word,
莽洗,叛徒,nonword,nonword,word,
命右,喜悅,nonword,nonword,word,
勾稿,協議,nonword,nonword,word,
實古,失敗,nonword,nonword,word,
晚處,和諧,nonword,nonword,word,
修藤,簡單,nonword,nonword,word,
越勢,牛油,nonword,nonword,word,
台質,修院,nonword,nonword,word,
席局,龍蝦,nonword,nonword,word,
衰來,理論,nonword,nonword,word,
錢名,餐椅,nonword,nonword,word,
是復,中尉,nonword,nonword,word,
蕉石,捐款,nonword,nonword,word,
慘猛,資金,nonword,nonword,word,
對氈,早到,nonword,nonword,word,
身完,放棄,nonword,nonword,word,
案街,兄弟,nonword,nonword,word,
輪場,機師,nonword,nonword,word,
墊號黑,啤牌,nonword,nonword,word,
待麵,成效,nonword,nonword,word,
下仿,平價,nonword,nonword,word,
內樂,地圖,nonword,nonword,word,
語費,典禮,nonword,nonword,word,
薑聚,凍結,nonword,nonword,word,
下味,市長,nonword,nonword,word,
故育,怪誕,nonword,nonword,word,
聽貨,生產,nonword,nonword,word,
礦杯籌,皮鞋,nonword,nonword,word,
魚改鬼,選民,nonword,nonword,word,
內刀,粒子,nonword,nonword,word,
補往,游水,nonword,nonword,word,
預悔雪,機構,nonword,nonword,word,
戰麗座,高度,nonword,nonword,word,
簽溫易流,辛苦,nonword,nonword,word,
勸症,直覺,nonword,nonword,word,
墊場,有效,nonword,nonword,word,
依頭,首要,nonword,nonword,word,
台心,音樂會,nonword,nonword,word,
厄露促,咪高峰,nonword,nonword,word,
淫剷,顱骨,nonword,nonword,word,
心睏,太太,nonword,nonword,word,
接以,監禁,nonword,nonword,word,
陰死,跳舞,nonword,nonword,word,
道集,迅速,nonword,nonword,word,
營移,卸責,nonword,nonword,word,
查子,重要性,nonword,nonword,word,
農杉,女孩,nonword,nonword,word,
弱門,科學家,nonword,nonword,word,
風茶,商人,nonword,nonword,word,
改緩失,笨蛋,nonword,nonword,word,
傳怎,愛滋病病毒,nonword,nonword,word,
去杜,三倍,nonword,nonword,word,
漆教,終極,nonword,nonword,word,
請術,路徑,nonword,nonword,word,
頓票,雕像,nonword,nonword,word,
市導,保存,nonword,nonword,word,
觸兄,黎明,nonword,nonword,word,
搬見,藍色,nonword,nonword,word,
碰殘,十年,nonword,nonword,word,
碎煎,黃色,nonword,nonword,word,
華理,代替,nonword,nonword,word,
繩達,厘米,nonword,nonword,word,
油幫,明顯,nonword,nonword,word,
與杯,僕人,nonword,nonword,word,
擾唱,性格,nonword,nonword,word,
兵剪,獎章,nonword,nonword,word,
熱限,龍捲風,nonword,nonword,word,
朧業,笑片,nonword,nonword,word,
醉絡,騷擾,nonword,nonword,word,
列彩,無力,nonword,nonword,word,
闊殘,發射器,nonword,nonword,word,
塵醬,興奮,nonword,nonword,word,
激數,棒球,nonword,nonword,word,
處賽,繪畫,nonword,nonword,word,
北油,調查,nonword,nonword,word,
反偶,女傭,nonword,nonword,word,
會妓,美麗,nonword,nonword,word,
啟土,仍然,nonword,nonword,word,
惹介,罪行,nonword,nonword,word,
航罩,日程,nonword,nonword,word,
溫歛知,欣賞,nonword,nonword,word,
誦收,刺客,nonword,nonword,word,
名任,雪花,nonword,nonword,word,
出遺,大概,nonword,nonword,word,
於無踞,假設,nonword,nonword,word,
星轉握,有罪,nonword,nonword,word,
賭飽,速度,nonword,nonword,word,
凶青,爸爸,nonword,nonword,word,
不線,價錢,nonword,nonword,word,
勻魚,酒吧,nonword,nonword,word,
貨體,蜥蜴,nonword,nonword,word,
頰火,安全,nonword,nonword,word,
來瓷,接受,nonword,nonword,word,
問諒擁,義務,nonword,nonword,word,
投灘,參議員,nonword,nonword,word,
召約,凌,nonword,nonword,word,
坐音,異象,nonword,nonword,word,
膀瓜,伏特加,nonword,nonword,word,
詐情,指紋,nonword,nonword,word,
縝負,正餐,nonword,nonword,word,
魚先,動脈,nonword,nonword,word,
付滅,懷疑,nonword,nonword,word,
煙拳蕃,生物,nonword,nonword,word,
氣報,跳躍,nonword,nonword,word,
念衍,兇徒,nonword,nonword,word,
阻箱,名聲,nonword,nonword,word,
盛凡,浪漫,nonword,nonword,word,
席咪,稱謂,nonword,nonword,word,
看整,已婚,nonword,nonword,word,
皈找,得罪,nonword,nonword,word,
畜罐,完成,nonword,nonword,word,
到男,苦難,nonword,nonword,word,
浸前演,客貨車,nonword,nonword,word,
子堵,頸部,nonword,nonword,word,
圃法,生果,nonword,nonword,word,
水肉,漢堡包,nonword,nonword,word,
緒看,意圖,nonword,nonword,word,
尿航,詞語,nonword,nonword,word,
敘光,飲醉,nonword,nonword,word,
制激,意粉,nonword,nonword,word,
機監,不適,nonword,nonword,word,
鼎剪,高處,nonword,nonword,word,
主支,警報,nonword,nonword,word,
充貫,句子,nonword,nonword,word,
版栽,憐憫,nonword,nonword,word,
新罵,曾經,nonword,nonword,word,
工流,競爭,nonword,nonword,word,
參解,心口,nonword,nonword,word,
萬公,顯微鏡,nonword,nonword,word,
散餚扁,得意,nonword,nonword,word,
霍髒,尋找,nonword,nonword,word,
義混,比賽,nonword,nonword,word,
鬆居,囚犯,nonword,nonword,word,
講斷,強烈,nonword,nonword,word,
飛渾預,錦標賽,nonword,nonword,word,
紙過,追趕,nonword,nonword,word,
稅子,午餐,nonword,nonword,word,
孽憲,檢控官,nonword,nonword,word,
