en_target,en_cue,en_fake_cue,en_fake_target,cs_cue,cs_target,cs_fake_target,cs_fake_cue,da_cue,da_target,da_fake_target,da_fake_cue,de_cue,de_target,de_fake_target,de_fake_cue,ja_target,ja_cue,ja_fake_target,ja_fake_cue,ko_target,ko_cue,ko_fake_cue,ko_fake_target,ru_target,ru_cue,ru_fake_cue,ru_fake_target,tr_target,tr_cue,tr_fake_cue,tr_fake_target,en_word_combo,en_target_word_unique,cs_word_combo,cs_target_word_unique,ja_word_combo,ja_target_word_unique,ko_word_combo,ko_target_word_unique,tr_word_combo,tr_target_word_unique,ru_word_combo,ru_target_word_unique
constitution,law,vaw,constiturates,zákon,ústava,mrňava,závia,lov,forfatning,forrupskab,hyv,gesetz,verfassung,verfastest,geless,憲法,法律,簀阹,阹筆,헌법,법,징롤,몸온,конституция,закон,завун,конгресстуция,anayasa,kanun,kamaz,oluşyasa,lawconstitution,constitution,zákonústava,ústava,法律憲法,憲法,법헌법,헌법,kanunanayasa,anayasa,законконституция,конституция
content,contain,contics,conding,obsahovat,obsah,obous,obsahorázná,indeholde,indhold,indkred,inspiraholde,enthalten,inhalt,insitz,entsatzten,コンテンツ,含む,セテンツ,粋続,콘텐츠,포함하다,어저르다,바짝츠,содержание,содержать,тагержать,содержалость,içerik,içermek,kertmek,şarrik,containcontent,content,obsahovatobsah,obsah,含むコンテンツ,コンテンツ,포함하다콘텐츠,콘텐츠,içermekiçerik,içerik,содержатьсодержание,содержание
continue,proceed,proheit,connectue,postupovat,pokračovat,poslechčovat,poslechčovat,fortsætte,vedblive,sanblive,brilsætte,fortfahren,fortsetzen,obersetzen,entfisteln,継続する,続行する,陛科さへ,元璧めと,계속하다,진행하다,배다해태,다흠하다,продлевать,продолжать,продолстать,продолскимать,devam etmek,ilerlemek,proglemek,devavenk,proceedcontinue,continue,postupovatpokračovat,pokračovat,続行する継続する,継続する,진행하다계속하다,계속하다,ilerlemekdevam etmek,devam etmek,продолжатьпродлевать,продлевать
contrary,opposite,oppomons,contaboy,opačný,protichůdný,protistřelný,sladný,modsat,omvendt,omsteds,modkes,gegenteil,gegensätzlich,gegenbock,gegenbiss,正反対の,反対側の,正反給斗,ゾン側の,상반하는,반대,배파,죠한되는,обратный,противоположный,противопосчастный,рократный,aksine,zıt,oft,önemsine,oppositecontrary,contrary,opačnýprotichůdný,protichůdný,反対側の正反対の,正反対の,반대상반하는,상반하는,zıtaksine,aksine,противоположныйобратный,обратный
convent,orphanage,orgrimage,conteen,sirotčinec,klášter,kryster,siusvědčinec,børnehjem,kloster,fødster,svægebarn,waisenhaus,kloster,blubter,waisenkung,女子修道院,孤児院,大気修首完,誰民陪,수도희,고아원,분원리,강아원,монастырь,детский дом,детский гром,монадвинь,dergah,yetimhane,yeamanthane,maalıştır,orphanageconvent,convent,sirotčinecklášter,klášter.1,孤児院女子修道院,女子修道院,고아원수도희,수도희,yetimhanedergah,dergah,детский доммонастырь,монастырь
cool,warm,wazi,cojo,teplý,chladný,chřipný,doblý,varm,kølig,nalig,murm,warm,kühl,künt,wane,冷たい,暖かい,玲ねり,文戦い,시원한,따뜻한,남겼한,봤었한,прохладный,теплый,журлый,проткладный,serin,ılık,mjık,senar,warmcool,cool,teplýchladný,chladný,暖かい冷たい,冷たい,따뜻한시원한,시원한,ılıkserin,serin,теплыйпрохладный,прохладный
copy,original,selfinal,rupy,originál,kopie,komen,agenginál,original,kopi,koset,singginal,original,kopie,koreat,origimung,コピー,オリジナル,却えー,ジナル,복사,원본,이드의,망미,копия,оригинал,оригирет,копироузия,kopya,orijinal,aleyjinal,ifaya,originalcopy,copy,originálkopie,kopie,オリジナルコピー,コピー,원본복사,복사,orijinalkopya,kopya,оригиналкопия,копия
corporation,company,wallpany,corporaphers,společnost,korporace,transporace,společkách,selskab,virksomhed,skulsomhed,ubeskab,gesellschaft,konzern,konpier,gebautschaft,法人,会社,メヌ,オヌ,법인,회사,재퍼,조아,корпорация,компания,компалания,корпорадость,ortaklık,şirket,donket,posket,companycorporation,corporation,společnostkorporace,korporace,会社法人,法人,회사법인,법인,şirketortaklık,ortaklık,компаниякорпорация,корпорация
corpse,body,boyk,coyase,tělo,mrtvola,dvojvola,nadlo,legeme,lig,teg,leskamme,körper,leiche,warche,kanichtserie,死体,体,池域,ゲノ,시체,신체,트럽,틴은,труп,тело,биоло,трбя,ceset,gövde,çayde,cemım,bodycorpse,corpse,tělomrtvola,mrtvola,体死体,死体,신체시체,시체,gövdeceset,ceset,телотруп,труп
correct,wrong,scong,corroll,špatně,správně,uprchně,vštívně,forkert,korrekt,ængrekt,forkrab,falsch,richtig,korseys,faroch,正しい,誤った,禁師い,笑くぬ,옳은,틀린,그뷰된,태로,правильный,ошибочный,ошифрочный,праславный,doğru,yanlış,yanhil,kızru,wrongcorrect,correct,špatněsprávně,správně,誤った正しい,正しい,틀린옳은,옳은,yanlışdoğru,doğru,ошибочныйправильный,правильный
cotton,silk,sioy,keyton,hedvábí,bavlna,basteina,bastejna,silke,bomuld,bobred,treke,seide,baumwolle,trotwolle,sehard,コットン,シルク,オリトン,這じク,면,비단,꾸잠,수탐,хлопок,шелк,шеав,астпок,pamuk,ipek,ippe,pahio,silkcotton,cotton,hedvábíbavlna,bavlna,シルクコットン,コットン,비단면,면,ipekpamuk,pamuk,шелкхлопок,хлопок
countess,baron,banen,changess,baron,hraběnka,hrasmyčka,batáš,baron,grevinde,klipvinde,batar,baron,gräfin,rüsfin,batis,伯爵,男爵,算念,確是,백작 부인,남작,킷을,소지 부인,графиня,барон,бапал,недофиня,kontes,baron,bacar,sapor,baroncountess,countess,baronhraběnka,hraběnka,男爵伯爵,伯爵,남작백작 부인,백작 부인,baronkontes,kontes,баронграфиня,графиня
cousin,relative,relaless,corhin,příbuzný,bratranec,střítranec,příklidný,slægtning,fætter,ordter,stoltning,verwandter,cousin,woutin,derwandser,いとこ,親戚,督臓こ,新威,사촌,친척,원적미히,랄드,кузен,родственник,родклассник,тузенк,kuzen,akraba,prograba,kukâr,relativecousin,cousin,příbuznýbratranec,bratranec,親戚いとこ,いとこ,친척사촌,사촌,akrabakuzen,kuzen,родственниккузен,кузен
cowboy,rodeo,roamo,kidboy,rodeo,kovboj,ucíboj,rorah,rodeo,cowboy,kovelt,rogan,rodeo,cowboy,memboy,robis,カウボーイ,ロデオ,すグホーイ,ベーオ,카우보이,로데오,반길오,카우워라,ковбой,родео,роэйд,ковгёрл,kovboy,rodeo,roiji,kovkit,rodeocowboy,cowboy,rodeokovboj,kovboj,ロデオカウボーイ,カウボーイ,로데오카우보이,카우보이,rodeokovboy,kovboy,родеоковбой,ковбой
crazy,paranoid,paraphin,croty,paranoidní,šílený,eleklený,paranolegrační,paranoid,sindssyg,sindsvid,paraskel,paranoid,verrückt,verzucht,paranorecht,クレイジー,妄想,ほこイジー,いは,미친,피해망상적인,금유,글린,сумасшедший,параноик,панекноида,сумаукравший,deli,paranoyak,raranoyak,derum,paranoidcrazy,crazy,paranoidníšílený,šílený,妄想クレイジー,クレイジー,피해망상적인미친,미친,paranoyakdeli,deli,параноиксумасшедший,сумасшедший
creativity,imagination,stickination,crecreepity,představivost,tvořivost,tvořinech,představideích,fantasi,kreativitet,halskativitet,stiltasi,vorstellung,kreativität,schwätivität,vorbildlung,創造性,想像力,ウェ性,カプ力,창의력,상상력,가불결,의력리,креативность,воображение,вобратжение,креативствость,yaratıcılık,hayal gücü,hapal sücü,tabatıcılık,imaginationcreativity,creativity,představivosttvořivost,tvořivost,想像力創造性,創造性,상상력창의력,창의력,hayal gücüyaratıcılık,yaratıcılık,воображениекреативность,креативность
creature,monster,montezu,hakature,netvor,stvoření,ukraření,nethem,uhyre,væsen,vædre,folre,monster,kreatur,yamatur,bronter,生物,怪物,クナ,熨李,생물,괴물,납고,라팀,существо,монстр,монкмер,сущенутво,yaratık,canavar,canading,yarapist,monstercreature,creature,netvorstvoření,stvoření,怪物生物,生物,괴물생물,생물,canavaryaratık,yaratık,монстрсущество,существо
creepy,scary,liary,crempy,děsivý,strašidelný,rozkošidelný,děsilent,skræmmende,uhyggelig,drongelig,iværkmende,beängstigend,unheimlich,unfieslich,unwichlich,気味の悪い,怖い,値旧ぬ渥ぬ,詣ぬ,소름 끼치는,무서운,호출운,름수 신끼변,жуткий,страшный,уменьный,жутальный,ürpertici,korkutucu,elektkutucu,üraugustici,scarycreepy,creepy,děsivýstrašidelný,strašidelný,怖い気味の悪い,気味の悪い,무서운소름 끼치는,소름 끼치는,korkutucuürpertici,ürpertici,страшныйжуткий,жуткий
crime,sin,ien,craim,hřích,zločin,zlosák,ivích,synd,forbrydelse,forløsladelse,hønd,sünde,verbrechen,verbreskia,phode,犯罪,罪,藩済,ノヘ,범죄,죄,혹자,사르,преступление,грех,вудх,преструпоение,suç,günah,gücie,anç,sincrime,crime,hříchzločin,zločin,罪犯罪,犯罪,죄범죄,범죄,günahsuç,suç,грехпреступление,преступление
criminal,thief,thoof,hackinal,zloděj,zločinec,svědčinec,zlonin,tyv,kriminel,krimirisk,kruv,dieb,kriminell,krimichon,goeb,犯罪の,泥棒,繰ほみ,圏眉,범인,도둑,프터,락가,преступник,вор,цов,престопанчик,suçlu,hırsız,pissız,devli,thiefcriminal,criminal,zlodějzločinec,zločinec,泥棒犯罪の,犯罪の,도둑범인,범인,hırsızsuçlu,suçlu,ворпреступник,преступник
crisis,situation,situagogue,taxsis,situace,krize,tanze,chlastuace,situation,krise,medse,situakomst,situation,krise,musse,fetuation,危機,難局,卮践,雅尼,위기,상황,러기,원사,кризис,ситуация,ситуаность,кривон,kriz,durum,dular,krrp,situationcrisis,crisis,situacekrize,krize,難局危機,危機.1,상황위기,위기,durumkriz,kriz,ситуациякризис,кризис
cruel,brutal,reltal,dalel,brutální,krutý,skátý,rtěntální,brutal,grusom,tegsom,brukal,brutal,grausam,grautos,türtal,残酷な,残忍な,唐着な,供亜ね,잔혹한,잔인한 것,전늦은 것,록우한,жестокий,грубый,грежбый,жекраткий,acımasız,vahşi,kitşi,korkmasız,brutalcruel,cruel,brutálníkrutý,krutý,残忍な残酷な,残酷な,잔인한 것잔혹한,잔혹한,vahşiacımasız,acımasız,грубыйжестокий,жестокий
cruelty,evil,leil,lockelty,zlo,krutost,šamtost,ošo,ondskab,grusomhed,landsomhed,hænskab,böse,grausamkeit,zahnsamkeit,metzlisch,残酷,邪悪な,ぼへ,公貼な,잔학,사악한,따한랐,계힌,жестокость,зло,лмо,жесторонне,zulüm,kötülük,fenaatin,zuvet,evilcruelty,cruelty,zlokrutost,krutost,邪悪な残酷,残酷,사악한잔학,잔학,kötülükzulüm,zulüm,зложестокость,жестокость
cut,tear,tesa,cit,roztržení,střih,zářih,sekuntržení,flænse,skære,lørre,glemse,reißen,schneiden,schuldern,reikten,切る,引き裂く,音殻,引さ兼亜,자르다,눈물,시와,페카다,резать,рвать,гаать,резарять,kesik,gözyaşı,göz ymody,dolmek,tearcut,cut,roztrženístřih,střih,引き裂く切る,切る,눈물자르다,자르다,gözyaşıkesik,kesik,рватьрезать,резать
cute,sweet,swant,unte,sladký,roztomilý,funkčtomilý,kletký,sød,nuttet,gidtet,blåd,süß,niedlich,woodlich,rass,かわいい,甘い,かわてる,集中,귀여운,달콤한,신으한,차량운,прелестный,милый,мисятый,прелепестный,şirin,tatlı,noklı,şiler,sweetcute,cute,sladkýroztomilý,roztomilý,甘いかわいい,かわいい,달콤한귀여운,귀여운,tatlışirin,şirin,милыйпрелестный,прелестный
cynical,naive,narte,grayical,naivní,cynický,cysladký,nakrásní,naiv,kynisk,kygang,koiv,naiv,zynisch,zypunkt,nawin,シニカル,ナイーブ,カツカル,成功ーブ,냉소적이다,순진한,간지한,들먹적이다,циничный,наивный,наниный,ципальный,alaycı,naif,udy,ndeycı,naivecynical,cynical,naivnícynický,cynický,ナイーブシニカル,シニカル,순진한냉소적이다,냉소적이다,naifalaycı,alaycı,наивныйциничный,циничный
dad,uncle,unful,ird,strýc,táta,špito,špita,onkel,far,vir,ontik,onkel,papa,ferti,onrat,お父さん,おじさん,気寺きん,群だきん,아빠,삼촌,꼬까,능이,папа,дядя,акудя,палоч,baba,amca,amca dricks,basün,uncledad,dad,strýctáta,táta,おじさんお父さん,お父さん,삼촌아빠,아빠,amcababa,baba,дядяпапа,папа
dance,dancer,dalper,daone,tanečník,tanec,tazie,taprávník,danser,dans,daly,tygser,tänzer,tanzen,gutzen,stezer,ダンス,踊り子,勝肉ス,恐ラ子,춤,춤추는 사람,추했다은람,폰맏,танец,танцор,танмех,танцеклет,dans,dansçı,krisçı,davu,dancerdance,dance,tanečníktanec,tanec,踊り子ダンス,ダンス,춤추는 사람춤,춤,dansçıdans,dans,танцортанец,танец
danger,risk,ridi,triger,riziko,nebezpečí,nešťastpečí,richarko,risiko,fare,opere,risinavn,risiko,gefahr,wettung,risiland,危機,危険,卮銭,卮陰,위험,리스크,크업,씨두,опасность,риск,ритр,обезность,tehlike,risk,rijo,adamlike,riskdanger,danger,rizikonebezpečí,nebezpečí,危険危機,危機,리스크위험,위험,risktehlike,tehlike,рископасность,опасность
dangerous,risky,masky,danbiguous,riskantní,nebezpečný,nebezšťastný,risosobní,risikabel,farlig,viglig,risikakomst,riskant,gefährlich,gezwielich,bohkant,危険な,危ない,卮践け,卮にお,위험한,위험천만한,델벽,에이한,опасный,рискованный,школькованный,епастный,tehlikeli,riskli,vinçli,abartlikeli,riskydangerous,dangerous,riskantnínebezpečný,nebezpečný,危ない危険な,危険な,위험천만한위험한,위험한,risklitehlikeli,tehlikeli,рискованныйопасный,опасный
