fa_cue,fa_target,type,cue_type,target_type,fa_cosine
صدا,تاییدیه,unrelated,word,word,0.129116827312772
شام,بدبختی,unrelated,word,word,0.119109960151512
زن همجنس گرا,مکان,unrelated,word,word,
فنی,زهره,unrelated,word,word,0.0679507429103769
ایده آل,ترانه,unrelated,word,word,
تولد,هنوز,unrelated,word,word,0.0897732582576801
مدرن,بشقاب,unrelated,word,word,0.0851849263567776
اینترنت,چالش,unrelated,word,word,0.0749527813416331
ژست,دور و بر,unrelated,word,word,
خوب,به طور کامل,unrelated,word,word,
کمپانی,جالب,unrelated,word,word,0.0876310000614304
گاز,فیزیکی,unrelated,word,word,0.0974827804500638
هزار,کامل,unrelated,word,word,0.125789766437642
بعضی وقت ها,تزریق,unrelated,word,word,
برنامه,مهربان,unrelated,word,word,0.104587228652815
سوپرمن,قابل توجه,unrelated,word,word,
درخشش,دستگاه,unrelated,word,word,0.0335661791409084
میلیونر,عنصر,unrelated,word,word,0.0971349201865783
میمون,مرحله,unrelated,word,word,0.0759569882113393
مهمان نوازی,نیاز داشتن,unrelated,word,word,
گارسون,شور,unrelated,word,word,0.122931096496191
جنگ,پیدا کردن,unrelated,word,word,
مایه تاسف,چیزی,unrelated,word,word,
فن آوری,ظالم,unrelated,word,word,
دانشکده,چمدان,unrelated,word,word,0.124099000867471
سپر,صفنانه,unrelated,word,word,
وفاداری,روزنامه,unrelated,word,word,0.134178515176458
پناهنده,بالا,unrelated,word,word,0.129176768423795
ترسناک,به اطلاع رساندن,unrelated,word,word,
آدم ساده,هفته,unrelated,word,word,
مرد,اولیه,unrelated,word,word,0.109344591562657
اکنون,کشنده,unrelated,word,word,0.0791406944881289
راست,فرانسوی,unrelated,word,word,0.110404136624247
محل,مورفین,unrelated,word,word,0.143650355401371
دیدن,همه‌ گیری,unrelated,word,word,
یک,شکنجه,unrelated,word,word,0.10266185459547
پی بردن,وزارتخانه,unrelated,word,word,
نام مستعار,فروش,unrelated,word,word,
طرح,ترس,unrelated,word,word,0.0644624719665197
امپراتوری,خنده,unrelated,word,word,0.0884309400151211
گروهبان,به طور مشخص,unrelated,word,word,
سلسله,بیان کردن,unrelated,word,word,
وظیفه,دانستن,unrelated,word,word,0.060920470176015
دی وی دی,آن,unrelated,word,word,
سومین,انجام دادن,unrelated,word,word,
اشگت,تعطیلات,nonword,nonword,word,
بلتاپ بدنده,متخصص,nonword,nonword,word,
اوش,چکش,nonword,nonword,word,
آدم فیا,ورق بازی,nonword,nonword,word,
آدم ربيکی,حمام,nonword,nonword,word,
آدهحساده,امپراتوری,nonword,nonword,word,
آدهحساده,پایانی,nonword,nonword,word,
آززیانه,زیست,nonword,nonword,word,
زاادی,جادوگر,nonword,nonword,word,
آسنبین,نمایشگاه,nonword,nonword,word,
آسلين,عمل جراحي,nonword,nonword,word,
تلوب,کفش,nonword,nonword,word,
خربوم,الهام,nonword,nonword,word,
آلودیت,استفاده کردن,nonword,nonword,word,
دیاده,خرج کردن,nonword,nonword,word,
آمادکيسازی,ارزیابی,nonword,nonword,word,
آنفلومی,ایستگاه,nonword,nonword,word,
آنژيلانزا,مردم,nonword,nonword,word,
آهسته. تدرتری,شکلات,nonword,nonword,word,
دکنده,تحصیلات,nonword,nonword,word,
ابیت,خشمگین,nonword,nonword,word,
مجر,مدرک,nonword,nonword,word,
ابتهشم,نظامی,nonword,nonword,word,
وقیله,ماکارونی,nonword,nonword,word,
اتزت,عروسی,nonword,nonword,word,
اتخا,گروه,nonword,nonword,word,
تیازه,سیال,nonword,nonword,word,
تیازه,چرخاندن,nonword,nonword,word,
اجرامگن,در رفتن,nonword,nonword,word,
احفعال,تکنیک,nonword,nonword,word,
مگن,جذب کردن,nonword,nonword,word,
احفف,رسوایی,nonword,nonword,word,
ادارىىکردن,منفجر شدن,nonword,nonword,word,
اداميپدادن,علت,nonword,nonword,word,
ارتبمز,راه,nonword,nonword,word,
اررنگاه,دانش,nonword,nonword,word,
ارزشتاد,رسمی,nonword,nonword,word,
زرکتار,مجاز,nonword,nonword,word,
ارکسید,اجاق گاز,nonword,nonword,word,
ارنيسم,خطرناک,nonword,nonword,word,
از بینآلردن,غرور,nonword,nonword,word,
ازگدحاظ مالی,خدمتکار,nonword,nonword,word,
ازمالی,مضطرب,nonword,nonword,word,
سادها,شکارچی,nonword,nonword,word,
استاودوم,کارگر,nonword,nonword,word,
استثنامر,بی نیرو,nonword,nonword,word,
قلتر,پریدن,nonword,nonword,word,
استخاسم,راننده,nonword,nonword,word,
استخدین,آفتاب,nonword,nonword,word,
استعكه,عکاس,nonword,nonword,word,
اساهره,شیطان,nonword,nonword,word,
اسکوتا,روان,nonword,nonword,word,
اسسيل,به تازگی,nonword,nonword,word,
هرتباه,انتظار,nonword,nonword,word,
اشتیقش,توانایی,nonword,nonword,word,
لرک,اتحادیه,nonword,nonword,word,
حوابت,گوجه فرنگی,nonword,nonword,word,
حولی,دستگیری,nonword,nonword,word,
گسافی,یونانی,nonword,nonword,word,
تفگه,تظاهرات,nonword,nonword,word,
اعخوار,فدیه,nonword,nonword,word,
تعراض,سبک,nonword,nonword,word,
اعرزاد,سطح,nonword,nonword,word,
افبياح,تونل,nonword,nonword,word,
افترقا,عمو زاده,nonword,nonword,word,
افودیش,سرد,nonword,nonword,word,
آمسون,افتخار,nonword,nonword,word,
افاف,قیمت,nonword,nonword,word,
اکدار,ارتفاع,nonword,nonword,word,
اکپنیت,واقعی,nonword,nonword,word,
لینون,موزه,nonword,nonword,word,
گنماه,امکان,nonword,nonword,word,
الگن,مهمانی,nonword,nonword,word,
الترس,منابع مالی,nonword,nonword,word,
مهلام,کشنده,nonword,nonword,word,
اموشور,تامین مالی,nonword,nonword,word,
امــلانس,اثر,nonword,nonword,word,
امپريشوری,کپی 🀄,nonword,nonword,word,
امرياز,به ارث بردن,nonword,nonword,word,
امينز,ماساژ,nonword,nonword,word,
رونیت,تخت,nonword,nonword,word,
امتر,آینه,nonword,nonword,word,
انبااخمهمات,منتقل کردن,nonword,nonword,word,
انتخشت,سیگار,nonword,nonword,word,
تزگزیرن,سرعت,nonword,nonword,word,
انگلام,شیراز,nonword,nonword,word,
انداگي,ماده,nonword,nonword,word,
انانشه,سرنگ,nonword,nonword,word,
انمتت,کتاب,nonword,nonword,word,
انگللای,خرابکاری,nonword,nonword,word,
انلرزه,فولاد,nonword,nonword,word,
رزن,کردار,nonword,nonword,word,
اويون,زرد,nonword,nonword,word,
اینبد,سرهنگ,nonword,nonword,word,
ایجایهکردن,هسته ای,nonword,nonword,word,
گندز,آهسته,nonword,nonword,word,
ایدهغسل,بیسبال,nonword,nonword,word,
ایستلون,نیروی دریایی,nonword,nonword,word,
کونترنت,مهربان,nonword,nonword,word,
ایترا,احترام,nonword,nonword,word,
بالقدب,لیبرال,nonword,nonword,word,
با شژيه,درخواست,nonword,nonword,word,
باگه,ناحیه,nonword,nonword,word,
یید,تصدیق کردن,nonword,nonword,word,
ندر,ساده,nonword,nonword,word,
بایرین,تیم,nonword,nonword,word,
بادات,محیط,nonword,nonword,word,
بانکن,آره,nonword,nonword,word,
باتقکن,ملاقات,nonword,nonword,word,
بازتبی,دریانوردی,nonword,nonword,word,
بالنس,بسته,nonword,nonword,word,
بازگاب,بندرگاه,nonword,nonword,word,
باروده,ناامیدی,nonword,nonword,word,
باود,بطور کلی,nonword,nonword,word,
بازیابرآکردن,به یاد آوردن,nonword,nonword,word,
بامباه,بازرگان,nonword,nonword,word,
بادن,انسان,nonword,nonword,word,
باحيوحش,دریا کنار,nonword,nonword,word,
حتراس,مارمولک,nonword,nonword,word,
بایش,مخ,nonword,nonword,word,
بالاقافتن,خنگ,nonword,nonword,word,
غبل,ستوان,nonword,nonword,word,
کزاد,بی‌رحمی,nonword,nonword,word,
گزاید,صمیمی,nonword,nonword,word,
ببخشکش,ملت,nonword,nonword,word,
زبن,صومعه,nonword,nonword,word,
اهدن,کارگردان,nonword,nonword,word,
نظرانی,مسافرخانه,nonword,nonword,word,
یزش,هروئین,nonword,nonword,word,
بخبا,کیف پول,nonword,nonword,word,
يق,ویدیو,nonword,nonword,word,
يق,درشت,nonword,nonword,word,
بدپاتی,اهمیت,nonword,nonword,word,
اچن,سس,nonword,nonword,word,
برشمو,بامزه,nonword,nonword,word,
ايج,میلیارد,nonword,nonword,word,
عاده,برادر,nonword,nonword,word,
براتی,نقره اي,nonword,nonword,word,
بروگه,ضخیم,nonword,nonword,word,
بزعه,جهان,nonword,nonword,word,
كاتن,آسان,nonword,nonword,word,
داکتبال,عصر,nonword,nonword,word,
مایار,ارزشمند,nonword,nonword,word,
گشلخ,زِرِه,nonword,nonword,word,
تهراس,جایی,nonword,nonword,word,
بلکباستفاده,پسر,nonword,nonword,word,
ميع,دستگاه,nonword,nonword,word,
بلطس,پول,nonword,nonword,word,
نشب,پروتکل,nonword,nonword,word,
تارکلی,برنامه ریزی,nonword,nonword,word,
بهقرادگی,روغن,nonword,nonword,word,
تصافشی,جنگنده,nonword,nonword,word,
بهچحور,موسیقی دان,nonword,nonword,word,
کهعمول,متفاوت,nonword,nonword,word,
بهقدلاوه,شیک,nonword,nonword,word,
قعکمه,ماهی,nonword,nonword,word,
بهقویح,افسردگی,nonword,nonword,word,
بهپوع,شلنگ,nonword,nonword,word,
نظار,هفتگی,nonword,nonword,word,
بهاب,کارآفرین,nonword,nonword,word,
مکچ,تخت پادشاهی,nonword,nonword,word,
ديته,ماشین,nonword,nonword,word,
بوگشه,خنده,nonword,nonword,word,
بولي,روانشناختی,nonword,nonword,word,
بیزنطر,بیماری,nonword,nonword,word,
بیوودا,سیاه,nonword,nonword,word,
بیپبدالتی,همه‌ گیری,nonword,nonword,word,
بیجیناه,شیر نر,nonword,nonword,word,
هامارستان,آماده کردن,nonword,nonword,word,
بیجوالمللی,تاریک,nonword,nonword,word,
بیثا,سپیده دم,nonword,nonword,word,
پانسهر,آمدن,nonword,nonword,word,
پارایائید,خیابان,nonword,nonword,word,
پاجره,واقع بین,nonword,nonword,word,
خسپ,فارغ التحصیل,nonword,nonword,word,
پاكتيكامه,اسباب بازی,nonword,nonword,word,
اقیان,سازمان دادن,nonword,nonword,word,
پاپونه,بهبود,nonword,nonword,word,
پاسپ,صبح,nonword,nonword,word,
پافين,تولید,nonword,nonword,word,
پاییرنتر,فرودگاه,nonword,nonword,word,
صفانسیل,چندش آور,nonword,nonword,word,
غذو,ارتش,nonword,nonword,word,
فتتن,کامل,nonword,nonword,word,
پدفيبزرگ,تابش - تشعشع,nonword,nonword,word,
ولیده,اسب,nonword,nonword,word,
پذنهش,مثلث,nonword,nonword,word,
پركش,کمک کردن,nonword,nonword,word,
پروارد,زن,nonword,nonword,word,
پروتالن,تنها,nonword,nonword,word,
ذهشکی,قضاوت کردن,nonword,nonword,word,
جگوهش,بدبین,nonword,nonword,word,
تسپ,ملوان,nonword,nonword,word,
عاران,ادبیات,nonword,nonword,word,
کترید,یخ زدن,nonword,nonword,word,
لص,غم انگیز,nonword,nonword,word,
وخپ,انرژی,nonword,nonword,word,
اخاه,درجه حرارت,nonword,nonword,word,
سیاهنده,شکمی,nonword,nonword,word,
اخجره,شخصیت,nonword,nonword,word,
خدلم,کشیش,nonword,nonword,word,
پواوو,دکتر,nonword,nonword,word,
پوده,صفنانه,nonword,nonword,word,
پوجمش,تک تیرانداز,nonword,nonword,word,
لوم خشد,نور,nonword,nonword,word,
ابند,چالش,nonword,nonword,word,
پوشب,بهزیستی,nonword,nonword,word,
پیلخردن,سرنوشت,nonword,nonword,word,
مجانو,جرعه,nonword,nonword,word,
فتر,خیلی,nonword,nonword,word,
پیرالب,دانستن,nonword,nonword,word,
پیروهش,معالجه,nonword,nonword,word,
پیغمرفتن,توصیف,nonword,nonword,word,
پیشنئيد,انجمن,nonword,nonword,word,
نشهاد,درآمد,nonword,nonword,word,
پیفتنیک,مرطوب,nonword,nonword,word,
پیتس,آشغال,nonword,nonword,word,
تاجلدیه,عزم,nonword,nonword,word,
تاایتان,عاجز,nonword,nonword,word,
تاودت,ودکا,nonword,nonword,word,
تاساپاشدهی,تشنگی,nonword,nonword,word,
تاارکی,تدریس کردن,nonword,nonword,word,
تادن,دشوار,nonword,nonword,word,
تاخي,کاپیتان,nonword,nonword,word,
تالبی,راکت,nonword,nonword,word,
تبلتک,اشتباه,nonword,nonword,word,
تباس,مشروب,nonword,nonword,word,
تبلیتوت,حمله کننده,nonword,nonword,word,
پسانچه,سنگ,nonword,nonword,word,
فنه,دادستان,nonword,nonword,word,
جلاری,چهار,nonword,nonword,word,
تجاجه,اجرا,nonword,nonword,word,
جلهیزات,تولید کردن,nonword,nonword,word,
راسین,مکانیکی,nonword,nonword,word,
لیلیلگر,سیاسی,nonword,nonword,word,
تريره,بافت,nonword,nonword,word,
ترتیلندادن,کلاه لبه دار,nonword,nonword,word,
سندهرا,کاربردی,nonword,nonword,word,
ترکواک,راه رفتن,nonword,nonword,word,
ترکواک,فوتبال,nonword,nonword,word,
انک,خوشمزه,nonword,nonword,word,
تربنکردن,واکسن,nonword,nonword,word,
ترحزبی,ون,nonword,nonword,word,
ترذیر,نشان دادن,nonword,nonword,word,
چهخیص,نام خانوادگی,nonword,nonword,word,
تصیلر,سیستم,nonword,nonword,word,
تعئول,دلار,nonword,nonword,word,
بکارض,نوشابه,nonword,nonword,word,
تعوك,توصیه,nonword,nonword,word,
تعييد,رستوران,nonword,nonword,word,
تعریامو جید,امن,nonword,nonword,word,
تغییتندادن,کنایه آمیز,nonword,nonword,word,
حسله,دوست داشتني,nonword,nonword,word,
تقوغا,تاثیر گذاشتن,nonword,nonword,word,
تقيکم,مجرم,nonword,nonword,word,
اشلت,سامورایی,nonword,nonword,word,
