"fa_target","fa_cue","type","target_type","cue_type","fa_cosine"
"دریاچه","درخشش","unrelated","word","word",0.09268308343284
"هفتگی","هرم","unrelated","word","word",0.163362850533463
"سیاست","جهل","unrelated","word","word",0.213803447915522
"تکنیک","باز کن","unrelated","word","word",NA
"ژولیت","ابزار","unrelated","word","word",0.0854126668117455
"یونانی","بحرانی","unrelated","word","word",0.323825043244701
"روش","کانال","unrelated","word","word",0.144568682067562
"سبک","سزاوار","unrelated","word","word",0.189959273179027
"خون آشام","مدیریت","unrelated","word","word",NA
"زباله","بد","unrelated","word","word",0.164077140647091
"صدمه","دوربین","unrelated","word","word",0.0876900340784003
"روغن","مجموع","unrelated","word","word",0.141495199284778
"پرواز","دو","unrelated","word","word",0.156692238671116
"انفجار","ژنراتور","unrelated","word","word",0.319973990087154
"مورچه","ناگوار","unrelated","word","word",0.0821564401860808
"طناب","اعتبار","unrelated","word","word",0.129014864952753
"مرده","غیر ممکن","unrelated","word","word",NA
"زنده ماندن","بی خطر","unrelated","word","word",NA
"تلفن","وظیفه","unrelated","word","word",0.0955937196093222
"گرداب","دروغ","unrelated","word","word",0.0894402821178369
"قایق","پایانه","unrelated","word","word",0.282490919017937
"عمل کردن","شکایت","unrelated","word","word",NA
"راکتور","سلول","unrelated","word","word",0.226747720327913
"جولای","شک","unrelated","word","word",0.0390618377519087
"پرسیدن","گفتگو","unrelated","word","word",0.185509552445405
"ساحل","شات","unrelated","word","word",0.14711732614925
"ساختن","فرشته","unrelated","word","word",0.0910592990038255
"انجام دادن","روح","unrelated","word","word",NA
"ارامش","جراح","unrelated","word","word",0.106527557212299
"روز تولد","تهاجم","unrelated","word","word",NA
"معمولی","جمعیت","unrelated","word","word",0.259049830049953
"همبرگر","پزشکی","unrelated","word","word",0.0823397025718894
"تاریک","آدم ساده","unrelated","word","word",NA
"نارنجی","تائیدیه","unrelated","word","word",0.303001310880712
"متشکرم","ذوب شدن","unrelated","word","word",NA
"اکتبر","اجازه","unrelated","word","word",0.156564028266774
"زره پوش","فاز","unrelated","word","word",NA
"سخت","توجه","unrelated","word","word",0.160200886394074
"خطبه","تلسکوپ","unrelated","word","word",0.051574264353973
"صدا","تند","unrelated","word","word",0.106011217863014
"در نهایت","پورتال","unrelated","word","word",NA
"جنگجو","مستقیم","unrelated","word","word",0.0545803784600917
"تب","بازنده","unrelated","word","word",0.0792899332364409
"سرقت","بمب","unrelated","word","word",0.117179332548927
"ورزش","مایه تاسف","unrelated","word","word",NA
"شهر","گرم","unrelated","word","word",0.140789660664472
"سرنوشت","پیش رفتن","unrelated","word","word",NA
"نگهداری","سپتامبر","unrelated","word","word",0.0908897623805139
"رم","تاست","unrelated","word","word",0.042145406384607
"ارزشمند","گالری","unrelated","word","word",0.191105709220553
"مایونز","فرمان","unrelated","word","word",0.0727436189027976
"وزارتخانه","شاعر","unrelated","word","word",0.0965909780617515
"سیاه","وارد","unrelated","word","word",0.0662846923288507
"وزیر","زنگ زده","unrelated","word","word",NA
"سقوط - فروپاشی","حفر کردن","unrelated","word","word",NA
"ایستگاه","لانه","unrelated","word","word",0.1679465037495
"گربه","تبریک گفتن","unrelated","word","word",NA
"خدا حافظ","دوشنبه","unrelated","word","word",NA
"تحصیلات","دلسوزی","unrelated","word","word",0.301779453710369
"امپراتوری","مشاوره","unrelated","word","word",0.0820547916596765
"قسمت","بدبختی","unrelated","word","word",0.113096828045713
"پادشاهی","ظریف","unrelated","word","word",0.292612224104366
"زندان","تفنگ","unrelated","word","word",0.0827101721609709
"کشتن","جستجو کردن","unrelated","word","word",NA
"سخنرانی","گوشه","unrelated","word","word",0.0781894010706853
"راکون","حادثه","unrelated","word","word",0.219567057911307
"فرستنده","نوشیدن","unrelated","word","word",0.0780301095468296
"سنگ","جنگی","unrelated","word","word",0.085628779928794
"به شدت","فضانورد","unrelated","word","word",NA
"توپخانه","ملکه","unrelated","word","word",0.0999997258864598
"سالاد","سیر تکاملی","unrelated","word","word",NA
"بتمن","دریایی","unrelated","word","word",0.0596042278276805
"درآمد","فرد مشهور","unrelated","word","word",NA
"سرنگ","عامل","unrelated","word","word",0.22810155107333
"سوگند - دشنام","پیشنهاد","unrelated","word","word",NA
"چهارمین","بی گناه","unrelated","word","word",NA
"مدار","بوسه","unrelated","word","word",0.093340431781664
"میوه","نامزد","unrelated","word","word",0.147290999502492
"گوجه فرنگی","اصلی","unrelated","word","word",NA
"پیاز","شمردن","unrelated","word","word",0.199760697520307
"جهش","جهت یابی","unrelated","word","word",NA
"پلاستیکی","دیر","unrelated","word","word",0.255163589842909
"تئاتر","مستاجر","unrelated","word","word",0.207781958167145
"شلیک","کمترین","unrelated","word","word",0.280405599248871
"نویسنده","کابین","unrelated","word","word",0.284916336067061
"صبحانه","گناه","unrelated","word","word",0.0249006282546118
"امکان پذیری","نرم","unrelated","word","word",NA
"زانو","علامت","unrelated","word","word",0.0839831190011769
"شهادت","عصب","unrelated","word","word",0.108916856661406
"شاهزاده","زمین لرزه","unrelated","word","word",NA
"شاید","بستن","unrelated","word","word",0.113954144352026
"رسوایی","غاز","unrelated","word","word",0.0320645524264751
"شب","قهرمان","unrelated","word","word",0.117357463661502
"سیستم","بی صدا","unrelated","word","word",NA
"عزم","ریتم","unrelated","word","word",0.270541384574956
"شخصی","انتخاب کنید","unrelated","word","word",NA
"برافروختن","نام مستعار","unrelated","word","word",NA
"صمیمی","صدف","unrelated","word","word",0.0815002955083565
"شخصیت","گودال","unrelated","word","word",0.0970060139107408
"شامپاین","ترسناک","unrelated","word","word",0.0950222535969671
"آژانس","نمایشی","unrelated","word","word",0.178689609687237
"شرکت","ابریشم","unrelated","word","word",0.146075865768305
"واتسون","رنگ قهوه ای","unrelated","word","word",NA
"شجاع","مغناطیسی","unrelated","word","word",0.11129202185535
"محیط","معاینه کردن","unrelated","word","word",NA
"جادوگر","افتتاح","unrelated","word","word",0.0372602640770874
"مشکوک شدن","دارایی، مالیه، سرمایه گذاری","unrelated","word","word",NA
"شکارچی","مسیر","unrelated","word","word",0.250213129734181
"ماهیگیری","هوشمندانه","unrelated","word","word",0.0936717878754642
"اتهام","حساس","unrelated","word","word",0.0657703514091754
"خارق العاده","نمایش سوارکاری","unrelated","word","word",NA
"محاسبه","نفرت","unrelated","word","word",0.0623777134346539
"چاقو","راهب","unrelated","word","word",0.152397205174449
"یکشنبه","آنفولانزا","unrelated","word","word",0.106069631307822
"آزمایش","یوگا","unrelated","word","word",0.248173208773768
"ناحیه","شاهد","unrelated","word","word",0.12897365436441
"اثبات","هیچ چی","unrelated","word","word",NA
"خنده دار","سر و صدا","unrelated","word","word",NA
"همسر","دبیر، منشی","unrelated","word","word",NA
"سوت زدن","نسبت فامیلی","unrelated","word","word",NA
"آب میوه","تعریف و تمجید","unrelated","word","word",NA
"تهویه","ببخشید","unrelated","word","word",0.322705308760493
"جذاب","تومور","unrelated","word","word",0.125274027182725
"بطری","هورمون","unrelated","word","word",0.215106277266564
"بیولوژیکی","قند","unrelated","word","word",0.141695301247351
"رحم و شفقت - دلسوزی","رد کردن","unrelated","word","word",NA
"انتظار","چوب","unrelated","word","word",0.0421586280140835
"مشتری","وفاداری","unrelated","word","word",0.338748930456569
"صحبت","جبهه","unrelated","word","word",0.166513971524867
"لهجه","لب","unrelated","word","word",0.131058810604664
"رئيس جمهور","استحکام - قدرت","unrelated","word","word",NA
"مانیتور","سکو","unrelated","word","word",0.203536965405048
"قدرت","دامن","unrelated","word","word",0.150414313913299
"اقیانوس اطلس","پنجره","unrelated","word","word",NA
"کسب و کار","خیریه","unrelated","word","word",NA
"وعده","بخش","unrelated","word","word",0.144095126198753
"بیماری همه گیر","پمپ","unrelated","word","word",NA
"ساختگی","کلیه","unrelated","word","word",0.347316109187938
"برنامه","نمایشگاه","unrelated","word","word",0.150787341888194
"راهبرد","آناتومی","unrelated","word","word",0.260715307885815
"بو","فشار دادن","unrelated","word","word",NA
"ازدواج","آلودگی","unrelated","word","word",0.0932516484588063
"نقره اي","پاكت نامه","unrelated","word","word",NA
"طوفان","بزرگ","unrelated","word","word",0.197735147463999
"گردباد","خواهر","unrelated","word","word",0.157887298480868
"توانایی","لژیون","unrelated","word","word",0.312796838496326
"حساس","نخاعی","unrelated","word","word",0.158194103223944
"معمولی","متن","unrelated","word","word",0.155678898380892
"عالی","در جای دیگر","unrelated","word","word",NA
"کاراگاه","فنجان","unrelated","word","word",0.114961936317978
"عنصر","پارچه","unrelated","word","word",0.0859421650983538
"قادر نبود","وقفه","unrelated","word","word",NA
"نشانی","لیگ","unrelated","word","word",0.325756070324555
"شکنجه","تبلت","unrelated","word","word",0.156790959518318
"میدان جنگ","سیمان","unrelated","word","word",NA
"اسباب بازی","زنبور عسل","unrelated","word","word",NA
"کودک","مرد","unrelated","word","word",0.275629673091194
