"da_target","da_cue","type","target_type","cue_type","da_cosine"
"protokol","lænke","unrelated","word","word",0.200581205129292
"himmelske","foder","unrelated","word","word",0.135288924434837
"udfordring","tilgivelse","unrelated","word","word",0.117931796695246
"strejke","direkte","unrelated","word","word",0.113391923716866
"hjælpe","aktivér","unrelated","word","word",0.0893570654347791
"magtesløs","kidnappe","unrelated","word","word",0.154276325337263
"hat","eliminer","unrelated","word","word",0.0481008605569255
"cerebral","telegram","unrelated","word","word",0.0811754446632181
"gyde","kombination","unrelated","word","word",0.10672913160852
"sport","nederdel","unrelated","word","word",0.216585132056451
"venlige","død","unrelated","word","word",0.0817120166799757
"venstre","låst","unrelated","word","word",0.216902995286144
"holde","kylling","unrelated","word","word",0.130829568696922
"smør","frit","unrelated","word","word",0.168158811633436
"høre","dvd","unrelated","word","word",0.135194195454033
"forsøg","skræmme","unrelated","word","word",0.193095773547
"adrenalin","spændende","unrelated","word","word",0.193775975572433
"fløjte","retfærdig","unrelated","word","word",0.16655881686582
"klinik","ræv","unrelated","word","word",0.05864418003065
"feber","forbudt","unrelated","word","word",0.134590329906266
"motel","original","unrelated","word","word",0.110222017961865
"væv","ungdom","unrelated","word","word",0.195236824857455
"kat","teenage","unrelated","word","word",0.150999132918504
"lejlighed","caesar","unrelated","word","word",0.137465699954072
"at","rigtigt","unrelated","word","word",0.264903269650467
"sort","planet","unrelated","word","word",0.132875171444911
"løg","på mode","unrelated","word","word",NA
"søvn","hængende","unrelated","word","word",0.114652444343072
"i går","frisk","unrelated","word","word",NA
"fætter","inspirere","unrelated","word","word",0.0520038126415354
"død","senior-","unrelated","word","word",NA
"morgen","sjæl","unrelated","word","word",0.106692441638142
"teori","smelte","unrelated","word","word",0.0861813201244045
"perfekt","ende","unrelated","word","word",0.13993193268845
"noget","bande","unrelated","word","word",0.136492135278893
"flamme","ikke noget","unrelated","word","word",NA
"hallucination","post","unrelated","word","word",0.133867617369135
"fantastiske","vittig","unrelated","word","word",0.14148368736745
"indhold","tog","unrelated","word","word",0.0615467720628751
"effekt","tur","unrelated","word","word",0.180922711173451
"eksternt","resultat","unrelated","word","word",0.201160500142151
"indrømme","ejendom","unrelated","word","word",0.119205778443569
"sætte","redde","unrelated","word","word",0.251141875594803
"samle","populær","unrelated","word","word",0.145826211786375
"følelse","protest","unrelated","word","word",0.11911548803377
"forretning","internet","unrelated","word","word",0.256096789133523
"sygdom","grav","unrelated","word","word",0.155904586750585
"arkitekt","hobby","unrelated","word","word",0.179845430281612
"hr kommissær","bjørn","unrelated","word","word",NA
"inspiration","vidne","unrelated","word","word",0.152812594166196
"intuition","egern","unrelated","word","word",0.120380910466818
"verden","galskab","unrelated","word","word",0.196994001234889
"web","rette op","unrelated","word","word",NA
"angreb","rum","unrelated","word","word",0.0958097565087761
"ironisk","turnering","unrelated","word","word",0.161459608395436
"fiskeri","mave","unrelated","word","word",0.108176386980323
"vred","banan","unrelated","word","word",0.100720559622937
"musik","tredje","unrelated","word","word",0.0352550158027399
"lastbil","indsamle","unrelated","word","word",0.124774223638905
"metal","narre","unrelated","word","word",0.101055175145123
"arbejde","karriere","unrelated","word","word",0.282497054098371
"flyve","indsættes","unrelated","word","word",0.118131676235797
"eksplosion","data","unrelated","word","word",0.154083981388443
"politik","amatør","unrelated","word","word",0.134806889728403
"fødselsdag","værelse","unrelated","word","word",0.26088259406838
"ferie","håndbevægelse","unrelated","word","word",0.133052377893321
"skov","foreslå","unrelated","word","word",0.0747835973248162
"juli","sammensværgelse","unrelated","word","word",0.141913745400581
"myndighed","magi","unrelated","word","word",0.188411365745271
"anklager","kanel","unrelated","word","word",0.146818402303693
"tråd","gå ind","unrelated","word","word",NA
"dæk","forurening","unrelated","word","word",0.0813772046247975
"efternavn","køretøj","unrelated","word","word",0.208403474918098
"tidsplan","administration","unrelated","word","word",0.208862473754371
"mikrofon","styring","unrelated","word","word",0.191238236632712
"valg","land","unrelated","word","word",0.200617651240775
"nyheder","klæde","unrelated","word","word",0.0778823146915653
"voter","dyrt","unrelated","word","word",NA
"vanille","vindue","unrelated","word","word",0.130073749881472
"formand","butik","unrelated","word","word",0.143026133379967
"forvirring","halvt","unrelated","word","word",0.0666895421170832
"evne","millionær","unrelated","word","word",0.0476485701883872
"city","forkert","unrelated","word","word",0.0817883943385389
"probe","frimærke","unrelated","word","word",0.200838646823939
"personlighed","navn","unrelated","word","word",0.208985304587962
"festival","midnat","unrelated","word","word",0.210357587698917
"omdømme","forbande","unrelated","word","word",0.134398866147813
"tomat","tale","unrelated","word","word",0.103909521192652
"kristen","manglende evne","unrelated","word","word",NA
"artilleri","kontrollere","unrelated","word","word",0.114221350619646
"kejser","resignation","unrelated","word","word",0.222270660392117
"biologi","stolt","unrelated","word","word",0.106191552479175
"biologisk","berømthed","unrelated","word","word",0.0550157453958962
"mayonnaise","knogle","unrelated","word","word",0.202399263468184
"bortføre","kirurg","unrelated","word","word",0.0644271557780642
"løsepenge","positiv","unrelated","word","word",0.0857551879767025
"informant","sekretær","unrelated","word","word",0.331583911222141
"gram","sensor","unrelated","word","word",0.181466039658754
"måler","bonus","unrelated","word","word",0.0640699723965745
"kapel","undersøge","unrelated","word","word",0.203277175353151
"læge","washington","unrelated","word","word",0.213980778238251
"begravelse","marathon","unrelated","word","word",0.143438502509002
"lommetørklæde","ufo","unrelated","word","word",0.0243007455576441
"anklage","aktiv","unrelated","word","word",0.0766115677460676
"familie","sekundær","unrelated","word","word",0.117585937569717
"naturligvis","september","unrelated","word","word",0.118636290836648
"skole","gunpowder","unrelated","word","word",NA
"hoppe","syd-","unrelated","word","word",NA
"guitar","stress","unrelated","word","word",0.0857857478187363
"sten-","forår","unrelated","word","word",NA
"trykke","tælle","unrelated","word","word",0.205995605380598
"kranium","skjorte","unrelated","word","word",0.130451038109297
"svin","hævn","unrelated","word","word",0.241845725500926
"sælge","forhold","unrelated","word","word",0.124384135990175
"adgangskode","county","unrelated","word","word",0.0443145235461064
"heroin","søm","unrelated","word","word",0.159745271922636
"ven","bestikke","unrelated","word","word",0.132976262707756
"universitet","agent","unrelated","word","word",0.117489756236089
"føderation","stjæle","unrelated","word","word",0.167664702367203
"blanding","tør","unrelated","word","word",0.101019091740461
"behagelig","ledelse","unrelated","word","word",0.190136973327517
"bestille","efterår","unrelated","word","word",0.0912220808206855
"kaptajn","alert","unrelated","word","word",0.0940088899044483
"udmelding","flygte","unrelated","word","word",0.149690672603466
"købmand","pension","unrelated","word","word",0.200699150409883
"kort","profil","unrelated","word","word",0.130342947496337
"gave","forekomme","unrelated","word","word",0.0813323132415873
"definition","klan","unrelated","word","word",0.120353819968023
"møde","ming","unrelated","word","word",0.117362775694713
"bestride","privat","unrelated","word","word",0.109749644843938
"antagelse","total","unrelated","word","word",0.18093003174072
"mesterskab","kilde","unrelated","word","word",0.0504837106808418
"liberal","jordskælv","unrelated","word","word",0.126250326853748
"build","mod","unrelated","word","word",0.0354803609406395
"forbindelse","fattige","unrelated","word","word",0.103446921491309
"penge","dødelig","unrelated","word","word",0.073455550129391
"aftale","kejserlig","unrelated","word","word",0.0963514120608445
"verificere","tunfisk","unrelated","word","word",0.012859427929807
"kaffe","laver mad","unrelated","word","word",NA
"ride","ambassade","unrelated","word","word",0.00196082447686981
"bil","sandsynlighed","unrelated","word","word",0.161769109712279
"mel","league","unrelated","word","word",0.093168979470739
"lang","enhed","unrelated","word","word",0.120040635856495
"blåt mærke","selvmord","unrelated","word","word",NA
"lån","i dag","unrelated","word","word",NA
"kamp","portal","unrelated","word","word",0.146557307947355
"politisk","tag fat","unrelated","word","word",NA
"trone","lidelse","unrelated","word","word",0.123292586534321
"olie","råd","unrelated","word","word",0.113981130812266
"hydrogen","jazz","unrelated","word","word",0.109830182328825
"civilisation","nuværende","unrelated","word","word",0.111995001955367
"litteratur","samtale","unrelated","word","word",0.13636208972634
"maler","lomme","unrelated","word","word",0.0483012256842033
"pakke","instinkt","unrelated","word","word",0.0768714418179399
"kalkun","grund","unrelated","word","word",0.0804721653961283
"kram","sult","unrelated","word","word",0.18752864843377
"kind","hvidløg","unrelated","word","word",0.272916472651059
"parfume","rede","unrelated","word","word",0.166961664967878
"reb","hvid","unrelated","word","word",0.191548526379288
"underviser","nerve","unrelated","word","word",0.106329571822299
"skrive","fløde","unrelated","word","word",0.153932011964225
"skrivning","varme","unrelated","word","word",0.0742004048604693
"overflade","firma","unrelated","word","word",0.0303103481988091
"lys","lejer","unrelated","word","word",0.119591429167079
"nation","bedstefar","unrelated","word","word",0.116108420892107
"flyvningen","patient","unrelated","word","word",0.116350606365501
"arbejder","ideal","unrelated","word","word",0.0548334144102733
"hurtig","fast","unrelated","word","word",0.182199554376996
"hurtigt","måned","unrelated","word","word",0.133294895486364
