"af_cue","af_target","type","cue_type","target_type","af_cosine"
"minnares","befondsing","unrelated","word","word",0.0832272472358474
"lekker","wetenskaplike","unrelated","word","word",0.14692116845804
"donkerte","naarheid","unrelated","word","word",0.317281663551518
"huurmotor","woedend","unrelated","word","word",0.0520457682138607
"ming","verwyder","unrelated","word","word",0.162739618628095
"regs","reaktor","unrelated","word","word",0.0242138980165229
"kuns","kanker","unrelated","word","word",0.140899861971707
"tatoeëermerk","missiel","unrelated","word","word",0.125681606613456
"plaas","duidelik word","unrelated","word","word",NA
"ruimtevaarder","emosioneel","unrelated","word","word",0.0836868444696222
"ontvoerder","vonnis","unrelated","word","word",0.185796746035403
"lot","aantrek","unrelated","word","word",0.172614562954329
"terminaal","koek","unrelated","word","word",0.102379511225922
"sersant","leidster","unrelated","word","word",0.256322214142162
"liggaam","politikus","unrelated","word","word",0.0681283274393944
"kos","tevrede","unrelated","word","word",0.203100415160949
"hulpeloos","limousine","unrelated","word","word",0.194249838999815
"onmoontlik","klassieker","unrelated","word","word",NA
"minimum","mis","unrelated","word","word",0.14180493279753
"pa","talent","unrelated","word","word",0.231627799480871
"kontroleer","onderrig","unrelated","word","word",0.269323492853555
"treiter","vloot","unrelated","word","word",0.190931743008782
"tenk","teendeel","unrelated","word","word",0.210232896141525
"robot","stap","unrelated","word","word",0.116014715404866
"joga","speelding","unrelated","word","word",0.278546851015124
"vloer","merkwaardig","unrelated","word","word",0.167964966318006
"seerower","skool","unrelated","word","word",0.0634058066350647
"tamatiesous","botter","unrelated","word","word",0.447681693080974
"artefak","karel","unrelated","word","word",0.136825263771818
"trofee","opvoeding","unrelated","word","word",0.154699799412275
"geduld","vurk","unrelated","word","word",0.170756758122213
"verslag lewer","sterrestelsel","unrelated","word","word",NA
"graan","bier","unrelated","word","word",0.372896397523148
"rivier","salaris","unrelated","word","word",0.160638254191427
"tegniese","aktiwiteit","unrelated","word","word",0.222308501667358
"seuns","hamburger","unrelated","word","word",0.0807907450848912
"nanny","middagete","unrelated","word","word",0.172522580960043
"kombinasie","dans","unrelated","word","word",0.14340056466019
"man","pateties","unrelated","word","word",0.24468532985478
"bevolking","mat","unrelated","word","word",0.134075336573165
"uitsonderlik","nat","unrelated","word","word",0.122122763065389
"swaard","plaasvervanger","unrelated","word","word",0.185109433516505
"stryk","lewer","unrelated","word","word",0.0900056526016591
"kilometer","goedkoop","unrelated","word","word",0.11955228215728
"middernag","huiseienaar","unrelated","word","word",0.177325611040356
"happie","kind","unrelated","word","word",0.282512632798215
"by","slang","unrelated","word","word",0.188610721693023
"kamera","grieks","unrelated","word","word",0.184658518859952
"teleskoop","staal","unrelated","word","word",0.18406189914244
"burgerlike","breek","unrelated","word","word",0.119098003401396
"ambassadeur","interessant","unrelated","word","word",0.0846078632488758
"ambassade","vlieg","unrelated","word","word",0.130303019827726
"plus","finansiering","unrelated","word","word",0.149900864805503
"wolk","vir ewig","unrelated","word","word",NA
"sonde","geskenk","unrelated","word","word",0.146304343639288
"dief","ondersoeker","unrelated","word","word",0.248860502260555
"sukses","spaghetti","unrelated","word","word",0.135002034534175
"vuurpyl","lag","unrelated","word","word",0.128888936096525
"vigs","musiekgroep","unrelated","word","word",0.176460301667368
"filter","sjampanje","unrelated","word","word",0.167670620164585
"kans","tou","unrelated","word","word",0.116670515438909
"selfmoord","opvolg","unrelated","word","word",0.115605110062166
"moordenaar","westelik","unrelated","word","word",0.125615963530797
"aspiriene","inspuiting","unrelated","word","word",NA
"hotel","probleem","unrelated","word","word",0.151276302961343
"biblioteek","buitekantste","unrelated","word","word",NA
"jazz","vakansie","unrelated","word","word",0.126424331931691
"orkes","koffer","unrelated","word","word",0.287478827833293
"sangeres","roteer","unrelated","word","word",0.0219857292382925
"evolusie","wentel","unrelated","word","word",0.271563989411233
"naak","sensitief","unrelated","word","word",0.304507064062625
"diarree","frase","unrelated","word","word",0.172576615539281
"oopmaak","beursie","unrelated","word","word",0.289272034922622
"nasie","paspoort","unrelated","word","word",0.153715444524847
"afdroog","voertuig","unrelated","word","word",NA
"oorwinning","toeval","unrelated","word","word",0.31030022267491
"familielid","gesig","unrelated","word","word",0.15829233347543
"positief","waterslang","unrelated","word","word",0.124183671476226
"keel","getrou","unrelated","word","word",0.025297299666845
"mond","rooftog","unrelated","word","word",0.0785951341302417
"onmag","fliek","unrelated","word","word",0.209101972583059
"dringend","mense","unrelated","word","word",0.267062837850421
"suid","wens","unrelated","word","word",0.106015365981053
"gesond","kalm","unrelated","word","word",0.350551819493709
"kanaal","vertrek","unrelated","word","word",0.107019444089842
"beoefen","beveel","unrelated","word","word",0.06776426147054
"more","element","unrelated","word","word",0.190810909850574
"september","beskuldiging","unrelated","word","word",0.225672055350114
"steenkool","terugsending","unrelated","word","word",NA
"uit","span","unrelated","word","word",0.109464654716516
"radius","opsetlik","unrelated","word","word",0.073732324140499
"ongemaklik","begrafnis","unrelated","word","word",0.16205821219104
"anoniem","ryk","unrelated","word","word",0.155919586726954
"bewaar","nederlaag","unrelated","word","word",0.0926324106740822
"diens","slaai","unrelated","word","word",0.0949327817543213
"leer","eerlike","unrelated","word","word",0.160295904402721
"ondersoek","doof","unrelated","word","word",0.202096575909159
"ontleder","nuus","unrelated","word","word",0.190373491095694
"objek","styl","unrelated","word","word",0.16843621507257
"student","goedkeuring","unrelated","word","word",0.0467055466079657
"ongelukkig","klein","unrelated","word","word",0.106551328006923
"voorval","hou","unrelated","word","word",0.0910500679331504
"net","glorie","unrelated","word","word",0.246111309503243
"naïef","das","unrelated","word","word",0.145880424024806
"waansin","wasbak","unrelated","word","word",0.166219455131503
"onreg","plig","unrelated","word","word",0.309181559946188
"aandete","daar","unrelated","word","word",0.228931920205498
"vergeet","pen","unrelated","word","word",0.223350361157042
"sien","tonnel","unrelated","word","word",0.211018586521666
"gebars","gat","unrelated","word","word",0.301744575249443
"aardbewing","metaal","unrelated","word","word",0.111017481692173
"vlug","elegant","unrelated","word","word",0.0965331557117537
"ontvoer","steen","unrelated","word","word",0.116158348983977
"vooruitgang","bottel","unrelated","word","word",0.014559979472701
"onredelik","druk","unrelated","word","word",0.168642013119722
"skielik","kommunis","unrelated","word","word",0.0791528572109402
"namaaksel","dokument","unrelated","word","word",0.199323202029446
"oog","tydskrif","unrelated","word","word",0.0417210190613839
"natuurlikerwyse","vel","unrelated","word","word",NA
"bly","waardeer","unrelated","word","word",0.224003980785465
"verhuis","kaptein","unrelated","word","word",0.135591170881534
"kontrak","patrollie","unrelated","word","word",0.203489528260919
"leef","moontlikheid","unrelated","word","word",0.0634190122175502
"oorlog","veiligheid","unrelated","word","word",0.181426329894546
"weste","koors","unrelated","word","word",0.104062346459696
"taak","uniform","unrelated","word","word",0.117835298761785
"trotse","video","unrelated","word","word",0.0468382973694632
"opgawe","vingerafdruk","unrelated","word","word",0.21282507825191
"laag","biljoen","unrelated","word","word",0.226921050707756
"vyand","litaratuur","unrelated","word","word",NA
"orgasme","sport","unrelated","word","word",0.178803856009932
"per ongeluk","bekommer","unrelated","word","word",NA
"keuse","swart","unrelated","word","word",0.0905317777297502
"wys","waardig","unrelated","word","word",0.118941323738103
"gesondheid","onthou","unrelated","word","word",0.177403073194318
"bestuur","kat","unrelated","word","word",0.0870744737669795
"af","boston","unrelated","word","word",0.118077327764055
"bevel","oefen","unrelated","word","word",0.151153021110699
"reël","kinderjare","unrelated","word","word",0.0789403664173655
"see","vernietiging","unrelated","word","word",0.099043869128849
"volwasse","steur","unrelated","word","word",0.146750516027802
"soet","bespreking","unrelated","word","word",0.104024993053473
"oupa","geveg","unrelated","word","word",0.200795637406686
"oom","gesond","unrelated","word","word",0.0676034561105314
"roete","program","unrelated","word","word",0.144265630525831
"koevert","vampier","unrelated","word","word",0.138576801302946
"skild","stof","unrelated","word","word",0.118401005084901
"gedeelte","vloeiend","unrelated","word","word",0.227434431826201
"supernatuurlike","verhoor","unrelated","word","word",NA
"lipstiffie","teug","unrelated","word","word",NA
"kaartjie","realisties","unrelated","word","word",0.175874589258489
"entoesiasme","doodmaak","unrelated","word","word",0.145415388180768
"ellendig","aas","unrelated","word","word",0.137042696599559
"wag","eienaar","unrelated","word","word",0.171818090437753
"papier","instrument","unrelated","word","word",0.193281095617216
"vagina","godsdiens","unrelated","word","word",0.179759612566107
"donkie","towenaar","unrelated","word","word",0.368464785315005
"knoop","selfsugtig","unrelated","word","word",0.216748212869903
"karakter","amerika","unrelated","word","word",0.13022170137897
"beskou","sprerkkamer","unrelated","word","word",NA
"tablet","kreef","unrelated","word","word",0.0658725072275247
"streek-","teken","unrelated","word","word",NA
"vervang","plaaslik","unrelated","word","word",0.223418473194971
"sement","dispuut","unrelated","word","word",0.0738052882500968
"verantwoordelikheid","deur","unrelated","word","word",0.242636078084651
"bombardeer","brief","unrelated","word","word",0.156700729423753
"dobbel","borskas","unrelated","word","word",0.132606937839893
"joernalisme","president","unrelated","word","word",0.133355204540103
"krities","vullis","unrelated","word","word",0.0696864189912023
"gedragslyn","antwoord","unrelated","word","word",NA
"status","kampeer","unrelated","word","word",0.025954313750418
"praat","oorleef","unrelated","word","word",0.208096013072951
"mooi","teorie","unrelated","word","word",0.120009700373187
"letterlik","afgelope","unrelated","word","word",0.143256762517281
"spraak","evaluering","unrelated","word","word",0.264577471476752
"kanselier","regisseur","unrelated","word","word",0.177040723728246
"monnik","silwer","unrelated","word","word",-0.026737107210456
"prinses","sterf","unrelated","word","word",0.238844876250095
"privaat","stembriefie","unrelated","word","word",0.208626763965707
"verhoor","liefde","unrelated","word","word",0.0869625632797136
"moeilikheid","agentskap","unrelated","word","word",0.167535307446921
"handelsmerk","klaarblyklik","unrelated","word","word",0.109496698061927
"fabriek","ontsnap","unrelated","word","word",0.123475139098731
"skep","voltooi","unrelated","word","word",0.110713174535483
"dekaan","sabotasie","unrelated","word","word",0.249336568220988
"projek","sluit","unrelated","word","word",0.0968567291322825
"proses","gehalte","unrelated","word","word",0.149729001437935
"bepaling","informant","unrelated","word","word",0.106154271002598
"model","beroemde","unrelated","word","word",0.1544399606304
