"en_cue","en_target","type","cue_type","target_type"
"corneu","use","nonword","nonword","word"
"cosnt","flour","nonword","nonword","word"
"fover","election","nonword","nonword","word"
"frack","exercise","nonword","nonword","word"
"tream","rob","nonword","nonword","word"
"cregte","refresh","nonword","nonword","word"
"creytion","convent","nonword","nonword","word"
"writical","reduce","nonword","nonword","word"
"crgwn","audience","nonword","nonword","word"
"culrent","expect","nonword","nonword","word"
"daddc","battlefield","nonword","nonword","word"
"dalkness","salad","nonword","nonword","word"
"deamh","lovely","nonword","nonword","word"
"decene","walk","nonword","nonword","word"
"describb","come","nonword","nonword","word"
"destrt","development","nonword","nonword","word"
"dehire","beard","nonword","nonword","word"
"digysting","instrument","nonword","nonword","word"
"dislance","manipulate","nonword","nonword","word"
"dnubt","sail","nonword","nonword","word"
"dnwn","friend","nonword","nonword","word"
"drdgon","dusty","nonword","nonword","word"
"dsamatic","artificial","nonword","nonword","word"
"drbp","evening","nonword","nonword","word"
"earthquakg","press","nonword","nonword","word"
"eusewhere","filthy","nonword","nonword","word"
"cmbassy","grandmother","nonword","nonword","word"
"etd","fatal","nonword","nonword","word"
"eoough","event","nonword","nonword","word"
"ecter","physical","nonword","nonword","word"
"edvelope","atmosphere","nonword","nonword","word"
"eternad","ransom","nonword","nonword","word"
"evip","ability","nonword","nonword","word"
"exkmine","noon","nonword","nonword","word"
"axcellent","yellow","nonword","nonword","word"
"exuremely","committee","nonword","nonword","word"
"factody","evaluation","nonword","nonword","word"
"faye","reactor","nonword","nonword","word"
"farmea","problem","nonword","nonword","word"
"federav","gun","nonword","nonword","word"
"videlity","spectacular","nonword","nonword","word"
"findnce","verify","nonword","nonword","word"
"birm","penis","nonword","nonword","word"
"fiust","go","nonword","nonword","word"
"flng","funny","nonword","nonword","word"
"klu","need","nonword","nonword","word"
"pollow","devil","nonword","nonword","word"
"firgive","position","nonword","nonword","word"
"forgivenesd","monastery","nonword","nonword","word"
"forc","weapon","nonword","nonword","word"
"gnin","hose","nonword","nonword","word"
"geeius","suspect","nonword","nonword","word"
"gestuge","reward","nonword","nonword","word"
"glasseh","map","nonword","nonword","word"
"gtd","football","nonword","nonword","word"
"erab","naked","nonword","nonword","word"
"grandsok","protocol","nonword","nonword","word"
"grataful","symbol","nonword","nonword","word"
"gneen","fear","nonword","nonword","word"
"hane","guitar","nonword","nonword","word"
"hangsng","knowledge","nonword","nonword","word"
"dealth","ministry","nonword","nonword","word"
"dealthy","period","nonword","nonword","word"
"hebring","approval","nonword","nonword","word"
"tello","spirit","nonword","nonword","word"
"hwlp","attack","nonword","nonword","word"
"hern","probe","nonword","nonword","word"
"heeitage","wish","nonword","nonword","word"
"wero","intimate","nonword","nonword","word"
"gire","sand","nonword","nonword","word"
"holp","about","nonword","nonword","word"
"hkney","biological","nonword","nonword","word"
"hlpe","october","nonword","nonword","word"
"hprror","democracy","nonword","nonword","word"
"hugting","warrior","nonword","nonword","word"
"illusgon","romantic","nonword","nonword","word"
"impressoon","understand","nonword","nonword","word"
"induatry","fugitive","nonword","nonword","word"
"ingustice","excited","nonword","nonword","word"
"inpernational","week","nonword","nonword","word"
"jeee","energy","nonword","nonword","word"
"juit","wedding","nonword","nonword","word"
"lcnd","delicious","nonword","nonword","word"
"libaary","spaghetti","nonword","nonword","word"
"ligotning","inside","nonword","nonword","word"
"lgquid","corpse","nonword","nonword","word"
"liotle","machine","nonword","nonword","word"
"locted","america","nonword","nonword","word"
"loyk","patrol","nonword","nonword","word"
"lorh","muscle","nonword","nonword","word"
"losex","steel","nonword","nonword","word"
"dow","beautiful","nonword","nonword","word"
"hoyalty","waitress","nonword","nonword","word"
"mogic","weekly","nonword","nonword","word"
"magnedic","community","nonword","nonword","word"
"mabl","onion","nonword","nonword","word"
"mske","minister","nonword","nonword","word"
"magager","assist","nonword","nonword","word"
"man","alarm","nonword","nonword","word"
"marv","closed","nonword","nonword","word"
"mather","scientist","nonword","nonword","word"
"maybe","baseball","nonword","nonword","word"
"meanipg","nose","nonword","nonword","word"
"oedical","deaf","nonword","nonword","word"
"mcle","happy","nonword","nonword","word"
"mily","brother","nonword","nonword","word"
"mielion","traitor","nonword","nonword","word"
"minb","assumption","nonword","nonword","word"
"modern","necklace","nonword","nonword","word"
"oove","perspective","nonword","nonword","word"
"oaïve","forest","nonword","nonword","word"
"name","carpet","nonword","nonword","word"
"natiomal","disappearance","nonword","nonword","word"
"year","politics","nonword","nonword","word"
"necesdary","woman","nonword","nonword","word"
"nsst","boston","nonword","nonword","word"
"nover","neck","nonword","nonword","word"
"nicl","mixture","nonword","nonword","word"
"ninza","fish","nonword","nonword","word"
"nobge","angry","nonword","nonword","word"
"normallr","ant","nonword","nonword","word"
"lothing","criminal","nonword","nonword","word"
"novembeu","armor","nonword","nonword","word"
"new","false","nonword","nonword","word"
"ubservation","disturb","nonword","nonword","word"
"offor","heal","nonword","nonword","word"
"okae","local","nonword","nonword","word"
"nld","harmony","nonword","nonword","word"
"ond","commissioner","nonword","nonword","word"
"opec","something","nonword","nonword","word"
"openigg","remove","nonword","nonword","word"
"operyte","work","nonword","nonword","word"
"opinion","package","nonword","nonword","word"
"optimistiu","witch","nonword","nonword","word"
"orcheshra","alpha","nonword","nonword","word"
"ordenary","chew","nonword","nonword","word"
"origdnal","city","nonword","nonword","word"
"oit","height","nonword","nonword","word"
"sutside","element","nonword","nonword","word"
"paiut","weak","nonword","nonword","word"
"paradiee","sentence","nonword","nonword","word"
"oaranoid","scandal","nonword","nonword","word"
"parlioment","organize","nonword","nonword","word"
"patieno","inspection","nonword","nonword","word"
"persob","sniper","nonword","nonword","word"
"phenwmenon","savior","nonword","nonword","word"
"philoswphy","piece","nonword","nonword","word"
"physlcs","computer","nonword","nonword","word"
"piccic","still","nonword","nonword","word"
"pustol","teacher","nonword","nonword","word"
"placm","complete","nonword","nonword","word"
"elanet","pathetic","nonword","nonword","word"
"planboy","hundred","nonword","nonword","word"
"ptus","price","nonword","nonword","word"
"poipt","prohibit","nonword","nonword","word"
"poisyn","build","nonword","nonword","word"
"pouicy","concert","nonword","nonword","word"
"populauion","father","nonword","nonword","word"
"portpl","july","nonword","nonword","word"
"treparation","door","nonword","nonword","word"
"prettf","investor","nonword","nonword","word"
"trey","flame","nonword","nonword","word"
"probabiligy","television","nonword","nonword","word"
"progrdss","mayonnaise","nonword","nonword","word"
"pdoject","liar","nonword","nonword","word"
"propcrty","stupidity","nonword","nonword","word"
"prokd","generally","nonword","nonword","word"
"mub","education","nonword","nonword","word"
"pilse","catch","nonword","nonword","word"
"puniso","letter","nonword","nonword","word"
"qucstion","syringe","nonword","nonword","word"
"racimt","bullet","nonword","nonword","word"
"reading","subject","nonword","nonword","word"
"rmason","title","nonword","nonword","word"
"rehognize","political","nonword","nonword","word"
"refegee","resist","nonword","nonword","word"
"relativd","thirst","nonword","nonword","word"
"replacs","irresponsible","nonword","nonword","word"
"report","hear","nonword","nonword","word"
"respecy","different","nonword","nonword","word"
"rosponsibility","sick","nonword","nonword","word"
"resr","mutation","nonword","nonword","word"
"repelation","signal","nonword","nonword","word"
"thythm","tragic","nonword","nonword","word"
"rkght","lady","nonword","nonword","word"
"risey","stove","nonword","nonword","word"
"road","pregnancy","nonword","nonword","word"
"roknd","probably","nonword","nonword","word"
"rdyal","lobster","nonword","nonword","word"
"rble","juliet","nonword","nonword","word"
"rud","rear","nonword","nonword","word"
"sud","document","nonword","nonword","word"
"saqurday","do","nonword","nonword","word"
"sar","maid","nonword","nonword","word"
"scratcr","soda","nonword","nonword","word"
"scrten","cold","nonword","nonword","word"
"secovd","departure","nonword","nonword","word"
"seciet","east","nonword","nonword","word"
"ses","centimeter","nonword","nonword","word"
"sexuml","sufficient","nonword","nonword","word"
"ohadow","suitcase","nonword","nonword","word"
"shot","photographer","nonword","nonword","word"
"similir","owner","nonword","nonword","word"
"sio","arrest","nonword","nonword","word"
"swngle","mercy","nonword","nonword","word"
"fize","missile","nonword","nonword","word"
"sky","activate","nonword","nonword","word"
"smgsh","attempt","nonword","nonword","word"
"smhke","speed","nonword","nonword","word"
"somegimes","orbit","nonword","nonword","word"
"zoup","fingerprint","nonword","nonword","word"
"sturce","faith","nonword","nonword","word"
"suadium","transmitter","nonword","nonword","word"
"bteal","elegant","nonword","nonword","word"
"htick","very","nonword","nonword","word"
"ctrength","nervous","nonword","nonword","word"
"stoess","silver","nonword","nonword","word"
"stubborn","fantasy","nonword","nonword","word"
