"gl_target","gl_cue","type","target_type","cue_type","gl_cosine"
"nervioso","xogar","unrelated","word","word",0.24203297916159
"planificación","conteñen","unrelated","word","word",0.156976229629534
"absence","prevención","unrelated","word","word",NA
"manter","noutro lugar","unrelated","word","word",NA
"stop","álbum","unrelated","word","word",NA
"depredador","inimigo","unrelated","word","word",NA
"dignidade","campaña","unrelated","word","word",0.160853775892707
"o último","rexistro","unrelated","word","word",NA
"príncipe","capacidade","unrelated","word","word",0.153605282746985
"privacidade","sober","unrelated","word","word",NA
"honor","gran","unrelated","word","word",0.222179516904634
"probable","saúde","unrelated","word","word",0.227689935442907
"procedemento","ler","unrelated","word","word",0.0905821699315166
"director","banqueiro","unrelated","word","word",NA
"ingresos","skin","unrelated","word","word",NA
"desenvolvemento","vein","unrelated","word","word",NA
"prohibido","lume","unrelated","word","word",0.0666863580412192
"propietario","horn","unrelated","word","word",NA
"suxerir","equipamento","unrelated","word","word",0.247758423596869
"intención","astronauta","unrelated","word","word",0.169097407328226
"vitamina","compra","unrelated","word","word",0.241557359992588
"demostración","nenos","unrelated","word","word",0.0747683349677594
"defender","sorpresa","unrelated","word","word",0.0956740487055635
"programa","agradable","unrelated","word","word",0.0580952177465229
"restaurante","ok","unrelated","word","word",0.283350393657971
"márketing","ordinario","unrelated","word","word",NA
"presión","nobel","unrelated","word","word",0.214328162937644
"mangueira","confirmación","unrelated","word","word",0.20359392950549
"arresto","testemuña","unrelated","word","word",0.29352895866668
"indicar","cantidade","unrelated","word","word",0.131443014053107
"estrutura","gorxa","unrelated","word","word",0.253633368654785
"que","contactar","unrelated","word","word",0.290363095987399
"king","window","unrelated","word","word",NA
"accusation","deserto","unrelated","word","word",NA
"meter","explicación","unrelated","word","word",0.156371850676734
"bioloxía","fuxir","unrelated","word","word",0.174780866657227
"comunista","private","unrelated","word","word",0.134282331168567
"satélite","alma","unrelated","word","word",0.230435157671184
"perímetro","planta","unrelated","word","word",0.184022170903416
"televisión","empresa","unrelated","word","word",0.164484032109388
"snow","sad","unrelated","word","word",NA
"boy","total","unrelated","word","word",0.13339057258381
"estraño","anchor","unrelated","word","word",NA
"rat","suicidio","unrelated","word","word",NA
"irresponsable","propiedade","unrelated","word","word",NA
"causa","lunar","unrelated","word","word",0.116697398449477
"prepare","single","unrelated","word","word",NA
"fantasía","bandeira","unrelated","word","word",0.196916047141054
"festy","verán","unrelated","word","word",NA
"reúnense","southern","unrelated","word","word",NA
"sabía","saída","unrelated","word","word",0.236408522840622
"cura","país","unrelated","word","word",-0.0176148652595208
"prisioneiro","activar","unrelated","word","word",0.175267979657616
"espello","felicitar","unrelated","word","word",NA
"fugitive","bico","unrelated","word","word",NA
"refuxio","propósito","unrelated","word","word",0.27821580205343
"batallón","sergento","unrelated","word","word",NA
"protocolo","bágoa","unrelated","word","word",0.197881011192511
"amizade","roman","unrelated","word","word",0.137639620578042
"fígado","shooter","unrelated","word","word",NA
"dimisión","arranxar","unrelated","word","word",0.229191362084616
"xornalista","mes","unrelated","word","word",0.234811541818807
"save","cansado","unrelated","word","word",0.322294885031891
"estudo","doce","unrelated","word","word",0.103636483101573
"gasto","sin","unrelated","word","word",0.184368065050382
"resistir","admit","unrelated","word","word",NA
"confianza","permitir","unrelated","word","word",0.205930451892268
"deber","máis","unrelated","word","word",0.138640968648437
"responder","glorioso","unrelated","word","word",0.21297121101322
"resultado","dúbida","unrelated","word","word",0.180611760302696
"vision","cámara","unrelated","word","word",NA
"xustiza","industria","unrelated","word","word",0.25443011856808
"aceptar","coraxe","unrelated","word","word",0.202946801638953
"local","fase","unrelated","word","word",0.0652683253211792
"gravación","renuncia","unrelated","word","word",0.234495103346506
"escándalo","creación","unrelated","word","word",0.261675546577716
"absurdo","evil","unrelated","word","word",NA
"gun","base","unrelated","word","word",NA
"lago","relación","unrelated","word","word",0.119856800626345
"danger","sexual","unrelated","word","word",NA
"estilo","desafortunado","unrelated","word","word",0.173695889787684
"cerimonia","especial","unrelated","word","word",0.227430989868534
"machine","dinastía","unrelated","word","word",NA
"pedra","lámpada","unrelated","word","word",0.339862606323525
"misiles","dobre","unrelated","word","word",0.0904381391033993
"cowboy","ocorrer","unrelated","word","word",NA
"arredor","bay","unrelated","word","word",0.23737196208844
"grego","vivo","unrelated","word","word",0.206116535461085
"juliet","rolda","unrelated","word","word",NA
"rob","law","unrelated","word","word",0.450530435115742
"roubo","química","unrelated","word","word",0.108406658400324
"reino","drop","unrelated","word","word",NA
"son","sofá","unrelated","word","word",0.277451603288809
"cognac","neto","unrelated","word","word",NA
"walk","celebrity","unrelated","word","word",NA
"dusty","oven","unrelated","word","word",NA
"camiño","libremente","unrelated","word","word",0.133633688879801
"delicioso","pólvora","unrelated","word","word",0.204226490586855
"tráxico","plan","unrelated","word","word",0.217946733662314
"secure","vento","unrelated","word","word",NA
"entrada","realidade","unrelated","word","word",0.163318743311207
"dormitorio","tool","unrelated","word","word",NA
"harmonía","tour","unrelated","word","word",0.218550610544672
"hamburguesa","artefacto","unrelated","word","word",NA
"urine","torre","unrelated","word","word",NA
"feliz","biblia","unrelated","word","word",0.159071239989603
"domingo","sempre","unrelated","word","word",0.210992300282551
"normal","sherlock","unrelated","word","word",0.225618310154753
"educación","baby","unrelated","word","word",NA
"bretaña","nude","unrelated","word","word",NA
"océano","finance","unrelated","word","word",NA
"wet","truco","unrelated","word","word",NA
"parágrafo","elección","unrelated","word","word",0.231367186450212
"asistente","robot","unrelated","word","word",0.309853441326952
"misterio","nanny","unrelated","word","word",NA
"decada","imperial","unrelated","word","word",NA
"primaria","hobby","unrelated","word","word",NA
"minuto","xa","unrelated","word","word",0.17145840199369
"seguridade","roubar","unrelated","word","word",0.0563168511054672
"conferencia","profit","unrelated","word","word",NA
"constantemente","kidnapper","unrelated","word","word",NA
"junior","ombreiro","unrelated","word","word",NA
"lady","optimista","unrelated","word","word",0.191610615783113
"espectacular","multitude","unrelated","word","word",0.281393420315243
"transmisor","oficialmente","unrelated","word","word",NA
"outubro","ass","unrelated","word","word",NA
"tenente","terceiro","unrelated","word","word",0.223059324977857
"episodio","conservador","unrelated","word","word",0.228789763806594
"mantemento","arsenal","unrelated","word","word",0.386578054103815
"física","colgado","unrelated","word","word",0.120797562105749
"peixe","caracol","unrelated","word","word",0.38755574346851
"alcalde","art","unrelated","word","word",0.250043218790865
"watson","poison","unrelated","word","word",NA
"sniper","invasion","unrelated","word","word",NA
"performance","maioría","unrelated","word","word",NA
"vih","de cando en vez","unrelated","word","word",NA
"importancia","moderno","unrelated","word","word",0.161605859072822
"silence","experimento","unrelated","word","word",NA
"algodón","interromper","unrelated","word","word",0.00180804193116616
"diferente","detonador","unrelated","word","word",NA
"crime","daily","unrelated","word","word",0.204827218896124
"casado","un","unrelated","word","word",0.203897279834753
"síndrome","conflito","unrelated","word","word",NA
"simple","mental","unrelated","word","word",0.215033658126606
"brother","ferida","unrelated","word","word",NA
"crise","donkey","unrelated","word","word",NA
"tecido","melt","unrelated","word","word",NA
"vestido","spy","unrelated","word","word",NA
"heavenly","run","unrelated","word","word",NA
"servo","porn","unrelated","word","word",0.177840727261222
"intelixente","estado","unrelated","word","word",0.178973848253478
"break","kilo","unrelated","word","word",NA
"cigarro","peto","unrelated","word","word",0.311502085779001
"xantar","carreira","unrelated","word","word",0.123801454687073
"lonely","accidentalmente","unrelated","word","word",NA
"borracho","tío","unrelated","word","word",0.288734829961184
"paquete","radio","unrelated","word","word",0.281643909970036
"comunidade","dvd","unrelated","word","word",0.227743061830476
"cama","paciente","unrelated","word","word",0.0999868940292438
"amable","freedom","unrelated","word","word",0.335709782661126
"ordenador","pasaxeiro","unrelated","word","word",0.185517277906486
"warrior","código","unrelated","word","word",NA
"dark","prohibido","unrelated","word","word",NA
"ensalada","formulario","unrelated","word","word",0.292236302545681
"decepción","tour","unrelated","word","word",0.151051637506743
"rir","anatomía","unrelated","word","word",NA
"norte","subestimar","unrelated","word","word",NA
"western","carbón","unrelated","word","word",0.154110906465542
"insecto","marine","unrelated","word","word",0.217858297916432
"outono","adn","unrelated","word","word",0.269638327110991
"traidor","orgasmo","unrelated","word","word",0.295012207358153
"raccoon","maletín","unrelated","word","word",NA
"sinatura","lectura","unrelated","word","word",0.630351972921122
"sit","segundo","unrelated","word","word",NA
"permanecer","oposto","unrelated","word","word",0.0943795062070831
"hammer","nervio","unrelated","word","word",NA
"esaxerar","frog","unrelated","word","word",NA
"saltar","national","unrelated","word","word",0.0999961009551336
"barco","paint","unrelated","word","word",NA
"substituíndo","estudante","unrelated","word","word",NA
"lamber","inútil","unrelated","word","word",0.189885035881211
"suficiente","filla","unrelated","word","word",0.21972792528881
"dor","gobernador","unrelated","word","word",0.323748611362897
"morrer","cinnamon","unrelated","word","word",NA
"asasinato","cell","unrelated","word","word",0.0103329690920031
"cantidade","orgulloso","unrelated","word","word",0.101426911794202
"dawn","skirt","unrelated","word","word",NA
"batman","morte","unrelated","word","word",NA
"paranormal","ninja","unrelated","word","word",NA
"asustado","circle","unrelated","word","word",NA
"mastigar","data","unrelated","word","word",0.0833882835262728
"cigarro","claramente","unrelated","word","word",0.088987677149635
"pill","carnival","unrelated","word","word",NA
"cadeira","turno","unrelated","word","word",NA
