"sl_cue","sl_target","type","cue_type","target_type","sl_cosine"
"podpora","povezava","unrelated","word","word",0.295100404631521
"sekretar","plate","unrelated","word","word",0.0734096312479082
"skupaj","prostovoljno","unrelated","word","word",0.133015817747495
"popolnoma","bombaž","unrelated","word","word",0.119245547127495
"popravi","izziv","unrelated","word","word",0.11779507546168
"odpadki","pomoč","unrelated","word","word",0.0571548379909017
"victory","prepovedati","unrelated","word","word",0.121974772481049
"sam","graditi","unrelated","word","word",0.129032204762702
"narednik","ujemanje","unrelated","word","word",0.174271834374542
"ločitev","tornado","unrelated","word","word",0.0904053822431024
"zagotavljanje","grozno","unrelated","word","word",0.123464075018779
"oseba","oče","unrelated","word","word",0.115013298910158
"rana","velikodušno","unrelated","word","word",0.0389171066697393
"poskusite","časopis","unrelated","word","word",0.131975410674626
"prinesi","zapornika","unrelated","word","word",0.132877966876167
"industrija","paranormal","unrelated","word","word",NA
"poslušaj","poškodbe","unrelated","word","word",0.00935268876673853
"kredit","najemodajalec","unrelated","word","word",0.34695023608434
"platforma","protokol","unrelated","word","word",0.265003537069942
"kavč","sto","unrelated","word","word",0.136118078936045
"dostojnik","teorija","unrelated","word","word",NA
"zvestoba","naročnik","unrelated","word","word",0.101642711706149
"postopek","odstrani","unrelated","word","word",0.129027632824091
"pot","pričanje","unrelated","word","word",0.160231408261609
"potisnite","kopalnica","unrelated","word","word",0.160712125304093
"vozovnice","umor","unrelated","word","word",0.135802736748584
"potrditev","high","unrelated","word","word",0.0678880407408737
"potrebno","strast","unrelated","word","word",0.135075336330943
"reči","novinar","unrelated","word","word",0.107167569090293
"kontakt","potrdite","unrelated","word","word",0.252384364287434
"layer","eksplodira","unrelated","word","word",NA
"čestitajte","ride","unrelated","word","word",0.0641356730106379
"pepel","delo","unrelated","word","word",0.00778938544162522
"dobesedno","pivo","unrelated","word","word",0.13237153107105
"čisto","gor","unrelated","word","word",0.11693769033669
"krava","odsotnost","unrelated","word","word",0.164366204162509
"nezakonito","najstnik","unrelated","word","word",0.160390217908011
"narobe","bruise","unrelated","word","word",NA
"maščevanje","psihologija","unrelated","word","word",0.171309499652549
"fidelity","priimek","unrelated","word","word",0.161683731029696
"seminar","vojska","unrelated","word","word",0.0699951465672956
"predlaga","želja","unrelated","word","word",0.171228218761682
"predmet","morfij","unrelated","word","word",0.112731421321475
"zaključek","predmet","unrelated","word","word",0.345193912874776
"tabela","župan","unrelated","word","word",0.102552142027799
"kancler","dostojanstvo","unrelated","word","word",0.206916923252003
"pregledati","ugled","unrelated","word","word",0.126526271324944
"analitik","crazy","unrelated","word","word",0.114715924821949
"smash","merchant","unrelated","word","word",0.249890765156541
"premakni","sistem","unrelated","word","word",-0.000391095680562515
"prepovedano","solar","unrelated","word","word",0.0142744908312324
"crown","ženska","unrelated","word","word",0.0719609160966335
"prestrašiti","naslov","unrelated","word","word",0.13146553742567
"prihodnost","opis","unrelated","word","word",0.0569644294181024
"podcenjevati","izjemno","unrelated","word","word",0.252945360829778
"preverite","krutost","unrelated","word","word",0.107167880859733
"živi","znanost","unrelated","word","word",0.118467623102782
"ventil","mokra","unrelated","word","word",0.167238734318032
"ven","poln","unrelated","word","word",0.0585912705777256
"počakati","izvedba","unrelated","word","word",0.13116069345957
"priča","rop","unrelated","word","word",0.141267205875732
"prihod","oprostite","unrelated","word","word",0.108623960359348
"vzdevek","style","unrelated","word","word",0.129981873723865
"sodelavec","črka","unrelated","word","word",0.134667583701037
"odnos","ubežnik","unrelated","word","word",0.141635374881012
"vljudni","pustiti","unrelated","word","word",0.112285946622572
"udobno","naročilo","unrelated","word","word",0.126076292493825
"sekundarno","eksplozivno","unrelated","word","word",0.411013294875373
"princesa","boston","unrelated","word","word",0.0633032511810948
"pripravljen","pijan","unrelated","word","word",0.234687687809196
"zaliv","lizard","unrelated","word","word",0.194659053064815
"pulse","motiti","unrelated","word","word",0.0798937905941624
"gumb","močno","unrelated","word","word",0.201164868575305
"pozornost","centimeter","unrelated","word","word",0.0961596769253142
"priznaj","ljudje","unrelated","word","word",0.0975832945929667
"težava","glasba","unrelated","word","word",0.234119078157796
"kupite","zadnja","unrelated","word","word",0.115427577489777
"dražba","zmagovalec","unrelated","word","word",0.144805861548773
"dekan","zadaj","unrelated","word","word",0.00477698568261628
"project","plastic","unrelated","word","word",0.271310813448781
"ustvarite","okoli","unrelated","word","word",0.108698872541541
"tovarna","sprehod","unrelated","word","word",0.0895654240706578
"povpraševanje","zakop","unrelated","word","word",NA
"prosto","robček","unrelated","word","word",0.165038911490526
"prostovoljca","občutljivi","unrelated","word","word",0.0152813697178493
"pravilo","za vedno","unrelated","word","word",NA
"model","juliet","unrelated","word","word",0.177496444337768
"želodec","corporation","unrelated","word","word",0.0479712375361927
"dna","nasprotno","unrelated","word","word",0.101010862679783
"tekmovanje","hell","unrelated","word","word",0.101261029973894
"anatomija","prav","unrelated","word","word",0.156369625071795
"medical","microfon","unrelated","word","word",NA
"butterfly","prodaj","unrelated","word","word",0.137334198388733
"chicken","mutacijo","unrelated","word","word",0.145187334947449
"dovolite","nadomestek","unrelated","word","word",0.120447682501911
"vstavi","zvest","unrelated","word","word",0.17361220628335
"maraton","dynamite","unrelated","word","word",0.170193689224931
"programska oprema","nečak","unrelated","word","word",NA
"tumor","diplomant","unrelated","word","word",0.141069246288736
"rocket","stavek","unrelated","word","word",0.05621018874608
"veverica","grk","unrelated","word","word",0.192442827982687
"ugrabitelj","alley","unrelated","word","word",0.13095651082621
"presenečenje","zmaga","unrelated","word","word",0.229295586331698
"galerija","snemanje","unrelated","word","word",0.119368041504874
"se zavedajte","fantastično","unrelated","word","word",NA
"pošteno","mesto","unrelated","word","word",0.153674536796415
"napredek","daljno","unrelated","word","word",0.208377810838894
"generator","sneg","unrelated","word","word",0.133557482134537
"prav","arterija","unrelated","word","word",0.167054476197145
"optimist","izid","unrelated","word","word",0.28222393944129
"občasno","minister","unrelated","word","word",0.0673935604035674
"filozofija","popravilo","unrelated","word","word",0.104773769385036
"pravzaprav","natakarica","unrelated","word","word",0.164996527583469
"gostilna","neprijetno","unrelated","word","word",0.174699585639358
"morski pes","zdravnik","unrelated","word","word",NA
"lov","jesen","unrelated","word","word",0.194362660600352
"slabo","spremljati","unrelated","word","word",0.0566660925937074
"drive","light","unrelated","word","word",0.322441323101963
"cezar","sit","unrelated","word","word",0.106131304110766
"tkanina","nagrada","unrelated","word","word",0.167578123980133
"obletnica","triple","unrelated","word","word",0.0340381221146202
"roka","dolžnost","unrelated","word","word",0.181067832777042
"dramatično","smešno","unrelated","word","word",0.321895235576005
"kraja","misery","unrelated","word","word",0.124805630188789
"rdeča","hiv","unrelated","word","word",0.0913800029253737
"wspionage","division","unrelated","word","word",NA
"apple","mučenje","unrelated","word","word",0.0459219480391157
"sidro","pričakovati","unrelated","word","word",0.0779231091091991
"pirate","western","unrelated","word","word",0.165194819813602
"trik","plenilec","unrelated","word","word",0.198719477215022
"temple","kul","unrelated","word","word",0.126982031140901
"sirotišnica","poštenost","unrelated","word","word",0.0775174787048892
"ninja","bye","unrelated","word","word",0.239806939141907
"blato","gorivo","unrelated","word","word",0.180633918440586
"radar","koncert","unrelated","word","word",0.181699860421271
"opravljanje","zakon","unrelated","word","word",0.161281949290564
"končno","abdominalno","unrelated","word","word",0.116328588241143
"že","igralec","unrelated","word","word",0.113905591804325
"trmast","prijateljstvo","unrelated","word","word",0.164059981596145
"sef","put","unrelated","word","word",0.124825913548586
"base","butt","unrelated","word","word",0.305778509469826
"upravitelj","religija","unrelated","word","word",0.110926970830467
"parlament","občutek","unrelated","word","word",0.12911951540487
"guverner","december","unrelated","word","word",0.126422709110604
"govor","verjetno","unrelated","word","word",0.1155885524022
"konferenca","izvedba","unrelated","word","word",0.204428828686315
"kontaminacija","zgonu","unrelated","word","word",NA
"južno","wolf","unrelated","word","word",0.100603005640424
"strel","fly","unrelated","word","word",0.157117123225511
"reševanje","literatura","unrelated","word","word",0.153111331893465
"močna","pisatelj","unrelated","word","word",0.095736702594111
"frekvenca","smer","unrelated","word","word",0.276770711976286
"moč","otrok","unrelated","word","word",0.166843805820741
"zlato","mornarica","unrelated","word","word",0.0823704587687712
"oznaka","stavba","unrelated","word","word",0.285154048943375
"hči","ostanite","unrelated","word","word",0.0488310316827111
"simptom","žica","unrelated","word","word",0.110143971772575
"padec","osveži","unrelated","word","word",0.0863825010906063
"ozko","dovolj","unrelated","word","word",0.153884937058008
"network","delavec","unrelated","word","word",0.138540469405348
"stand","izračunajte","unrelated","word","word",0.145063381670313
"skrb","žarnica","unrelated","word","word",0.041854723000014
"pokrov","odrešenik","unrelated","word","word",0.0702431135035221
"skrivnost","film","unrelated","word","word",0.0312231255491168
"ponižen","obljuba","unrelated","word","word",0.203949118722687
"tolmarji","helikopter","unrelated","word","word",NA
"društvo","potreba","unrelated","word","word",0.0823186379565148
"dobro","entrepreneur","unrelated","word","word",NA
"driska","rumena","unrelated","word","word",0.315630645745961
"toast","cenim","unrelated","word","word",0.146504229720857
"okusno","pobeg","unrelated","word","word",0.151535590880565
"slavno","problem","unrelated","word","word",0.0331511419081458
"popularno","lobanja","unrelated","word","word",0.0719682438147844
"umetnik","hraniti","unrelated","word","word",0.148220035344305
"ritual","igrače","unrelated","word","word",0.065004618736455
"suženj","normalno","unrelated","word","word",0.0536936758877682
"varuška","secure","unrelated","word","word",0.102009616983373
"nasmeh","zora","unrelated","word","word",0.184587145829614
"nujno","pesem","unrelated","word","word",0.093164402377763
"witty","lovely","unrelated","word","word",NA
"trash","cirkus","unrelated","word","word",0.219942344173318
"črv","legenda","unrelated","word","word",0.11476156362167
"dež","perfect","unrelated","word","word",0.192650803584262
"record","sposobnost","unrelated","word","word",0.0308975818939549
"strelec","simbol","unrelated","word","word",0.203915474228064
"potrpežljivost","die","unrelated","word","word",0.159209432614266
"limonada","zapor","unrelated","word","word",0.163037135882048
"sodišče","vera","unrelated","word","word",0.165506056770395
