"hi_target","hi_cue","type","target_type","cue_type","hi_cosine"
"सद्भाव","धकेलना","unrelated","word","word",NA
"प्रसन्न","दीवार","unrelated","word","word",NA
"कृतज्ञता","तकनीकी","unrelated","word","word",NA
"भक्ति","नाम","unrelated","word","word",NA
"नेता","निगलना","unrelated","word","word",NA
"दशक","चेतावनी","unrelated","word","word",NA
"मालिक","ठेठ","unrelated","word","word",NA
"संबंध","चुरा लेनेवाला","unrelated","word","word",NA
"पूर्ण","अफ्रीका","unrelated","word","word",NA
"असफलता","नमूना","unrelated","word","word",NA
"काला","तलवार","unrelated","word","word",NA
"मित्रता","झंडा","unrelated","word","word",NA
"अंतिम","हस्ताक्षर","unrelated","word","word",NA
"प्रमाण","उपनाम","unrelated","word","word",NA
"उपयुक्त","स्वर्ण","unrelated","word","word",NA
"अनुकूल","गिलहरी","unrelated","word","word",NA
"ईमानदार","प्रशंसा","unrelated","word","word",NA
"समलैंगिक","होटल","unrelated","word","word",NA
"समुदाय","विशेष","unrelated","word","word",NA
"विभिन्न","चांद्र","unrelated","word","word",NA
"समाप्त","ब्रम्हांड","unrelated","word","word",NA
"सागर","चुराना","unrelated","word","word",NA
"नौसेना","महान","unrelated","word","word",NA
"नाविक","पौधा","unrelated","word","word",NA
"बैठक","समलैंगिक","unrelated","word","word",NA
"सलाह देना","झूठ","unrelated","word","word",NA
"दर्शनीय","शराब","unrelated","word","word",NA
"प्रबंधकारिणी समिति","गोल","unrelated","word","word",NA
"सभ्यता","अनुभव","unrelated","word","word",NA
"आम तौर पर","मकड़ी","unrelated","word","word",NA
"सहायता","वापस","unrelated","word","word",NA
"बाएं","मिठाई","unrelated","word","word",NA
"गवाही","केश","unrelated","word","word",NA
"कोस्ट","मेल","unrelated","word","word",NA
"दोस्त","माध्यमिक","unrelated","word","word",NA
"यंत्र","मरीज","unrelated","word","word",NA
"सामान्य","तलाशी","unrelated","word","word",NA
"पुजारी","डीन","unrelated","word","word",NA
"धुलाई","कालोनी","unrelated","word","word",NA
"पिछला","सेब","unrelated","word","word",NA
"आमतौर पर","बुलाना","unrelated","word","word",NA
"अंधेरा","टैक्सी","unrelated","word","word",NA
"जन्मदिन","यशस्वी","unrelated","word","word",NA
"दृढ़ निश्चय","अति आवश्यक","unrelated","word","word",NA
"अक्टूबर","अवैध","unrelated","word","word",NA
"थिएटर","की जांच","unrelated","word","word",NA
"सिखाना","पथ प्रदर्शन","unrelated","word","word",NA
"सीटी","सज़ा देना","unrelated","word","word",NA
"रोम","विचार","unrelated","word","word",NA
"सीधे","फायदा","unrelated","word","word",NA
"प्लास्टिक","पकड़","unrelated","word","word",NA
"मांस","शौक़ीन व्यक्ति","unrelated","word","word",NA
"सिरिंज","मौत","unrelated","word","word",NA
"सुंदर","लाल","unrelated","word","word",NA
"सुनो","आखिरकार","unrelated","word","word",NA
"परीक्षण","आजीविका","unrelated","word","word",NA
"सुरक्षा","ताबूत","unrelated","word","word",NA
"सुरक्षित","तीसरा","unrelated","word","word",NA
"गीला","कुछ नहीं","unrelated","word","word",NA
"सलाद","गौरव","unrelated","word","word",NA
"भोर","भूल जाओ","unrelated","word","word",NA
"उत्पाद","रीढ़ की हड्डी में","unrelated","word","word",NA
"फल","गिरना","unrelated","word","word",NA
"भाषण","सीज़र","unrelated","word","word",NA
"तारा","योग","unrelated","word","word",NA
"रखरखाव","सक्रिय","unrelated","word","word",NA
"ट्रांसमीटर","दो","unrelated","word","word",NA
"हैमबर्गर","मोका","unrelated","word","word",NA
"सेना","प्रगति","unrelated","word","word",NA
"संगणक","छल","unrelated","word","word",NA
"बिस्तर","बुद्धू","unrelated","word","word",NA
"मंगलवार","बाधा","unrelated","word","word",NA
"पोशाक","शनिवार","unrelated","word","word",NA
"मॉनिटर","बहन","unrelated","word","word",NA
"बेसबॉल","मूक","unrelated","word","word",NA
"स्थान","तैयारी","unrelated","word","word",NA
"स्थान","नाजुक","unrelated","word","word",NA
"स्पष्टतः","स्थान","unrelated","word","word",NA
"प्रतिमा","कंधा","unrelated","word","word",NA
"सूचना देनेवाला","सबसे पहले","unrelated","word","word",NA
"स्वेच्छा से","परमाणु","unrelated","word","word",NA
"नरक","नियंत्रण","unrelated","word","word",NA
"चांदी","नर्तकी","unrelated","word","word",NA
"साधारण","खिड़की","unrelated","word","word",NA
"दल","छात्र","unrelated","word","word",NA
"गंध","विश्राम","unrelated","word","word",NA
"स्वादिष्ट","टिकट","unrelated","word","word",NA
"सहज बोध","अवतरण","unrelated","word","word",NA
"प्रेम करनेवाला","सोमवार","unrelated","word","word",NA
"शिक्षा","दक्षिण","unrelated","word","word",NA
"स्वीकार करना","बजट","unrelated","word","word",NA
"सौ","कचरा","unrelated","word","word",NA
"निकालना","आवाज़","unrelated","word","word",NA
"खोपड़ी","उपकरण","unrelated","word","word",NA
"मार डालनेवाला","घोंघा","unrelated","word","word",NA
