"sr_cue","sr_target","type","cue_type","target_type","sr_cosine"
"отварање","бимог","nonword","word","nonword",NA
"царински","опклалогија","nonword","word","nonword",NA
"шифра","гладлошки","nonword","word","nonword",NA
"стрелац","скука","nonword","word","nonword",NA
"аматерски","шпангунац","nonword","word","nonword",NA
"поносан","опезу","nonword","word","nonword",NA
"војник","бокић","nonword","word","nonword",NA
"кабина","богатност","nonword","word","nonword",NA
"садржати","бовјетски","nonword","word","nonword",NA
"сисати","бојатизврат","nonword","word","nonword",NA
"машта","истинно поље","nonword","word","nonword",NA
"казна","рил","nonword","word","nonword",NA
"пасти","борант","nonword","word","nonword",NA
"ритам","болеквих","nonword","word","nonword",NA
"бео","бошеш","nonword","word","nonword",NA
"сајам","борититланд","nonword","word","nonword",NA
"таблет","боклин","nonword","word","nonword",NA
"киднаппер","штица","nonword","word","nonword",NA
"кутија","стода","nonword","word","nonword",NA
"хемија","брtl","nonword","word","nonword",NA
"снага","išат","nonword","word","nonword",NA
"говор","išат","nonword","word","nonword",NA
"мало","брапис","nonword","word","nonword",NA
"пацифички","физ","nonword","word","nonword",NA
"немогуће","брсрећна","nonword","word","nonword",NA
"торањ","брнар","nonword","word","nonword",NA
"невин","брив","nonword","word","nonword",NA
"пратити","вачем","nonword","word","nonword",NA
"дадиља","углецина","nonword","word","nonword",NA
"заборавити","вадљив","nonword","word","nonword",NA
"тата","ванзеспортски","nonword","word","nonword",NA
"ћудљив","огромнилија","nonword","word","nonword",NA
"земља","вашник","nonword","word","nonword",NA
"колонија","серсон","nonword","word","nonword",NA
"век","vjб","nonword","word","nonword",NA
"ромео","ветез","nonword","word","nonword",NA
"претрага","вефренки","nonword","word","nonword",NA
"бежати","великодумплекс","nonword","word","nonword",NA
"кацига","вевоу","nonword","word","nonword",NA
"црвено","стрпљетилација","nonword","word","nonword",NA
"џеп","главчање","nonword","word","nonword",NA
"образац","ведем","nonword","word","nonword",NA
"алкохол","весни","nonword","word","nonword",NA
"захвалан","веробертсти","nonword","word","nonword",NA
"служба","вероискрено","nonword","word","nonword",NA
"променити","вероискрено","nonword","word","nonword",NA
"савет","веродостомплекс","nonword","word","nonword",NA
"честитати","ведем","nonword","word","nonword",NA
"окидач","вешти","nonword","word","nonword",NA
"замка","вефренки","nonword","word","nonword",NA
"угљен","веударца","nonword","word","nonword",NA
"погодити","вимак","nonword","word","nonword",NA
"научити","сплозија","nonword","word","nonword",NA
"гостопримство","виљурург","nonword","word","nonword",NA
"дупе","витребна","nonword","word","nonword",NA
"удвостручити","виглатко","nonword","word","nonword",NA
"палата","височанлност","nonword","word","nonword",NA
"јуни","витаквом","nonword","word","nonword",NA
"руж","огромдавина","nonword","word","nonword",NA
"слушати","спосник","nonword","word","nonword",NA
"банда","омока","nonword","word","nonword",NA
"вагина","водослов","nonword","word","nonword",NA
"количина","уређа","nonword","word","nonword",NA
"рачунати","вожва","nonword","word","nonword",NA
"увредити","возитиблдор","nonword","word","nonword",NA
"добро","амени","nonword","word","nonword",NA
"одмор","војком","nonword","word","nonword",NA
"забринутост","вопун","nonword","word","nonword",NA
"лојалност","криће","nonword","word","nonword",NA
"уговор","врäà","nonword","word","nonword",NA
"африка","aiат","nonword","word","nonword",NA
"лажан","дента","nonword","word","nonword",NA
"сто","вратитиглeдa","nonword","word","nonword",NA
"тачка","свло","nonword","word","nonword",NA
"аспирин","гаимпресија","nonword","word","nonword",NA
"подморница","предража","nonword","word","nonword",NA
"опроштење","šmј","nonword","word","nonword",NA
"стварност","освотара","nonword","word","nonword",NA
"тренутни","озбиљни кувар","nonword","word","nonword",NA
"надимак","главио","nonword","word","nonword",NA
"растојање","адресати","nonword","word","nonword",NA
"одељак","глабео","nonword","word","nonword",NA
"клуб","отводати","nonword","word","nonword",NA
"изненађење","другбално","nonword","word","nonword",NA
"класа","глушен","nonword","word","nonword",NA
"пошта","глjv","nonword","word","nonword",NA
"сумња","глујорк","nonword","word","nonword",NA
