sr_cue,sr_target,type,cue_type,target_type,sr_cosine
коболика,награда,nonword,nonword,word,0.584710982607377
оператињство,тањир,nonword,nonword,word,0.584710982607377
шминзија,оружарница,nonword,nonword,word,0.584710982607377
супен,пратити,nonword,nonword,word,0.584710982607377
сенлвер,тамо,nonword,nonword,word,0.584710982607377
каумрети,страст,nonword,nonword,word,0.584710982607377
опседнотежа,вотка,nonword,nonword,word,0.584710982607377
хитна паврат,тунел,nonword,nonword,word,0.584710982607377
пашак,усамљен,nonword,nonword,word,0.584710982607377
компјуин,маркетинг,nonword,nonword,word,0.584710982607377
сист,орбита,nonword,nonword,word,0.584710982607377
сплорисати,жена,nonword,nonword,word,0.584710982607377
хиске,казати,nonword,nonword,word,0.584710982607377
тођај,вештица,nonword,nonword,word,0.584710982607377
клинцати,ципела,nonword,nonword,word,0.584710982607377
племескоп,монитор,nonword,nonword,word,0.584710982607377
католност,хеликоптер,nonword,nonword,word,0.584710982607377
цавјетски,брава,nonword,nonword,word,0.584710982607377
астронастија,модрица,nonword,nonword,word,0.584710982607377
бистриј,голи,nonword,nonword,word,0.584710982607377
алекност,грађевина,nonword,nonword,word,0.584710982607377
дивитиздрав,предатор,nonword,nonword,word,0.584710982607377
мијер,сакрити,nonword,nonword,word,0.584710982607377
мокла,звезда,nonword,nonword,word,0.584710982607377
ритумпир,подучавати,nonword,nonword,word,0.584710982607377
куоскара,покушај,nonword,nonword,word,0.584710982607377
ујм,министарство,nonword,nonword,word,0.584710982607377
дустриски,заклетва,nonword,nonword,word,0.584710982607377
наистим,срећан,nonword,nonword,word,0.584710982607377
чизрет,легенда,nonword,nonword,word,0.584710982607377
золошкитлмен,пијан,nonword,nonword,word,0.584710982607377
пућем,ухватити,nonword,nonword,word,0.584710982607377
зго,служавка,nonword,nonword,word,0.584710982607377
подозбиљница,звиждук,nonword,nonword,word,0.584710982607377
масакрја,вођа,nonword,nonword,word,0.584710982607377
привилегистронг,клијент,nonword,nonword,word,0.584710982607377
ограп,снимање,nonword,nonword,word,0.584710982607377
бешку,смањити,nonword,nonword,word,0.584710982607377
стрпљетерија,поправити,nonword,nonword,word,0.584710982607377
понесрећ,плата,nonword,nonword,word,0.584710982607377
гла,људи,nonword,nonword,word,0.584710982607377
спаћи,бизнис,nonword,nonword,word,0.584710982607377
поисправина,парадајз,nonword,nonword,word,0.584710982607377
шезду,изложба,nonword,nonword,word,0.584710982607377
проспремница,капа,nonword,nonword,word,0.584710982607377
нембилност,писмо,nonword,nonword,word,0.584710982607377
предшати,експлозив,nonword,nonword,word,0.584710982607377
ствик,тачан,nonword,nonword,word,0.584710982607377
тељно,гладан,nonword,nonword,word,0.584710982607377
уствативан,вера,nonword,nonword,word,0.584710982607377
гламка,дрога,nonword,nonword,word,0.584710982607377
меназнам,рука,nonword,nonword,word,0.584710982607377
кацидент,трговац,nonword,nonword,word,0.584710982607377
узуб,рад,nonword,nonword,word,0.584710982607377
своред,супротно,nonword,nonword,word,0.584710982607377
лазаштит,хив,nonword,nonword,word,0.584710982607377
игма,квалитет,nonword,nonword,word,0.584710982607377
опигла,брзо,nonword,nonword,word,0.584710982607377
дадиља,умреција,nonword,word,nonword,0.584710982607377
ударац,вeрoвaтминистративни,nonword,word,nonword,0.584710982607377
будала,адренаством,nonword,word,nonword,0.584710982607377
забринутост,енерса,nonword,word,nonword,0.584710982607377
читати,аерокорд,nonword,word,nonword,0.584710982607377
кључ,стрпљетивирати,nonword,word,nonword,0.584710982607377
шпијун,активство,nonword,word,nonword,0.584710982607377
југ,акцеквог,nonword,word,nonword,0.584710982607377
особа,албер,nonword,word,nonword,0.584710982607377
јога,фраби,nonword,word,nonword,0.584710982607377
угаљ,ахфа,nonword,word,nonword,0.584710982607377
реклама,отворика,nonword,word,nonword,0.584710982607377
проверавати,бренлиза,nonword,word,nonword,0.584710982607377
струја,албердан,nonword,word,nonword,0.584710982607377
планета,зajeдганција,nonword,word,nonword,0.584710982607377
мотив,озбиљтерија,nonword,word,nonword,0.584710982607377
близу,нeкoлитиљерија,nonword,word,nonword,0.584710982607377
карта за вожњу,озбиљхитекта,nonword,word,nonword,0.584710982607377
гурати,озбитатор,nonword,word,nonword,0.584710982607377
суд,атланјор,nonword,word,nonword,0.584710982607377
природни,опкламосфера,nonword,word,nonword,0.584710982607377
иронија,аутосрет,nonword,word,nonword,0.584710982607377
жеља,аутомосперт,nonword,word,nonword,0.584710982607377
технички,аутоштај,nonword,word,nonword,0.584710982607377
десно,итека,nonword,word,nonword,0.584710982607377
привилегија,спер,nonword,word,nonword,0.584710982607377
стварање,батарпер,nonword,word,nonword,0.584710982607377
застрашујући,шваман,nonword,word,nonword,0.584710982607377
лојалност,берлиндан,nonword,word,nonword,0.584710982607377
терапија,безбедство,nonword,word,nonword,0.584710982607377
поверење,екравредан,nonword,word,nonword,0.584710982607377
парламент,опизбол,nonword,word,nonword,0.584710982607377
лампа,берстично,nonword,word,nonword,0.584710982607377
ланац,бимог,nonword,word,nonword,0.584710982607377
пчела,опклалогија,nonword,word,nonword,0.584710982607377
тачка,гладлошки,nonword,word,nonword,0.584710982607377
пуж,скука,nonword,word,nonword,0.584710982607377
терминал,шпангунац,nonword,word,nonword,0.584710982607377
кашика,опеврен,nonword,word,nonword,0.584710982607377
метод,бокиђ,nonword,word,nonword,0.584710982607377
присуство,богатност,nonword,word,nonword,0.584710982607377
сензационалан,бовјетски,nonword,word,nonword,0.584710982607377
припрема,стром,nonword,word,nonword,0.584710982607377
соба,истимно поље,nonword,word,nonword,0.584710982607377
лично,рил,nonword,word,nonword,0.584710982607377
протраћити,борант,nonword,word,nonword,0.584710982607377
жртва,болеквих,nonword,word,nonword,0.584710982607377
човек,бошеш,nonword,word,nonword,0.584710982607377
учтив,боранд,nonword,word,nonword,0.584710982607377
увредити,боклин,nonword,word,nonword,0.584710982607377
добити,штица,nonword,word,nonword,0.584710982607377
половина,стода,nonword,word,nonword,0.584710982607377
натприродан,брта,nonword,word,nonword,0.584710982607377
трећи,ишат,nonword,word,nonword,0.584710982607377
оргазам,ишат,nonword,word,nonword,0.584710982607377
индустрија,брапис,nonword,word,nonword,0.584710982607377
ватра,физ,nonword,word,nonword,0.584710982607377
типичан,брсрећна,nonword,word,nonword,0.584710982607377
интернет,брнар,nonword,word,nonword,0.584710982607377
золошки врт,брив,nonword,word,nonword,0.584710982607377
запад,вачем,nonword,word,nonword,0.584710982607377
маринац,углецина,nonword,word,nonword,0.584710982607377
такси,вадљим,nonword,word,nonword,0.584710982607377
чекати,ванзеспортски,nonword,word,nonword,0.584710982607377
доле,громнила,nonword,word,nonword,0.584710982607377
ортак,вашион,nonword,word,nonword,0.584710982607377
кечап,серсон,nonword,word,nonword,0.584710982607377
земља,врб,nonword,word,nonword,0.584710982607377
опроштај,ветез,nonword,word,nonword,0.584710982607377
споменик,вефренки,nonword,word,nonword,0.584710982607377
