"ca_target,"ca_cue","type","target_type","cue_type","ca_cosine"
"investigar","avi","unrelated","word","word",0.0632315987018993
"gran","milla","unrelated","word","word",0.144949536910491
"notable","nata","unrelated","word","word",0.165764760960834
"fracàs","caritat","unrelated","word","word",0.209698130927903
"coneixement","seny","unrelated","word","word",0.151175489049416
"criteri","finestra","unrelated","word","word",0.0680996488517217
"especialista","ruta","unrelated","word","word",0.18182269691905
"plausible","soldat","unrelated","word","word",NA
"explotar","advocat","unrelated","word","word",0.0717457475391003
"addcional","queixa","unrelated","word","word",NA
"molt","esquerdar-se","unrelated","word","word",NA
"producció","bonic","unrelated","word","word",0.059694096801491
"element","federal","unrelated","word","word",0.168732930360213
"vestir-se","major","unrelated","word","word",NA
"fals","cullera","unrelated","word","word",0.117521348269084
"set","capacitar","unrelated","word","word",NA
"sorra","espionatge","unrelated","word","word",0.180106678022047
"període","hola","unrelated","word","word",0.0644440503596554
"estat","èxit","unrelated","word","word",0.13683552854393
"aconteixement","rodó","unrelated","word","word",NA
"fer","base","unrelated","word","word",0.095500174666544
"lesió","granger","unrelated","word","word",0.114363663601123
"agència","sec","unrelated","word","word",0.0124098858487606
"fortament","malalt","unrelated","word","word",0.0943917677992631
"metal","química","unrelated","word","word",NA
"seguretat","pujol","unrelated","word","word",NA
"devoció","playboy","unrelated","word","word",NA
"fill","desafortunat","unrelated","word","word",0.2646812114442
"religió","robot","unrelated","word","word",0.167333519924532
"acabar","comissió","unrelated","word","word",0.0594900967777119
"definitiva","cartera","unrelated","word","word",0.134744822008052
"al cap i a la fi","davanter","unrelated","word","word",NA
"finançament","taula de treball","unrelated","word","word",NA
"invertir","hospital","unrelated","word","word",-0.0105643620604254
"porta","esperar","unrelated","word","word",0.103196216775563
"raonable","afició","unrelated","word","word",0.147414159983805
"matemàtiques","biblioteca","unrelated","word","word",0.196278838295924
"reparació","càmera","unrelated","word","word",0.0851021285193881
"flama","dos","unrelated","word","word",0.113950648906145
"congelar","tripulació","unrelated","word","word",0.148858231418725
"tardor","cargol","unrelated","word","word",0.271209101059219
"informant","pare","unrelated","word","word",0.130639033730003
"endins","alerta","unrelated","word","word",0.183208571981076
"energia","manta","unrelated","word","word",0.0994915193121621
"força","irraonable","unrelated","word","word",NA
"signe","plàtan","unrelated","word","word",0.197933560721345
"acer","força","unrelated","word","word",0.190355133175065
"cuina","escoltar","unrelated","word","word",0.0437486683081713
"feble","practicar","unrelated","word","word",0.114251821771017
"llum","llet","unrelated","word","word",0.301553369744946
"peça","curt","unrelated","word","word",0.307036728094934
"senyal","mortal","unrelated","word","word",0.17361357920743
"actualització","text","unrelated","word","word",0.226328744900056
"escapar-se","divisa","unrelated","word","word",NA
"cigar","parent","unrelated","word","word",0.0755043286012023
"cirurgia","portal","unrelated","word","word",0.180280396680153
"passada","ming","unrelated","word","word",NA
"exhibició","degà","unrelated","word","word",NA
"acostar-se","gra","unrelated","word","word",NA
"promesa","problema","unrelated","word","word",0.207303053404024
"combustible","grip","unrelated","word","word",0.253365259923351
"reactor","tornar a col·locar","unrelated","word","word",NA
"coronell","parlament","unrelated","word","word",NA
"científic","il·lusió","unrelated","word","word",NA
"cap","explicació","unrelated","word","word",0.149044682868148
"germà","dvd","unrelated","word","word",0.186072519043752
"representar","blanc","unrelated","word","word",0.0365019053409389
"concert","correu","unrelated","word","word",0.192932916829147
"glòria","ronyó","unrelated","word","word",0.250432387782245
"tenis","sobrenatural","unrelated","word","word",NA
"gat","encant","unrelated","word","word",0.10416273416958
"ampolla","aquí","unrelated","word","word",0.125981995057017
"senador","artefacte","unrelated","word","word",0.18328387798738
"protocol","casc","unrelated","word","word",0.174277975870716
"farina","cabell","unrelated","word","word",0.13115306962919
"enorme","governador","unrelated","word","word",0.130318892717096
"treballador","jungla","unrelated","word","word",0.110998074677574
"llangardaix","dinastia","unrelated","word","word",0.267021112057177
"recompensa","vostès mateixos","unrelated","word","word",NA
"malaltia","gas","unrelated","word","word",0.135132363286017
"triomf","educat","unrelated","word","word",0.207791492619967
"ingrés","dirigir","unrelated","word","word",0.269654989737407
"patrulla","campanya","unrelated","word","word",0.214454411695136
"batalla","incòmoda","unrelated","word","word",0.0999377838413385
"conill","niu","unrelated","word","word",0.222895611121626
"olorar","estiu","unrelated","word","word",0.107668716210578
"dormitori","dutxa","unrelated","word","word",0.30806005606926
"electricitat","miserable","unrelated","word","word",0.149117871121201
"salvador","seguir","unrelated","word","word",0.121420283821602
"gravació","testimoni","unrelated","word","word",0.130494462398676
"bye","aficionat","unrelated","word","word",NA
"humà","robar","unrelated","word","word",0.0785809749320608
"adrenalina","article","unrelated","word","word",0.215859429751551
"por","acumular","unrelated","word","word",0.146103266360186
"clínica","taula","unrelated","word","word",0.232620473298541
"agraïment","literalment","unrelated","word","word",0.334125474331728
"motel","evolució","unrelated","word","word",0.134495551572748
"lubricar","pont","unrelated","word","word",NA
"modest","venjança","unrelated","word","word",0.144048208521658
"tornado","ocórrer","unrelated","word","word",0.183934753852332
"teoria","destí","unrelated","word","word",0.215726614564406
"perfeccionar","estadi","unrelated","word","word",0.129813884354514
"arrogància","comuna","unrelated","word","word",0.290519820834733
"legítim","revelació","unrelated","word","word",0.131770581332451
"tro","pintura","unrelated","word","word",0.134583422668601
"al·lucinació","teràpia","unrelated","word","word",NA
"creativitat","conflicte","unrelated","word","word",0.287586042547403
"emperador","terrible","unrelated","word","word",0.0885933392290488
"fàcil","fidelitat","unrelated","word","word",0.131670444136706
"sensació","adult","unrelated","word","word",0.202815742979392
"extraordinari","sang","unrelated","word","word",0.0982060690208192
"impotent","impressionant","unrelated","word","word",0.433538082757745
"incapaici","modern","unrelated","word","word",NA
"accident","inspeccionar","unrelated","word","word",0.281477111270021
"desagradable","líquid","unrelated","word","word",0.0699628729619638
"negocis","espatlla","unrelated","word","word",0.0899024281965331
"efecte","vagina","unrelated","word","word",0.257645699848039
"informar","obstacle","unrelated","word","word",0.170196188261571
"estúpid","paraula","unrelated","word","word",0.0758361358420992
"cínic","congratular","unrelated","word","word",NA
"injust","quilòmetre","unrelated","word","word",0.192040618046579
"culpable","ingenu","unrelated","word","word",0.231832818778655
"posar","anglès","unrelated","word","word",0.125450930295945
"estrany","capital","unrelated","word","word",0.155824918331555
"verificar","majoria","unrelated","word","word",0.170486082519388
"comissionat","oportunitat","unrelated","word","word",0.0631743547090051
"inspiració","romana","unrelated","word","word",0.227361674157785
"intuició","oficialment","unrelated","word","word",NA
"ofendre","proteïna","unrelated","word","word",0.129100390726813
"intel · ligent","xèrif","unrelated","word","word",NA
"intentar","reina","unrelated","word","word",0.0860112904444211
"extern","ferro","unrelated","word","word",0.129264010046323
"món","sopar","unrelated","word","word",0.104451506195975
"roba","rodeo","unrelated","word","word",NA
"molestar","xerraire","unrelated","word","word",0.264106256152846
"nedar","original","unrelated","word","word",0.112901758984039
"sense valor","fals","unrelated","word","word",NA
"atacar","camp","unrelated","word","word",0.135548351542926
"massatge","tiquet","unrelated","word","word",0.189560625256055
"irònic","tècnic","unrelated","word","word",0.519320041063432
"irresponsable","obert","unrelated","word","word",0.0605154094175009
"encara","sherlock","unrelated","word","word",0.0576624500122188
"música","butxaca","unrelated","word","word",0.212392911234066
"vagó","compliment","unrelated","word","word",0.211857183235517
"pòquer","dolç","unrelated","word","word",0.163005366000953
"joc","actiu","unrelated","word","word",0.190465835534581
"bosc","reflex","unrelated","word","word",0.187144507568578
"juliol","conferència","unrelated","word","word",0.243406735105927
"jurament","occident","unrelated","word","word",0.139828302662547
"autoritat","patratge","unrelated","word","word",NA
"recentment","ara","unrelated","word","word",0.17923197482459
"espaguetis","persona","unrelated","word","word",NA
"enfonsar-se","zoològic","unrelated","word","word",NA
"escriptura","foscor","unrelated","word","word",0.0988588780063636
"excèrcit","nacional","unrelated","word","word",NA
"ràpid","jurisdicció","unrelated","word","word",0.0334832324820907
"gai","simi","unrelated","word","word",NA
"fluid","veure","unrelated","word","word",0.205101959635751
"pràctic","regional","unrelated","word","word",0.230799916713456
"criminal","governar","unrelated","word","word",0.102977142853314
"perfum","humil","unrelated","word","word",0.238271603242346
"galta","influència","unrelated","word","word",0.12786526454943
"escriure","banca","unrelated","word","word",0.104412411955758
"constitució","atenció","unrelated","word","word",0.258047149470608
