"pt_cue","pt_target","type","cue_type","target_type","pt_cosine"
"pendurado","área coberta","unrelated","word","word",NA
"prática","cientista","unrelated","word","word",0.212385823574299
"legião","prisão","unrelated","word","word",0.160933613273092
"galeria","louco","unrelated","word","word",0.12559104910248
"explodido","responder","unrelated","word","word",0.162664405090739
"tremor de terra","estátua","unrelated","word","word",NA
"bombear","venha","unrelated","word","word",0.126741332499912
"descrever","tarde","unrelated","word","word",0.0948147227203842
"interno","dezembro","unrelated","word","word",0.135816198226749
"espada","eventualmente","unrelated","word","word",0.121869117947809
"impossível","inspeção","unrelated","word","word",0.174517159636299
"palestra","piloto","unrelated","word","word",0.083282160810293
"sucesso","dormir","unrelated","word","word",0.100795734914738
"falso","informante","unrelated","word","word",0.268236420619018
"clã","três","unrelated","word","word",0.0996861459828232
"popular","atrai","unrelated","word","word",0.287559138767628
"realidade","grupo","unrelated","word","word",0.0574641740877454
"maravilhoso","placa","unrelated","word","word",0.0949022648764944
"grão","hamburger","unrelated","word","word",0.26870463419974
"mortal","arrogância","unrelated","word","word",0.221405368249192
"correspondência","sempre","unrelated","word","word",0.061467392962361
"fazer","miséria","unrelated","word","word",0.116085157072877
"esperança","ajudar","unrelated","word","word",0.243740030217641
"tosse","federação","unrelated","word","word",0.122563849041095
"trancado","provável","unrelated","word","word",0.139755218246592
"abrir","toalha","unrelated","word","word",0.121638928540484
"abertura","adrenalina","unrelated","word","word",0.144382038850221
"colônia","chantagem","unrelated","word","word",0.106912016700625
"digusting.","suposição","unrelated","word","word",NA
"satisfeito","cerveja","unrelated","word","word",0.0527328297620659
"macho","selecione.","unrelated","word","word",NA
"natal","farinha de trigo","unrelated","word","word",NA
"ferida","opção","unrelated","word","word",0.100125639238249
"recepção","caneta","unrelated","word","word",0.213190067971307
"carnaval","vampiro","unrelated","word","word",0.154237488323907
"leal","champanhe","unrelated","word","word",0.0868801224229308
"rim","constantemente","unrelated","word","word",0.0920942865084148
"filha","fêmea","unrelated","word","word",0.224304847293276
"pornô","amigáveis","unrelated","word","word",0.0502768663562295
"final","confessar","unrelated","word","word",0.12319437741107
"fim","frase","unrelated","word","word",0.192343753026792
"bancário","escritório","unrelated","word","word",0.278563308022017
"orçamento","acusação","unrelated","word","word",0.163412688469754
"financeiramente","luz","unrelated","word","word",0.0619458946004135
"sexual","adicional","unrelated","word","word",0.219080062568984
"plantar","praticamente","unrelated","word","word",0.0879707037712491
"selva","centímetro","unrelated","word","word",0.17449162425339
"líquido","raramente","unrelated","word","word",0.161021921977804
"forno","peru","unrelated","word","word",0.412751076950233
"força","estrela","unrelated","word","word",0.200465730014901
"abelha","estude","unrelated","word","word",0.0465743757268811
"pesado","preto","unrelated","word","word",0.243865395219079
"firmemente","tapete","unrelated","word","word",0.136299740046938
"tesouro","cama","unrelated","word","word",0.0499657330634597
"foto","estrutura","unrelated","word","word",0.207854035252318
"autógrafo","mastigar","unrelated","word","word",0.117719500305936
"forte","exibição","unrelated","word","word",0.090656998014204
"inglês","sumo","unrelated","word","word",0.118507261260138
"dicionário","outono","unrelated","word","word",0.138694768591746
"palavra","urina","unrelated","word","word",0.108554060254356
"conspiração","dinamite","unrelated","word","word",0.167985065596441
"caloroso","crânio","unrelated","word","word",0.0507990735096527
"naval","financiamento","unrelated","word","word",0.26439057870132
"maçã","muitas vezes","unrelated","word","word",NA
"refugiado","cigarro","unrelated","word","word",0.098056227931066
"operacional","esporte","unrelated","word","word",0.0624171939356634
"reboque","eleição","unrelated","word","word",0.0748182491711773
"raiva","montanha","unrelated","word","word",0.117722759053661
"basquetebol","escritor","unrelated","word","word",0.217029963729354
"universo","combustível","unrelated","word","word",0.134233986052422
"ganho","artilharia","unrelated","word","word",0.14293303759357
"oficina","amar","unrelated","word","word",0.0622966900030503
"garçom","injusto","unrelated","word","word",0.109998282522523
"colher","crueldade","unrelated","word","word",0.0746478302201628
"rapazes","campeonato","unrelated","word","word",0.211763496209394
"menina","organizar","unrelated","word","word",0.0923752849924102
"vidro","velozes","unrelated","word","word",0.128744165214665
"desperdício","ovo","unrelated","word","word",0.119684509314493
"cão","trancar","unrelated","word","word",0.215957669167427
"lésbica","abrigo","unrelated","word","word",0.0493845805223083
"compassivo","morrer","unrelated","word","word",0.124858172535757
"naturalmente","episódio","unrelated","word","word",0.105626827573212
"virar","professor","unrelated","word","word",0.123913435135402
"nacional","jogos","unrelated","word","word",0.150907313708097
"glorioso","epidemia","unrelated","word","word",0.0885241230490672
"macaco","acordo","unrelated","word","word",0.0874569158129424
"administração","derrota","unrelated","word","word",0.22349492568494
"diploma","ereção","unrelated","word","word",0.253313679837971
"quilo","demissão","unrelated","word","word",0.0894849790321421
"curto","quatro.","unrelated","word","word",NA
"hospitalidade","pai","unrelated","word","word",0.139767762538424
"livremente","oxigênio","unrelated","word","word",0.097273159891891
"registro","sonhe","unrelated","word","word",0.0960019626348523
"ligar","prender prisão","unrelated","word","word",NA
"aniversário","técnica","unrelated","word","word",0.0400535980925137
"romano","tomate","unrelated","word","word",0.237648042413646
"bater","medicamento","unrelated","word","word",0.147644510839736
"afinar","confiança","unrelated","word","word",0.163016596089865
"gangue","lenço","unrelated","word","word",0.077981584106502
"espera","preparar","unrelated","word","word",0.284394256533587
"esquilo","mala de viagem","unrelated","word","word",NA
"soldado","chefe","unrelated","word","word",0.216311557976892
"piano","castelo","unrelated","word","word",0.208796431467967
"capacidade","vitamina","unrelated","word","word",0.161042223174661
"sanduíche","retorna","unrelated","word","word",0.122778090726058
"saldo","imundo","unrelated","word","word",0.139919676375357
"ambulância","mistura","unrelated","word","word",0.113085917420002
"coçar, arranhão","pó","unrelated","word","word",NA
"herança","solar","unrelated","word","word",0.196952800331608
"cocaína","morada","unrelated","word","word",0.136620656510503
"carbono","festa","unrelated","word","word",0.146928590170221
"auxilia","energia","unrelated","word","word",0.236431567424057
"super homen","financeiro","unrelated","word","word",NA
"lealdade","produção","unrelated","word","word",0.0674038421723129
"decente","pequeno","unrelated","word","word",0.175083448121453
"privilégio","fúria","unrelated","word","word",0.167779874903626
"terrível","exército","unrelated","word","word",0.141552051439337
"homem","senador","unrelated","word","word",0.215785928501463
"enganar","vale","unrelated","word","word",0.169561029443919
"grande","precisar","unrelated","word","word",0.134824502438013
"imperial","real","unrelated","word","word",0.296472476492501
"dinastia","arma","unrelated","word","word",0.102555312170072
"significado","explodir","unrelated","word","word",0.0327610332283396
"valioso","funcional","unrelated","word","word",0.190715341489035
"incapacidade","velório","unrelated","word","word",0.146885223097812
"desamparado","vencedora","unrelated","word","word",0.0344411834569586
"dna.","valioso","unrelated","word","word",NA
"bajular","isca","unrelated","word","word",0.136059888994857
"nojento","patrulha","unrelated","word","word",0.131442105906469
"impressionante","força","unrelated","word","word",0.204427181370852
"apontar","pessoas","unrelated","word","word",0.153567216831934
"pessoa","sombrio","unrelated","word","word",0.163367734407604
"de repente","confusão","unrelated","word","word",NA
"juventude","síndrome","unrelated","word","word",0.156964624375421
"vírus","triplo","unrelated","word","word",0.124309688702595
"topo","acompanhar","unrelated","word","word",0.137518893210454
"paraíso","criança","unrelated","word","word",0.131463808880906
"fonte","autoridade","unrelated","word","word",0.206047470975577
"relatório","ventilação","unrelated","word","word",0.121430816521132
"infeliz","criatividade","unrelated","word","word",0.114591804970154
"dose","temperatura","unrelated","word","word",0.295141325089129
"injustiça","prisioneiro","unrelated","word","word",0.120243997288251
"aranha","pausa","unrelated","word","word",0.0934413969918611
"exame","convento","unrelated","word","word",0.171928599616529
"inspirar","triângulo","unrelated","word","word",0.0767712539939115
"ferramenta","patético","unrelated","word","word",0.132280489530144
"inteligente","leste","unrelated","word","word",0.113207577407434
"objetivo","domingo","unrelated","word","word",0.130464941372589
"acidentalmente","futebol","unrelated","word","word",0.0880239335316572
"excitante","grama","unrelated","word","word",0.128752883853546
"pessoal","nu","unrelated","word","word",0.0798572195826367
"instinto","comer","unrelated","word","word",0.0854265035734199
"sem utilidade","planejamento","unrelated","word","word",NA
"verão","razoável","unrelated","word","word",0.0619614981605131
