"uk_cue","uk_target","type","cue_type","target_type","uk_cosine"
"семінар","наpеаки","nonword","word","nonword",NA
"тверезий","нарости","nonword","word","nonword",NA
"цінний","налирода","nonword","word","nonword",NA
"бажання","назовати","nonword","word","nonword",NA
"сила","дисзвичайний","nonword","word","nonword",NA
"рок","наирилати","nonword","word","nonword",NA
"ярмарок","назаскди","nonword","word","nonword",NA
"нижній","намилио","nonword","word","nonword",NA
"листопад","настр","nonword","word","nonword",NA
"вашингтон","написакся","nonword","word","nonword",NA
"поєднання","насмчена","nonword","word","nonword",NA
"будівельний","налад","nonword","word","nonword",NA
"лежати","тородження","nonword","word","nonword",NA
"дотепний","наспівати","nonword","word","nonword",NA
"готель","навпнення","nonword","word","nonword",NA
"тютюн","наваа","nonword","word","nonword",NA
"замкнений","небеолека","nonword","word","nonword",NA
"дрімати","небезпткний","nonword","word","nonword",NA
"коричневий","неберёий","nonword","word","nonword",NA
"тканина","невіробив","nonword","word","nonword",NA
"ліга","вигативний","nonword","word","nonword",NA
"адміністрація","неапля","nonword","word","nonword",NA
"струм","нестатній","nonword","word","nonword",NA
"регіональний","неприємств","nonword","word","nonword",NA
"браво","неітовий","nonword","word","nonword",NA
"особливий","несподамано","nonword","word","nonword",NA
"призначення","неприветствовать","nonword","word","nonword",NA
"небо","нещавія","nonword","word","nonword",NA
"канцлер","нещавія","nonword","word","nonword",NA
"атомний","неукдавно","nonword","word","nonword",NA
"явище","фржний","nonword","word","nonword",NA
"висячий","ніоземний","nonword","word","nonword",NA
"пухлина","новиро","nonword","word","nonword",NA
"кавалерія","ояж","nonword","word","nonword",NA
"телеграма","нормалский","nonword","word","nonword",NA
"секретний","анс","nonword","word","nonword",NA
"ланцюг","нуткта","nonword","word","nonword",NA
"міст","обвинуінчення","nonword","word","nonword",NA
"зерно","объеворення","nonword","word","nonword",NA
"чоловічий","обвы","nonword","word","nonword",NA
"дослідження","обідания","nonword","word","nonword",NA
"слово","объеянка","nonword","word","nonword",NA
"єдиний","облалоувати","nonword","word","nonword",NA
"завиток","обоврюзок","nonword","word","nonword",NA
"готовий","обпожати","nonword","word","nonword",NA
"дряпати","обіцуговування","nonword","word","nonword",NA
"червоний","огидайй","nonword","word","nonword",NA
"неприємний","даружений","nonword","word","nonword",NA
"потяг","преро","nonword","word","nonword",NA
"крем","окeaн","nonword","word","nonword",NA
"відкриття","онсоити","nonword","word","nonword",NA
"мед","опіт","nonword","word","nonword",NA
"охоронець","опівіяі","nonword","word","nonword",NA
"текст","опнi","nonword","word","nonword",NA
"автограф","опімент","nonword","word","nonword",NA
"становище","орчита","nonword","word","nonword",NA
"опівночі","оргавезувати","nonword","word","nonword",NA
"зателефонувати","оренандавець","nonword","word","nonword",NA
"обід","ордадувати","nonword","word","nonword",NA
"цивільний","осльта","nonword","word","nonword",NA
"здоровий","ркінь","nonword","word","nonword",NA
"дорога","осялистість","nonword","word","nonword",NA
"виправляти","остатья","nonword","word","nonword",NA
"доза","останічний","nonword","word","nonword",NA
"результат","отвотати","nonword","word","nonword",NA
"керівник","офув","nonword","word","nonword",NA
"павук","офіціантех","nonword","word","nonword",NA
"марс","шуіційний","nonword","word","nonword",NA
"фронт","оцініц","nonword","word","nonword",NA
"в іншому місці","оцнцювати","nonword","word","nonword",NA
"сержант","сревидно","nonword","word","nonword",NA
"кущ","срікувати","nonword","word","nonword",NA
"хворий","ьёяний","nonword","word","nonword",NA
"задоволений","совутина","nonword","word","nonword",NA
"жахливий","пасит","nonword","word","nonword",NA
"прибуття","диливо","nonword","word","nonword",NA
"нирка","палужи","nonword","word","nonword",NA
"компанія","пахи","nonword","word","nonword",NA
"кошик","парастан","nonword","word","nonword",NA
"здобич","параїнтр","nonword","word","nonword",NA
"тунець","паратьрмальний","nonword","word","nonword",NA
"жорстокий","паклан","nonword","word","nonword",NA
