"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"джентливыймышцы","джентливый","мышцы","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"джентливыйрыним","джентливый","рыним","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"джилтжекраткий","джилт","жекраткий","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"джилтотец","джилт","отец","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"джипболюсть","джип","болюсть","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"джипзнание","джип","знание","unrelated","word","word",0.0890385165939201,-0.269777416303936,1.10422129562878,0.148893169128381,55,65,69,5,0.942028985507246,54,70,4,0.771428571428571,FALSE,TRUE,TRUE
"джипфура","джип","фура","related","word","word",0.355929108210038,-0.312625847739108,0.809701909304432,0.0989208323539619,67,73,76,2,0.960526315789474,65,75,3,0.866666666666667,FALSE,TRUE,TRUE
"джунглилес","джунгли","лес","related","word","word",0.44831301472413,-0.70286983337255,0.686168267240219,0.0878548440463992,61,61,66,4,0.924242424242424,61,66,4,0.924242424242424,TRUE,TRUE,TRUE
"джунглилодный","джунгли","лодный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"джунглитравма","джунгли","травма","unrelated","word","word",0.104646800528224,-0.711688925998212,0.374868861714605,0.0488037688672455,59,68,72,5,0.944444444444444,63,71,6,0.887323943661972,TRUE,TRUE,TRUE
"джуньидорх","джуньи","дорх","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"джуньисолнечный","джуньи","солнечный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диабанвов","диабан","вов","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диабаножерелье","диабан","ожерелье","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диареякороль","диарея","король","unrelated","word","word",0.125787462587906,-0.724332842467213,0.394799017034688,0.0509683339358135,60,68,74,9,0.918918918918919,63,75,8,0.84,TRUE,TRUE,TRUE
"диареяпреданство","диарея","преданство","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диареятошнота","диарея","тошнота","related","word","word",0.592088145718352,-0.519479663284644,0.367239863620895,0.0499750155044708,54,62,67,6,0.925373134328358,55,67,6,0.82089552238806,TRUE,TRUE,TRUE
"диванабр","диван","абр","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диванкровать","диван","кровать","related","word","word",0.606252213517,-0.70233499913138,0.608591354302921,0.0828187933284182,54,65,70,11,0.928571428571429,65,70,11,0.928571428571429,TRUE,TRUE,TRUE
"диваняркий","диван","яркий","unrelated","word","word",0.116885843924816,-0.663565262996619,0.743046856403332,0.0894523296908142,69,80,84,14,0.952380952380952,76,84,14,0.904761904761905,TRUE,TRUE,TRUE
"диклишлечение","диклиш","лечение","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диклишсоздатьдание","диклиш","создатьдание","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диллоартезать","дилло","артезать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диллограмм","дилло","грамм","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дилпобережье","дил","побережье","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дилпроткладный","дил","проткладный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"динапряжотзо","динапряж","отзо","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"динапряжшантаж","динапряж","шантаж","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"династияимперия","династия","империя","related","word","word",0.346855685692968,-0.502615191350635,0.734319161799177,0.0884016387304209,69,77,82,2,0.939024390243902,79,82,2,0.963414634146341,TRUE,TRUE,TRUE
"династиярассказывать","династия","рассказывать","unrelated","word","word",0.111465065822041,-0.102086204471093,0.946848966061794,0.113170097295575,70,79,84,16,0.94047619047619,79,84,16,0.94047619047619,FALSE,TRUE,TRUE
"династиясирио","династия","сирио","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дипломвыпускной","диплом","выпускной","related","word","word",0.333335104564896,-0.379650296196886,0.485625616334623,0.0643226842254863,57,62,64,11,0.96875,60,65,10,0.923076923076923,TRUE,TRUE,TRUE
"дипломнаследовать","диплом","наследовать","unrelated","word","word",0.117178961057758,0.221800087120142,0.983651271392273,0.1338579833195,54,61,64,8,0.953125,63,65,7,0.969230769230769,FALSE,TRUE,TRUE
"дипломосаль","диплом","осаль","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дитнострасть","дитно","страсть","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дитносунешь","дитно","сунешь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дитомпоступок","дитом","поступок","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дитомразвимушка","дитом","развимушка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"днкотпечаток пальца","днк","отпечаток пальца","related","word","word",NA,0.635234885216672,1.24475505630686,0.154392863037596,65,72,79,12,0.911392405063291,58,80,11,0.725,FALSE,TRUE,TRUE
"днкскандал","днк","скандал","unrelated","word","word",0.0806624134424172,-0.366860478843772,0.566746566696325,0.0697616799020685,66,75,82,10,0.914634146341463,54,81,11,0.666666666666667,TRUE,TRUE,TRUE
"днкфлюнкость","днк","флюнкость","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"добавочныйближва","добавочный","ближва","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"добавочныйдополнительный","добавочный","дополнительный","related","word","word",0.574247715710832,-0.145656624481393,0.711901914267675,0.0951318948635055,56,68,73,8,0.931506849315068,64,73,8,0.876712328767123,FALSE,TRUE,TRUE
"добавочныйслучаться","добавочный","случаться","unrelated","word","word",0.0834361571134919,0.287043209118229,1.13053454046445,0.138116776634153,67,75,83,5,0.903614457831325,72,81,7,0.888888888888889,FALSE,TRUE,TRUE
"добратечныйинтимный","добратечный","интимный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"добратечныйодиноэлль","добратечный","одиноэлль","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доброволецдепрессия","доброволец","депрессия","unrelated","word","word",0.0760926681958458,-0.2452825759729,1.02394170731969,0.135624392309335,57,63,69,8,0.91304347826087,58,68,9,0.852941176470588,FALSE,TRUE,TRUE
"доброволецдобровольно","доброволец","добровольно","related","word","word",0.597397151083371,-0.00494390194244106,0.702056209323772,0.0898890865793319,61,66,70,9,0.942857142857143,67,72,7,0.930555555555556,TRUE,TRUE,TRUE
"доброволецполмыть","доброволец","полмыть","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"добычапрелепестный","добыча","прелепестный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"добычауродливый","добыча","уродливый","unrelated","word","word",0.0587285311454175,-0.131451394003337,0.621111496181686,0.0808618292855639,59,65,71,6,0.915492957746479,69,72,5,0.958333333333333,TRUE,TRUE,TRUE
"добычахищник","добыча","хищник","related","word","word",0.373353002011324,-0.557915123606073,0.658711936490099,0.086493114662635,58,66,70,9,0.942857142857143,65,70,9,0.928571428571429,TRUE,TRUE,TRUE
"довагойвыуспока","довагой","выуспока","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довагойсоглашение","довагой","соглашение","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доверятьверить","доверять","верить","related","word","word",0.648977435400457,-0.801965737431104,0.367230147048679,0.0504429400975666,53,61,66,2,0.924242424242424,60,65,3,0.923076923076923,TRUE,TRUE,TRUE
"доверятьвоенвать","доверять","военвать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доверятьлюбовница","доверять","любовница","unrelated","word","word",0.148379052804298,-0.248298005287838,0.53261297409231,0.062337633499307,73,76,76,6,1,75,76,6,0.986842105263158,TRUE,TRUE,TRUE
"довестачьимпетать","довестачь","импетать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довестачьспать","довестачь","спать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довольнодостаточный","довольно","достаточный","related","word","word",0.318737821954902,-0.270380459146314,0.666111505373787,0.0774338896397937,74,80,83,6,0.963855421686747,80,85,4,0.941176470588235,TRUE,TRUE,TRUE
"довольнонация","довольно","нация","unrelated","word","word",0.077013161440075,-0.376931710831695,0.662327684000444,0.0754792446738675,77,87,91,13,0.956043956043956,87,91,13,0.956043956043956,TRUE,TRUE,TRUE
"довольнопошелец","довольно","пошелец","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довольныйнебольрус","довольный","небольрус","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довольныйсчастливый","довольный","счастливый","related","word","word",0.549630697699291,-0.661429231828628,0.424967661646923,0.0553260770718801,59,68,69,8,0.985507246376812,67,68,9,0.985294117647059,TRUE,TRUE,TRUE
"довольныйтаймер","довольный","таймер","unrelated","word","word",0.14386895355245,-0.325568136458304,0.619296727879367,0.0820278554700728,57,66,69,8,0.956521739130435,69,71,6,0.971830985915493,TRUE,TRUE,TRUE
"догобишьостанавливать","догобишь","останавливать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"догобишьпракция","догобишь","пракция","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"договорслаэрс","договор","слаэрс","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"договорсоглашение","договор","соглашение","related","word","word",0.683150128284303,-0.585325512371814,0.418573092785693,0.0540375539176507,60,70,76,7,0.921052631578947,69,77,6,0.896103896103896,TRUE,TRUE,TRUE
"договорспрашивать","договор","спрашивать","unrelated","word","word",0.102271314517693,-0.264139498131528,0.627533720074233,0.0831188717387719,57,63,65,7,0.969230769230769,64,65,7,0.984615384615385,TRUE,TRUE,TRUE
"догостраиватьмладший","догостраивать","младший","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"догостраиватьнекроложение","догостраивать","некроложение","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дождьбиолобраческий","дождь","биолобраческий","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дождьснег","дождь","снег","related","word","word",0.589000307071612,-0.689399776811993,0.517184378222958,0.0622616825750039,69,80,82,9,0.975609756097561,76,82,9,0.926829268292683,TRUE,TRUE,TRUE
"дождьфедерация","дождь","федерация","unrelated","word","word",0.0727109634884871,-0.265439135150178,0.835303499033741,0.107837218026215,60,69,76,8,0.907894736842105,67,75,9,0.893333333333333,FALSE,TRUE,TRUE
"дозадокумент","доза","документ","unrelated","word","word",0.101178486560747,-0.332883517348132,1.2944100257833,0.169964363143467,58,64,67,9,0.955223880597015,61,66,10,0.924242424242424,FALSE,TRUE,TRUE
"дозаинъекция","доза","инъекция","related","word","word",0.544113433448326,-0.246398144225476,0.484149597139306,0.0641271807071017,57,66,71,7,0.929577464788732,57,72,6,0.791666666666667,TRUE,TRUE,TRUE
"дозарадожция","доза","радожция","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"докскийголовной","докский","головной","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"докскийизвинествять","докский","извинествять","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доместныйговла","доместный","говла","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доместныйтруд","доместный","труд","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"домквартира","дом","квартира","related","word","word",0.487134362458144,-0.666518624322996,0.3258555247762,0.0424227759076984,59,64,65,15,0.984615384615385,62,64,16,0.96875,TRUE,TRUE,TRUE
"домпродолскимать","дом","продолскимать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"домхирургия","дом","хирургия","unrelated","word","word",0.0672847998016931,-0.212599557750516,1.3351239659546,0.175310365395024,58,64,66,6,0.96969696969697,64,66,6,0.96969696969697,FALSE,TRUE,TRUE
"донжакрдул","донжа","крдул","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"донжаневеста","донжа","невеста","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дорогадостаточный","дорога","достаточный","unrelated","word","word",0.0324647079176723,0.0924964447323647,0.733605910833405,0.100768521628168,53,60,68,12,0.88235294117647,60,68,12,0.88235294117647,FALSE,TRUE,TRUE
"дорогакмот","дорога","кмот","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дорогашоссе","дорога","шоссе","related","word","word",0.44309018153953,-0.492243190903949,0.530020646110119,0.070826988059308,56,62,64,7,0.96875,61,64,7,0.953125,TRUE,TRUE,TRUE
"дорогойдешевый","дорогой","дешевый","related","word","word",0.25035583267489,-0.354758535430987,0.620638581061039,0.0822055882658282,57,67,73,11,0.917808219178082,64,71,13,0.901408450704225,TRUE,TRUE,TRUE
"дорогойпредложение","дорогой","предложение","unrelated","word","word",0.124611285106439,-0.025381708070678,0.768745605388907,0.0992446309047126,60,65,65,7,1,63,64,8,0.984375,FALSE,TRUE,TRUE
"дорогойтрансделение","дорогой","трансделение","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
