"word_combo","pt_cue","pt_target","type","cue_type","target_type","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"canalbilhão","canal","bilhão","unrelated","word","word",-0.513005906257895,0.483109238480828,0.0697308122212252,48,51,52,0,0.980769230769231,52,52,0,1,TRUE,TRUE,FALSE
"canalcaminhada","canal","caminhada","unrelated","word","word",-0.404834952352798,0.456234061092306,0.0549241266513823,69,72,74,0,0.972972972972973,70,74,0,0.945945945945946,TRUE,TRUE,TRUE
"canalmonicles","canal","monicles","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canalnotícias","canal","notícias","related","word","word",-0.465999673452851,0.93880895594832,0.109134324360543,74,78,79,1,0.987341772151899,72,78,2,0.923076923076923,FALSE,TRUE,TRUE
"candeibande","candei","bande","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"candeidecam","candei","decam","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"candeilimusine","candei","limusine","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"candeiplausível","candei","plausível","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"candidatoassidiu","candidato","assidiu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"candidatocarteira","candidato","carteira","unrelated","word","word",-0.166512771208665,0.862043185435631,0.133016151324711,42,51,51,0,1,47,51,0,0.92156862745098,FALSE,TRUE,FALSE
"candidatoeleitor","candidato","eleitor","related","word","word",-0.483351186944835,0.679158530230689,0.0800396003711349,72,79,79,0,1,74,79,0,0.936708860759494,TRUE,TRUE,TRUE
"candidatonormal","candidato","normal","unrelated","word","word",-0.710440100488866,0.428099090755284,0.0588039325320669,53,55,56,1,0.982142857142857,56,56,1,1,TRUE,TRUE,TRUE
"candidatoopsie","candidato","opsie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canelabatalhão","canela","batalhão","unrelated","word","word",-0.386330234029137,0.628403233203265,0.0725617551699073,75,84,90,3,0.933333333333333,88,92,1,0.956521739130435,TRUE,TRUE,TRUE
"canelabaunilha","canela","baunilha","related","word","word",-0.473678864583819,0.492426377551822,0.0507899028025204,94,97,101,1,0.96039603960396,100,102,0,0.980392156862745,TRUE,TRUE,TRUE
"canelaeclerica","canela","eclerica","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canelafrinbolo","canela","frinbolo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cansadodiamarro","cansado","diamarro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cansadoeficaz","cansado","eficaz","unrelated","word","word",-0.290568445605676,0.803766470221522,0.0807815697210047,99,102,102,2,1,101,103,1,0.980582524271845,TRUE,TRUE,TRUE
"cansadofaminto","cansado","faminto","related","word","word",-0.0993015764692786,0.709660898377001,0.0860590247758557,68,74,75,1,0.986666666666667,75,76,0,0.986842105263158,TRUE,TRUE,TRUE
"cansadomaprimento","cansado","maprimento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cantobeco","canto","beco","related","word","word",-0.336690497203425,0.717645365559778,0.0934294686126628,59,61,65,0,0.938461538461538,62,64,1,0.96875,FALSE,TRUE,TRUE
"cantocitreiro","canto","citreiro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cantoloweente","canto","loweente","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cantomanutenção","canto","manutenção","unrelated","word","word",-0.31121399071895,0.540057636479695,0.0579002561604754,87,95,96,2,0.989583333333333,89,97,1,0.917525773195876,TRUE,TRUE,TRUE
"cantorceucrania","cantor","ceucrania","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cantorfamíssões","cantor","famíssões","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cantormúsico","cantor","músico","related","word","word",-0.552305238221434,0.68773369614556,0.0750378981085426,84,89,90,1,0.988888888888889,87,89,2,0.97752808988764,TRUE,TRUE,TRUE
"cantortenente","cantor","tenente","unrelated","word","word",0.175945748712033,0.921747088668379,0.124288352081223,55,58,65,0,0.892307692307692,65,65,0,1,FALSE,TRUE,TRUE
"cãoconfurões","cão","confurões","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cãofecho","cão","fecho","unrelated","word","word",-0.0269732571413237,1.23112461073107,0.141219678028489,76,79,81,1,0.975308641975309,79,81,1,0.975308641975309,FALSE,TRUE,TRUE
"cãogato","cão","gato","related","word","word",-0.722961861130199,0.586087161891149,0.0643314236144398,83,89,90,0,0.988888888888889,88,90,0,0.977777777777778,TRUE,TRUE,TRUE
"cãopatruções","cão","patruções","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caosconfusão","caos","confusão","related","word","word",-0.60251246705836,0.441923884442495,0.0575335892519839,59,66,68,0,0.970588235294118,66,68,0,0.970588235294118,TRUE,TRUE,TRUE
"caoshonta","caos","honta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caosmano","caos","mano","unrelated","word","word",-0.289936173288818,1.12598041646673,0.13362929057482,71,78,81,1,0.962962962962963,70,81,1,0.864197530864197,FALSE,TRUE,TRUE
"caossotualham","caos","sotualham","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capaceteaprotrução","capacete","aprotrução","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capacetechapéu","capacete","chapéu","related","word","word",-0.466379295008022,0.833269687623199,0.0931623832557744,80,83,84,1,0.988095238095238,77,83,2,0.927710843373494,FALSE,TRUE,TRUE
"capacetecontrário","capacete","contrário","unrelated","word","word",-0.531522541956804,0.596578538714709,0.083537704632074,51,55,55,0,1,54,55,0,0.981818181818182,TRUE,TRUE,TRUE
"capacetedesaparecimento","capacete","desaparecimento","unrelated","word","word",0.232120110897766,0.690842753445158,0.0976999191389314,50,55,56,2,0.982142857142857,51,56,2,0.910714285714286,FALSE,TRUE,TRUE
"capacetelisz","capacete","lisz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capacidadeexaquino","capacidade","exaquino","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capacidadehabilidade","capacidade","habilidade","related","word","word",-0.321403433663033,1.05594656724178,0.142383806080588,55,61,63,3,0.968253968253968,61,62,4,0.983870967741935,FALSE,TRUE,TRUE
"capacidadeporco","capacidade","porco","unrelated","word","word",-0.49993634605258,0.552040552257598,0.0751232039086304,54,59,59,0,1,56,59,0,0.949152542372881,TRUE,TRUE,TRUE
"capacidaderemorais","capacidade","remorais","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capatruisteeleição","capatruiste","eleição","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capatruisteinterespleite","capatruiste","interespleite","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capatruisteplaneamento","capatruiste","planeamento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capatruistepoexaustico","capatruiste","poexaustico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capinheicheirafa","capinhei","cheirafa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capinheiprisioneiro","capinhei","prisioneiro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capinheitecido","capinhei","tecido","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capinheiverda","capinhei","verda","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capitalchento","capital","chento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capitalcidade","capital","cidade","related","word","word",-0.625161813716928,0.75911168721412,0.0927402530313264,67,79,79,1,1,78,80,0,0.975,FALSE,TRUE,TRUE
"capitalfranjid","capital","franjid","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"capitalromântico","capital","romântico","unrelated","word","word",-0.529826591321389,0.562183102254386,0.077960769283754,52,55,55,1,1,53,55,1,0.963636363636364,TRUE,TRUE,TRUE
"cápsulaatrapado","cápsula","atrapado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cápsulabarba","cápsula","barba","unrelated","word","word",-0.304463615964128,0.63415950852994,0.0956031430468179,44,51,52,0,0.980769230769231,48,52,0,0.923076923076923,FALSE,TRUE,FALSE
"cápsulacomprimido","cápsula","comprimido","related","word","word",-0.247132510006944,1.05287498072489,0.146007489602183,52,58,59,1,0.983050847457627,57,59,1,0.966101694915254,FALSE,TRUE,TRUE
"cápsuladesapamase","cápsula","desapamase","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cápsulaenevo","cápsula","enevo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cápsularealista","cápsula","realista","unrelated","word","word",-0.300267124944804,0.857886367906346,0.106407707950964,65,68,70,0,0.971428571428571,64,70,0,0.914285714285714,FALSE,TRUE,TRUE
"cápsulasonda","cápsula","sonda","related","word","word",-0.24359090771541,0.68452291754407,0.0862417812640943,63,67,70,1,0.957142857142857,65,70,1,0.928571428571429,TRUE,TRUE,TRUE
"caqueteestrescinação","caquete","estrescinação","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caquetefrase","caquete","frase","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caracolataque","caracol","ataque","unrelated","word","word",-0.634790779416967,0.446002715884204,0.0492527605486188,82,87,87,0,1,81,87,0,0.931034482758621,TRUE,TRUE,TRUE
"caracoldranto","caracol","dranto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caracolmasolvimento","caracol","masolvimento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caracoltartaruga","caracol","tartaruga","related","word","word",-0.203216382751652,0.94465199630875,0.106960776067924,78,82,83,1,0.987951807228916,76,84,0,0.904761904761905,FALSE,TRUE,TRUE
"caraguêsconstantemente","caraguês","constantemente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caraguêsganis","caraguês","ganis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caraguêssoututamento","caraguês","soututamento","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caraguêsvela","caraguês","vela","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caráscronômetro","carás","cronômetro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carásestaçäotório","carás","estaçäotório","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carásestranho","carás","estranho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carásscrudia","carás","scrudia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carbonoabrigo","carbono","abrigo","unrelated","word","word",-0.143738852466014,1.06373897445876,0.124501229887889,73,76,77,1,0.987012987012987,76,77,1,0.987012987012987,FALSE,TRUE,TRUE
"carbonoaltís","carbono","altís","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carbonofantaques","carbono","fantaques","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carbonohidrogénio","carbono","hidrogénio","related","word","word",-0.238158104943507,0.670562628625595,0.0888181899053191,57,61,61,1,1,57,61,1,0.934426229508197,TRUE,TRUE,TRUE
"carbonohidrogênio","carbono","hidrogênio","related","word","word",-0.320810134857373,0.883708915120085,0.121386754947379,53,57,58,1,0.982758620689655,54,56,3,0.964285714285714,FALSE,TRUE,TRUE
"careisdofanbaquático","careisdo","fanbaquático","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"careisdofantasia","careisdo","fantasia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"careisdoinverno","careisdo","inverno","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"careisdolaconsto","careisdo","laconsto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caridadedoação","caridade","doação","related","word","word",-0.475312511699871,0.551039445882553,0.0653963507314718,71,80,82,1,0.975609756097561,78,82,1,0.951219512195122,TRUE,TRUE,TRUE
"caridademarizaçoro","caridade","marizaçoro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caridademinuto","caridade","minuto","unrelated","word","word",-0.571907412735644,0.585106416921338,0.0788957331629453,55,56,56,2,1,54,56,2,0.964285714285714,TRUE,TRUE,TRUE
"caridadeperinhas","caridade","perinhas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carimboaprofício","carimbo","aprofício","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carimboassinatura","carimbo","assinatura","related","word","word",-0.39895045685954,0.65708798659487,0.0721247765967014,83,89,89,0,1,84,89,0,0.943820224719101,TRUE,TRUE,TRUE
"carimbobrilhante","carimbo","brilhante","unrelated","word","word",-0.745973506533465,0.312884087863574,0.0446977268376535,49,53,53,1,1,52,53,1,0.981132075471698,TRUE,TRUE,FALSE
"carimbomamos","carimbo","mamos","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carimbomanhã","carimbo","manhã","unrelated","word","word",-0.695974215399778,0.522981476829021,0.0629595712361171,69,71,72,0,0.986111111111111,69,71,1,0.971830985915493,TRUE,TRUE,TRUE
"carnaensiveis","carna","ensiveis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnahelisequentero","carna","helisequentero","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnanhoualzer","carnanhou","alzer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnanhougastar","carnanhou","gastar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnanhounegócio","carnanhou","negócio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnanhouroquíminoso","carnanhou","roquíminoso","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnaquartel general","carna","quartel general","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnasim","carna","sim","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnavalcarga","carnaval","carga","unrelated","word","word",-0.424650981593422,0.678712620300752,0.0950387764985607,51,51,52,0,0.980769230769231,50,52,0,0.961538461538462,FALSE,TRUE,TRUE
"carnavalfestival","carnaval","festival","related","word","word",-0.352218313612577,1.1376387154667,0.128812219067671,78,82,83,1,0.987951807228916,82,83,1,0.987951807228916,FALSE,TRUE,TRUE
"carnavallaconsto","carnaval","laconsto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnavalminanciamento","carnaval","minanciamento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carnavalvalioso","carnaval","valioso","unrelated","word","word",-0.266603623764235,0.70675404820679,0.0989653618010139,51,54,55,0,0.981818181818182,54,55,0,0.981818181818182,FALSE,TRUE,TRUE
"carne de porcocarne de boi","carne de porco","carne de boi","related","word","word",-0.326853127163203,0.495303535255495,0.0624023798941501,63,65,66,2,0.984848484848485,63,65,3,0.969230769230769,TRUE,TRUE,TRUE
"carne de porcopartida","carne de porco","partida","unrelated","word","word",-0.537495638516559,0.480842634398546,0.0716797877996819,45,51,52,0,0.980769230769231,52,52,0,1,TRUE,TRUE,FALSE
"carne de porcorodoroff","carne de porco","rodoroff","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carobarato","caro","barato","related","word","word",-0.649986686570015,0.596941963996605,0.0591060618950909,102,108,108,1,1,105,108,1,0.972222222222222,TRUE,TRUE,TRUE
"carocleptono","caro","cleptono","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caroespenhei","caro","espenhei","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carojornalista","caro","jornalista","unrelated","word","word",-0.445791950619563,0.625471861395665,0.0682445749978705,84,90,91,1,0.989010989010989,86,91,1,0.945054945054945,TRUE,TRUE,TRUE
"carreiraconguções","carreira","conguções","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carreirareputação","carreira","reputação","related","word","word",-0.31989729057645,0.691573401080206,0.082074662769673,71,75,77,0,0.974025974025974,75,77,0,0.974025974025974,TRUE,TRUE,TRUE
"carreirasegulhõesça","carreira","segulhõesça","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carreiratrancar","carreira","trancar","unrelated","word","word",-0.274750146734389,0.850345244326184,0.0939049230214287,82,92,92,1,1,89,92,1,0.967391304347826,FALSE,TRUE,TRUE
"cartesmandra","cartes","mandra","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cartesmillsico","cartes","millsico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cartesraramente","cartes","raramente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cartessempre","cartes","sempre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cartodiretor","carto","diretor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cartofechar","carto","fechar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cartofrescante","carto","frescante","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cartokingsalizar","carto","kingsalizar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carvãoalteza","carvão","alteza","unrelated","word","word",-0.0174258212097199,0.858371776753332,0.103335818609197,69,75,82,1,0.914634146341463,78,82,1,0.951219512195122,FALSE,TRUE,TRUE
"carvãofantaques","carvão","fantaques","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carvãoóleo","carvão","óleo","related","word","word",-0.566605335613993,0.589989369672885,0.0726226711749922,66,72,73,0,0.986301369863014,71,73,0,0.972602739726027,TRUE,TRUE,TRUE
"carvãovílov","carvão","vílov","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"casa-de-banhoapesso","casa-de-banho","apesso","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"casa-de-banhoconexão","casa-de-banho","conexão","unrelated","word","word",-0.243961862818082,0.663883241508372,0.0968373233782134,47,50,52,1,0.961538461538462,49,52,1,0.942307692307692,FALSE,TRUE,FALSE
"casa-de-banhopia","casa-de-banho","pia","related","word","word",-0.0704572386010358,1.34245944743301,0.189852435749565,50,53,56,1,0.946428571428571,55,57,0,0.964912280701754,FALSE,TRUE,TRUE
"casaamêijo","casa","amêijo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"casaapartamento","casa","apartamento","related","word","word",-0.355094500800128,0.587004432258088,0.0711847434384065,68,76,76,1,1,73,75,2,0.973333333333333,TRUE,TRUE,TRUE
"casabogricha","casa","bogricha","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"casachefe","casa","chefe","unrelated","word","word",-0.680101250337837,0.445671910436779,0.0657107382780889,46,49,52,1,0.942307692307692,49,52,1,0.942307692307692,TRUE,TRUE,FALSE
"casasombrio","casa","sombrio","unrelated","word","word",-0.302160779131482,0.711770728926043,0.113974532755428,39,50,51,0,0.980392156862745,51,51,0,1,FALSE,TRUE,FALSE
"cashmefalso","cashme","falso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cashmesozições","cashme","sozições","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"castanhoazul","castanho","azul","related","word","word",-0.582958925477372,1.67616721423046,0.218218384242425,59,60,62,0,0.967741935483871,60,62,0,0.967741935483871,FALSE,TRUE,TRUE
"castanhodiamarro","castanho","diamarro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"castanhominma","castanho","minma","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"castanhoprotótipo","castanho","protótipo","unrelated","word","word",0.157904477474047,0.822051895059327,0.11625569389674,50,52,57,2,0.912280701754386,56,57,2,0.982456140350877,FALSE,TRUE,TRUE
"castanhorapidez","castanho","rapidez","unrelated","word","word",-0.333738478758153,0.786090922557955,0.110074746309311,51,57,57,0,1,55,57,0,0.964912280701754,FALSE,TRUE,TRUE
"castraboarmário","castrabo","armário","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"castrabobatagens","castrabo","batagens","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"castrabodevonchiminação","castrabo","devonchiminação","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"castrabomúsica","castrabo","música","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cateuafircada","cateu","afircada","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cateucapela","cateu","capela","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cateudoente","cateu","doente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cateumuv","cateu","muv","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"católicocristão","católico","cristão","related","word","word",-0.588506548301508,0.588387246490664,0.0703257270373129,70,73,73,0,1,73,73,0,1,TRUE,TRUE,TRUE
"católicoembaquátimo","católico","embaquátimo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
