"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"仁鋪㢸へ","仁鋪","㢸へ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"今うつ","今","うつ","unrelated","word","word",0.728499674464055,-0.0996690128375726,0.742867040186656,0.0967130509654486,59,66,74,4,0.891891891891892,71,74,4,0.959459459459459,FALSE,TRUE,TRUE
"今カッベー","今","カッベー","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"今日うそつき","今日","うそつき","unrelated","word","word",0.95354689951932,-0.484280471405698,0.532236024501221,0.0717666909033412,55,63,63,4,1,59,63,4,0.936507936507937,TRUE,TRUE,TRUE
"今日庁為ク","今日","庁為ク","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"今日昨日","今日","昨日","related","word","word",0.949834253748776,-0.825731671964166,0.32673684445255,0.0377283210197697,75,81,86,1,0.941860465116279,83,86,1,0.965116279069767,TRUE,TRUE,TRUE
"今知る","今","知る","related","word","word",0.689529682153538,-0.653502712139643,0.571892915505293,0.0703951516500641,66,72,74,3,0.972972972972973,71,72,5,0.986111111111111,TRUE,TRUE,TRUE
"仏瑰入帽子","仏瑰入","帽子","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仏瑰入渇ぴ","仏瑰入","渇ぴ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仔佇おぞましい","仔佇","おぞましい","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仔佇につすほ","仔佇","につすほ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仕のギリシャ語","仕の","ギリシャ語","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仕の唐着な","仕の","唐着な","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"他の場所でどこかに","他の場所で","どこかに","related","word","word",0.961870385631008,-0.47897737496035,0.949865968711632,0.113530698083727,70,84,89,1,0.943820224719101,80,88,2,0.909090909090909,FALSE,TRUE,TRUE
"他の場所で夷散","他の場所で","夷散","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"他の場所で犯罪の","他の場所で","犯罪の","unrelated","word","word",0,-0.272426197554968,0.526955020157354,0.0704173265596206,56,61,61,3,1,59,61,3,0.967213114754098,TRUE,TRUE,TRUE
"他図ネードサソ","他図ネード","サソ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"他図ネードペン","他図ネード","ペン","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"付悠ぬ政治的な","付悠ぬ","政治的な","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"付悠ぬ話う","付悠ぬ","話う","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"代理人予暖むの","代理人","予暖むの","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"代理人探偵","代理人","探偵","related","word","word",0.740738717686012,-0.448813824186173,0.62021091339458,0.0821489422995986,57,59,61,4,0.967213114754098,58,61,4,0.950819672131147,TRUE,TRUE,TRUE
"代理人西部の","代理人","西部の","unrelated","word","word",0,-0.100888204565605,0.760940769585773,0.0793335593511585,92,99,104,3,0.951923076923077,99,104,3,0.951923076923077,TRUE,TRUE,TRUE
"以貨タロ","以貨","タロ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"以貨修復する","以貨","修復する","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仮悦な冷たい","仮悦な","冷たい","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仮悦な禅揚","仮悦な","禅揚","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仲唏ハン見実","仲唏","ハン見実","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仲唏願い","仲唏","願い","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"任个フルーツ","任个","フルーツ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"任个ポふ","任个","ポふ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"企分内部","企分","内部","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"企分夘","企分","夘","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"休養チスト","休養","チスト","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"休養バットマン","休養","バットマン","unrelated","word","word",0,0.0967109011854196,0.998152255571214,0.119302013233037,70,74,78,3,0.948717948717949,73,77,4,0.948051948051948,FALSE,TRUE,TRUE
"休養睡眠","休養","睡眠","related","word","word",0,-0.185003012358221,0.846392071645476,0.110190862070328,59,63,64,0,0.984375,61,63,1,0.968253968253968,FALSE,TRUE,TRUE
"会社法人","会社","法人","related","word","word",0.787780401675977,-0.67865733583724,0.408466442679324,0.0541027020104019,57,61,64,2,0.953125,63,65,1,0.969230769230769,TRUE,TRUE,TRUE
"会社熱","会社","熱","unrelated","word","word",0.722962160338143,-0.752943373664686,0.356319378198609,0.0435313404479083,67,71,72,2,0.986111111111111,72,73,1,0.986301369863014,TRUE,TRUE,TRUE
"会社藩済","会社","藩済","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"会話リクエスト","会話","リクエスト","unrelated","word","word",0.236833448227613,-0.00537245222339992,0.744511167722533,0.088357219817359,71,87,93,2,0.935483870967742,87,92,3,0.945652173913043,TRUE,TRUE,TRUE
"会話討論","会話","討論","related","word","word",0.436988719394911,-0.0426242995403222,0.75379839285664,0.0812841711380265,86,93,96,1,0.96875,92,96,1,0.958333333333333,TRUE,TRUE,TRUE
"会話題杢げ","会話","題杢げ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"会議バンド","会議","バンド","unrelated","word","word",0.788231141630812,-0.433929918783622,0.628987953797327,0.0840520508399141,56,60,63,0,0.952380952380952,59,62,1,0.951612903225806,TRUE,TRUE,TRUE
"会議ミーティング","会議","ミーティング","related","word","word",0.729274922623902,-0.318553909778301,0.712585397714722,0.0912372110091348,61,67,72,3,0.930555555555556,68,72,3,0.944444444444444,FALSE,TRUE,TRUE
"会議圧然","会議","圧然","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"似ている葉師主我日","似ている","葉師主我日","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"似ている違う","似ている","違う","related","word","word",0.638127198311886,-0.375070221432917,0.858432874469365,0.11271775859609,58,69,75,1,0.92,68,74,2,0.918918918918919,FALSE,TRUE,TRUE
"似ている野球","似ている","野球","unrelated","word","word",0.462466104136824,-0.355229283288264,1.20049226968885,0.146663473541927,67,72,74,0,0.972972972972973,72,74,0,0.972972972972973,FALSE,TRUE,TRUE
"低いアッパー","低い","アッパー","related","word","word",0.840756522877305,0.344432630148155,0.953426533273781,0.124125562067136,59,63,72,4,0.875,67,72,4,0.930555555555556,FALSE,TRUE,TRUE
"低いジェ","低い","ジェ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"低いほこりの多い","低い","ほこりの多い","unrelated","word","word",0,1.06919471337225,1.64270739996716,0.193594923670351,72,75,80,1,0.9375,74,80,1,0.925,FALSE,TRUE,TRUE
"低い必酙","低い","必酙","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"低い打ち明ける","低い","打ち明ける","unrelated","word","word",0,0.321112933413935,1.06698559367448,0.116417672581921,84,94,102,2,0.92156862745098,91,102,2,0.892156862745098,FALSE,TRUE,TRUE
"低い高い","低い","高い","related","word","word",0.956472096523679,-0.827246334230144,0.540394732355349,0.068083336743884,63,68,70,2,0.971428571428571,68,71,1,0.957746478873239,TRUE,TRUE,TRUE
"住人大家","住人","大家","related","word","word",0.788223805422446,0.170829825259415,1.36490308091215,0.165518810921522,68,73,79,1,0.924050632911392,74,79,1,0.936708860759494,FALSE,TRUE,TRUE
"住人考閏","住人","考閏","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"住人電気","住人","電気","unrelated","word","word",0.860117551466352,-0.885218169705619,0.289109492136729,0.0373238749425345,60,65,67,3,0.970149253731343,64,67,3,0.955223880597015,TRUE,TRUE,TRUE
"住薏いに","住薏","いに","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"住薏レース","住薏","レース","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"住虫所ウグ","住虫所","ウグ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"住虫所クライアント","住虫所","クライアント","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"体プランプ","体","プランプ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"体死体","体","死体","related","word","word",0.67918920904795,-0.540949853947735,0.541726758855946,0.0717534620792673,57,61,62,1,0.983870967741935,60,62,1,0.967741935483871,TRUE,TRUE,TRUE
"体物軽暦的せ","体物","軽暦的せ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"体物録音","体物","録音","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"体重ジュッチ","体重","ジュッチ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"体重処理","体重","処理","unrelated","word","word",0.587755819215344,-0.601011055580229,0.435790661735088,0.0553454693858533,62,70,73,5,0.958904109589041,71,74,4,0.959459459459459,TRUE,TRUE,TRUE
"体重身長","体重","身長","related","word","word",0.923430544604804,-0.350165239005276,1.08057399835605,0.124773937766035,75,83,86,2,0.965116279069767,81,86,2,0.941860465116279,FALSE,TRUE,TRUE
"体金融の","体","金融の","unrelated","word","word",0,0.0727003491395763,0.723640044545151,0.0890739320154133,66,71,72,1,0.986111111111111,70,72,1,0.972222222222222,TRUE,TRUE,TRUE
"何それ","何","それ","related","word","word",0.86987728234474,-0.51931322139305,0.493776214555334,0.0654022573327632,57,68,73,4,0.931506849315068,68,73,4,0.931506849315068,TRUE,TRUE,TRUE
"何もないなにか","何もない","なにか","related","word","word",0.95413074511994,0.105045017585935,0.999415866836483,0.134761207992948,55,62,67,6,0.925373134328358,61,67,6,0.91044776119403,FALSE,TRUE,TRUE
"何もないバカ","何もない","バカ","unrelated","word","word",0.953152613011733,-0.644057612371866,0.431994115287407,0.0523869813816244,68,74,80,4,0.925,75,80,4,0.9375,TRUE,TRUE,TRUE
"何もない雁ケ","何もない","雁ケ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"何必理ダ","何","必理ダ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"何管理の","何","管理の","unrelated","word","word",0,-0.478924555887676,0.437093806273118,0.0594809330611145,54,61,68,3,0.897058823529412,59,68,3,0.86764705882353,TRUE,TRUE,TRUE
"余分のサインパン","余分の","サインパン","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"余分の画家","余分の","画家","unrelated","word","word",0,-0.616630449282472,0.418390076723762,0.0470725613189416,79,86,91,0,0.945054945054945,84,91,0,0.923076923076923,TRUE,TRUE,TRUE
"余分の追加の","余分の","追加の","related","word","word",0,-0.538207965674076,0.581570849856415,0.0623509398027332,87,95,99,3,0.95959595959596,95,99,3,0.95959595959596,TRUE,TRUE,TRUE
"余去シーファックス","余去シー","ファックス","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"余去シー必理ダ","余去シー","必理ダ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"作るサーバント","作る","サーバント","unrelated","word","word",0,0.920246005844604,1.5443724911876,0.218407252239343,50,60,171,9,0.350877192982456,161,170,10,0.947058823529412,FALSE,TRUE,TRUE
"作る久十","作る","久十","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"作る行う","作る","行う","related","word","word",0,-0.378742877479595,1.44552328997537,0.196710803986048,54,61,61,6,1,60,60,7,1,FALSE,TRUE,TRUE
"作成する杯うなも","作成する","杯うなも","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"作成する生産する","作成する","生産する","related","word","word",0,-0.355410981433538,0.921803871547864,0.119004368099147,60,67,67,7,1,66,67,7,0.985074626865672,FALSE,TRUE,TRUE
"作成する難しい","作成する","難しい","unrelated","word","word",0,-0.551368449555676,0.694363528362987,0.0796489592161736,76,81,86,1,0.941860465116279,80,85,2,0.941176470588235,TRUE,TRUE,TRUE
"併型に上院","併型に","上院","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"併型に干擬む","併型に","干擬む","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"佻刑務所","佻","刑務所","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"佻無隻腎防","佻","無隻腎防","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"使えるいを","使える","いを","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"使える効果的","使える","効果的","related","word","word",0,-0.647925723229936,0.431580146642818,0.0485565601267713,79,85,88,1,0.965909090909091,86,88,1,0.977272727272727,TRUE,TRUE,TRUE
"使える地区","使える","地区","unrelated","word","word",0.834458774591288,-0.378550425204833,0.726403962706554,0.093006496955839,61,65,65,7,1,62,65,7,0.953846153846154,FALSE,TRUE,TRUE
"例外的桶か","例外的","桶か","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"例外的爆発する","例外的","爆発する","unrelated","word","word",0,-0.233579061495029,0.761405942757998,0.0999774983017469,58,64,70,3,0.914285714285714,60,70,3,0.857142857142857,FALSE,TRUE,TRUE
"例外的顕著な","例外的","顕著な","related","word","word",0,0.410148864760349,1.14149569138718,0.15253877805891,56,60,65,1,0.923076923076923,60,65,1,0.923076923076923,FALSE,TRUE,TRUE
"侍卜ピク","侍卜","ピク","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"侍卜法人","侍卜","法人","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"供亜ね戦略","供亜ね","戦略","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"供亜ね難尾ャンダル","供亜ね","難尾ャンダル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"依突れストーブ","依突れ","ストーブ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"依突れ渡ね","依突れ","渡ね","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"価値佐親ぬ","価値","佐親ぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"価値価格","価値","価格","related","word","word",0.918243840964368,-0.604658928147015,0.601594644592084,0.0746186320722683,65,66,71,0,0.929577464788732,66,70,1,0.942857142857143,TRUE,TRUE,TRUE
"価値勝つ","価値","勝つ","unrelated","word","word",0.936190986121933,-0.488020646083499,0.899454891828401,0.105273232390768,73,87,89,6,0.97752808988764,83,87,8,0.954022988505747,FALSE,TRUE,TRUE
"価法評害ああ投資する","価法評害ああ","投資する","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"価法評害ああ明的石","価法評害ああ","明的石","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"侮辱売い","侮辱","売い","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"侮辱怒らせる","侮辱","怒らせる","related","word","word",0,-0.568079741133246,0.468084382176272,0.0580587221085875,65,72,73,3,0.986301369863014,70,74,2,0.945945945945946,TRUE,TRUE,TRUE
"侮辱行く","侮辱","行く","unrelated","word","word",0.949458190366934,-0.581917893517307,0.602628323801438,0.074178418883095,66,69,73,2,0.945205479452055,68,73,2,0.931506849315068,TRUE,TRUE,TRUE
"侯め事件","侯め","事件","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"侯め棚視","侯め","棚視","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"侵入スパバント","侵入","スパバント","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"侵入怯えさせる","侵入","怯えさせる","unrelated","word","word",0,0.341557536797238,0.499568552980231,0.0610320125354783,67,73,93,2,0.78494623655914,89,93,2,0.956989247311828,TRUE,TRUE,TRUE
"侵入攻撃","侵入","攻撃","related","word","word",0.727071051871415,0.0143226644682765,1.63316685220427,0.193821246496621,71,75,85,5,0.88235294117647,75,85,5,0.88235294117647,FALSE,TRUE,TRUE
"係痕ぬを売る","係痕ぬを","売る","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"係痕ぬを窓ふ","係痕ぬを","窓ふ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"促講やをワーカー","促講やを","ワーカー","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"促講やを裡説","促講やを","裡説","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"保存するルへ","保存する","ルへ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"保存する市長","保存する","市長","unrelated","word","word",0,-0.171554172017567,0.684718260379581,0.0795968809739019,74,82,86,2,0.953488372093023,83,86,2,0.965116279069767,TRUE,TRUE,TRUE
"保存する維持する","保存する","維持する","related","word","word",0,-0.41049188698624,0.594018311166422,0.0629658150521366,89,94,100,5,0.94,95,101,4,0.94059405940594,TRUE,TRUE,TRUE
"保守的おもちゃ","保守的","おもちゃ","unrelated","word","word",0,-0.446841783896694,0.577740317589491,0.0705822135821434,67,73,76,10,0.960526315789474,70,77,9,0.909090909090909,TRUE,TRUE,TRUE
"保守的キャオ","保守的","キャオ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"保守的リベラル","保守的","リベラル","related","word","word",0,0.204752761186964,0.97723221869576,0.117644934310588,69,74,78,0,0.948717948717949,76,78,0,0.974358974358974,FALSE,TRUE,TRUE
"保証バス","保証","バス","unrelated","word","word",0.908012885210203,-0.520977585945665,0.705926988199251,0.0804478465136027,77,85,90,0,0.944444444444444,85,90,0,0.944444444444444,TRUE,TRUE,TRUE
"保証約束","保証","約束","related","word","word",0.856480704982824,-0.764312566684678,0.344009745646207,0.0459702359256912,56,65,67,6,0.970149253731343,64,67,6,0.955223880597015,TRUE,TRUE,TRUE
"保証難尾ャンダル","保証","難尾ャンダル","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"保護するキャプテル","保護する","キャプテル","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"保護する構造","保護する","構造","unrelated","word","word",0,-0.455620139902492,0.54167031454912,0.062967895043957,74,84,86,2,0.976744186046512,84,86,2,0.976744186046512,TRUE,TRUE,TRUE
"保護する防御する","保護する","防御する","related","word","word",0,0.0292129924460695,1.19111792565279,0.152507022832726,61,65,69,4,0.942028985507246,68,70,3,0.971428571428571,FALSE,TRUE,TRUE
"信ぞファンタジー","信ぞ","ファンタジー","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"信ぞモーヤ","信ぞ","モーヤ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"信頼メツ","信頼","メツ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"信頼信じる","信頼","信じる","related","word","word",0.889119921916936,-0.548128938739355,0.527338741009158,0.0582348219280296,82,84,94,3,0.893617021276596,89,94,3,0.946808510638298,TRUE,TRUE,TRUE
