"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"грипозбиман","грип","озбиман","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грловрат","грло","врат","related","word","word",0.487057557445006,-0.921662978071587,0.336017568118117,0.0716391862308527,22,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"грлопобим","грло","побим","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грлоуво","грло","уво","unrelated","word","word",0.582945261898482,-1.01087032862643,0.290110107405142,0.0917408711636328,10,11,11,0,1,10,11,0,0.909090909090909,FALSE,FALSE,FALSE
"грмдрво","грм","дрво","related","word","word",0.472684152342037,-0.955671353258982,0.503400077087349,0.190267344849124,7,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"грмнаучство","грм","научство","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грмнемоћан","грм","немоћан","unrelated","word","word",0.45238294908764,-0.107846629430822,0.949091128170462,0.207108663631056,21,23,23,0,1,19,23,0,0.826086956521739,FALSE,FALSE,FALSE
"гробгробље","гроб","гробље","related","word","word",0.774105687662537,-0.891928660192883,0.289631488563998,0.0965438295213325,9,9,9,1,1,9,9,1,1,FALSE,FALSE,FALSE
"гробогледало","гроб","огледало","unrelated","word","word",0.40427230893926,-0.550286024660085,0.396337384484858,0.0700632130517457,32,34,35,0,0.971428571428571,32,35,0,0.914285714285714,FALSE,FALSE,FALSE
"гробстваркивати","гроб","стваркивати","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гртеброд","грте","брод","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гртестварживети","грте","стварживети","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грџуморим","грџу","морим","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грџуспектакуларан","грџу","спектакуларан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"губитникдиш","губитник","диш","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"губитникпобедник","губитник","победник","related","word","word",0.648548924350751,-0.511354048209656,1.24646373196521,0.345706838354367,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"губитниктужилац","губитник","тужилац","unrelated","word","word",0.50478150468023,-0.558555177090054,0.402631537393963,0.0878614046325847,21,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"гуверквихсветао","гуверквих","светао","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гуверквихстима","гуверквих","стима","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гувернерраспоред","гувернер","распоред","unrelated","word","word",0.366360598279969,-0.656284706519327,0.352659747640229,0.0855325523190785,17,18,18,0,1,13,17,1,0.764705882352941,FALSE,FALSE,FALSE
"гувернерсенатор","гувернер","сенатор","related","word","word",0.562219208644216,-0.663473526917221,0.261253511120216,0.0923670646609498,8,8,8,0,1,6,8,0,0.75,FALSE,FALSE,FALSE
"гувернерстор","гувернер","стор","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гулепјефти","гулеп","јефти","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гулепкартел","гулеп","картел","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гумаоглавои","гумао","главои","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гумаокупатило","гумао","купатило","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гуративући","гурати","вући","related","word","word",0.597176876564426,-0.55899021375217,0.920659572251437,0.265771525935686,12,12,13,0,0.923076923076923,10,13,0,0.769230769230769,FALSE,FALSE,FALSE
"гуратизнање","гурати","знање","unrelated","word","word",0.367565281537458,-0.738711259947722,0.449157645625968,0.105867472347969,18,18,19,0,0.947368421052632,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"гуратиозбитатор","гурати","озбитатор","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гусарканцеларија","гусар","канцеларија","unrelated","word","word",0.381263651556187,-0.327315019748361,0.410780125939566,0.102695031484891,16,16,18,0,0.888888888888889,18,18,0,1,FALSE,FALSE,FALSE
"гусарморнар","гусар","морнар","related","word","word",0.645237330474183,-0.636612652323144,0.570031310190306,0.111792337462278,26,28,28,3,1,26,28,3,0.928571428571429,FALSE,FALSE,FALSE
"гусаррелигилберт","гусар","религилберт","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гускадеф","гуска","деф","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гускапатка","гуска","патка","related","word","word",0.6328905764511,-0.963748310509069,0.297272461097518,0.0633787016587862,22,24,24,0,1,23,23,1,1,FALSE,FALSE,FALSE
"гускаурадити","гуска","урадити","unrelated","word","word",0.352307206236563,-0.210926613887132,0.800869814168575,0.214041461144866,14,15,17,0,0.88235294117647,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"гусредникдрвемица","гусредник","дрвемица","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гусредникинтуиција","гусредник","интуиција","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дoвoљприроданпредвити","дoвoљприродан","предвити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дoвoљприродансуђење","дoвoљприродан","суђење","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дадиљазнао","дадиља","знао","unrelated","word","word",0.339329418731086,-0.831875491215434,0.479258474115244,0.112962305662669,18,20,22,1,0.909090909090909,21,22,1,0.954545454545455,FALSE,FALSE,FALSE
"дадиљаслужавка","дадиља","служавка","related","word","word",0.612208923629414,-0.0928297482022686,0.658040010921464,0.198406528478897,11,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"дадиљаумреција","дадиља","умреција","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дадиректдокумент","дадирект","документ","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дадиректполиопљачка","дадирект","полиопљачка","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дакишопређење","дакиш","опређење","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дакишсвиња","дакиш","свиња","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"данасефекат","данас","ефекат","unrelated","word","word",0.385813590817465,-0.362774959864298,1.28956324253297,0.288355107158877,20,22,23,0,0.956521739130435,23,23,0,1,FALSE,FALSE,FALSE
"данасјуче","данас","јуче","related","word","word",0.502590785582843,-0.666202133599577,1.05208651717866,0.247979170230655,18,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"данасфотоштиљ","данас","фотоштиљ","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двадоговор","два","договор","unrelated","word","word",0.312577041026374,-0.698495240614155,0.440354689362017,0.0984663019624273,20,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"двакакбук","двакак","бук","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двакакпродаја","двакак","продаја","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двапроповелност","два","проповелност","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двачетири","два","четири","related","word","word",0.578355374637219,-0.909376233705518,0.329776137150099,0.0951981707779624,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"двдвидео","двд","видео","related","word","word",0.380781270094985,-0.284963165987456,1.19338722550404,0.248838438069173,23,26,27,0,0.962962962962963,9,27,0,0.333333333333333,FALSE,FALSE,FALSE
"двдисправремонија","двд","исправремонија","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двдсателит","двд","сателит","unrelated","word","word",0.500160007621624,0.0208189856885067,0.519263927757778,0.149898584235708,12,12,12,0,1,3,12,0,0.25,FALSE,FALSE,FALSE
"дведаорк","дведа","орк","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дведацена","дведа","цена","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двострукижерок","двоструки","жерок","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двострукиспољашњи","двоструки","спољашњи","unrelated","word","word",0.55359213669117,-0.394315304261142,0.442811722522412,0.127828733599318,12,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"двострукитроструки","двоструки","троструки","related","word","word",0.883321377237815,-0.244292464963318,0.523067659398105,0.135055488919237,15,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"девојчицадечак","девојчица","дечак","related","word","word",0.54526828343407,-1.03580548462204,0.31041761763878,0.0647265476549432,23,24,24,1,1,23,24,1,0.958333333333333,FALSE,FALSE,FALSE
"девојчицакомуникација","девојчица","комуникација","unrelated","word","word",0.368587536447713,-0.0143997433090001,0.544284208307846,0.132008310659349,17,20,21,1,0.952380952380952,22,22,0,1,FALSE,FALSE,FALSE
"девојчицастварвердити","девојчица","стварвердити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дедабаба","деда","баба","related","word","word",0.558005050395239,-1.24565954452646,0.468028082890962,0.117007020722741,16,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"дедазима","деда","зима","unrelated","word","word",0.352165224199109,-1.01789162118519,0.508673484028833,0.106065753468643,23,24,25,1,0.96,23,25,1,0.92,FALSE,FALSE,FALSE
"дедаозбиљследити","деда","озбиљследити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дејлабесплатно","дејла","бесплатно","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дејлачетвртца","дејла","четвртца","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деканкомесар","декан","комесар","unrelated","word","word",0.54159458066683,-0.265109234977483,0.392788210265129,0.113388189465542,12,12,13,1,0.923076923076923,14,14,0,1,FALSE,FALSE,FALSE
"деканпрофесор","декан","професор","related","word","word",0.47263882362959,-0.782701156312362,0.358422052578245,0.108068314999189,11,12,12,0,1,11,11,1,1,FALSE,FALSE,FALSE
"деканснисци","декан","снисци","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дентастити","дента","стити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дентаулаз","дента","улаз","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"депустнедељни","депуст","недељни","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"депустсвох","депуст","свох","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерафсаботажа","дераф","саботажа","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерафхирургилберт","дераф","хирургилберт","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерчанинструмент","дерчан","инструмент","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерчанфара","дерчан","фара","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"десертразвој","десерт","развој","unrelated","word","word",0.457371534987432,-0.354605508157095,0.574970085047145,0.173360003434556,11,11,13,1,0.846153846153846,9,12,2,0.75,FALSE,FALSE,FALSE
"десертторта","десерт","торта","related","word","word",0.54064290262251,-0.503637880921949,0.691885427693104,0.130754055530394,28,30,30,0,1,24,30,0,0.8,FALSE,FALSE,FALSE
"десертфудљев","десерт","фудљев","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"десноитека","десно","итека","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деснолево","десно","лево","related","word","word",0.747621085516054,-0.988257535958756,0.501709895670424,0.115100143905353,19,20,21,0,0.952380952380952,21,21,0,1,FALSE,FALSE,FALSE
"десномодрица","десно","модрица","unrelated","word","word",0.452223251323171,-0.306945225467252,0.718815025661696,0.14988329389127,23,26,26,1,1,26,26,1,1,FALSE,FALSE,FALSE
"десномциболеквих","десномци","болеквих","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"десномциометати","десномци","ометати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дестанканапад","дестанка","напад","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дестанкаозбиљхитекта","дестанка","озбиљхитекта","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаглeдaизговор","детонаглeдa","изговор","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаглeдaпроследник","детонаглeдa","проследник","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаторвотсон","детонатор","вотсон","unrelated","word","word",0.445760486234676,1.6576057912282,1.27775355517886,0.903508203552191,2,2,17,0,0.117647058823529,12,16,1,0.75,FALSE,FALSE,FALSE
"детонаторпуборити","детонатор","пуборити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонатортајмер","детонатор","тајмер","related","word","word",0.646799928355101,-0.363805428774232,0.751469986966958,0.177123174547501,18,19,19,0,1,14,19,0,0.736842105263158,FALSE,FALSE,FALSE
"дефреизадва","дефре","изадва","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дефреопис","дефре","опис","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
