"sv_cue","sv_target","type","cue_type","target_type","sv_cosine"
"glömma bort","vecka","unrelated","word","word",NA
"drama","väljare","unrelated","word","word",0.125739370351577
"anlända","problem","unrelated","word","word",0.0982692959556253
"inspektör","myra","unrelated","word","word",0.0753956425355232
"navigering","någonstans","unrelated","word","word",0.134993831502037
"rasist","kraftigt","unrelated","word","word",0.0672572893508628
"total","kopiera","unrelated","word","word",0.0870297710121468
"fokus","vampyr","unrelated","word","word",0.0859076530518526
"turné","resultat","unrelated","word","word",0.027603979150279
"ovanlig","tortyr","unrelated","word","word",0.157183024332579
"lag","människor","unrelated","word","word",0.204012137242101
"skrivbord","professor","unrelated","word","word",0.185336306124595
"kolla upp","limousine","unrelated","word","word",NA
"säljare","perfekt","unrelated","word","word",0.103469280792088
"original","departement","unrelated","word","word",0.154703966675986
"naiv","visste","unrelated","word","word",0.220776614146217
"fel","skola","unrelated","word","word",0.125960312605747
"fläsk","buss","unrelated","word","word",0.184023056145468
"tung","spruta","unrelated","word","word",0.163688918169015
"kyss","döda","unrelated","word","word",0.159235872357073
"fantasi","yta","unrelated","word","word",0.143542622288944
"soldat","garage","unrelated","word","word",0.0663745426152956
"tjuv","dammig","unrelated","word","word",0.158762664703068
"situation","olja","unrelated","word","word",0.109624332496946
"katolsk","utsökt","unrelated","word","word",0.108130602259937
"kaliber","prestanda","unrelated","word","word",0.301130267126393
"drottning","äktenskap","unrelated","word","word",0.176210556155104
"erfarenhet","naken","unrelated","word","word",0.10752510948421
"släkting","energi","unrelated","word","word",0.0741916281809182
"skrämmande","teori","unrelated","word","word",0.146190832670225
"strand","påstående","unrelated","word","word",0.0825612309372191
"kvantitet","behandling","unrelated","word","word",0.226603779682895
"natt","hängivenhet","unrelated","word","word",0.151075424101363
"änka","staket","unrelated","word","word",0.060662697111716
"manlig","vinnare","unrelated","word","word",0.127333292888672
"grav","enhet","unrelated","word","word",0.124618332462515
"stålman","vaccin","unrelated","word","word",0.160900150402734
"herre","åklagare","unrelated","word","word",0.157929473738279
"hus","officiell","unrelated","word","word",0.0568052762440015
"affär","tumme","unrelated","word","word",0.0705391758034081
"ta igen sig","företag","unrelated","word","word",NA
"kirurg","by","unrelated","word","word",0.101939771705291
"alkohol","intressant","unrelated","word","word",0.0955453419730856
"tillbaka","billig","unrelated","word","word",0.0559553574740993
"kreditera","gris","unrelated","word","word",0.0294012918211132
"kort","charmig","unrelated","word","word",0.127757882682725
"ming","kontrollera","unrelated","word","word",0.245885183649959
"storlek","val","unrelated","word","word",0.113364436298195
"nära","anda","unrelated","word","word",0.0824144020502681
"lära sig","önskar","unrelated","word","word",NA
"studerande","bränsle","unrelated","word","word",0.077683754290651
"varna","cynisk","unrelated","word","word",0.125030625040703
"nyckel","byggnad","unrelated","word","word",0.179676539669737
"jeep","studie","unrelated","word","word",0.102086453332978
"album","bedöma","unrelated","word","word",0.0490648960434827
"tillåta","bestämning","unrelated","word","word",NA
"omöjlig","föreslå","unrelated","word","word",0.172119122521172
"medlem","mänsklig","unrelated","word","word",0.0933260409462647
"myt","troligt","unrelated","word","word",0.131306709287877
"drake","pistol","unrelated","word","word",0.220032948461685
"docka","inuti","unrelated","word","word",0.20196202043127
"njure","fågel","unrelated","word","word",0.171816584444212
"konservativ","bred","unrelated","word","word",0.211647255802278
"kropp","klassisk","unrelated","word","word",0.0882689808188754
"taxi","ge","unrelated","word","word",0.126234870622551
"konst","spela teater","unrelated","word","word",NA
"ljud","annorlunda","unrelated","word","word",0.163227132308933
"mörker","korkad","unrelated","word","word",0.118694105646662
"glans","publik","unrelated","word","word",0.148989745389918
"lampa","tornado","unrelated","word","word",0.18262939338446
"uppmärksamhet","ständigt","unrelated","word","word",0.189017142886019
"garanti","gift","unrelated","word","word",0.203097754575681
"lögn","mamma","unrelated","word","word",0.170909074093314
"sergeant","utmaning","unrelated","word","word",0.092946825761006
"vitlök","löjtnant","unrelated","word","word",0.0200584468739891
"regional","flykting","unrelated","word","word",0.108647941877024
"pension","spaghetti","unrelated","word","word",0.164190652952174
"maraton","väg","unrelated","word","word",0.148028433869698
"kidnappare","sälja","unrelated","word","word",0.152945588761551
"koda","löfte","unrelated","word","word",0.134376233413884
"tyst","syre","unrelated","word","word",0.134313489583437
"smak","väte","unrelated","word","word",0.153112526608295
"mellanmål","ämne","unrelated","word","word",0.227732320013053
"hantera","runt om","unrelated","word","word",NA
"nöjd","kommunist","unrelated","word","word",0.170815253703429
"ketchup","inkomst","unrelated","word","word",0.167749241391863
"hjälplös","producera","unrelated","word","word",0.0536600687260046
"konstnär","rimlig","unrelated","word","word",0.109013425919331
"mat","dö","unrelated","word","word",0.171326711995884
"pappa","ful","unrelated","word","word",0.131190633064497
"kontrollera","miljard","unrelated","word","word",0.133607511974144
"befolkning","hatt","unrelated","word","word",0.172082439929245
"man","tron","unrelated","word","word",0.188340367781048
"marin","beställa","unrelated","word","word",0.129122389538866
"reklam","dörr","unrelated","word","word",0.136045497077542
"robot","dölj","unrelated","word","word",0.0828684753953755
"yoga","spelare","unrelated","word","word",0.0804286843187221
"konkurrens","bomull","unrelated","word","word",0.074523517476876
"turnering","skära","unrelated","word","word",0.079275498278288
"fysik","godkännande","unrelated","word","word",0.0816771452074354
"golv","donation","unrelated","word","word",0.0591279485691125
"minimum","full","unrelated","word","word",0.151780617885955
"trofé","ensam","unrelated","word","word",0.14365971373629
"artefakt","jacka","unrelated","word","word",0.212179701729958
"varning","medaljong","unrelated","word","word",0.18123315281726
"tålamod","fjärdedel","unrelated","word","word",0.0941099029404793
"teknisk","förvänta","unrelated","word","word",0.130894593582013
"ord","förrädare","unrelated","word","word",0.127391125023181
"järn","sjöman","unrelated","word","word",0.112476403183261
"kilometer","aktivera","unrelated","word","word",0.121435636270046
"metod","tomat","unrelated","word","word",0.23006005461749
"midnatt","ed","unrelated","word","word",0.122733352213266
"kamera","katt","unrelated","word","word",0.234604515237418
"teleskop","fru","unrelated","word","word",0.0629744078353416
"mjuk","idiot","unrelated","word","word",0.147267463658285
"civil","kirurgi","unrelated","word","word",0.163817083896863
"miljon","tre","unrelated","word","word",0.273045036813724
"ambassadör","arbetstagare","unrelated","word","word",0.184011837488897
"öka","keps","unrelated","word","word",0.0384571298856152
"plus","känslig","unrelated","word","word",0.0870429590403259
"andra","stjärna","unrelated","word","word",0.132032302924453
"raket","pojke","unrelated","word","word",0.183748532580701
"fel","röva bort","unrelated","word","word",NA
"tvivel","prototyp","unrelated","word","word",0.0748134335599254
"spannmål","lätt","unrelated","word","word",0.147757019776517
"ädel","junior","unrelated","word","word",0.127018500143252
"chans","slicka","unrelated","word","word",0.0797153483302709
"självmord","välj","unrelated","word","word",0.101072174027831
"legosoldat","föreläsning","unrelated","word","word",0.0250442858702795
"mördare","hård","unrelated","word","word",0.117017449932898
"aspirin","metod","unrelated","word","word",0.158937076620022
"i morgon","dra","unrelated","word","word",NA
"skugga","kall","unrelated","word","word",0.126206758174053
"farfar","vanilj","unrelated","word","word",0.129630067390225
"konferens","botton","unrelated","word","word",NA
"hotell","station","unrelated","word","word",0.242438929926689
"tank","flyga","unrelated","word","word",0.210053096314484
"väg","fotograf","unrelated","word","word",0.113255274973523
"motsatt","dröm","unrelated","word","word",0.0965181014392169
"fiende","skriva","unrelated","word","word",0.0582912710861147
"bibliotek","varje vecka","unrelated","word","word",NA
"jazz","starkt","unrelated","word","word",0.124589282596896
"sångare","sond","unrelated","word","word",0.0469523730471439
"nerv","galen","unrelated","word","word",0.126179526771356
"evolution","legend","unrelated","word","word",0.102281424591233
"ytterst","köpare","unrelated","word","word",0.146496756226506
"bi","meddelande","unrelated","word","word",0.194412253667662
"hemlighet","fantastisk","unrelated","word","word",0.141830749072316
"hals","varelse","unrelated","word","word",0.210784613263576
"aldrig","systemet","unrelated","word","word",0.145482906425153
"någon annanstans","element","unrelated","word","word",NA
"ingenting","analys","unrelated","word","word",0.118681315874393
"naken","skratt","unrelated","word","word",0.165265760351756
"mun","pris","unrelated","word","word",0.109474974750696
"trasa","vätska","unrelated","word","word",0.333347878286634
"land","brud","unrelated","word","word",0.140110683226225
"seger","ledare","unrelated","word","word",0.26975968458469
"positiv","anmärkningsvärd","unrelated","word","word",0.262627112526313
"orolig","nacke","unrelated","word","word",0.193703965389062
"brådskande","attityd","unrelated","word","word",0.115625540267871
"söder","planera","unrelated","word","word",0.118887505656479
"kanal","slang","unrelated","word","word",0.201586181148276
"bara","lämna tillbaka","unrelated","word","word",NA
"orimlig","paket","unrelated","word","word",0.0927057700925516
"obekväm","centimeter","unrelated","word","word",0.136529191562627
"öde","lik","unrelated","word","word",0.218600059766106
"groda","hitta","unrelated","word","word",0.0546497038988594
"officiellt","utbildning","unrelated","word","word",0.112752455760048
"oförmåga","funktionell","unrelated","word","word",0.29441336260089
"ibland","vinter","unrelated","word","word",0.0905607408504892
"anonym","lukt","unrelated","word","word",0.065228680213841
"september","öst","unrelated","word","word",0.178962302993682
"dryck","sabotage","unrelated","word","word",0.110666291827747
"kol","angripare","unrelated","word","word",-0.0147589090067439
"incident","mästerskap","unrelated","word","word",0.154936195740165
"olyckligt","konstig","unrelated","word","word",0.166625945755283
"radie","rustning","unrelated","word","word",0.171155872168371
"önskan","helikopter","unrelated","word","word",0.148370475620737
"öga","förolämpa","unrelated","word","word",0.140465149361812
