pt_cue,pt_target,type,cue_type,target_type,pt_br_cosine
sintoma,vila,unrelated,word,word,0.122180758498106
rede,lutar,unrelated,word,word,0.0688009179797268
experimento,patético,unrelated,word,word,0.147871397583458
testemunha,desapontamento,unrelated,word,word,0.0939730133504026
cinema,fácil,unrelated,word,word,0.128790428241111
considerar,luz,unrelated,word,word,0.122200398955128
triste,transmissor,unrelated,word,word,0.0537485948246715
jipe,conhecimento,unrelated,word,word,0.0906512513085451
injustiça,cheiro,unrelated,word,word,0.12529146281376
verão,divino,unrelated,word,word,0.115426399611095
hoje,praticamente,unrelated,word,word,0.118221503211685
irmã,campeonato,unrelated,word,word,0.0969090128695387
encéfalo,assinar,unrelated,word,word,0.0769652200023973
competição,juramento,unrelated,word,word,0.0800508434147868
cozinheiro,energia,unrelated,word,word,0.112914749270897
bebê,inspiração,unrelated,word,word,0.0918114055349086
tabaco,rei,unrelated,word,word,0.145846478481834
chegar,desagradável,unrelated,word,word,0.107389335529017
drama,grosso,unrelated,word,word,0.120513368911123
perfil,oceano,unrelated,word,word,0.0620316427002954
colher,intenção,unrelated,word,word,0.124684749668284
cansado,eficaz,unrelated,word,word,0.120518495563324
vírus,cliente,unrelated,word,word,0.133046407087624
torneio,puxar,unrelated,word,word,0.110425571447311
artigo,espírito,unrelated,word,word,0.148233660068023
excepcional,explodir,unrelated,word,word,0.0658664632704148
bar,estratégia,unrelated,word,word,0.0150443118533102
dramático,pacote,unrelated,word,word,0.123166180419571
sensacional,manter,unrelated,word,word,0.107330907050103
monumento,banheiro,unrelated,word,word,0.143364831071401
pirâmide,compaixão,unrelated,word,word,0.0719016145110025
viver,barco,unrelated,word,word,0.126956132585472
jantar,miséria,unrelated,word,word,0.124211946861999
paciente,peixe,unrelated,word,word,0.123380553771024
lésbica,localização,unrelated,word,word,0.0649986076677748
técnico,vênus,unrelated,word,word,0.126150220619826
ideal,música,unrelated,word,word,0.141567054914321
nascimento,ainda,unrelated,word,word,0.106813087944321
fome,cientista,unrelated,word,word,0.0785316040001676
internet,desafio,unrelated,word,word,0.0688424769047311
gesto,ao redor,unrelated,word,word,
boa,completamente,unrelated,word,word,0.106352508270045
companhia,interessante,unrelated,word,word,0.106070397692652
gás,físico,unrelated,word,word,0.130684188283581
mil,perfeito,unrelated,word,word,0.110592396713084
às vezes,injeção,unrelated,word,word,
formulário,corajoso,unrelated,word,word,0.0874083226570584
plano,amigáveis,unrelated,word,word,0.0514055441792339
orquestra,lagarto,unrelated,word,word,0.0942904559313209
super-homem,notável,unrelated,word,word,
brilhar,máquina,unrelated,word,word,0.0410054965601653
milionário,elemento,unrelated,word,word,0.0748209606689371
basquetebol,cerimônia,unrelated,word,word,0.0548249424225596
macaco,período,unrelated,word,word,0.0897187072322741
hospitalidade,precisar,unrelated,word,word,0.0835183361546333
garçom,paixão,unrelated,word,word,0.0825915469491283
guerra,encontrar,unrelated,word,word,0.108438683013163
tecnologia,cruel,unrelated,word,word,0.087465856270027
tormento,importante,unrelated,word,word,0.0574266613604687
faculdade,mala de viagem,unrelated,word,word,
escudo,injusto,unrelated,word,word,0.121821044831993
lealdade,jornal,unrelated,word,word,0.019654354108472
apavorante,informar,unrelated,word,word,0.108907495401885
ingênuo,semana,unrelated,word,word,0.0230263073930602
homem,primário,unrelated,word,word,0.0732462480870546
agora,fatal,unrelated,word,word,0.0907768872946779
direita,francês,unrelated,word,word,0.149047056484868
"lugar, colocar",morfina,unrelated,word,word,
vejo,epidemia,unrelated,word,word,0.0669258837793412
um,tortura,unrelated,word,word,0.135462348755861
entender,ministério,unrelated,word,word,0.148255188156673
apelido,vender,unrelated,word,word,0.0593323425392098
imperial,risada,unrelated,word,word,0.133533642690938
sargento,obviamente,unrelated,word,word,0.143691694380346
dinastia,contar,unrelated,word,word,0.126887378722872
tarefa,conhecer,unrelated,word,word,0.100420841736685
dvd,aquele,unrelated,word,word,0.0882930526101605
suaming,cerveja,nonword,nonword,word,
sawa,passaporte,nonword,nonword,word,
espilhou,ereção,nonword,nonword,word,
seqüeston,hidrogênio,nonword,nonword,word,
sarjo,cadáver,nonword,nonword,word,
refúnhar,ataque,nonword,nonword,word,
rimaiúsculo,chefe de cozinha,nonword,nonword,word,
pinchequia,lago,nonword,nonword,word,
recupões,causa,nonword,nonword,word,
incicluíste,segurança,nonword,nonword,word,
claxa,trágico,nonword,nonword,word,
conamonto,arame,nonword,nonword,word,
esalista,placa,nonword,nonword,word,
exerrer,máquina,nonword,nonword,word,
coneleito,vela,nonword,nonword,word,
configouna,morfina,nonword,nonword,word,
clemaração,acompanhar,nonword,nonword,word,
expli,frase,nonword,nonword,word,
aretão,surdo,nonword,nonword,word,
triunlescência,escrevendo,nonword,nonword,word,
holtznio,trono,nonword,nonword,word,
termicros,aquele,nonword,nonword,word,
bagensro,padre,nonword,nonword,word,
emamassa,vale,nonword,nonword,word,
catraiadário,fugitivo,nonword,nonword,word,
fleto,criança,nonword,nonword,word,
yá,algodão,nonword,nonword,word,
broda,transferir,nonword,nonword,word,
ocorta,árvore,nonword,nonword,word,
acezer,imundo,nonword,nonword,word,
volso,fruta,nonword,nonword,word,
resda,refrescar,nonword,nonword,word,
guida,triângulo,nonword,nonword,word,
identivo,refeição,nonword,nonword,word,
larten,quarto,nonword,nonword,word,
maafrontade,agressor,nonword,nonword,word,
claxo,plástico,nonword,nonword,word,
peder,honesto,nonword,nonword,word,
vessão,assistir,nonword,nonword,word,
pôr dobhan,microfone,nonword,nonword,word,
emiste,risada,nonword,nonword,word,
lasar,reunir,nonword,nonword,word,
aglomelho,confidencial,nonword,nonword,word,
drato,cemitério,nonword,nonword,word,
scroca,assassinato,nonword,nonword,word,
atincado,encontrar,nonword,nonword,word,
coobriga,maionese,nonword,nonword,word,
relagens,futebol,nonword,nonword,word,
esquinto,crueldade,nonword,nonword,word,
auprússia,acampamento,nonword,nonword,word,
trare,palestra,nonword,nonword,word,
orguagresso,profissional,nonword,nonword,word,
curra,irônico,nonword,nonword,word,
astresversário,inteligente,nonword,nonword,word,
atrorar,crime,nonword,nonword,word,
cador,lixo,nonword,nonword,word,
admilhei,nação,nonword,nonword,word,
anadomissão,alucinação,nonword,nonword,word,
rwe,ativar,nonword,nonword,word,
símbo,ganhar,nonword,nonword,word,
proibine,corajoso,nonword,nonword,word,
lagem,terça,nonword,nonword,word,
electola,epidemia,nonword,nonword,word,
rinau,apresentação,nonword,nonword,word,
esbrindo,arquiteto,nonword,nonword,word,
ganeshanete,abdominal,nonword,nonword,word,
fazer corothy,faca,nonword,nonword,word,
engelingaro,órbita,nonword,nonword,word,
ignorânlhões,tapete,nonword,nonword,word,
arseresh,voo,nonword,nonword,word,
veti,primo,nonword,nonword,word,
natugens,síndrome,nonword,nonword,word,
cavalakesho,divino,nonword,nonword,word,
arclepto,distante,nonword,nonword,word,
acoscídio,perigo,nonword,nonword,word,
aplaucenário,garotas,nonword,nonword,word,
asnortsino,medo,nonword,nonword,word,
castrabo,música,nonword,nonword,word,
"apoio, supkelway",disputa,nonword,nonword,word,
seventutário,portão,nonword,nonword,word,
velhe,ovo,nonword,nonword,word,
chinil,adrenalina,nonword,nonword,word,
tlântima,chefe,nonword,nonword,word,
invagil,piloto,nonword,nonword,word,
tranrador,plausível,nonword,nonword,word,
afirmuda,cedo,nonword,nonword,word,
crínião,injeção,nonword,nonword,word,
exeronar,triplo,nonword,nonword,word,
culvo,preço,nonword,nonword,word,
patransfico,joelho,nonword,nonword,word,
mio amburgente,oponente,nonword,nonword,word,
taito,explosão,nonword,nonword,word,
aubri,ensinar,nonword,nonword,word,
pleição,organizar,nonword,nonword,word,
exposideuin,escrita,nonword,nonword,word,
amasco,cadeira,nonword,nonword,word,
praqueça,ocidental,nonword,nonword,word,
juaplaudição,saudar,nonword,nonword,word,
observanaugh,simples,nonword,nonword,word,
vu,mutação,nonword,nonword,word,
preitanho,superfície,nonword,nonword,word,
everde,casamento,nonword,nonword,word,
calicais,filme,nonword,nonword,word,
orlocktra,duro,nonword,nonword,word,
chuamarro,conexão,nonword,nonword,word,
douro,sabia,nonword,nonword,word,
cabereis,neve,nonword,nonword,word,
nightmarino,infecção,nonword,nonword,word,
atraíspe técnica,combustível,nonword,nonword,word,
kunbe,financeira,nonword,nonword,word,
estágens,sacola,nonword,nonword,word,
iguara,nervoso,nonword,nonword,word,
mergimentoma,ferida,nonword,nonword,word,
bournela,rei,nonword,nonword,word,
sótuir,energia,nonword,nonword,word,
histo,músico,nonword,nonword,word,
cashme,falso,nonword,nonword,word,
minhes,túnel,nonword,nonword,word,
elécmica,martelo,nonword,nonword,word,
tripmico,sobrenome,nonword,nonword,word,
lágri,banheiro,nonword,nonword,word,
soquilômesa,francês,nonword,nonword,word,
codir,prisão,nonword,nonword,word,
domin,ato,nonword,nonword,word,
washingboud,golpe,nonword,nonword,word,
jóo,investigar,nonword,nonword,word,
brinhos,investigador,nonword,nonword,word,
boatraca,luz,nonword,nonword,word,
mingamentoma,tempestade,nonword,nonword,word,
maçal,senado,nonword,nonword,word,
raibor,equipar,nonword,nonword,word,
despo,bar,nonword,nonword,word,
tacharla,café da manhã,nonword,nonword,word,
pleucara,comprimento,nonword,nonword,word,
mestar,federação,nonword,nonword,word,
convic,cheio,nonword,nonword,word,
traneto,poker,nonword,nonword,word,
soleo,artificial,nonword,nonword,word,
colpe,honra,nonword,nonword,word,
peita,educação,nonword,nonword,word,
concorpiõescia,helicóptero,nonword,nonword,word,
sosna,biologia,nonword,nonword,word,
tunut,feriado,nonword,nonword,word,
paast,normal,nonword,nonword,word,
ideija,lutador,nonword,nonword,word,
glasquia,papai,nonword,nonword,word,
comancheckte,comédia,nonword,nonword,word,
pêmto,oxigênio,nonword,nonword,word,
benga,fantástico,nonword,nonword,word,
stahculo,declaração,nonword,nonword,word,
teleatherma,gay,nonword,nonword,word,
cesso,proprietário,nonword,nonword,word,
májar,dezembro,nonword,nonword,word,
aterteiro,acordo,nonword,nonword,word,
digrescio,outubro,nonword,nonword,word,
agenvado,cicatriz,nonword,nonword,word,
palásões,cortar,nonword,nonword,word,
raçõe,protótipo,nonword,nonword,word,
garmas,gorila,nonword,nonword,word,
albá,razoável,nonword,nonword,word,
gressado,chocolate,nonword,nonword,word,
guá,fantasia,nonword,nonword,word,
colom,contar,nonword,nonword,word,
anl,muitas vezes,nonword,nonword,word,
mitis,assustador,nonword,nonword,word,
muçul,vênus,nonword,nonword,word,
meira,suposição,nonword,nonword,word,
cérenais,quarto,nonword,nonword,word,
rinhasal,protocolo,nonword,nonword,word,
benig,peito,nonword,nonword,word,
insubadio,amigáveis,nonword,nonword,word,
vidar,derrota,nonword,nonword,word,
sufresno,teste,nonword,nonword,word,
capatruiste,eleição,nonword,nonword,word,
fumaveis,agendar,nonword,nonword,word,
getaiste,lagosta,nonword,nonword,word,
cozipanthro,ter sucesso,nonword,nonword,word,
vadei,trimestre,nonword,nonword,word,
apoto,fácil,nonword,nonword,word,
xaicar,emergência,nonword,nonword,word,
tatuamonds,molho,nonword,nonword,word,
capinhei,tecido,nonword,nonword,word,
aplaunologia,mamãe,nonword,nonword,word,
gêdem,inesperadamente,nonword,nonword,word,
tabalhei,colar,nonword,nonword,word,
ingêgett,oferta,nonword,nonword,word,
zardom loogerdico,centímetro,nonword,nonword,word,
lhorar,amar,nonword,nonword,word,
agratura,grandes,nonword,nonword,word,
olhaica,desculpar,nonword,nonword,word,
acresciente,metal,nonword,nonword,word,
prenpital,perigoso,nonword,nonword,word,
cheme,intenção,nonword,nonword,word,
raamassa,míssil,nonword,nonword,word,
cavá,eventualmente,nonword,nonword,word,
ansa,clínica,nonword,nonword,word,
gressado,tratamento,nonword,nonword,word,
abandoar,esperar,nonword,nonword,word,
cës,oficial,nonword,nonword,word,
pisma,capitalismo,nonword,nonword,word,
alimentaríeis,trovão,nonword,nonword,word,
coplandcial,ampla,nonword,nonword,word,
inspeland,ouvir,nonword,nonword,word,
colhersão,remover,nonword,nonword,word,
paciênlhões,castelo,nonword,nonword,word,
absolucarra,privacidade,nonword,nonword,word,
toney,ontem,nonword,nonword,word,
vendepres,comitê,nonword,nonword,word,
entennhas,mosteiro,nonword,nonword,word,
tamadras,casado,nonword,nonword,word,
tácet,evento,nonword,nonword,word,
proqueimas,técnica,nonword,nonword,word,
navegalahad,planejamento,nonword,nonword,word,
socielinque,político,nonword,nonword,word,
ralheita,localização,nonword,nonword,word,
fomen,definição,nonword,nonword,word,
banas,álibi,nonword,nonword,word,
passapanthro,mensagem,nonword,nonword,word,
prestato,episódio,nonword,nonword,word,
adminais,perfume,nonword,nonword,word,
restracto,dormir,nonword,nonword,word,
delivingado,vacina,nonword,nonword,word,
conmahatmação,egoísta,nonword,nonword,word,
racai,empréstimo,nonword,nonword,word,
terreder,símbolo,nonword,nonword,word,
uém,paixão,nonword,nonword,word,
vedam,estupidez,nonword,nonword,word,
vilra,alegria,nonword,nonword,word,
experinfluer,metro,nonword,nonword,word,
consenía,eficaz,nonword,nonword,word,
semsäo,ling,nonword,nonword,word,
jei,em algum lugar,nonword,nonword,word,
prire,assalto,nonword,nonword,word,
aprotrução,democracia,nonword,nonword,word,
dicos,exagerar,nonword,nonword,word,
convin,graduado,nonword,nonword,word,
olímto,alvorecer,nonword,nonword,word,
mesorfanato,febre,nonword,nonword,word,
guarginal,sol,nonword,nonword,word,
nolen,escritório,nonword,nonword,word,
cakett,criatura,nonword,nonword,word,
doneral,armazenar,nonword,nonword,word,
compaaçäo,caminho,nonword,nonword,word,
erguerdo,aprovação,nonword,nonword,word,
maranhõesna,irresponsável,nonword,nonword,word,
rasqui,adolescente,nonword,nonword,word,
ploa,elétrico,nonword,nonword,word,
osval,cínico,nonword,nonword,word,
bedan,acusação,nonword,nonword,word,
aprenginação,urina,nonword,nonword,word,
apóstro,menos,nonword,nonword,word,
agricado,alfa,nonword,nonword,word,
laglas,três,nonword,nonword,word,
situatrais,baunilha,nonword,nonword,word,
calhauslico,cristão,nonword,nonword,word,
detonatalya,visão,nonword,nonword,word,
bruney,inseto,nonword,nonword,word,
oul,ciência,nonword,nonword,word,
adapcente,comunidade,nonword,nonword,word,
vacuperar,piada,nonword,nonword,word,
apresçarino,ao redor,nonword,nonword,word,
fredta,prateado,nonword,nonword,word,
exerculo,boné,nonword,nonword,word,
cobrirte,criminoso,nonword,nonword,word,
desas,garçonete,nonword,nonword,word,
protenant,estilo,nonword,nonword,word,
corquanto,pai,nonword,nonword,word,
permiguem,missão,nonword,nonword,word,
sulto,compreendo,nonword,nonword,word,
sapanthroso,cerebral,nonword,nonword,word,
recriácia,pia,nonword,nonword,word,
liaplaudade,lutar,nonword,nonword,word,
prokrypto,ventilação,nonword,nonword,word,
