"ta_cue","ta_target","type","cue_type","target_type","ta_cosine"
"தொடரவும்","மீன்","unrelated","word","word",NA
"எப்போதும்","உணர்திறன்","unrelated","word","word",NA
"தங்கியிருங்கள்","மூடிய","unrelated","word","word",NA
"வழிசெலுத்தல்","கைரேகை","unrelated","word","word",NA
"குறுக்கீடு","இழிந்த","unrelated","word","word",NA
"தலைக்கவசம்","உணர்வு","unrelated","word","word",NA
"கண்ணாடிகள்","பெண்","unrelated","word","word",NA
"வானொலி","ஹைட்ரஜன்","unrelated","word","word",NA
"அஞ்சல்","நம்பு","unrelated","word","word",NA
"அழைப்பு","இளம்","unrelated","word","word",NA
"உழவர்","பெரும்பாலும்","unrelated","word","word",NA
"அமெச்சூர்","ஆமை","unrelated","word","word",NA
"மில்லியனர்","எக்ஸ்பிரஸ்","unrelated","word","word",NA
"வைரஸ்","பேசு","unrelated","word","word",NA
"வெற்றி","கடவுச்சீட்டு","unrelated","word","word",NA
"வெற்றி","நிலையம்","unrelated","word","word",NA
"மூலதன","தெய்வீக","unrelated","word","word",NA
"அசல்","சிறிய","unrelated","word","word",NA
"வைரம்","நடிகர்","unrelated","word","word",NA
"நாடகம்","பரிசு","unrelated","word","word",NA
"தந்திரம்","சீஸ்","unrelated","word","word",NA
"ஓடு","அட்லாண்டிக்","unrelated","word","word",NA
"ஏற்படும்","கம்யூனிஸ்ட்","unrelated","word","word",NA
"செயலில்","மெக்கானிக்கல்","unrelated","word","word",NA
"நடனமாடுபவர்","மேயர்","unrelated","word","word",NA
"நூலாசிரியர்","பாதை","unrelated","word","word",NA
"உண்மையாகவே","சாத்தியம்","unrelated","word","word",NA
"பிரபல","சூரிய","unrelated","word","word",NA
"மரியாதைக்குரிய","பதற்றம் நீக்கம்","unrelated","word","word",NA
"உறவு","தோல்வி","unrelated","word","word",NA
"மிட்நைட்","நூல்","unrelated","word","word",NA
"சக","கொலைகாரன்","unrelated","word","word",NA
"விளக்கம்","மறைவை","unrelated","word","word",NA
"மரியாதை","பெற்றோர்","unrelated","word","word",NA
"நம்பிக்கை","மோசமாக","unrelated","word","word",NA
"பாரடைஸ்","கணினி","unrelated","word","word",NA
"சத்தியம்","திரும்ப","unrelated","word","word",NA
"தொண்டு","நீக்க","unrelated","word","word",NA
"விருந்தோம்பல்","அரசியல்வாதி","unrelated","word","word",NA
"நன்றியுடன்","தொலைபேசி","unrelated","word","word",NA
"சிறந்த","ஊசி","unrelated","word","word",NA
"கலாச்சாரம்","சாதாரண","unrelated","word","word",NA
"உளவு","தயாரிப்பு","unrelated","word","word",NA
"சைகை","உலகளாவிய","unrelated","word","word",NA
"நாடு","பாரம்பரியமாக","unrelated","word","word",NA
"நரம்பு","சாமுராய்","unrelated","word","word",NA
"மேசை","கல்லறை","unrelated","word","word",NA
"மூன்றாவது","துரதிர்ஷ்டம்","unrelated","word","word",NA
"இரண்டு","கோபம்","unrelated","word","word",NA
"திட்டம்","செய்தி","unrelated","word","word",NA
"நிகழ்வு நிகழ்வு","வெள்ளி","unrelated","word","word",NA
"நிதி ரீதியாக","ப்ரோ","unrelated","word","word",NA
"பட்ஜெட்","குமட்டல்","unrelated","word","word",NA
"வங்கி","உலோக","unrelated","word","word",NA
"நிபுணர்","ஸ்பாகெட்டி","unrelated","word","word",NA
"இரண்டாவது","அங்கு","unrelated","word","word",NA
"அநீதி","அரசியல்","unrelated","word","word",NA
"நியாயமான","டீனேஜர்","unrelated","word","word",NA
"மேலாண்மை","மூழ்கி","unrelated","word","word",NA
"நிர்வாண","நேர்மையான","unrelated","word","word",NA
"வாடகைக்காரர்","அழகான","unrelated","word","word",NA
"நிலை","லெப்டினென்ட்","unrelated","word","word",NA
"கூட்டாட்சியின்","பயங்கரமான","unrelated","word","word",NA
"நடைமேடை","சுழலு","unrelated","word","word",NA
"தடுக்க","பத்தி","unrelated","word","word",NA
"மறந்துவேக்கம்","கேள்","unrelated","word","word",NA
"அகற்ற","சிறுவன்","unrelated","word","word",NA
"மூழ்கடிக்கப்பட்டது","சாட்சியம்","unrelated","word","word",NA
"குறுகிய","கழுத்து","unrelated","word","word",NA
"பழிவாங்கும்","சரி","unrelated","word","word",NA
"நீதிமன்றம்","அச்சகம்","unrelated","word","word",NA
"பழுப்பு","பள்ளி","unrelated","word","word",NA
"அளவு","சாதனம்","unrelated","word","word",NA
"முறை","எளிய","unrelated","word","word",NA
"தொலைநோக்கி","வரை","unrelated","word","word",NA
"வெளியீடு","மரியாதை","unrelated","word","word",NA
"திருவிவிலியம்","ஈரமான","unrelated","word","word",NA
"ஆயிரம்","மார்க்கெட்டிங்","unrelated","word","word",NA
"சிமெத்து","உற்பத்தி","unrelated","word","word",NA
"மோதிரம்","வேலி","unrelated","word","word",NA
"சாலை","அப்பா","unrelated","word","word",NA
"நிலைமை","நிமிடம்","unrelated","word","word",NA
"திறந்த","பார்வையாளர்கள்","unrelated","word","word",NA
"தனிப்பட்ட","எண்ணம்","unrelated","word","word",NA
"விதி","கப்பல்","unrelated","word","word",NA
"நேரடி","ஈரகரமான","unrelated","word","word",NA
"நாகரீகமான","சோக","unrelated","word","word",NA
"விசுவாசம்","இறுதி","unrelated","word","word",NA
"ஒழுக்கமான","தடை","unrelated","word","word",NA
"இன்று","மண்டை ஓடு","unrelated","word","word",NA
"சரி","நியாயமற்ற","unrelated","word","word",NA
"அறிகுறி","பணக்கார","unrelated","word","word",NA
