"es_cue","es_target","type","cue_type","target_type","es_cosine"
"rifle","pasaporte","unrelated","word","word",0.243627571668343
"preparación","cebo","unrelated","word","word",0.167266626974893
"dorado","informante","unrelated","word","word",0.129672262381963
"cabina","acusación","unrelated","word","word",0.140979500215691
"bol","vodka","unrelated","word","word",0.38626278560003
"explicación","noche","unrelated","word","word",0.185292695330386
"tesoro","tratamiento","unrelated","word","word",0.0604238867713224
"texto","civilización","unrelated","word","word",0.189799042305841
"juego","artillería","unrelated","word","word",0.085638639854887
"periodismo","acero","unrelated","word","word",0.179270435908955
"crítico","leyenda","unrelated","word","word",0.113014084431567
"política","joya","unrelated","word","word",0.0862873188913233
"ceniza","pueblo","unrelated","word","word",0.0545269065443048
"oxidado","collar","unrelated","word","word",0.123439138160358
"insertar","computadora","unrelated","word","word",0.237677211435362
"razón","profesor","unrelated","word","word",0.154587320775754
"portal","barato","unrelated","word","word",0.0834268314402977
"oportunidad","cerrado","unrelated","word","word",0.0777424296584164
"estado","renta","unrelated","word","word",0.190075560703559
"literalmente","serpiente","unrelated","word","word",0.209365800539268
"valor","convenio","unrelated","word","word",0.199785391101336
"nobel","mensaje","unrelated","word","word",0.210173354917113
"botón","reunión","unrelated","word","word",0.078227393533461
"preocupación","completo","unrelated","word","word",0.149008445513464
"listo","esconder","unrelated","word","word",0.101053131738227
"canciller","investigar","unrelated","word","word",0.129327482192647
"legumbres","robo","unrelated","word","word",0.119713898415575
"crédito","nariz","unrelated","word","word",0.13935336394659
"relativo","energía","unrelated","word","word",0.150545322620647
"secundario","salto","unrelated","word","word",0.127188104670731
"princesa","toalla","unrelated","word","word",0.179423474706893
"multa","impotente","unrelated","word","word",0.076276117657477
"célula","ciencia","unrelated","word","word",0.186718963409091
"rehén","sobrevivir","unrelated","word","word",0.167104548711494
"probabilidad","líquido","unrelated","word","word",0.162019394837649
"quizás","máximo","unrelated","word","word",0.110789335747075
"problema","protocolo","unrelated","word","word",0.1973718024516
"proceso","centímetro","unrelated","word","word",0.188547767895887
"fábrica","desnudo","unrelated","word","word",-0.0135271798404779
"crear","negocio","unrelated","word","word",0.108656307439586
"marca","enorme","unrelated","word","word",0.154928414055725
"aficionado","prototipo","unrelated","word","word",0.0918596193535283
"estudiante","político","unrelated","word","word",0.252149700134389
"decano","usual","unrelated","word","word",0.0697935020425236
"proyecto","recompensa","unrelated","word","word",0.126211667349058
"prohibido","sombrero","unrelated","word","word",0.093568819442611
"garantía","exposición","unrelated","word","word",0.219024207233086
"regla","cocina","unrelated","word","word",0.190354393350402
"modelo","cerrar","unrelated","word","word",0.112907652462717
"habilitar","honesto","unrelated","word","word",0.111987192668215
"evidencia","paranormal","unrelated","word","word",0.204521326004635
"escuchando","demostración","unrelated","word","word",0.0517527166561383
"experimentar","mecánico","unrelated","word","word",0.141558416449146
"anatomía","chico","unrelated","word","word",0.0860219333922399
"médico","rápido","unrelated","word","word",0.210103188544207
"acampar","gorra","unrelated","word","word",0.186102915810751
"ventana","último","unrelated","word","word",0.101744948592804
"bahía","increíble","unrelated","word","word",0.126767851652137
"dedo","ganador","unrelated","word","word",0.143149212459399
"qué","extremo","unrelated","word","word",0.119647245043391
"pan","reparar","unrelated","word","word",0.134879143703714
"contaminación","guerrero","unrelated","word","word",0.0784896442919491
"lentamente","inversor","unrelated","word","word",0.0114661874896641
"describir","danza","unrelated","word","word",0.129975299696328
"lento","marinero","unrelated","word","word",0.176287360845886
"ratón","matar","unrelated","word","word",0.103958245266531
"maratón","párrafo","unrelated","word","word",0.102029705220016
"justo","inspección","unrelated","word","word",0.125791076193602
"generador","periódico","unrelated","word","word",0.139627311250408
"optimista","asesino","unrelated","word","word",0.173487692064762
"subasta","despido","unrelated","word","word",0.116823853772015
"recolectar","lesión","unrelated","word","word",0.0937419671486722
"prima","procedimiento","unrelated","word","word",0.104502732907741
"olvidar","amable","unrelated","word","word",0.207631122737914
"aumento","otoño","unrelated","word","word",0.164984833542547
"refugio","crueldad","unrelated","word","word",0.171430614677065
"cumplido","león","unrelated","word","word",0.0855364653574235
"espalda","salvador","unrelated","word","word",0.158816217996461
"real","dignidad","unrelated","word","word",0.178561257237954
"sonreír","asistente","unrelated","word","word",0.156507599065556
"filosofía","autoridad","unrelated","word","word",0.249487791367149
"mira","coche","unrelated","word","word",0.169607758938566
"show","inteligente","unrelated","word","word",0.148966858555272
"contratar","crimen","unrelated","word","word",0.10373484687117
"reparar","pasión","unrelated","word","word",0.0490856842524889
"carrera profesional","capitán","unrelated","word","word",NA
"secuestrador","sentimiento","unrelated","word","word",0.11329563905
"resistencia","cumpleaños","unrelated","word","word",0.0440282265937848
"responder","temporizador","unrelated","word","word",0.223149255322045
"pub","político","unrelated","word","word",0.114743030586101
"eliminar","gobierno","unrelated","word","word",0.210849185917378
"conferencia","copiar","unrelated","word","word",0.117233413242299
"ver","pensar","unrelated","word","word",0.306151206001758
"playboy","preparar","unrelated","word","word",0.0252323432619415
"reina","castillo","unrelated","word","word",0.300124693148135
"pobre","júnior","unrelated","word","word",0.102386282733827
"robar","muerto","unrelated","word","word",0.111559761857644
"hurto","queso","unrelated","word","word",0.154191338584767
"rock","senador","unrelated","word","word",0.136941737545068
"hombro","gloria","unrelated","word","word",0.159172110718061
"césar","amor","unrelated","word","word",0.256389553113525
"dramático","amarillo","unrelated","word","word",0.233853042502677
"ahora","hermano","unrelated","word","word",0.260932685959803
"espionaje","ir","unrelated","word","word",0.065521853841387
"monje","deporte","unrelated","word","word",0.168706648437192
"pensión","estación","unrelated","word","word",0.215202684328847
"llegada","lago","unrelated","word","word",0.085725739039466
"resultado","partido","unrelated","word","word",0.246920075873686
"crema","abuela","unrelated","word","word",0.219514199241003
"escalada","dueño","unrelated","word","word",0.0783542131692996
"felicitar","radiación","unrelated","word","word",0.040798904849941
"héroe","devoción","unrelated","word","word",0.216707359447275
"rescate","abdominal","unrelated","word","word",0.161185800635283
"ninja","importancia","unrelated","word","word",0.111430645376679
"radar","generalmente","unrelated","word","word",0.111043962499711
"secuestrar","donación","unrelated","word","word",0.112796642819937
"hambre","roma","unrelated","word","word",0.15869992385607
"base","administrativo","unrelated","word","word",0.174134155683987
"continuar","cuerda","unrelated","word","word",0.127235852908113
"a salvo","agradecer","unrelated","word","word",NA
"escoger","hundir","unrelated","word","word",0.141094293637311
"mes","heredar","unrelated","word","word",0.160903108280962
"a diario","reputación","unrelated","word","word",NA
"parlamento","ministro","unrelated","word","word",0.488939000542981
"gobernador","gratis","unrelated","word","word",0.0636473619414166
"frecuencia","largo","unrelated","word","word",0.137345023294724
"simplemente","grueso","unrelated","word","word",0.089396617244085
"ruta","el plastico","unrelated","word","word",NA
"señor","realista","unrelated","word","word",0.135584017276205
"delicado","absurdo","unrelated","word","word",0.330026105004082
"pararse","sobre","unrelated","word","word",0.178321688096671
"impresión","cofre","unrelated","word","word",0.0902093861388802
"habla","silla","unrelated","word","word",0.12688091440251
"gusano","democracia","unrelated","word","word",0.104997767543206
"esclavo","longitud","unrelated","word","word",0.0362030006164488
"bueno","pato","unrelated","word","word",0.16386455833668
"nunca","carga","unrelated","word","word",0.105994068246868
"eterno","perfume","unrelated","word","word",0.13302390262104
"bocina","enterrar","unrelated","word","word",0.0612858506627244
"silencio","griego","unrelated","word","word",0.106336343121199
"mesa","mantener","unrelated","word","word",0.0992686165183533
"bandera","hacer","unrelated","word","word",0.125373637279072
"inútil","espectacular","unrelated","word","word",0.152377410606303
"síntoma","brazo","unrelated","word","word",0.126455870041196
"la red","baño","unrelated","word","word",NA
"fuera","dólar","unrelated","word","word",0.148739650751674
"en vivo","especialista","unrelated","word","word",NA
"nieto","paseo","unrelated","word","word",0.204200039181564
"limonada","andar","unrelated","word","word",0.101942663653931
"luna","suposición","unrelated","word","word",0.108726173699289
"lunar","emperador","unrelated","word","word",0.122356646508518
"demanda","emocional","unrelated","word","word",0.225330920686084
"solo","perímetro","unrelated","word","word",0.111883077366053
"casco","enviar","unrelated","word","word",0.114031486822564
"ruido","agresor","unrelated","word","word",0.196206134363274
"soltar","manguera","unrelated","word","word",0.216793841322461
"ciego","padre","unrelated","word","word",0.212209454315884
"duda","fondo","unrelated","word","word",0.0897956410703362
"ocurrir","funcional","unrelated","word","word",0.204603699365828
"pesadilla","máquina","unrelated","word","word",0.191801669132375
"suficiente","comedia","unrelated","word","word",0.08100020507464
"proponer","profesional","unrelated","word","word",0.0743771175305844
"capa","fiebre","unrelated","word","word",0.183054160380426
"más bajo","prisionero","unrelated","word","word",NA
"reconocer","suceder","unrelated","word","word",0.141564032602063
"espere","misericordia","unrelated","word","word",0.193745226362831
"conclusión","oficina","unrelated","word","word",0.140308974187044
"reemplazar","síndrome","unrelated","word","word",0.138813448825661
