hi_cue,hi_target,type,cue_type,target_type,hi_cosine
अन्षित,सहायक,nonword,nonword,word,
अनुश्थ,तैयार,nonword,nonword,word,
अनुर्यालय,प्रतिद्वंद्वी,nonword,nonword,word,
अनुी रात,समापन,nonword,nonword,word,
अनलपाठ,जिला,nonword,nonword,word,
अपुमत,प्रोटोटाइप,nonword,nonword,word,
अपरिवर्ट रूप से,लोग,nonword,nonword,word,
अपहरण हुआ कल,मैच,nonword,nonword,word,
अफर्खता,बोतल,nonword,nonword,word,
अभलायम,अंधेरा,nonword,nonword,word,
अभिष्य,पलायन,nonword,nonword,word,
नती,बिस्तर,nonword,nonword,word,
उपी अभी,अपर,nonword,nonword,word,
अभ गया,उत्पाद,nonword,nonword,word,
अरािसमस,मूर्खता,nonword,nonword,word,
पन्थ,नाक,nonword,nonword,word,
अलतकथा,प्यारा,nonword,nonword,word,
अवतंत्र,कमाल की,nonword,nonword,word,
अवलर्षक,चार,nonword,nonword,word,
अवीदना,पतझड़,nonword,nonword,word,
अवूत,एड्रेनालाईन,nonword,nonword,word,
अव्यक्षित,टमाटर,nonword,nonword,word,
असेटर,पत्र,nonword,nonword,word,
असमरजधानी,प्रबंधकारिणी समिति,nonword,nonword,word,
असलाचार,किला,nonword,nonword,word,
असा्पना,बेकार,nonword,nonword,word,
असाषेत्र,पिशाच,nonword,nonword,word,
असुविावस्था,विवरण,nonword,nonword,word,
अस्श्मन,दिव्य,nonword,nonword,word,
सेक्दे,प्रक्रिया,nonword,nonword,word,
आकरिवार,दौड़,nonword,nonword,word,
आकरुमति,कोठरी,nonword,nonword,word,
लर,परम,nonword,nonword,word,
आकदू,ऊतक,nonword,nonword,word,
आकाशीयचिकित्सा,ज्ञान,nonword,nonword,word,
आक्सबॉल,तर्कसंगत,nonword,nonword,word,
युख,व्यक्त करना,nonword,nonword,word,
आखिकल्प,भूखा,nonword,nonword,word,
धक,शैंपेन,nonword,nonword,word,
आग्षण,लड़ाई,nonword,nonword,word,
आगेा सपना,साम्राज्य,nonword,nonword,word,
वल,सिद्धांत,nonword,nonword,word,
ध्वदी,फूल,nonword,nonword,word,
नवला कल,चोट,nonword,nonword,word,
योश्न,दृढ़ निश्चय,nonword,nonword,word,
आत्मुसूची,जोश में,nonword,nonword,word,
क्श्म,मकसद,nonword,nonword,word,
आदर स्फोट,विरुद्ध,nonword,nonword,word,
आदनाक,सोना,nonword,nonword,word,
आदतक,सूचित करना,nonword,nonword,word,
इना,एक अरब,nonword,nonword,word,
प्वेर,सम्मान,nonword,nonword,word,
आधिकारि विद्युत,बैंड,nonword,nonword,word,
आध खाता,प्रहार,nonword,nonword,word,
आधुबंध,सिंड्रोम,nonword,nonword,word,
खेंद,उच्च,nonword,nonword,word,
इलया,बीयर,nonword,nonword,word,
आने य्तज्ज,दुनिया,nonword,nonword,word,
आपरेयक्ति,भावना,nonword,nonword,word,
रैादी,स्नानघर,nonword,nonword,word,
गदारी,अटलांटिक,nonword,nonword,word,
पोह,विकिरण,nonword,nonword,word,
गोघ,किताब,nonword,nonword,word,
आरामंबकीय,मंत्रालय,nonword,nonword,word,
आर्थिवार सेना,ज्योति,nonword,nonword,word,
भी,चैपल,nonword,nonword,word,
पेक गन,झंकार,nonword,nonword,word,
घााज़,काम,nonword,nonword,word,
आवत्तीय,खरगोश,nonword,nonword,word,
चैा,वध,nonword,nonword,word,
आशाल की,शैतान,nonword,nonword,word,
आश्नियर,संकेत,nonword,nonword,word,
ओफ़्फ़,वैज्ञानिक,nonword,nonword,word,
स्पिद,लूट,nonword,nonword,word,
इंजभिन्न,शाम,nonword,nonword,word,
इंटभाजन,टुकड़ा,nonword,nonword,word,
इंभिन्न,सपना,nonword,nonword,word,
इन्षण,लड़का,nonword,nonword,word,
इसरतिभा,सौर,nonword,nonword,word,
ईरवश्यक,जूता,nonword,nonword,word,
हिङ्लिश,कुरूप,nonword,nonword,word,
उच्च श्रक प्रवृत्ति,महान,nonword,nonword,word,
अपहरणके से ही,गीला,nonword,nonword,word,
उतवान,मशीन,nonword,nonword,word,
उत्तेजित्ष यात्री,के बारे में,nonword,nonword,word,
उत्पकृष्ट,होना,nonword,nonword,word,
उदरयास,सूअर का मांस,nonword,nonword,word,
उपक़दमी,गहना,nonword,nonword,word,
उप्तर,जादूगर,nonword,nonword,word,
उपयवाद,रकम,nonword,nonword,word,
उपसीविजन,गाँव,nonword,nonword,word,
अटौ,योग्य,nonword,nonword,word,
मुम्बग,आटा,nonword,nonword,word,
उम्मड़पति,कहीं,nonword,nonword,word,
जीली,अपेक्षा करना,nonword,nonword,word,
वेअर,इनाम,nonword,nonword,word,
इर,टोपी,nonword,nonword,word,
सेेला,बंदरगाह,nonword,nonword,word,
एजलूट,रोम,nonword,nonword,word,
एडसा,पढाई,nonword,nonword,word,
एलटसन,अभिमान,nonword,nonword,word,
यक,गैर जिम्मेदार,nonword,nonword,word,
एस्त्रता,जासूस,nonword,nonword,word,
एहएनए,शहर,nonword,nonword,word,
ऑर्करेक्ष्य,कंप्यूटर,nonword,nonword,word,
ओगानॉयड,संरचना,nonword,nonword,word,
मठठ,विश्वविद्यालय,nonword,nonword,word,
लैन,अनुसूची,nonword,nonword,word,
ककशा,लड़ाई,nonword,nonword,word,
किक्श,प्रदर्शनी,nonword,nonword,word,
ककरना,वाक्यांश,nonword,nonword,word,
घृरा,ऊंचाई,nonword,nonword,word,
तनोरा,ज्यादा से ज्यादा,nonword,nonword,word,
सबिन,विवाहित,nonword,nonword,word,
तंम,सुरक्षा,nonword,nonword,word,
चोधा,सुनो,nonword,nonword,word,
एह,नाभिकीय,nonword,nonword,word,
आतड़ा,राजनीतिज्ञ,nonword,nonword,word,
मकपनी,धूल,nonword,nonword,word,
आधबल,निर्देशक,nonword,nonword,word,
कभकित्सा,पूंजीवाद,nonword,nonword,word,
कब्सिव्व,अनजान,nonword,nonword,word,
कभीतिज्ञ,स्थानांतरण,nonword,nonword,word,
उय,शीर्षक,nonword,nonword,word,
ऐव,ऊपर,nonword,nonword,word,
प्फ़,अभिनन्दन,nonword,nonword,word,
कम सवश्यक,जानता था,nonword,nonword,word,
कमियार,आर्टिलरी,nonword,nonword,word,
कममा,धर्म,nonword,nonword,word,
करोंदरता,वेस्टर्न,nonword,nonword,word,
करेल कि,डर,nonword,nonword,word,
र्शा,मालिश,nonword,nonword,word,
कलार्थ,अंदर,nonword,nonword,word,
कलयर्थ,प्रकरण,nonword,nonword,word,
कलर्शन,hiv,nonword,nonword,word,
कल्प्ताहिक,कप्तान,nonword,nonword,word,
जिओ,अलार्म,nonword,nonword,word,
कषपी,विस्फोटक,nonword,nonword,word,
कसमबत्ती,नकल,nonword,nonword,word,
औरयक्रम,पासवर्ड,nonword,nonword,word,
चेो,सहायता देना,nonword,nonword,word,
कांचटी,मालिक,nonword,nonword,word,
काचड़,पुजारी,nonword,nonword,word,
काबल,जैकेट,nonword,nonword,word,
कातान,गुस्सा,nonword,nonword,word,
असम,वास्तविक,nonword,nonword,word,
प्काबला,संग्रहालय,nonword,nonword,word,
कादा,चर्चा,nonword,nonword,word,
कासर्ट,नारंगी,nonword,nonword,word,
कार्यास्त,स्नातक,nonword,nonword,word,
काधमनी,खेल,nonword,nonword,word,
