en_cue,en_target,unique,en_cosine,en_fake_cue,en_fake_target,af_target,af_cue,af_cosine,af_fake_cue,af_fake_target,ar_target,ar_cue,ar_cosine,ar_fake_cue,ar_fake_target,bg_target,bg_cue,bg_cosine,bg_fake_cue,bg_fake_target,ca_target,ca_cue,ca_cosine,ca_fake_cue,ca_fake_target,cs_target,cs_cue,cs_cosine,cs_fake_cue,cs_fake_target,da_target,da_cue,da_cosine,da_fake_cue,da_fake_target,de_target,de_cue,de_cosine,de_fake_cue,de_fake_target,el_target,el_cue,el_cosine,el_fake_cue,el_fake_target,es_target,es_cue,es_cosine,es_fake_cue,es_fake_target,et_target,et_cue,et_cosine,et_fake_cue,et_fake_target,eu_target,eu_cue,eu_cosine,eu_fake_cue,eu_fake_target,fa_target,fa_cue,fa_cosine,fa_fake_cue,fa_fake_target,fi_target,fi_cue,fi_cosine,fi_fake_cue,fi_fake_target,fr_target,fr_cue,fr_cosine,fr_fake_cue,fr_fake_target,gl_target,gl_cue,gl_cosine,gl_fake_cue,gl_fake_target,he_target,he_cue,he_cosine,he_fake_cue,he_fake_target,hi_target,hi_cue,hi_cosine,hi_fake_cue,hi_fake_target,hr_target,hr_cue,hr_cosine,hr_fake_cue,hr_fake_target,hu_target,hu_cue,hu_cosine,hu_fake_cue,hu_fake_target,hy_target,hy_cue,hy_cosine,hy_fake_cue,hy_fake_target,id_target,id_cue,id_cosine,id_fake_cue,id_fake_target,it_target,it_cue,it_cosine,it_fake_cue,it_fake_target,ja_target,ja_cue,ja_cosine,ja_fake_cue,ja_fake_target,ko_target,ko_cue,ko_cosine,ko_fake_cue,ko_fake_target,lt_target,lt_cue,lt_cosine,lt_fake_cue,lt_fake_target,lv_target,lv_cue,lv_cosine,lv_fake_cue,lv_fake_target,nl_target,nl_cue,nl_cosine,nl_fake_cue,nl_fake_target,no_target,no_cue,no_cosine,no_fake_cue,no_fake_target,pl_target,pl_cue,pl_cosine,pl_fake_cue,pl_fake_target,pt_target,pt_cue,pt_cosine,pt_fake_cue,pt_fake_target,ro_target,ro_cue,ro_cosine,ro_fake_cue,ro_fake_target,ru_target,ru_cue,ru_cosine,ru_fake_cue,ru_fake_target,sk_target,sk_cue,sk_cosine,sk_fake_cue,sk_fake_target,sl_target,sl_cue,sl_cosine,sl_fake_cue,sl_fake_target,sr_target,sr_cue,sr_cosine,sr_fake_cue,sr_fake_target,sv_target,sv_cue,sv_cosine,sv_fake_cue,sv_fake_target,ta_target,ta_cue,ta_cosine,ta_fake_cue,ta_fake_target,tr_target,tr_cue,tr_cosine,tr_fake_cue,tr_fake_target,uk_target,uk_cue,uk_cosine,uk_fake_cue,uk_fake_target,ur_target,ur_cue,ur_cosine,ur_fake_cue,ur_fake_target,vi_target,vi_cue,vi_cosine,vi_fake_cue,vi_fake_target,zh_cn_target,zh_cn_cue,zh_cn_cosine,zh_cn_fake_cue,zh_cn_fake_target,zh_tw_target,zh_tw_cue,zh_tw_cosine,zh_tw_fake_cue,zh_tw_fake_target,total
mental,emotional,mentalemotional,0.581502405,medtal,emotianal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emocionální,duševní,0.62915306,kuševní,emocionálnž,følelsesmæssig,mental,0.511544503,mentkl,føcelsesmæssig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emocional,mental,0.659292824,oental,emocioial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,émotionnel,mental,0.610815294,mentgl,émotionneé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emocionalan,mentalan,0.591618135,mentaban,ehocionalan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emosional,mental,0.468399781,pental,emosyonal,emotivo,mentale,0.571220877,mengale,euotivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emotioneel,mentaal,0.619741022,mentyal,mmotioneel,emosjonell,mental,0.470222728,øental,cmosjonell,emocjonalny,psychiczny,0.695466276,psycficzny,emocjznalny,emocional,mental,0.601427716,meneal,emicional,emotional,mental,0.619879002,mejtal,emstional,NA,NA,NA,NA,NA,emocionálne,duševné,0.471718699,šuševné,fmocionálne,čustven,duševen,0.553477138,dušelen,čustwen,NA,NA,NA,NA,NA,känslomässig,mental,0.510621795,menttl,känslomässib,மனசரவர,மனங,0.351577853,மமங,மனசழவர,duygusal,zihinsel,0.579058963,zbhinsel,duygzsal,NA,NA,NA,NA,NA,جذباتی,ذہنی,0.470727259,ذہنف,جذباتی,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.24324324
talk,speak,talkspeak,0.659054448,lalk,speek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mluvit,hovořit,0.815872248,hovořia,mluviš,NA,NA,NA,NA,NA,sprechen,sprich,0.521543553,spriah,oprechen,μιλάτε,μιλούσα,0.532786381,ηιλούσα,μιλάζε,NA,NA,NA,NA,NA,kõnelema,vestlema,0.567733996,vestdema,kõnrlema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,puhutella,puhua,0.557917176,puhul,puhutelga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,beszélj,beszél,0.565958281,begzél,bjszélj,NA,NA,NA,NA,NA,berbicara,bicara,0.843955505,bucara,berbicara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kalbėk,pakalbėk,0.71521889,pakaėbėk,kvlbėk,runāt,parunāt,0.786950506,parusāt,rumāt,spreken,praat,0.485914934,praax,sgreken,NA,NA,NA,NA,NA,mówić,gadać,0.616322694,gadal,hówić,NA,NA,NA,NA,NA,vorbeasca,vorbesti,0.594201668,vorbesti,vorueasca,наговорить,заговорить,0.579679962,заговлрить,набоворить,rozprávať,porozprávať,0.705243508,pororprávať,pozprávať,NA,NA,NA,NA,NA,govoriti,prièati,0.742009138,prièati,govvriti,tala,prata,0.801997164,lrata,tvla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,поговорити,говорити,0.761001285,говориои,погвворити,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
play,game,playgame,0.581503436,plas,gamv,NA,NA,NA,NA,NA,لعب,بلعب,0.622482438,العب,لعي,игра,играм,0.619286881,ограм,игра,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spil,spille,0.528698367,rpille,xpil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mäng,näitemäng,0.475403807,näinemäng,mänw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peli,leikki,0.427761373,leiwki,prli,jeu,joues,0.364072405,jouek,meu,xogo,xogue,0.656231504,xodue,xoeo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,igra,odigrati,0.544383407,odigratj,igra,játék,játéka,0.667745117,játéka,náték,խաղ,խաղալ,0.473827315,խսղալ,նաղ,permainan,permainkan,0.664886438,permainean,permainzn,gioco,giochino,0.634495432,giochigo,gkoco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,game,play,0.501370136,pfay,gamg,spill,spille,0.554006149,spilåe,spivl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joc,joaca,0.541776717,jogca,jox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,igra,igrati,0.640520879,igrazi,igba,NA,NA,NA,NA,NA,spel,spela,0.429983679,sgela,npel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
husband,wife,husbandwife,0.874292452,husbanl,wgfe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,съпруга,съпруг,0.733476612,йъпруг,съпррга,NA,NA,NA,NA,NA,manželka,manžel,0.578742468,manpel,mvnželka,hustru,ægtemand,0.570113244,ægtimand,hustru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,esposa,marido,0.799938832,mawido,esposé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vaimo,aviomies,0.644657648,aviowies,vaims,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supruga,suprug,0.655707594,suprog,suprugđ,feleség,férj,0.879374649,férx,felesug,NA,NA,NA,NA,NA,isteri,suami,0.530760464,suaoi,isteii,moglie,marito,0.698991533,maritt,poglie,NA,NA,NA,NA,NA,wife,husband,0.850411462,husbaid,oife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,echtgenote,echtgenoot,0.775434969,schtgenoot,ekhtgenote,hustru,ektemann,0.57146613,ektemavn,hustru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sotie,soț,0.563905421,soț,sopie,NA,NA,NA,NA,NA,manželka,manžel,0.605459761,mlnžel,manželpa,žena,mož,0.484089608,lož,žend,supruga,suprug,0.626178628,supdug,suprugl,hustru,make,0.572448459,éake,hustra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
company,corporation,companycorporation,0.629944236,corpany,corpsration,korporasie,maatskappy,0.502360985,maatskapey,korporasne,NA,NA,NA,NA,NA,корпорация,компания,0.590217804,компаниш,корпорацис,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,virksomhed,selskab,0.362744765,svlskab,vbrksomhed,NA,NA,NA,NA,NA,εταιρία,εταιρεία,0.920151351,ετιιρεία,εταιρηα,corporación,compañia,0.548147423,compañaa,corporaéión,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corporation,société,0.507705362,sociévé,corporalion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,korporacija,kompanija,0.654079463,kompunija,dorporacija,NA,NA,NA,NA,NA,կորպորացիա,ընկերություն,0.591385486,ոնկերություն,կորպորացեա,corporation,perusahaan,0.489020178,²erusahaan,cobporation,corporation,company,0.460688204,cospany,corporatidn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corporation,company,0.463565117,cimpany,borporation,NA,NA,NA,NA,NA,corporação,empresa,0.678071605,emtresa,corporatão,NA,NA,NA,NA,NA,корпорация,компания,0.605138012,конпания,корповация,korporácia,spoločnosť,0.460503692,spoločnjsť,kkrporácia,korporacija,družba,0.441415408,tružba,korpomacija,korporacija,kompanija,0.702592947,kšmpanija,korporacoja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,کارپوریشن,کمپنی,0.536647355,کمپبی,کارپطریشن,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
class,school,classschool,0.492663404,clmss,schcol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,училище,клас,0.49877438,глас,училике,NA,NA,NA,NA,NA,škola,třída,0.470733638,tříva,škoxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,σχολείου,τάξη,0.408001885,τώξη,σχολεωου,escuela,clase,0.463370999,clase,esouela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,مدرسه,کلاس,0.499731004,کلشس,ملرسه,koulu,luokka,0.493129299,luolka,kgulu,école,classe,0.486162492,cpasse,égole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sekolahnya,kelasnya,0.470791442,kelasgya,seyolahnya,scuola,classe,0.478852466,classv,scuoka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,school,klas,0.57250731,klfs,schovl,skole,klasse,0.434020805,kaasse,skble,szkoła,klasa,0.494192913,ulasa,szkeła,escola,turma,0.533440188,tunma,ekcola,scoala,clasa,0.505859549,nlasa,scoaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skola,klass,0.417116596,ksass,skolq,NA,NA,NA,NA,NA,okul,sınıf,0.529895877,sanıf,dkul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trường,lớp,0.371275978,lọp,trưlng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
protect,defend,protectdefend,0.680114388,hrotect,dezend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,защитя,защитавам,0.746471161,защиравам,аащитя,NA,NA,NA,NA,NA,bránit,ochránit,0.57392097,ochpánit,ůránit,forsvare,beskytte,0.635564003,bfskytte,forsvale,NA,NA,NA,NA,NA,υπερασπίζω,προστατεύση,0.525705845,ύροστατεύση,ιπερασπίζω,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,puolustaa,suojella,0.630685212,suojelia,puolustra,défendre,protèger,0.578801364,frotèger,dérendre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,braniti,zaštititi,0.614291934,zašpititi,branith,védel,véd,0.683005547,zéd,vddel,պաշտպանվել,պաշտպանել,0.663080309,ղաշտպանել,պաշտպանզել,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forsvare,verne,0.356945212,vernĺ,forsvaro,bronić,chronić,0.695330127,chronóć,brćnić,defender,protegem,0.422422249,plotegem,defeãder,apăra,aperi,0.586493275,aăeri,apăţa,защищаться,защищать,0.795824256,зищищать,закищаться,brániť,ochrániť,0.553460095,ochránir,brťniť,NA,NA,NA,NA,NA,braniti,stiti,0.48679351,stљti,braniai,försvara,beskydda,0.51367694,beskyddd,försvära,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
lawyer,prosecutor,lawyerprosecutor,0.629095914,lalyer,proiecutor,NA,NA,NA,NA,NA,المدعية,المحامي,0.552670908,المحامم,المدوية,прокурор,адвокат,0.598164382,адвопат,дрокурор,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,staatsanwalt,rechtsanwalt,0.649389699,recktsanwalt,ttaatsanwalt,εισαγγελέας,δικηγόρος,0.597377488,δικηοόρος,εισαγγελέαν,NA,NA,NA,NA,NA,prokurör,advokaat,0.510324836,advotaat,prokhrör,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syyttäjä,asianajaja,0.625535118,asianaaaja,dyyttäjä,procureur,avocat,0.510336519,amocat,procurerr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tužilac,advokat,0.567926442,wdvokat,tuživac,ügyész,ügyvéd,0.668425927,rgyvéd,ügyéúz,NA,NA,NA,NA,NA,jaksa,pengacara,0.531334069,mengacara,taksa,procuratore,avvocato,0.580726726,avvocatm,proculatore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aanklager,advocaat,0.598104278,acvocaat,aanklajer,aktor,advokat,0.462442156,advotat,aktwr,prokurator,prawnik,0.627267404,prawnim,srokurator,NA,NA,NA,NA,NA,procuror,avocate,0.51047093,avocave,procuroj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,åklagare,advokat,0.552525663,advoqat,åkllgare,NA,NA,NA,NA,NA,savcı,avukat,0.626756731,avuhat,salcı,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
search,find,searchfind,0.486747383,seauch,ficd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,намиране,търсене,0.525496942,търнене,намиранk,NA,NA,NA,NA,NA,nacházet,hledat,0.526434685,hleeat,nacdázet,finde,søge,0.376771583,søue,finbe,find,such,0.419906788,sudh,find,βρω,ψάξω,0.66236256,ψώξω,ςρω,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,löytää,etsi,0.465807567,ötsi,lögtää,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,naći,potražiti,0.595157654,požražiti,paći,keresse,keress,0.57204175,keíess,keressg,գտնել,որոնել,0.560592158,որոնեշ,գտտել,temukan,cari,0.527763807,vari,temukao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vinden,zoeken,0.576230107,zieken,vinmen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gaseasca,cautare,0.544231237,cautare,gaseakca,находить,искать,0.564616968,искчть,намодить,nájsť,hladať,0.443563373,éladať,npjsť,najti,iskati,0.577876279,iskate,napti,NA,NA,NA,NA,NA,finna,söka,0.451583856,suka,fixna,NA,NA,NA,NA,NA,bul,araştır,0.472751665,arıştır,cul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
taste,smell,tastesmell,0.585886956,tvste,qmell,reuk,smaak,0.447286554,smaaw,reuk,NA,NA,NA,NA,NA,мирис,вкус,0.622734601,вкхс,мерис,NA,NA,NA,NA,NA,vonět,chutnat,0.54759877,chuteat,voněď,lugt,smag,0.385288924,smkg,lugv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lõhn,maitse,0.532639098,mlitse,lõhn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haise,maistua,0.513267591,maystua,haioe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ריח,טעם,0.583739844,טענ,תיח,NA,NA,NA,NA,NA,miris,ukus,0.573139872,ulus,mirik,NA,NA,NA,NA,NA,հոտ,համ,0.539630234,հաօ,ժոտ,NA,NA,NA,NA,NA,odora,sapore,0.491152348,xapore,ocora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pachnieć,smakować,0.582687397,smakożać,pacwnieć,NA,NA,NA,NA,NA,miros,gust,0.633988603,gujt,mcros,запах,вкус,0.560643275,виус,запех,NA,NA,NA,NA,NA,vonj,okus,0.597339458,xkus,vonj,NA,NA,NA,NA,NA,lukt,smak,0.488698411,smam,llkt,NA,NA,NA,NA,NA,koku,tat,0.586513045,tdt,kokx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ngửi,nếm,0.427362557,nếv,nmửi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
glass,bottle,glassbottle,0.582726172,glasc,fottle,NA,NA,NA,NA,NA,زجاجة,زجاج,0.471491546,زجات,بجاجة,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,láhev,sklenice,0.619167848,skýenice,láoev,NA,NA,NA,NA,NA,flasch,glas,0.477121259,gfas,flascc,μπουκάλι,ποτήρι,0.718817748,ποτήζι,μπουκάύι,botella,vaso,0.629617744,iaso,botepla,pudel,klaas,0.495174176,kzaas,puzel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pullo,lasi,0.516699472,jasi,pullg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,palack,üveg,0.608415953,üveb,palayk,NA,NA,NA,NA,NA,botol,gelas,0.529210585,helas,ootol,bottiglia,bicchiere,0.657184447,bicchlere,bottizlia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fles,glas,0.563413168,gvas,flem,flaske,glass,0.4546505,geass,fuaske,butelka,szklanka,0.681842531,tzklanka,bhtelka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,steklenica,kozarec,0.516720293,mozarec,sseklenica,NA,NA,NA,NA,NA,flaska,glas,0.458946161,glal,flasca,NA,NA,NA,NA,NA,şişe,bardak,0.699895107,bareak,şişt,пляшка,склянка,0.728931996,склянка,плдшка,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
radio,television,radiotelevision,0.636816916,hadio,televiqion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,телевизия,радио,0.470065968,падио,телевиздя,televisió,ràdio,0.435247125,ààdio,tblevisió,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,teler,raadio,0.481866602,raadšo,tkler,NA,NA,NA,NA,NA,تلوزیونی,رادیو,0.494096483,رادگو,تلوطیونی,NA,NA,NA,NA,NA,télévision,radio,0.580627934,radco,télémision,NA,NA,NA,NA,NA,טלוויזייה,רדיו,0.477539658,רדיב,טלבויזייה,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tévés,rádiós,0.470533802,rádgós,téhés,հեռուստատեսային,ռադիո,0.541185279,ռթդիո,հեռուստատեբային,televisi,radio,0.489552198,radim,temevisi,televisione,radio,0.566831633,rpdio,temevisione,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,televisie,radio,0.532245209,radii,telepisie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,televisão,rádio,0.517090609,rádio,televisão,televiziune,radio,0.609305067,aadio,televiiiune,телевизор,радио,0.491729322,радие,телжвизор,NA,NA,NA,NA,NA,televizor,radio,0.530652291,radiz,televieor,televizija,radija,0.477322085,kadija,telnvizija,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tivi,radio,0.40389857,raoio,tivp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
slow,fast,slowfast,0.560384853,klow,fakt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,бърз,бавна,0.440368129,кавна,бъмз,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hurtig,langsom,0.538818085,langsok,hujtig,schnell,langsam,0.488670189,langsar,sthnell,γρήγορος,αργή,0.409146694,αργρ,γρήγχρος,veloz,lento,0.546587243,lznto,feloz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nopea,hidas,0.57936364,hkdas,nopev,rapide,lent,0.621991111,lcnt,ramide,NA,NA,NA,NA,NA,מהיר,איטי,0.640862877,ויטי,מהין,NA,NA,NA,NA,NA,brz,spor,0.475063595,spoą,brv,gyors,lassú,0.608154449,lasrú,gyorő,NA,NA,NA,NA,NA,cepat,lamban,0.448453125,zamban,cepah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,snel,traag,0.523722844,traau,snwl,fort,sakte,0.460336231,sakce,forx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rapid,încet,0.48832444,încem,rapţd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hiter,počasen,0.533263406,počjsen,hfter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hizli,yavaş,0.492275433,yagaş,hişli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nhanh,chậm,0.507270617,cvậm,nuanh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
monster,creature,monstercreature,0.631194692,monstem,crvature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,създание,чудовище,0.61598382,чудовищу,зъздание,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,væsen,uhyre,0.479759341,khyre,vcsen,kreatur,monster,0.45365091,monsteb,krbatur,NA,NA,NA,NA,NA,criatura,monstruo,0.555628491,molstruo,criahura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,olio,hirviö,0.508905749,hiriiö,oläo,créature,monstre,0.579690541,monstru,ccéature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stvorenje,čudovište,0.686054071,čddovište,stvorenjž,teremtmény,szörny,0.554830644,szöiny,tekemtmény,արարած,հրեշ,0.452822432,հրեի,արփրած,makhluk,rakasa,0.390490336,rakara,makhldk,creatura,mostro,0.533000914,mostro,creatsra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,criatura,monstro,0.538205682,monstrâ,crialura,creatura,monstru,0.539638743,moțstru,creaiura,существо,чудовище,0.57818823,чвдовище,существф,tvor,netvor,0.565671707,netvor,tror,NA,NA,NA,NA,NA,stvorenje,èudovište,0.694467323,èudovcšte,mtvorenje,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yaratık,canavarla,0.539272823,cankvarla,yşratık,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99099099
