"ru_cue","ru_target","type","cue_type","target_type","ru_cosine"
"милая","вов","nonword","word","nonword",NA
"акция протеста","леральда","nonword","word","nonword",NA
"чемпион","легвое","nonword","word","nonword",NA
"интернет","леней","nonword","word","nonword",NA
"могила","лейтелогг","nonword","word","nonword",NA
"шелк","ввеция","nonword","word","nonword",NA
"наемник","ютс","nonword","word","nonword",NA
"анархия","леграм","nonword","word","nonword",NA
"оскорблять","леческая","nonword","word","nonword",NA
"гостеприимство","лестве","nonword","word","nonword",NA
"раб","ссец","nonword","word","nonword",NA
"статья","либесмертный","nonword","word","nonword",NA
"фортепиано","линят","nonword","word","nonword",NA
"слепой","листам","nonword","word","nonword",NA
"бесполезный","лимуграф","nonword","word","nonword",NA
"тренер","лиет","nonword","word","nonword",NA
"особый","литературательств","nonword","word","nonword",NA
"дождь","улоность","nonword","word","nonword",NA
"связывать","несчастлишение свободы","nonword","word","nonword",NA
"гордость","лостью","nonword","word","nonword",NA
"сейчас","ловля ргладь","nonword","word","nonword",NA
"гарантия","шечка","nonword","word","nonword",NA
"портфель","ванный","nonword","word","nonword",NA
"положение дел","лобить","nonword","word","nonword",NA
"происходить","йск","nonword","word","nonword",NA
"датчик","люгерь","nonword","word","nonword",NA
"сахар","преди","nonword","word","nonword",NA
"нелепый","майоусом","nonword","word","nonword",NA
"свежий","максидвик","nonword","word","nonword",NA
"миль","мальвым","nonword","word","nonword",NA
"почта","мации","nonword","word","nonword",NA
"популярный","манипулиротepecнo","nonword","word","nonword",NA
"назад","маркезель","nonword","word","nonword",NA
"стол письменный","своло","nonword","word","nonword",NA
"четко","своло","nonword","word","nonword",NA
"выбор","масбур","nonword","word","nonword",NA
"подделка","матеманевестка","nonword","word","nonword",NA
"успех","маленьна","nonword","word","nonword",NA
"срочный","маленьна","nonword","word","nonword",NA
"виски","медине","nonword","word","nonword",NA
"понимать","медазине","nonword","word","nonword",NA
"сказать","справструация","nonword","word","nonword",NA
"гольф","меролевствятие","nonword","word","nonword",NA
"ревнивый","спровых","nonword","word","nonword",NA
"администрация","братный","nonword","word","nonword",NA
"вкус","место нахождпястьем","nonword","word","nonword",NA
"создайте","мегерл","nonword","word","nonword",NA
"вечный","мебс","nonword","word","nonword",NA
"реальность","механичебратьс","nonword","word","nonword",NA
"похищать","пубтать","nonword","word","nonword",NA
"удовольствие","мечью","nonword","word","nonword",NA
"финансы","микротерс","nonword","word","nonword",NA
"физика","светрофон","nonword","word","nonword",NA
"доверять","миллистье","nonword","word","nonword",NA
"горло","милосербрать","nonword","word","nonword",NA
"пистолет","мизал","nonword","word","nonword",NA
"календарь","гормо","nonword","word","nonword",NA
"ужастик","мичесть","nonword","word","nonword",NA
"восстанавливаться","мибам","nonword","word","nonword",NA
"коричневый","мипланта","nonword","word","nonword",NA
"трофей","абр","nonword","word","nonword",NA
"буквально","дарсия","nonword","word","nonword",NA
"упражняться","сканший","nonword","word","nonword",NA
"мусор","моломакс","nonword","word","nonword",NA
"помощь","молоурен","nonword","word","nonword",NA
"родео","монадвинь","nonword","word","nonword",NA
