fi_cue,fi_target,type,cue_type,target_type,fi_cosine
pommi,kuuluisa,unrelated,word,word,0.134929172590495
väärennös,räjähdys,unrelated,word,word,0.143859803276832
pankkitoiminta,medaljonki,unrelated,word,word,0.110898840953542
peite,hullu,unrelated,word,word,0.121318270255141
imarrella,määrä,unrelated,word,word,0.0958354015531945
muutos,neljäs,unrelated,word,word,0.0768492943493819
hämähäkki,riita,unrelated,word,word,0.103319502302398
innostaa,nopeus,unrelated,word,word,0.128633237307063
pankkiiri,rehellisyys,unrelated,word,word,0.123215316890252
ironia,jatkuvasti,unrelated,word,word,0.0397456410986731
imeä,satelliitti,unrelated,word,word,0.102028808531416
taide,laittaa,unrelated,word,word,0.115689322768715
varoitus,yleisö,unrelated,word,word,0.113683308607753
kamera,rakentaa,unrelated,word,word,0.144637150792823
sekunti,perinteinen,unrelated,word,word,0.0649644697616634
itsemurha,signaali,unrelated,word,word,0.145500741190683
positiivinen,galaksi,unrelated,word,word,0.137033794970427
vannoa,kastike,unrelated,word,word,0.0865509845403185
loukkaus,sisällä,unrelated,word,word,0.0763560695964568
planeetta,sanoa,unrelated,word,word,0.137492042429501
yliluonnollinen,luento,unrelated,word,word,0.137670306596513
vastaanotto,söpö,unrelated,word,word,0.144278869912481
paperi,vaara,unrelated,word,word,0.0803387337661129
näytös,merimies,unrelated,word,word,0.149265888836693
teksti,tyhmyys,unrelated,word,word,0.0813423186827667
uhkapeli,joulukuu,unrelated,word,word,0.119492436411373
kapseli,realistinen,unrelated,word,word,0.144172420783957
maraton,käärme,unrelated,word,word,0.133071694761295
sieppaaja,lumi,unrelated,word,word,0.0882974686950748
totta,osoite,unrelated,word,word,0.0326639733029859
oikeastaan,pitävä,unrelated,word,word,0.093560546335101
ennätys,treenata,unrelated,word,word,0.145211780846608
korjata,museo,unrelated,word,word,0.103267892540186
takaisin,ministeri,unrelated,word,word,0.138799868836349
juoru,vanki,unrelated,word,word,0.0496551219717148
itsepäinen,rooma,unrelated,word,word,0.133703842528376
sielu,valmis,unrelated,word,word,0.115798123593303
kommentti,veli,unrelated,word,word,0.121871686111051
teini-ikä,innoissaan,unrelated,word,word,
idea,peili,unrelated,word,word,0.0791421018738003
sormi,autotalli,unrelated,word,word,0.140172469521434
soveltaa,hautausmaa,unrelated,word,word,0.0175361220717958
vastalääke,lokakuu,unrelated,word,word,0.109992635925551
himoita,loma,unrelated,word,word,0.032371573503814
ylimääräinen,taidemaalari,unrelated,word,word,0.0985121391968548
afrikka,happi,unrelated,word,word,0.129531772587409
mustasukkainen,saarna,unrelated,word,word,0.112193626594156
maahantunkeutuminen,pelotella,unrelated,word,word,
washington,biologinen,unrelated,word,word,0.04634478671529
lamppu,äänestys,unrelated,word,word,0.125210981154676
kaaos,veli,unrelated,word,word,0.0299727997052918
kuolema,ongelma,unrelated,word,word,0.140438949373579
lähellä,samppanja,unrelated,word,word,0.0301667323577255
kauhu,uskoa,unrelated,word,word,0.12705565637744
merisotilaallinen,pyyhe,unrelated,word,word,
sulaa,aita,unrelated,word,word,0.146093453560682
kollega,uskottava,unrelated,word,word,0.143800113317887
fiksu,epäonni,unrelated,word,word,0.0710181947332569
olkapää,kauneus,unrelated,word,word,0.106536672195951
luotto,hautajaiset,unrelated,word,word,0.14796251159019
fysiikka,kävellä,unrelated,word,word,0.12973576431178
hotelli,julia,unrelated,word,word,0.101034584480934
hitaasti,osavaltio,unrelated,word,word,0.135215192029341
verkosto,taistella,unrelated,word,word,0.0668171173239408
koe,säälittävä,unrelated,word,word,0.117177772945931
todistaa,pettymys,unrelated,word,word,0.136550607631796
elokuva,helppo,unrelated,word,word,0.108904059067754
harkita,valo,unrelated,word,word,0.113505219453387
surullinen,lähetin,unrelated,word,word,0.0910808024202425
kesä,jumalallinen,unrelated,word,word,0.0685880251187962
tänään,käytännössä,unrelated,word,word,0.113520012460083
ulkona,lahja,unrelated,word,word,0.138185987259065
sisko,mestaruus,unrelated,word,word,0.139924272414552
aivot,allekirjoittaa,unrelated,word,word,0.106382444568181
kokki,energia,unrelated,word,word,0.0813213572491712
vauva,inspiraatio,unrelated,word,word,0.115205156054366
tupakka,kuningas,unrelated,word,word,0.0456053418378936
saapua,epämiellyttävä,unrelated,word,word,0.089516303979032
draama,paksu,unrelated,word,word,0.104441751359924
profiili,valtameri,unrelated,word,word,0.103084556229951
taistelu,houkutella,unrelated,word,word,0.0707783690750882
vilja,ironinen,unrelated,word,word,0.101306780214315
lusikka,aikomus,unrelated,word,word,0.149058374989945
roska,normaali,unrelated,word,word,0.130622659964062
kiva,tuomari,unrelated,word,word,0.0648257110327677
turnaus,vetää,unrelated,word,word,0.0939136906141031
artikkeli,henki,unrelated,word,word,0.104840410501659
luoda,kova,unrelated,word,word,0.104326002967052
poikkeuksellinen,räjähtää,unrelated,word,word,0.111681287032209
dramaattinen,paketti,unrelated,word,word,0.129845850627187
pyramidi,myötätunto,unrelated,word,word,0.105537453454797
elää,laiva,unrelated,word,word,0.0933479298496256
ääni,hyväksyminen,unrelated,word,word,0.115776972474226
lesbo,sijainti,unrelated,word,word,0.0326606597906758
tekninen,venus,unrelated,word,word,0.104043309725475
syntymä,edelleen,unrelated,word,word,0.0627848294450873
nälkä,tiedemies,unrelated,word,word,0.145669381579983
internet,haaste,unrelated,word,word,0.136146239044399
hyvä,täysin,unrelated,word,word,0.114981983632829
kaasu,fyysinen,unrelated,word,word,0.0984438629887185
tuhat,täydellinen,unrelated,word,word,0.105179540712034
joskus,injektio,unrelated,word,word,0.0822907903829216
suunnitelma,ystävällinen,unrelated,word,word,0.141492982356239
orkesteri,lisko,unrelated,word,word,0.116230271486925
teräsmies,huomattava,unrelated,word,word,0.109014861957487
miljonääri,elementti,unrelated,word,word,0.112547987631485
vieraanvaraisuus,tarve,unrelated,word,word,0.0620029960578334
sota,löytää,unrelated,word,word,0.144145957251448
valitettava,jotain,unrelated,word,word,0.0908719532363341
tekniikka,julma,unrelated,word,word,0.128286681002125
piinata,tärkeä,unrelated,word,word,0.103719572344974
kilpi,epäoikeudenmukainen,unrelated,word,word,0.124260013745788
valehdella,luostari,unrelated,word,word,0.0481178232241285
uskollisuus,sanomalehti,unrelated,word,word,0.0940640127969012
pakolainen,ylöspäin,unrelated,word,word,0.109917873339169
pelottava,ilmoittaa,unrelated,word,word,0.0865263564734679
naiivi,viikko,unrelated,word,word,0.0652001417865017
nyt,kohtalokas,unrelated,word,word,0.109727036829001
nähdä,epidemia,unrelated,word,word,0.0727423702739887
yksi,kiduttaa,unrelated,word,word,0.145333100549411
tajuta,ministeriö,unrelated,word,word,0.104654045786135
nimimerkki,myydä,unrelated,word,word,0.118482020819234
hanke,pelko,unrelated,word,word,0.120155958196716
keisarillinen,nauru,unrelated,word,word,0.104142223822242
huippu,nainen,unrelated,word,word,0.0988350449500589
kersantti,ilmeisesti,unrelated,word,word,0.0864223410773632
dynastia,kertoa,unrelated,word,word,0.0755362064070613
dvd,tuo,unrelated,word,word,0.0789260839173661
kolmas,tehdä,unrelated,word,word,0.121725094498286
hauni,kananmuna,nonword,nonword,word,
jeere,herkullinen,nonword,nonword,word,
leksi,veljenpoika,nonword,nonword,word,
aakaanko,kirjoittaminen,nonword,nonword,word,
afmurska,unelma,nonword,nonword,word,
asioiti,rakenne,nonword,nonword,word,
avei,omistautuminen,nonword,nonword,word,
aikuivuus,hampurilainen,nonword,nonword,word,
torna,joulukuu,nonword,nonword,word,
menti,asiakas,nonword,nonword,word,
aimea,bändi,nonword,nonword,word,
seata,palkinto,nonword,nonword,word,
ihasneuvo,taistelija,nonword,nonword,word,
aktoiva,ällöttävä,nonword,nonword,word,
kaja,telttailu,nonword,nonword,word,
alje,kirjoittaa,nonword,nonword,word,
eläiton,korkki,nonword,nonword,word,
varumi,sähköinen,nonword,nonword,word,
ilonpi,aivojen,nonword,nonword,word,
tuplavioida,viesti,nonword,nonword,word,
alkoaseelli,usein,nonword,nonword,word,
alkupoinen,lokakuu,nonword,nonword,word,
alvea,järjestellä,nonword,nonword,word,
alujova,tennis,nonword,nonword,word,
amapriori,hurmaava,nonword,nonword,word,
ambuvaju,lempeä,nonword,nonword,word,
ampuheen,lompakko,nonword,nonword,word,
anaidiootikko,vaarallinen,nonword,nonword,word,
uraskia,hei hei,nonword,nonword,word,
kieltomia,teloitus,nonword,nonword,word,
traakuri,pöly,nonword,nonword,word,
anjus,kissa,nonword,nonword,word,
kompnyymi,väline,nonword,nonword,word,
puosa,partio,nonword,nonword,word,
anelääkseva,lukko,nonword,nonword,word,
tumsi,komitea,nonword,nonword,word,
antaa ajuksi,tekosyy,nonword,nonword,word,
anomaissianto,tutkija,nonword,nonword,word,
sakina,intiimi,nonword,nonword,word,
nartna,myydä,nonword,nonword,word,
känky,todellinen,nonword,nonword,word,
arseaseelli,erehdys,nonword,nonword,word,
artinko,tyylikäs,nonword,nonword,word,
arpus,sipuli,nonword,nonword,word,
arvolään,ylöspäin,nonword,nonword,word,
aime,hiljaisuus,nonword,nonword,word,
eksmatti,kuulla,nonword,nonword,word,
aspimaani,yksilö,nonword,nonword,word,
astrosentti,takki,nonword,nonword,word,
atosi-,tarve,nonword,nonword,word,
auristonparju,virkistää,nonword,nonword,word,
naustaa,romanttinen,nonword,nonword,word,
noutografi,kansi,nonword,nonword,word,
ylisminen,haudata,nonword,nonword,word,
rasain,kaapata,nonword,nonword,word,
ventaa,baseball,nonword,nonword,word,
kie,luhistua,nonword,nonword,word,
aviomuso,elokuva,nonword,nonword,word,
omismies,kone,nonword,nonword,word,
hipeton,majoneesi,nonword,nonword,word,
basaani,emotionaalinen,nonword,nonword,word,
bokus,ovi,nonword,nonword,word,
eväidi,kenkä,nonword,nonword,word,
ohivo,syötti,nonword,nonword,word,
synkjetti,ruisku,nonword,nonword,word,
piskari,korkea,nonword,nonword,word,
haukeve,houkutella,nonword,nonword,word,
varjeama,tuottaa,nonword,nonword,word,
sakaani,kreivitär,nonword,nonword,word,
kna,äänite,nonword,nonword,word,
rankma,hullu,nonword,nonword,word,
drajanttinen,ainutlaatuinen,nonword,nonword,word,
pvd,ilmoittaa,nonword,nonword,word,
dypulttia,antelias,nonword,nonword,word,
retuosa,luostari,nonword,nonword,word,
meretä,komissaari,nonword,nonword,word,
vejittyminen,liiketoiminta,nonword,nonword,word,
ehdolänä,iäisyys,nonword,nonword,word,
ehplantaa,jumalallinen,nonword,nonword,word,
ehmutamasti,kaappi,nonword,nonword,word,
ei monjaan,sähkö,nonword,nonword,word,
ei meruun,happi,nonword,nonword,word,
ekää,matematiikka,nonword,nonword,word,
flirttarha,tumma,nonword,nonword,word,
nokke,häiritä,nonword,nonword,word,
vele,mekko,nonword,nonword,word,
hyökkuva,lentokenttä,nonword,nonword,word,
erääsä,syyttäjä,nonword,nonword,word,
rapustajatar,aktivoida,nonword,nonword,word,
osoilanti,traaginen,nonword,nonword,word,
poikkeli,patsas,nonword,nonword,word,
ennäkään,humalassa,nonword,nonword,word,
ensimannen,kylä,nonword,nonword,word,
ekäillä,lepakkomies,nonword,nonword,word,
epäsukoava,tiimi,nonword,nonword,word,
epäjoireudensukaisuus,lähetin,nonword,nonword,word,
asioistavallinen,vanhempi,nonword,nonword,word,
käytkoinen,vanki,nonword,nonword,word,
koosomainen,senaatti,nonword,nonword,word,
hylin,katsella,nonword,nonword,word,
tuuta,peukalo,nonword,nonword,word,
jaattaa,pakettiauto,nonword,nonword,word,
esiinlet,sijainti,nonword,nonword,word,
kolje,pala,nonword,nonword,word,
arkenasti,luopua,nonword,nonword,word,
essei,makuuhuone,nonword,nonword,word,
vyyte,loistava,nonword,nonword,word,
enemsyys,itä,nonword,nonword,word,
emapa,ostaja,nonword,nonword,word,
utela,oikeudenkäynti,nonword,nonword,word,
kuolläinen,ranska,nonword,nonword,word,
teoiskeus,kohtalokas,nonword,nonword,word,
ovosuunio,vihainen,nonword,nonword,word,
hahsu,kivi,nonword,nonword,word,
jikonopia,epäonnistuminen,nonword,nonword,word,
oranssa,autotalli,nonword,nonword,word,
jainuki,poika,nonword,nonword,word,
fyruaika,antaa,nonword,nonword,word,
edesleria,reaktori,nonword,nonword,word,
senepaakkori,tuo,nonword,nonword,word,
gora,kävellä,nonword,nonword,word,
puuva,neljäs,nonword,nonword,word,
atsua,kuorma-auto,nonword,nonword,word,
ioi,konjakki,nonword,nonword,word,
halreakto,lumi,nonword,nonword,word,
muislita,valtimo,nonword,nonword,word,
nasoitus,kilpailu,nonword,nonword,word,
hämäskonski,symboli,nonword,nonword,word,
murme,varallisuus,nonword,nonword,word,
koihi,paksu,nonword,nonword,word,
sukke,epidemia,nonword,nonword,word,
karjoinetta,uutiset,nonword,nonword,word,
niikkita,kuvaus,nonword,nonword,word,
harnioitus,takaosa,nonword,nonword,word,
rusta,metri,nonword,nonword,word,
haunetto,varmentaa,nonword,nonword,word,
hämäänjä,todennäköisesti,nonword,nonword,word,
ini,kieltää,nonword,nonword,word,
heinioitus,hyvin,nonword,nonword,word,
muiskilö,ryöstö,nonword,nonword,word,
sunkilojoltainen,klinikka,nonword,nonword,word,
henkirosu,paranormaali,nonword,nonword,word,
jesintä,armeija,nonword,nonword,word,
kaulas,tarkoituksellisesti,nonword,nonword,word,
kosmo,nuolla,nonword,nonword,word,
kosra,kolme,nonword,nonword,word,
hijoa,allekirjoitus,nonword,nonword,word,
melli,musta,nonword,nonword,word,
gaari,cowboy,nonword,nonword,word,
muutjainen,kunnia,nonword,nonword,word,
muutjainen,poissaolo,nonword,nonword,word,
hijausta,raha,nonword,nonword,word,
hirtei,lääke,nonword,nonword,word,
hiheutti,soturi,nonword,nonword,word,
jiaiset,lähtö,nonword,nonword,word,
selapia,hoito,nonword,nonword,word,
kismö,pinta,nonword,nonword,word,
kumpmoni,kirjailija,nonword,nonword,word,
hoihaili,tornado,nonword,nonword,word,
elinpu,tykistö,nonword,nonword,word,
lyökua,riita,nonword,nonword,word,
hulteis,yksinäinen,nonword,nonword,word,
sulaja,vety,nonword,nonword,word,
huoavioitunut,ihana,nonword,nonword,word,
avaimenna,isä,nonword,nonword,word,
huopea,prototyyppi,nonword,nonword,word,
lenne,kallo,nonword,nonword,word,
röysä,reikä,nonword,nonword,word,
asiakrikaani,morsian,nonword,nonword,word,
noili,tapahtuma,nonword,nonword,word,
asiallipuna,käärme,nonword,nonword,word,
huutorioitpa,aiheuttaja,nonword,nonword,word,
hynea,kakku,nonword,nonword,word,
maaildyllinen,pakottaa,nonword,nonword,word,
kiihdytön,hermostunut,nonword,nonword,word,
kyyro,tervehtiä,nonword,nonword,word,
hyjänserepäisyys,vastustaja,nonword,nonword,word,
ijua,työ,nonword,nonword,word,
nioilla,hinta,nonword,nonword,word,
josna,linna,nonword,nonword,word,
eversteellinen,tyhmä,nonword,nonword,word,
iro,metsä,nonword,nonword,word,
aluskuna,selvitä,nonword,nonword,word,
siainen,seremonia,nonword,nonword,word,
siainen,kova,nonword,nonword,word,
iltan,toimittaja,nonword,nonword,word,
ilmiöislinen,ajojahti,nonword,nonword,word,
illuukeat,virtsa,nonword,nonword,word,
alra,legenda,nonword,nonword,word,
ilpöä,laite,nonword,nonword,word,
taupinko,dollari,nonword,nonword,word,
ilää,taidemaalari,nonword,nonword,word,
insuuntaa,univormu,nonword,nonword,word,
annostes,vastata,nonword,nonword,word,
insimeklari,tähti,nonword,nonword,word,
inmyönnet,allekirjoittaa,nonword,nonword,word,
ryynia,henki,nonword,nonword,word,
irä,korvata,nonword,nonword,word,
ito,keinotekoinen,nonword,nonword,word,
näärausunji,hallitus,nonword,nonword,word,
siessä,tanssi,nonword,nonword,word,
aileoskaan,kitara,nonword,nonword,word,
immekursa,eläin,nonword,nonword,word,
itsesujannen,ministeriö,nonword,nonword,word,
jurso,murha,nonword,nonword,word,
jälkimaailka,valikoida,nonword,nonword,word,
jeto,realistinen,nonword,nonword,word,
jeikoa,ryhmä,nonword,nonword,word,
asiaknittävä,heroiini,nonword,nonword,word,
järpäättää,epäonni,nonword,nonword,word,
jämeä,baari,nonword,nonword,word,
nenkä,matto,nonword,nonword,word,
tistää,todennäköisesti,nonword,nonword,word,
jursata,kala,nonword,nonword,word,
jauu,osasto,nonword,nonword,word,
lietpi,sulkeminen,nonword,nonword,word,
kurgi,kappeli,nonword,nonword,word,
nä,amerikka,nonword,nonword,word,
jersänä,nenäliina,nonword,nonword,word,
nahtaja,pölyinen,nonword,nonword,word,
histo,suoja,nonword,nonword,word,
kontoräätös,kiittää,nonword,nonword,word,
ropi,sanoa,nonword,nonword,word,
nalka,intohimo,nonword,nonword,word,
kinkus,pohja,nonword,nonword,word,
sillu,keskipäivä,nonword,nonword,word,
tuplanalismi,tiedonantaja,nonword,nonword,word,
sulkria,laulu,nonword,nonword,word,
asoma,muovi,nonword,nonword,word,
jukoilla,mekaaninen,nonword,nonword,word,
kuoda,mielenkiintoinen,nonword,nonword,word,
vahru,taistella,nonword,nonword,word,
kiasta,hedelmä,nonword,nonword,word,
jaaros,ystävyys,nonword,nonword,word,
arunkeli,salasana,nonword,nonword,word,
jokero,vitamiini,nonword,nonword,word,
heisu,ajastin,nonword,nonword,word,
sono,eversti,nonword,nonword,word,
kailut,kykenemätön,nonword,nonword,word,
sulsi,ankka,nonword,nonword,word,
palkinvernainen,tutkija,nonword,nonword,word,
kaskootteri,yllättäen,nonword,nonword,word,
kakrampperi,palata,nonword,nonword,word,
kaldyt,rikkoa,nonword,nonword,word,
