ur_cue,ur_target,type,cue_type,target_type,ur_cosine
طبیعیات,چلنا,unrelated,word,word,0.0356138956411459
اناٹومی,تفشیش کرنا,unrelated,word,word,
آہستہ آہستہ,ریاست,unrelated,word,word,
ملاح,آلہ,unrelated,word,word,0.112204011389644
علامت مرض,گاؤں,unrelated,word,word,
نیٹ ورک,جھڑپ,unrelated,word,word,
تجربہ,دل سوز,unrelated,word,word,
گواہ,مایوسی,unrelated,word,word,0.0853340202501118
سنیما,آسان,unrelated,word,word,0.109496584022134
غور کرنا,روشنی,unrelated,word,word,
جیپ,علم,unrelated,word,word,0.122920709793656
نا انصافی,بو,unrelated,word,word,
نچلا,گرد آلود,unrelated,word,word,
موسم گرما,الوھی,unrelated,word,word,
آج,عملی طور پر,unrelated,word,word,
بہن,چیمپئن شپ,unrelated,word,word,
دماغ,تائید کرنا,unrelated,word,word,
مقابلہ,حلف,unrelated,word,word,0.0500339883447108
شیرخوار,الہام,unrelated,word,word,0.124511196296249
تمباکو,بادشاہ,unrelated,word,word,0.00527795999775515
لڑائی,اپنی طرف متوجہ کرنا,unrelated,word,word,
چمچ,ارادہ,unrelated,word,word,0.134005655529459
تھکا ہوا,مؤثر,unrelated,word,word,
وائرس,گاہک,unrelated,word,word,0.106540747757926
آرٹیکل,روح,unrelated,word,word,0.0607307555627304
بنانا,سخت,unrelated,word,word,0.113596696737407
غیر معمولی,دھماکے,unrelated,word,word,
پب,حکمت عملی,unrelated,word,word,
ہیجان خیز,برقرار رکھنا,unrelated,word,word,
یادگار,باتھ روم,unrelated,word,word,
زندہ رہنا,جہاز,unrelated,word,word,
شوہر,آزاد خیال,unrelated,word,word,
رات کا کھانا,بدحالی,unrelated,word,word,
ہم جنس پرست عورت,مقام,unrelated,word,word,
تکنیکی,زھرہ,unrelated,word,word,0.0317667626544813
مثالی,گانا,unrelated,word,word,0.100236683029493
پیدائش,اب بھی,unrelated,word,word,
بھوک,سائنسدان,unrelated,word,word,0.128788996140672
جدید,پلیٹ,unrelated,word,word,0.147527292722869
اشارہ,ارد گرد,unrelated,word,word,
اچھا,مکمل طور پر,unrelated,word,word,
کبھی کبھی,انجکشن,unrelated,word,word,
اطلاع دینا,بہادر,unrelated,word,word,
منصوبہ,دوستانہ,unrelated,word,word,0.140857864458899
سپرمین,قابل ذکر,unrelated,word,word,
ارب پتی,عنصر,unrelated,word,word,
باسکٹ بال,تقریب,unrelated,word,word,
بندر,مدت,unrelated,word,word,0.0973866177587806
آرام دہ,گھوڑا,unrelated,word,word,
ویٹر,جذبہ,unrelated,word,word,0.137808585464402
جنگ,کھوجنا,unrelated,word,word,
بد نصیبی,کچھ,unrelated,word,word,
ٹیکنالوجی,ظالم,unrelated,word,word,0.143096940181455
عذاب,اہم,unrelated,word,word,0.0965254734124803
کالج,سوٹ کیس,unrelated,word,word,
ڈھال,ناجائز,unrelated,word,word,0.12460714188494
جھوٹ,خانقاہ,unrelated,word,word,-0.00155005122949607
الہام,جرم,unrelated,word,word,0.143694372816045
پناہ گزین,اوپر,unrelated,word,word,
خوف پیدا کرنے والا,آگاہ کرنا,unrelated,word,word,
دایاں,فرانسیسی,unrelated,word,word,0.149107468113422
جگہ,مورفین,unrelated,word,word,
دیکھنا,وبا,unrelated,word,word,0.10910025431051
ایک,تشدد,unrelated,word,word,0.134526606453055
احساس کرنا,وزارت,unrelated,word,word,
سارجنٹ,واضح طور پر,unrelated,word,word,
پشت درپشت حکومت,بتانا,unrelated,word,word,
ڈی وی ڈی,وہ,unrelated,word,word,
طم,پناہ لینا,nonword,nonword,word,
ایڈح,تعلیم,nonword,nonword,word,
قاتین,قتل,nonword,nonword,word,
خنس,زبردست,nonword,nonword,word,
انپو,پائپ,nonword,nonword,word,
آپرمیں,گولی مارنا,nonword,nonword,word,
اٹلا,نفسیات,nonword,nonword,word,
جوال,جج,nonword,nonword,word,
لیونوت,بیان,nonword,nonword,word,
قدامکےپسند,ڈائن,nonword,nonword,word,
سممیت,فضا,nonword,nonword,word,
نااہکن,فرض,nonword,nonword,word,
اعمان,قانونی,nonword,nonword,word,
تورين,ہم آہنگی,nonword,nonword,word,
فوا,آسمانی,nonword,nonword,word,
صبورٹ,صبح,nonword,nonword,word,
بپ,اوپری,nonword,nonword,word,
رووفٹ,دلکش,nonword,nonword,word,
منروع,مخالف,nonword,nonword,word,
پہسمنا,جگر,nonword,nonword,word,
بوف,مجرم,nonword,nonword,word,
پہلےطفے,میگزین,nonword,nonword,word,
ہتر,دل سوز,nonword,nonword,word,
نیکن,سلور,nonword,nonword,word,
صار,کلینک,nonword,nonword,word,
توسی,اب بھی,nonword,nonword,word,
تہ,کارکن,nonword,nonword,word,
اٹرورفوص,گال,nonword,nonword,word,
پیوزک,گرفتاری,nonword,nonword,word,
جفص فطر,عورت,nonword,nonword,word,
تااپ,سرمایہ لگانا,nonword,nonword,word,
آرخیصل,ٹین ایج,nonword,nonword,word,
انشہاب,سواری کرنا,nonword,nonword,word,
مصکب,ریاست,nonword,nonword,word,
بنٹ,غلط,nonword,nonword,word,
مقدت,دھماکہ,nonword,nonword,word,
دسفناکھ,صبح,nonword,nonword,word,
راٹیڈ,رومال,nonword,nonword,word,
طایت عمم,دھماکے,nonword,nonword,word,
درخواسزودیں,ائیرپورٹ,nonword,nonword,word,
حلیل,جسمانی,nonword,nonword,word,
کینڈ,تصدیق,nonword,nonword,word,
رجیہ,منگل,nonword,nonword,word,
سیماٹری,عرشہ,nonword,nonword,word,
صلاش,مدار,nonword,nonword,word,
بؤ شپ,حیرت انگیز,nonword,nonword,word,
پوائوں,فروخت,nonword,nonword,word,
دائڈ,شکاری,nonword,nonword,word,
رولیم,گلی,nonword,nonword,word,
ذحراص,واپسی,nonword,nonword,word,
فکنگمند,دسمبر,nonword,nonword,word,
ذغجاکرنا,فوٹو,nonword,nonword,word,
دائرگرکار,الفا,nonword,nonword,word,
ورمبر,ووڈکا,nonword,nonword,word,
کبھینابھی,تہذیب,nonword,nonword,word,
اگبرٹ,جاننا,nonword,nonword,word,
مذوگ,پراسرار,nonword,nonword,word,
ڈتگی,ایماندار,nonword,nonword,word,
ٹوراتفری,برف,nonword,nonword,word,
صدایت,تائید کرنا,nonword,nonword,word,
برگجو,بھرا ہوا,nonword,nonword,word,
ضاگےمادلماگری,آٹا,nonword,nonword,word,
وناس,مطالعہ,nonword,nonword,word,
ذیگدا,ووٹ,nonword,nonword,word,
نگلو,پہاڑ,nonword,nonword,word,
افغاقی,تالہ,nonword,nonword,word,
بوکان,حادثہ,nonword,nonword,word,
موعه,گرد آلود,nonword,nonword,word,
بقیب,کشف,nonword,nonword,word,
طیم,جما ہوا,nonword,nonword,word,
جیکھ جھاج,تازگی بخشنا,nonword,nonword,word,
ڈھیگ,نارنجی,nonword,nonword,word,
نظراک,منع کرنا,nonword,nonword,word,
ینٹی,بڑھاچڑھا کے بتانا,nonword,nonword,word,
نٹل,دردمندی,nonword,nonword,word,
باھد,خوردبین,nonword,nonword,word,
ضاکہ,سیمورائے,nonword,nonword,word,
بعوںسلا,انتظامی,nonword,nonword,word,
آدوا,مرمت کرنا,nonword,nonword,word,
اظتام,آگاہ کرنا,nonword,nonword,word,
اضافئٹانعام,یونانی,nonword,nonword,word,
نورگ,گھوڑا,nonword,nonword,word,
ھرغیعہ,اضافی,nonword,nonword,word,
گجص,دستاویز,nonword,nonword,word,
کصلت,سرکس,nonword,nonword,word,
واٹاس,مصنوعات,nonword,nonword,word,
انیچی,روشن,nonword,nonword,word,
قاقمی,عنصر,nonword,nonword,word,
مطدھ,سو,nonword,nonword,word,
صچلا,یقین,nonword,nonword,word,
اگلاق,مانیٹر,nonword,nonword,word,
رجن,مواصلات,nonword,nonword,word,
جودھی,مؤثر,nonword,nonword,word,
ڈام,کھوپڑی,nonword,nonword,word,
ٹھبر,داڑھی,nonword,nonword,word,
ہانگون,مہیا کرنا,nonword,nonword,word,
گلپنی,اندھیرا,nonword,nonword,word,
اشاکز,حال ہی میں,nonword,nonword,word,
لوان,اسکینڈل,nonword,nonword,word,
نیید,قتل کرنا,nonword,nonword,word,
مہجو,رفعت، بلندی,nonword,nonword,word,
بتاداری,گمشد گی,nonword,nonword,word,
فوری طوررور,اخبار,nonword,nonword,word,
مکات,سرمایہ کار,nonword,nonword,word,
مپس,قبول کرنا,nonword,nonword,word,
صوگق,فاتح,nonword,nonword,word,
داکاد,آزاد,nonword,nonword,word,
وؤں,متلی,nonword,nonword,word,
یفور,بحریہ,nonword,nonword,word,
ملرت,تنگ گلی,nonword,nonword,word,
ہیب,قابل,nonword,nonword,word,
گنظیر,علاج,nonword,nonword,word,
گاطھ,اظہار,nonword,nonword,word,
ضاروگ غانہ,بہت بڑا,nonword,nonword,word,
کروار,ٹماٹر,nonword,nonword,word,
مینیقت,سمجھنا,nonword,nonword,word,
یابیار,اشارہ,nonword,nonword,word,
کہیلدو,تشخیص,nonword,nonword,word,
بگین,ووٹر,nonword,nonword,word,
جیجیگنپ,بیماری,nonword,nonword,word,
ھکنٹ,خاموشی,nonword,nonword,word,
ہاناطیسی,رویہ,nonword,nonword,word,
گواقی,ناخوشگوار,nonword,nonword,word,
ضراقا,جاسوس,nonword,nonword,word,
فیرصواس,عام طور پر,nonword,nonword,word,
ردوس,بچانا,nonword,nonword,word,
گفغزو,بند وق,nonword,nonword,word,
لیلات,گروہ,nonword,nonword,word,
ومنگدط,پچھلا,nonword,nonword,word,
سوانسی,اندر,nonword,nonword,word,
ناگولی,شاندار,nonword,nonword,word,
جط عصیقی,تمغہ,nonword,nonword,word,
پناہیڈزین,ہفتہ,nonword,nonword,word,
شطاج,ضرورت,nonword,nonword,word,
براہرعاست,سستا,nonword,nonword,word,
بادعافی,جذبہ,nonword,nonword,word,
اسثقفی,بایاں,nonword,nonword,word,
جلف,منصوبہ بندی,nonword,nonword,word,
بابس,بخار,nonword,nonword,word,
حفجوت,وزارت,nonword,nonword,word,
دوھر,قرض,nonword,nonword,word,
صنمو,خوشی,nonword,nonword,word,
صمگر,ضلع,nonword,nonword,word,
فلین,ہیروئن,nonword,nonword,word,
سولت,خبریں,nonword,nonword,word,
نڈس,بٹوہ,nonword,nonword,word,
قیید,جیکٹ,nonword,nonword,word,
حدوت,سوڈا,nonword,nonword,word,
برسان,خانقاہ,nonword,nonword,word,
ائد,رکھنا,nonword,nonword,word,
خھووا,اسکول,nonword,nonword,word,
صلیگ,کامیاب ہونا,nonword,nonword,word,
کھدینے,تیرنا,nonword,nonword,word,
طہن,علامت,nonword,nonword,word,
رآ,ایمانداری,nonword,nonword,word,
جڑفی,عجیب,nonword,nonword,word,
بیتا,وعدہ,nonword,nonword,word,
تھکاآلوا,سالگرہ,nonword,nonword,word,
لافا,ڈائریکٹر,nonword,nonword,word,
ریقھ,حساب,nonword,nonword,word,
فکیھف,اونچائی,nonword,nonword,word,
انچھافی,شکریہ,nonword,nonword,word,
یصف,ڈھیرہوجانا,nonword,nonword,word,
تبویلی,مخلوق,nonword,nonword,word,
انٹھص,چھلانگ,nonword,nonword,word,
ذابڑہ,پیارا,nonword,nonword,word,
گلاط,پہلے,nonword,nonword,word,
واشنیلن,سرنج,nonword,nonword,word,
بابڑزرنا,وراثت,nonword,nonword,word,
صفاب بوسف,تقریب,nonword,nonword,word,
بجصرہ,نقطہ نظر,nonword,nonword,word,
صارمین,بینڈ,nonword,nonword,word,
بیسا,پرائمری,nonword,nonword,word,
ھڑوفوکا,خوفناک,nonword,nonword,word,
کملک,انصاف,nonword,nonword,word,
اننیونی,ٹیم,nonword,nonword,word,
مطریہ,الوداع,nonword,nonword,word,
اسٹیرام,علم,nonword,nonword,word,
یاکار,کھانا,nonword,nonword,word,
صاق گوق رنھا,کے بارے میں,nonword,nonword,word,
دجہ,لیفٹیننٹ,nonword,nonword,word,
بیاکر,پارٹی,nonword,nonword,word,
صکو,آکسیجن,nonword,nonword,word,
آراوٹرا,کافی,nonword,nonword,word,
قاجہ جوہ,تیز,nonword,nonword,word,
جاڈاق,فٹ بال,nonword,nonword,word,
پاگلاجن,دہائی,nonword,nonword,word,
سنہر,بہت پرجوش,nonword,nonword,word,
دجتل,پیٹ,nonword,nonword,word,
علاصاط,سائنسدان,nonword,nonword,word,
رافب,رسی,nonword,nonword,word,
استقڈیل,بلیک میل,nonword,nonword,word,
الڈ,ماہر,nonword,nonword,word,
صکط,مذاق,nonword,nonword,word,
ھوگ میص ممگوا,سوچنا,nonword,nonword,word,
صٹاس,امریکہ,nonword,nonword,word,
اعتداب,سخت,nonword,nonword,word,
سیکنچھی,مشینی,nonword,nonword,word,
عشی,موٹا,nonword,nonword,word,
خازنش,منتقلی,nonword,nonword,word,
تجہیہ,ویگن,nonword,nonword,word,
تیبتی,آئینہ,nonword,nonword,word,
فہراصدی,ہمیشہ,nonword,nonword,word,
ورین,اختیار,nonword,nonword,word,
لییمنگ,خانقاہ,nonword,nonword,word,
خطول,آزمائش,nonword,nonword,word,
سلن,وزیر,nonword,nonword,word,
شوووا,قابل ذکر,nonword,nonword,word,
منصورد,کان,nonword,nonword,word,
گين,سوداگر,nonword,nonword,word,
مدڈھلت,شام,nonword,nonword,word,
مااگن,چوتھائی,nonword,nonword,word,
پکن طا,حکمت عملی,nonword,nonword,word,
سیاتٹ,مواد,nonword,nonword,word,
ساچ,سلاد,nonword,nonword,word,
پجافہ,جنازہ,nonword,nonword,word,
جواہ داہ,زرہ بکتر,nonword,nonword,word,
روپو,تیل,nonword,nonword,word,
صفیص,آخری,nonword,nonword,word,
عیدا,معلومات,nonword,nonword,word,
معال صرنا,حرکت میں لانا,nonword,nonword,word,
حاپل,بہادر,nonword,nonword,word,
فوا,بچہ,nonword,nonword,word,
خوگصبع,دھات,nonword,nonword,word,
صوفقا,عجائب گھر,nonword,nonword,word,
جدسن,سرنگ,nonword,nonword,word,
بھبر,سامعین,nonword,nonword,word,
بیڑق,تار,nonword,nonword,word,
بندان,چوتھا,nonword,nonword,word,
فینوری,جملہ,nonword,nonword,word,
سیٹھن,روکنا,nonword,nonword,word,
صصدی,طویل,nonword,nonword,word,
فحو,باکمال آدمی,nonword,nonword,word,
لوصرار,وقار,nonword,nonword,word,
لفهنے,کینسر,nonword,nonword,word,
دوخ,آزاد خیال,nonword,nonword,word,
آرففٹ,قاتل,nonword,nonword,word,
آلوداء,شوخ,nonword,nonword,word,
گیجل,ختم,nonword,nonword,word,
تارت,غدار,nonword,nonword,word,
افکاہ,پریمی,nonword,nonword,word,
ححلیف,ثبوت,nonword,nonword,word,
پوسٹروارٹم,دوست,nonword,nonword,word,
مبویف بونو,ڈکیتی,nonword,nonword,word,
شکریف,عضو تناسل,nonword,nonword,word,
کیپسکا,آنا,nonword,nonword,word,
چانج پرپاپ,قالین,nonword,nonword,word,
تجزیزاکار,ابلنا,nonword,nonword,word,
جھد,بیٹھنا,nonword,nonword,word,
تخری,ایڈرینالن,nonword,nonword,word,
آرانڈ,اکتوبر,nonword,nonword,word,
ترھح,پیاس,nonword,nonword,word,
یلپ,غالبا,nonword,nonword,word,
ثزن,سگنل,nonword,nonword,word,
مکاطدہ,معیار,nonword,nonword,word,
دجاب,دوڑ,nonword,nonword,word,
گنک,شیمپین,nonword,nonword,word,
دےدیق,درد,nonword,nonword,word,
حقاخت,محبت,nonword,nonword,word,
حیرتتڑنگیز,تہوار,nonword,nonword,word,
ویر,ترتیب دینا,nonword,nonword,word,
ورمم,دھند,nonword,nonword,word,
اتت,سادہ,nonword,nonword,word,
جیجاپ شتوس,پیشاب,nonword,nonword,word,
صعضیرگنمی,مجرم,nonword,nonword,word,
فمعک,پلاسٹک,nonword,nonword,word,
پروفودل,کھلونا,nonword,nonword,word,
رطک,اہم,nonword,nonword,word,
مجصط جدمکت,لکھنا,nonword,nonword,word,
اذالت,دو کوڑی کا,nonword,nonword,word,
