"ur_cue","ur_target","type","cue_type","target_type","ur_cosine"
"اچانک","طویل","unrelated","word","word",0.152110203205184
"الہی الہی","تصدیق","unrelated","word","word",NA
"ufo","شیف","unrelated","word","word",NA
"ظلم","بیڑے","unrelated","word","word",0.106889681716116
"ہارا ہوا","وفادار","unrelated","word","word",NA
"باسکٹ بال","وعدہ","unrelated","word","word",NA
"بھاگ","بٹالین","unrelated","word","word",0.192084150240678
"انگریزی","میٹر","unrelated","word","word",0.154991282131597
"فعال","گیلا","unrelated","word","word",0.097837241923534
"ذمہ داری","کزن","unrelated","word","word",NA
"خریدنے","صبح","unrelated","word","word",0.205636916912363
"نیلامی","بدقسمتی","unrelated","word","word",0.149626958190341
"تشویش","ادب","unrelated","word","word",0.0950117304700693
"فحش","جیول","unrelated","word","word",0.180385534440176
"مالی طور پر","ہار","unrelated","word","word",NA
"بجٹ","ناخوشگوار","unrelated","word","word",0.00731538446816871
"آپریشنل","چرواہا","unrelated","word","word",0.0474210889614715
"ڈی این اے","پریمی","unrelated","word","word",NA
"آٹوگراف","مثلث","unrelated","word","word",NA
"سول","انڈہ","unrelated","word","word",0.169011884468964
"طاقت","امکان","unrelated","word","word",0.208131249421215
"چمچ","آزاد خیال","unrelated","word","word",NA
"کالونی","غیر منصفانہ","unrelated","word","word",NA
"کارنیول","بہادر","unrelated","word","word",0.128229173210369
"میل","لڑائی","unrelated","word","word",0.0941940308757167
"مستحق","بھوک لگی","unrelated","word","word",NA
"غیر معمولی","فراہم","unrelated","word","word",NA
"وضاحت","کھیل ہی کھیل میں","unrelated","word","word",NA
"اسمرتتا","قلم","unrelated","word","word",NA
"قاتل","ٹائمر","unrelated","word","word",NA
"فرش","مؤثر","unrelated","word","word",0.0782608174847701
"غیر قانونی","چوتھائی","unrelated","word","word",NA
"قبر","hiv","unrelated","word","word",0.133616216706625
"انکار","کارکن","unrelated","word","word",0.155095548975828
"زہر","شہنشاہ","unrelated","word","word",0.0932885460765256
"خودکشی","مکمل","unrelated","word","word",0.158300032438902
"کریڈٹ","کرایہ","unrelated","word","word",0.315793552012746
"سیریز","کی تعریف","unrelated","word","word",NA
"قسمت","آئین","unrelated","word","word",0.192586015100521
"محل","ھیںچو","unrelated","word","word",NA
"کاغذ","عورت","unrelated","word","word",0.17230526032403
"جرمانہ","مچھلی","unrelated","word","word",0.194233715418917
"یرغمال","دھند","unrelated","word","word",0.139890783309792
"قدر","الفا","unrelated","word","word",0.163937247980337
"اصل","علم","unrelated","word","word",0.226146629675302
"کمپنی","دسمبر","unrelated","word","word",0.220246047599977
"مافیا","تخلیقی صلاحیت","unrelated","word","word",NA
"بش","اثر","unrelated","word","word",0.142628436027372
"شو","ہارس","unrelated","word","word",0.221454135621832
"کسان","کمشنر","unrelated","word","word",0.104265818802296
"لوڈ","ووٹر","unrelated","word","word",0.163971774574032
"ملین ڈالر","مواصلات","unrelated","word","word",NA
"کافی","جاری رہے","unrelated","word","word",NA
"کپ","قالین","unrelated","word","word",0.190487045936109
"کام","ختم","unrelated","word","word",0.192078672391267
"مثالی","داخلہ","unrelated","word","word",0.158197929450321
"انتظام","اکتوبر","unrelated","word","word",0.0976319144304885
"آنکھ","غلطی","unrelated","word","word",0.195457351595454
"کبھی نہیں","ایماندار","unrelated","word","word",NA
"ریشم","عورت","unrelated","word","word",0.186089605340704
"کمانڈر","سرمایہ کاری","unrelated","word","word",NA
"بائبل","تحقیقات","unrelated","word","word",0.163066528739614
"آنسو","نیچے","unrelated","word","word",0.152535511358475
"کچھ نہیں","پیسے","unrelated","word","word",NA
"سست","شادی","unrelated","word","word",0.178060218836789
"کرایہ پر","کنکشن","unrelated","word","word",NA
"ٹیبل","رومانش","unrelated","word","word",NA
"جنرل","توجہ مرکوز","unrelated","word","word",NA
"رشتہ دار","دفاع","unrelated","word","word",NA
"سب میرین","دور","unrelated","word","word",NA
"آج","ہیمبرگر","unrelated","word","word",0.194582985578776
"صبر","طاقتور","unrelated","word","word",0.109215392910051
"عام طور پر","سپتیٹی","unrelated","word","word",NA
"ہسپتال","ٹکڑا","unrelated","word","word",0.170945929577871
"اضافہ","امریکہ","unrelated","word","word",0.184151168805917
"سافٹ ویئر","مفت","unrelated","word","word",NA
"مضبوط","تولیہ","unrelated","word","word",0.0964629559921814
"انسپکٹر","تھیٹر","unrelated","word","word",0.237910351984149
"نسل پرست","بوتل","unrelated","word","word",NA
"کمیشن","کیٹ","unrelated","word","word",0.181309215314587
"ٹور","یہ آلہ","unrelated","word","word",NA
"رابطہ","منگل کو","unrelated","word","word",NA
"یتیمریج","پریس","unrelated","word","word",NA
"عرفان","اسکول","unrelated","word","word",0.17380114661453
"کھانا کھلانا","شخصیت","unrelated","word","word",NA
"کھانا","متاثر کرنا","unrelated","word","word",NA
"گڑیا","حادثہ","unrelated","word","word",0.247383490940002
"ہڈی","بند کریں","unrelated","word","word",NA
"شوق","جنگل","unrelated","word","word",0.0841082992587013
"کھیلیں","منصوبہ بندی","unrelated","word","word",NA
"کائنات","جملہ","unrelated","word","word",0.163019862692703
"دوسری جگہ","مل","unrelated","word","word",NA
"کوشش کریں","خزاں","unrelated","word","word",NA
"تعریف","الماری","unrelated","word","word",0.126442864407153
"بنائیں","نقشہ","unrelated","word","word",0.119646223163369
"شیشے","دھوکہ","unrelated","word","word",0.190593880530912
"کتا","انفیکشن","unrelated","word","word",0.210918722811289
"مکڑی","گھٹنے","unrelated","word","word",0.242427325256391
"میٹھی","بے لوث","unrelated","word","word",NA
"پکنک","کھوپڑی","unrelated","word","word",0.24574084282469
"ٹیومر","مزاحمت","unrelated","word","word",0.13508942834833
"سبز","میئر","unrelated","word","word",0.0328016988309038
"باہر","بیوقوف","unrelated","word","word",0.193201644565738
"کیمپ","کم","unrelated","word","word",0.0468040852746334
"گاڑی","مفہوم","unrelated","word","word",0.113076954806868
"ہونٹ","جوڑتوڑ","unrelated","word","word",NA
"پیانو","بہتری","unrelated","word","word",0.159075568100107
"کلو","پیداوار","unrelated","word","word",0.236851646609167
"بجلی","سینیٹ","unrelated","word","word",0.195289813087909
"حلق","سیاستدان","unrelated","word","word",0.0478021546348359
"سزا","جوتا","unrelated","word","word",0.167719498168429
"گر","بیگ","unrelated","word","word",0.0727776340026878
"گینگ","ریستوراں","unrelated","word","word",0.207437292260662
"ڈپلومہ","بادشاہ","unrelated","word","word",0.141753519694978
"گارڈ","گرفتاری","unrelated","word","word",0.212430610388313
"قومی","شفقت","unrelated","word","word",0.0500030306237095
"کونے","گرنے","unrelated","word","word",0.248651111854097
"چومو","محبت","unrelated","word","word",NA
"موت","اعصابی","unrelated","word","word",0.242812213374954
"رائفل","نااخت","unrelated","word","word",NA
"گندی","آزمائش","unrelated","word","word",0.16849502489292
"کندھے","برطانیہ","unrelated","word","word",0.117996841456925
"باری","الٹی","unrelated","word","word",0.171108387192805
"ڈراپ","درخواست","unrelated","word","word",0.287107619489379
"گواہ","صحافی","unrelated","word","word",0.135977264956903
"بندر","بجلی","unrelated","word","word",0.0960375597106531
"سور کا گوشت","دستاویز","unrelated","word","word",NA
"صلاحیت","سیست","unrelated","word","word",NA
"ٹیبلٹ","شیطان","unrelated","word","word",0.158859758477997
"شاٹ","کیپ","unrelated","word","word",0.285310538766457
"پورٹل","احاطہ","unrelated","word","word",0.176714993071671
"ورکشاپ","شادی","unrelated","word","word",0.15484051470591
"خشک","جلدی","unrelated","word","word",0.294861274652653
"ٹونا","ایندھن","unrelated","word","word",0.176343709739764
"جسم","والد","unrelated","word","word",0.115100012536816
"چابی","وزیر","unrelated","word","word",0.126194656708044
"سکرٹ","سگنل","unrelated","word","word",NA
"جنگجو","جج","unrelated","word","word",0.187968450373382
"چیمپئن شپ","یونانی","unrelated","word","word",NA
"لڑکی","معلومات","unrelated","word","word",0.131571421830792
"لڑکے","ٹیم","unrelated","word","word",0.144949545065987
"پڑھنا","نشان","unrelated","word","word",0.117427253424685
"پڑھیں","سطح","unrelated","word","word",0.0946517971584562
"سائز","گیٹ","unrelated","word","word",0.202917566441467
"آبادی","چاقو","unrelated","word","word",0.165911783308186
"اکیلا","گوشت","unrelated","word","word",0.172196105504348
"ستم ظریفی","پکڑنے","unrelated","word","word",NA
"جھوٹ","فروخت","unrelated","word","word",0.171187648705389
"رب","بازو","unrelated","word","word",0.17593597438644
"سامان","ماہی گیری","unrelated","word","word",NA
"سارجنٹ","بازو","unrelated","word","word",0.214767880532218
"سیمینار","کھانا","unrelated","word","word",0.0495738474302478
"ٹیکسی","کارکردگی","unrelated","word","word",0.119943252033326
"مفید","ویب","unrelated","word","word",0.198110805272653
"پہاڑی","اندر","unrelated","word","word",0.158922033755271
"کیمرے","مدار","unrelated","word","word",0.178174617303928
"ماحولیات","مالی","unrelated","word","word",0.238745918755677
"اشتہارات","دروازے","unrelated","word","word",0.138891843126856
"مستقبل","رہنما","unrelated","word","word",0.158226580385164
"جائیداد","گاؤں","unrelated","word","word",0.191409235155621
"کرایہ دار","حالت","unrelated","word","word",NA
"بینکنگ","ڈرائیور","unrelated","word","word",0.212151660202146
"سکرین","احساس","unrelated","word","word",0.146303686914738
"والد صاحب","سگریٹ","unrelated","word","word",NA
"ماہر","بدقسمتی","unrelated","word","word",0.134740786214556
"شکار","جنگجو","unrelated","word","word",0.174405787197414
"تعجب","حیاتیاتی","unrelated","word","word",0.0956256386465644
"ذاتی","مظاہرہ","unrelated","word","word",0.119492734905625
"کم از کم","خطرناک","unrelated","word","word",NA
"چاپلوسی","ایکسپریس","unrelated","word","word",0.106555469979882
"تبدیل کریں","انصاف","unrelated","word","word",NA
"ارتقاء","ہڑتال","unrelated","word","word",0.0590755967492772
"اسہال","سور","unrelated","word","word",0.176089380875129
"دائرہ","دلچسپ","unrelated","word","word",0.218142946343584
"معصوم","وقفے","unrelated","word","word",0.0927165700968158
"چور","جواب","unrelated","word","word",0.144352725145069
"شارک","پوکر","unrelated","word","word",0.158939285293072
"سے نفرت","ہفتہ وار","unrelated","word","word",NA
"ٹرگر","بھاری","unrelated","word","word",NA
"محفوظ","پیکیج","unrelated","word","word",0.228549612852704
"دشمن","بیٹھے","unrelated","word","word",0.256763955607097
"اسی طرح","بحث","unrelated","word","word",NA
"مونسٹر","خوف","unrelated","word","word",0.110961875800374
"سیارے","تار","unrelated","word","word",0.247317571864089
"مرحلہ","والٹ","unrelated","word","word",0.199829781375424
"مدد","کینسر","unrelated","word","word",0.18469138664483
"سپورٹ","امیر","unrelated","word","word",0.104283754835851
