sk_cue,sk_target,type,cue_type,target_type,sk_cosine
proteín,zahrabať,unrelated,word,word,0.0998827495973626
beh,festival,unrelated,word,word,0.132369379846732
pozerať,pravdepodobný,unrelated,word,word,0.10662551804988
poľnohospodár,vydieranie,unrelated,word,word,0.0906916015240297
starosť,mutácia,unrelated,word,word,0.0450755247184665
čítanie,veľkolepý,unrelated,word,word,0.0730149653249934
oblasť,dieťa,unrelated,word,word,0.104035904913492
spustiť,voľba,unrelated,word,word,0.073194647282181
manažment,pravdepodobne,unrelated,word,word,0.137507485402806
zmluva,opýtať,unrelated,word,word,0.125120509250298
obdivovať,telefón,unrelated,word,word,0.0560065782957134
trestať,závod,unrelated,word,word,0.077422944093529
nevedomosť,alarm,unrelated,word,word,0.0780905390433408
toast,armáda,unrelated,word,word,0.107547506770846
manažér,zadarmo,unrelated,word,word,0.0931306971963433
dezert,majiteľ,unrelated,word,word,0.142728629029714
pes,zatvorenie,unrelated,word,word,0.0794828119548454
telo,finančný,unrelated,word,word,0.119436265570168
november,zmes,unrelated,word,word,0.131623802869425
priamy,klenot,unrelated,word,word,0.13632964894099
kraj,náhrdelník,unrelated,word,word,0.117692043004895
naliehavý,zapamätať,unrelated,word,word,0.0672300515373286
nikdy,zatýkať,unrelated,word,word,0.120783408691759
bomba,slávny,unrelated,word,word,0.106200602458014
mužský,úsvit,unrelated,word,word,0.13983404472206
bankový,medailón,unrelated,word,word,0.141688418456819
džungľa,zranenie,unrelated,word,word,0.145712344844676
súcitný,kresliť,unrelated,word,word,0.0577935442435155
zakryť,šialený,unrelated,word,word,0.11606648941693
pavúk,spor,unrelated,word,word,0.0540915391214449
inšpirovať,rýchlosť,unrelated,word,word,0.0816079760177669
bankér,úprimnosť,unrelated,word,word,0.0848675164114247
irónia,neustále,unrelated,word,word,0.119435269261559
sať,satelit,unrelated,word,word,0.0998466689303838
umenie,dať,unrelated,word,word,0.087555414629955
odpustenie,pilulka,unrelated,word,word,0.0697625892211399
fotoaparát,postaviť,unrelated,word,word,0.143020752848957
sekunda,tradičný,unrelated,word,word,0.0753336429045541
samovražda,signál,unrelated,word,word,0.0723399911069641
pozitívny,galaxia,unrelated,word,word,0.0524322782022331
nahnevať,vnútri,unrelated,word,word,0.134702113723586
nadprirodzený,prednáška,unrelated,word,word,0.0524697101838748
recepcia,roztomilý,unrelated,word,word,0.0722214741903959
papier,nebezpečenstvo,unrelated,word,word,0.0460094633650112
šou,námorník,unrelated,word,word,0.0883052624524336
pohľad,práca,unrelated,word,word,0.137456870406009
text,hlúposť,unrelated,word,word,0.0944926041653633
gambling,december,unrelated,word,word,0.102594150528564
kapsula,realistický,unrelated,word,word,0.0878044135714975
proces,korytnačka,unrelated,word,word,0.147405018891113
stopa,dvere,unrelated,word,word,0.126636002962249
únosca,sneh,unrelated,word,word,0.122572770391301
vlastne,zabezpečiť,unrelated,word,word,0.0546162905142994
záznam,cvičenie,unrelated,word,word,0.142347073072147
odpor,úžasný,unrelated,word,word,0.14161997005604
späť,minister,unrelated,word,word,0.0918016177585723
klebeta,väzeň,unrelated,word,word,0.103034965780616
duša,úplný,unrelated,word,word,0.105758330019579
myšlienka,zrkadlo,unrelated,word,word,0.133024928793649
prst,garáž,unrelated,word,word,0.0132686527912941
uplatniť,cintorín,unrelated,word,word,0.0922797815159931
protijed,október,unrelated,word,word,0.137704102982575
naviac,maliar,unrelated,word,word,0.0858070756729595
žiarlivý,kázeň,unrelated,word,word,0.130207469839905
invázia,vystrašiť,unrelated,word,word,0.119994449796019
washington,biologický,unrelated,word,word,0.137878781188242
lampa,hlas,unrelated,word,word,0.132308806305942
víno,tmavý,unrelated,word,word,0.118252012748187
chaos,kámo,unrelated,word,word,0.0773948094338667
brutálny,brnenie,unrelated,word,word,0.124205097745768
úmrtie,problém,unrelated,word,word,0.106057074789513
urobiť,sluha,unrelated,word,word,0.131689724545709
hniezdo,posledný,unrelated,word,word,0.130185763835552
výkon,horúčka,unrelated,word,word,0.0950680546071418
blízko,šampanské,unrelated,word,word,0.08363178947162
matka,paranormálny,unrelated,word,word,0.128086705923739
hrôza,veriť,unrelated,word,word,0.141586859186494
roztaviť,plot,unrelated,word,word,0.123427816220754
múdry,nešťastie,unrelated,word,word,0.107583399785305
rameno,krása,unrelated,word,word,0.0887014321460741
meč,jednotlivec,unrelated,word,word,0.0924313998871479
hotel,júlia,unrelated,word,word,0.125591003729133
pomaly,štátny,unrelated,word,word,0.0173273090598817
krém,večer,unrelated,word,word,0.142698941515789
skúmať,vrah,unrelated,word,word,0.121342952709315
sieť,bitka,unrelated,word,word,0.118920317835528
svedok,sklamanie,unrelated,word,word,0.093325111006067
kino,ľahký,unrelated,word,word,0.0778592798444514
zvážiť,svetlo,unrelated,word,word,0.0783463729898625
džíp,znalosť,unrelated,word,word,0.0789998347996512
nespravodlivosť,čuch,unrelated,word,word,0.10496438120616
nižší,prašný,unrelated,word,word,0.100998531344941
leto,božský,unrelated,word,word,0.076723676258244
sestra,šampionát,unrelated,word,word,0.064770035809655
mozog,podpísať,unrelated,word,word,0.0208037236474743
variť,energia,unrelated,word,word,0.105475049497731
bábätko,inšpirácia,unrelated,word,word,0.0484649833306584
tabak,kráľ,unrelated,word,word,0.116361449439048
dráma,hrubý,unrelated,word,word,0.135050199560259
zrno,ironický,unrelated,word,word,0.104607778892262
lyžica,zámer,unrelated,word,word,0.114807166841428
vírus,zákazník,unrelated,word,word,0.133848617279022
turnaj,ťahať,unrelated,word,word,0.146443666380261
článok,duch,unrelated,word,word,0.103731962578995
vytvárať,tvrdý,unrelated,word,word,0.105766187145854
výnimočný,explodovať,unrelated,word,word,0.11915464357266
senzačný,udržiavať,unrelated,word,word,0.0932330391794596
pamätník,kúpeľňa,unrelated,word,word,0.132205023270683
pyramída,súcit,unrelated,word,word,0.0867150063558238
žiť,loď,unrelated,word,word,0.129323343209353
pacient,ryba,unrelated,word,word,0.100464009486835
technický,venuša,unrelated,word,word,0.0983209496020079
narodenie,stále,unrelated,word,word,0.0882954610407662
hlad,vedec,unrelated,word,word,0.0469222820230447
moderný,tanier,unrelated,word,word,0.0570602946142566
internet,výzva,unrelated,word,word,0.0623424892878869
gesto,okolo,unrelated,word,word,0.0579654905880149
dobrý,úplne,unrelated,word,word,0.1005363855725
spoločnosť,zaujímavý,unrelated,word,word,0.0788868975675408
tisíc,dokonalý,unrelated,word,word,0.0826913154746591
niekedy,injekcia,unrelated,word,word,0.0505472414184138
formulár,odvážny,unrelated,word,word,0.0794284376253682
orchester,jašterica,unrelated,word,word,0.0915217360239836
žiariť,stroj,unrelated,word,word,0.113778373063081
milionár,prvok,unrelated,word,word,0.134970618069843
basketbal,obrad,unrelated,word,word,0.127939906790563
opica,obdobie,unrelated,word,word,0.0814334511988368
čašník,vášeň,unrelated,word,word,0.0613200457703283
vojna,nájsť,unrelated,word,word,0.0917312992171678
rakva,človek,unrelated,word,word,0.0776904873580753
technológia,krutý,unrelated,word,word,0.113833821146008
vysokoškolský,kufor,unrelated,word,word,0.111473569080983
štít,nespravodlivý,unrelated,word,word,0.137994476842704
klamať,kláštor,unrelated,word,word,0.0791723617141755
lojalita,noviny,unrelated,word,word,0.12888389125466
zjavenie,zločin,unrelated,word,word,0.134009324998195
desivý,informovať,unrelated,word,word,0.0865860460603831
naivný,týždeň,unrelated,word,word,0.0521871420783798
muž,primárny,unrelated,word,word,0.113942246632346
teraz,osudný,unrelated,word,word,0.139492146699894
vpravo,francúzsky,unrelated,word,word,0.0998462761576588
miesto,morfín,unrelated,word,word,0.0867044448959158
vidieť,epidémia,unrelated,word,word,0.117612842309971
jeden,mučenie,unrelated,word,word,0.0955229912644472
uvedomiť,ministerstvo,unrelated,word,word,0.129852546098976
prezývka,predať,unrelated,word,word,0.120128672932274
cisársky,smiech,unrelated,word,word,0.0905423569341331
vrchol,žena,unrelated,word,word,0.0688123169047987
seržant,očividne,unrelated,word,word,0.138102511111317
dynastia,povedať,unrelated,word,word,0.105330029707897
úloha,vedieť,unrelated,word,word,0.146805457929745
publom,kancelária,nonword,nonword,word,
nezentný,mikroskop,nonword,nonword,word,
fliržment,zadok,nonword,nonword,word,
horort,pravdepodobný,nonword,nonword,word,
prulo,útok,nonword,nonword,word,
hlima,signál,nonword,nonword,word,
spvať,múzeum,nonword,nonword,word,
uposkloniť,mŕtvola,nonword,nonword,word,
forvo,mesto,nonword,nonword,word,
mokaš,ťahať,nonword,nonword,word,
opusrika,telefón,nonword,nonword,word,
idiva,znížiť,nonword,nonword,word,
inžistúp,vyhrať,nonword,nonword,word,
léňom,nájom,nonword,nonword,word,
nevedochvíľ,vlk,nonword,nonword,word,
arzehľad,zdediť,nonword,nonword,word,
šovka,hodnoverný,nonword,nonword,word,
taslušník,vedec,nonword,nonword,word,
paciorkský,búrka,nonword,nonword,word,
prohvezdie,technika,nonword,nonword,word,
voksvelo,poprava,nonword,nonword,word,
vlčuk,spánok,nonword,nonword,word,
bunko,tkanivo,nonword,nonword,word,
toasog,činnosť,nonword,nonword,word,
trolka,tlak,nonword,nonword,word,
klie,október,nonword,nonword,word,
roztdión,hviezda,nonword,nonword,word,
teoi,kniha,nonword,nonword,word,
hodip,miestny,nonword,nonword,word,
srantočný,rozumný,nonword,nonword,word,
bezramptný,prednáška,nonword,nonword,word,
zatriapečenie,cestovný pas,nonword,nonword,word,
pismia,tam,nonword,nonword,word,
zdramický,cigareta,nonword,nonword,word,
ktona,limuzína,nonword,nonword,word,
paranoštrukčný,mama,nonword,nonword,word,
posál,demonštrácia,nonword,nonword,word,
chustupný,kaplnka,nonword,nonword,word,
borej,záhada,nonword,nonword,word,
jálna,negatívny,nonword,nonword,word,
vúns,vzrušený,nonword,nonword,word,
ciester,píšťalka,nonword,nonword,word,
vzbupenie,ulica,nonword,nonword,word,
vasdiktaf,večer,nonword,nonword,word,
boter,kamión,nonword,nonword,word,
narsy,skočiť,nonword,nonword,word,
blatál,oranžový,nonword,nonword,word,
sesčal,zastaviť,nonword,nonword,word,
prívlesný,výsosť,nonword,nonword,word,
štpä,motel,nonword,nonword,word,
frakíz,politický,nonword,nonword,word,
chranálny,hamburger,nonword,nonword,word,
velej,vnútri,nonword,nonword,word,
košedy,divízia,nonword,nonword,word,
susandman,vitamín,nonword,nonword,word,
otraror,postoj,nonword,nonword,word,
orm,obhajovať,nonword,nonword,word,
skratba,asistovať,nonword,nonword,word,
mália,rozvrh,nonword,nonword,word,
krlník,profesor,nonword,nonword,word,
detonáplasť,nedeľa,nonword,nonword,word,
hmoniach,výzva,nonword,nonword,word,
zvánkedy,sudca,nonword,nonword,word,
upranota,zadný,nonword,nonword,word,
ľula,zachrániť,nonword,nonword,word,
privilémstil,strieborný,nonword,nonword,word,
linsa,ventilácia,nonword,nonword,word,
bortok,zradca,nonword,nonword,word,
hreba,hmyz,nonword,nonword,word,
mekra,o,nonword,nonword,word,
opláčia,explodovať,nonword,nonword,word,
vyklý,komédia,nonword,nonword,word,
hostarci,záchranca,nonword,nonword,word,
techča,to,nonword,nonword,word,
pokrý,sen,nonword,nonword,word,
rovba,bitka,nonword,nonword,word,
cesroš,vtip,nonword,nonword,word,
plola,atentátnik,nonword,nonword,word,
hým,prísaha,nonword,nonword,word,
taráš,analýza,nonword,nonword,word,
akciámny,núdzový,nonword,nonword,word,
hrľe,peňaženka,nonword,nonword,word,
zoorstvina,slávny,nonword,nonword,word,
cisárňový,olej,nonword,nonword,word,
delismiešny,ryba,nonword,nonword,word,
vražtúra,mravec,nonword,nonword,word,
poskunka,severný,nonword,nonword,word,
cudán,dovolenka,nonword,nonword,word,
nechajro,kláštor,nonword,nonword,word,
prms,strašný,nonword,nonword,word,
nalentný,šalát,nonword,nonword,word,
poslúchčovať,vojenský,nonword,nonword,word,
blízorig,posteľ,nonword,nonword,word,
komplilých,vzdelanie,nonword,nonword,word,
charčinských,zlepšenie,nonword,nonword,word,
sedžiť,rýchlo,nonword,nonword,word,
poviaznuť,veľkolepý,nonword,nonword,word,
novemnách,všeobecne,nonword,nonword,word,
konfroncia,chôdza,nonword,nonword,word,
kavaléských,prístav,nonword,nonword,word,
zdraboda,nervózny,nonword,nonword,word,
protols,guľka,nonword,nonword,word,
stors,zvoliť,nonword,nonword,word,
storovyk,absolvent,nonword,nonword,word,
agraca,koberec,nonword,nonword,word,
mlavak,úplný,nonword,nonword,word,
ankio,romantický,nonword,nonword,word,
tanta,krása,nonword,nonword,word,
strašlina,dynamit,nonword,nonword,word,
báter,syn,nonword,nonword,word,
chrisci,väzeň,nonword,nonword,word,
pijo,overiť,nonword,nonword,word,
konštantzácia,divadlo,nonword,nonword,word,
psono,komunista,nonword,nonword,word,
jedkrývka,dôležitosť,nonword,nonword,word,
denky,plukovník,nonword,nonword,word,
ličkosť,striekačka,nonword,nonword,word,
dýchnior,desaťročie,nonword,nonword,word,
vršiel,priznať,nonword,nonword,word,
dobrostredník,naozaj,nonword,nonword,word,
natriše,spor,nonword,nonword,word,
zdvíva,cesta,nonword,nonword,word,
stluk,atlantický,nonword,nonword,word,
kratálny,majiteľ,nonword,nonword,word,
súbolest,politik,nonword,nonword,word,
liboších,písanie,nonword,nonword,word,
sobný,naháňať,nonword,nonword,word,
užíne,nezodpovedný,nonword,nonword,word,
miche,rodina,nonword,nonword,word,
doher,povesť,nonword,nonword,word,
pýteľ,pokrm,nonword,nonword,word,
kosta,hliadka,nonword,nonword,word,
idenoce,infekcia,nonword,nonword,word,
toalvem,žltá,nonword,nonword,word,
alkovich,zorganizovať,nonword,nonword,word,
káfie,ženský,nonword,nonword,word,
dukym,palec,nonword,nonword,word,
kvovied,koncentrovať,nonword,nonword,word,
dovno,fráza,nonword,nonword,word,
strepraliach,vchod,nonword,nonword,word,
pásny,jednotlivec,nonword,nonword,word,
ospranetický,sval,nonword,nonword,word,
pruj,lano,nonword,nonword,word,
dubližný,podvod,nonword,nonword,word,
oron,oceľ,nonword,nonword,word,
skonor,prvok,nonword,nonword,word,
séhol,obdobie,nonword,nonword,word,
oroptimus,slanina,nonword,nonword,word,
detolovácia,niekde,nonword,nonword,word,
zemetrasestvách,uraziť,nonword,nonword,word,
uťasať,vyhlásenie,nonword,nonword,word,
vnúhlavný,obsah,nonword,nonword,word,
faznačný,človek,nonword,nonword,word,
nádnostný,kolaps,nonword,nonword,word,
reazachsta,chytať,nonword,nonword,word,
smišta,zničenie,nonword,nonword,word,
kolóskej,heslo,nonword,nonword,word,
trálneval,špecialista,nonword,nonword,word,
anano,králik,nonword,nonword,word,
elekový,cena,nonword,nonword,word,
rozpohnak,hrad,nonword,nonword,word,
figvajne,nos,nonword,nonword,word,
hadár,herec,nonword,nonword,word,
nárenzný,krutosť,nonword,nonword,word,
autodách,dedina,nonword,nonword,word,
obšok,ženatý,nonword,nonword,word,
anšľachtický,zahrabať,nonword,nonword,word,
bronník,dôvera,nonword,nonword,word,
sklačenec,francúzsky,nonword,nonword,word,
predrávkový,solárny,nonword,nonword,word,
dvojketbal,odpovedať,nonword,nonword,word,
sexutriedny,súkromie,nonword,nonword,word,
vesnóm,pozícia,nonword,nonword,word,
vinsňa,piesok,nonword,nonword,word,
klatáč,armáda,nonword,nonword,word,
nálorný,úder,nonword,nonword,word,
ukeca,čokoláda,nonword,nonword,word,
bázsky,inteligentný,nonword,nonword,word,
vielo,ráno,nonword,nonword,word,
bareho,prápor,nonword,nonword,word,
kalinách,junior,nonword,nonword,word,
čeuch,vyšetrovať,nonword,nonword,word,
vkrumpa,kráľ,nonword,nonword,word,
vrhzia,modrina,nonword,nonword,word,
sendjou,široký,nonword,nonword,word,
vyvážechráň,flotila,nonword,nonword,word,
auvaš,voľba,nonword,nonword,word,
kokaster,alej,nonword,nonword,word,
reld,zima,nonword,nonword,word,
aidát,nepravdivý,nonword,nonword,word,
sprevený,malý,nonword,nonword,word,
hlavšina,stlačenie,nonword,nonword,word,
koráž,manželka,nonword,nonword,word,
šialenium,zámer,nonword,nonword,word,
nalentný,syndróm,nonword,nonword,word,
