"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"保守的リベラル","保守的","リベラル","related","word","word",0,NA,NA,NA,NA,NA
"保証バス","保証","バス","unrelated","word","word",0.908012885210203,NA,NA,NA,NA,NA
"保証約束","保証","約束","related","word","word",0.856480704982824,NA,NA,NA,NA,NA
"保証難尾ャンダル","保証","難尾ャンダル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"保護するキャプテル","保護する","キャプテル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"保護する構造","保護する","構造","unrelated","word","word",0,NA,NA,NA,NA,NA
"保護する防御する","保護する","防御する","related","word","word",0,NA,NA,NA,NA,NA
"信ぞファンタジー","信ぞ","ファンタジー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"信ぞモーヤ","信ぞ","モーヤ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"信頼メツ","信頼","メツ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"信頼信じる","信頼","信じる","related","word","word",0.889119921916936,NA,NA,NA,NA,NA
"信頼文明","信頼","文明","unrelated","word","word",0.846751760122398,NA,NA,NA,NA,NA
"修理する修復する","修理する","修復する","related","word","word",0,NA,NA,NA,NA,NA
"修理する博物館","修理する","博物館","unrelated","word","word",0,NA,NA,NA,NA,NA
"修理する郵市い","修理する","郵市い","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"俳しズキーウェ性","俳しズキー","ウェ性","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"俳しズキー心理学","俳しズキー","心理学","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"個人の喉の渇き","個人の","喉の渇き","unrelated","word","word",0,NA,NA,NA,NA,NA
"個人の親密な","個人の","親密な","related","word","word",0,NA,NA,NA,NA,NA
"個人の陛上卿","個人の","陛上卿","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"個性センシティブ","個性","センシティブ","unrelated","word","word",0,NA,NA,NA,NA,NA
"個性性格","個性","性格","related","word","word",0,NA,NA,NA,NA,NA
"個性歯礼ぬ","個性","歯礼ぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"候浦た可能性","候浦た","可能性","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"候浦た屏見会","候浦た","屏見会","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"候補者ヴィネル","候補者","ヴィネル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"候補者心地よい","候補者","心地よい","unrelated","word","word",0,NA,NA,NA,NA,NA
"候補者有権者","候補者","有権者","related","word","word",0,NA,NA,NA,NA,NA
"値するふさわしい","値する","ふさわしい","related","word","word",0,NA,NA,NA,NA,NA
"値する専門家","値する","専門家","unrelated","word","word",0,NA,NA,NA,NA,NA
"値する控わ骨","値する","控わ骨","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"偉法かわイトレヌ","偉法","かわイトレヌ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"偉法完璧な","偉法","完璧な","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"偏ぢコニャック","偏ぢ","コニャック","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"偏ぢど丘","偏ぢ","ど丘","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"健てポが","健て","ポが","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"健て明らかに","健て","明らかに","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"健康な大目に見る","健康な","大目に見る","unrelated","word","word",0,NA,NA,NA,NA,NA
"健康な正常な","健康な","正常な","related","word","word",0,NA,NA,NA,NA,NA
"健康な珍竂ギ","健康な","珍竂ギ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"健康フレンドリー","健康","フレンドリー","unrelated","word","word",0.808325646647712,NA,NA,NA,NA,NA
"健康友庭路","健康","友庭路","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"健康教育","健康","教育","related","word","word",0.876536143883546,NA,NA,NA,NA,NA
"側難呼きへ","側難呼","きへ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"側難呼パーティ","側難呼","パーティ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"偶然わざと","偶然","わざと","related","word","word",0.816034694072844,NA,NA,NA,NA,NA
"偶然元の場所に戻る","偶然","元の場所に戻る","unrelated","word","word",0,NA,NA,NA,NA,NA
"偶然垓家","偶然","垓家","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"偽烝点","偽","烝点","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"偽閉鎖","偽","閉鎖","unrelated","word","word",0.794806736190543,NA,NA,NA,NA,NA
"偽間違い","偽","間違い","related","word","word",0.813013569021021,NA,NA,NA,NA,NA
"傭丘なあた","傭丘な","あた","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"傭丘な整頓する","傭丘な","整頓する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"傭兵帘固","傭兵","帘固","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"傭兵暗殺者","傭兵","暗殺者","related","word","word",0.747539606039469,NA,NA,NA,NA,NA
"傭兵爆薬","傭兵","爆薬","unrelated","word","word",0.788601586242384,NA,NA,NA,NA,NA
"傷けが","傷","けが","related","word","word",0.914331864710001,NA,NA,NA,NA,NA
"傷スクン","傷","スクン","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"傷悲劇的な","傷","悲劇的な","unrelated","word","word",0,NA,NA,NA,NA,NA
"僧侶エレガント","僧侶","エレガント","unrelated","word","word",0,NA,NA,NA,NA,NA
"僧侶神父","僧侶","神父","related","word","word",0.959422470669272,NA,NA,NA,NA,NA
"僧侶貨易ター","僧侶","貨易ター","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"儀式マッサージ","儀式","マッサージ","unrelated","word","word",0.878626776430716,NA,NA,NA,NA,NA
"儀式工暢キ","儀式","工暢キ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"儀式式典","儀式","式典","related","word","word",0.806396871782367,NA,NA,NA,NA,NA
"優そ口的","優そ","口的","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"優そ送る","優そ","送る","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"優秀なクライアデ","優秀な","クライアデ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"優秀なすごい","優秀な","すごい","related","word","word",0.96405226559126,NA,NA,NA,NA,NA
"優秀な近々","優秀な","近々","unrelated","word","word",0.895678611128193,NA,NA,NA,NA,NA
"允観め作家","允観め","作家","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"允観め旅位","允観め","旅位","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"元璧めとビデオ","元璧めと","ビデオ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"元璧めとマイヤ","元璧めと","マイヤ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"兄出放射線","兄出","放射線","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"兄出欺嘉","兄出","欺嘉","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"充中ーターセンチメートル","充中ーター","センチメートル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"充中ーター団以","充中ーター","団以","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"兆路研矩献身","兆路研矩","献身","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"兆路研矩芯実","兆路研矩","芯実","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"兎宇禍農な傲慢","兎宇禍農な","傲慢","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"兎宇禍農な反惟","兎宇禍農な","反惟","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"入る後ろ","入る","後ろ","unrelated","word","word",0.966195390732585,NA,NA,NA,NA,NA
"入る成か","入る","成か","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"入る行く","入る","行く","related","word","word",0.98390373448402,NA,NA,NA,NA,NA
"入れ墨傷跡","入れ墨","傷跡","related","word","word",0.634109627582225,NA,NA,NA,NA,NA
"入れ墨庭き","入れ墨","庭き","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"入れ墨青色","入れ墨","青色","unrelated","word","word",0.948771464079356,NA,NA,NA,NA,NA
"全体のウェイトレス","全体の","ウェイトレス","unrelated","word","word",0,NA,NA,NA,NA,NA
"全体のクル","全体の","クル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"全体の完全な","全体の","完全な","related","word","word",0,NA,NA,NA,NA,NA
"全券喧嘩","全券","喧嘩","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"全券案帝","全券","案帝","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"全国グローバル","全国","グローバル","related","word","word",0.861916097687834,NA,NA,NA,NA,NA
"全国土ぬろ","全国","土ぬろ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"全国靴","全国","靴","unrelated","word","word",0.815936612029062,NA,NA,NA,NA,NA
"公平なお際","公平な","お際","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"公平な地図","公平な","地図","unrelated","word","word",0,NA,NA,NA,NA,NA
"公平な理にかなった","公平な","理にかなった","related","word","word",0,NA,NA,NA,NA,NA
"公貼なその近約","公貼な","その近約","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"公貼な治療する","公貼な","治療する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"六月七月","六月","七月","related","word","word",0.917404786450424,NA,NA,NA,NA,NA
"六月残酷","六月","残酷","unrelated","word","word",0,NA,NA,NA,NA,NA
"六月結紺ち","六月","結紺ち","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"兮仏碌右ノノ者","兮仏碌右","ノノ者","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"兮仏碌右行う","兮仏碌右","行う","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"兵土ピリンジャライク","兵土ピリン","ジャライク","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"兵土ピリン正直","兵土ピリン","正直","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"兵士アクティビティ","兵士","アクティビティ","unrelated","word","word",0,NA,NA,NA,NA,NA
"兵士武士","兵士","武士","related","word","word",0.66103247679701,NA,NA,NA,NA,NA
"兵士責み","兵士","責み","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"典型的クラシック","典型的","クラシック","related","word","word",0,NA,NA,NA,NA,NA
"典型的ろ恐","典型的","ろ恐","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"典型的三","典型的","三","unrelated","word","word",0,NA,NA,NA,NA,NA
"兼虚バス","兼虚","バス","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"兼虚冬え者","兼虚","冬え者","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"内部のジュース","内部の","ジュース","unrelated","word","word",0,NA,NA,NA,NA,NA
"内部のハンべ","内部の","ハンべ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"内部の外部の","内部の","外部の","related","word","word",0,NA,NA,NA,NA,NA
"円三角形","円","三角形","related","word","word",0.708499684731551,NA,NA,NA,NA,NA
"円合ほ","円","合ほ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"円形その周り","円形","その周り","related","word","word",0,NA,NA,NA,NA,NA
"円形借り断","円形","借り断","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"円形歯","円形","歯","unrelated","word","word",0,NA,NA,NA,NA,NA
"円銀河","円","銀河","unrelated","word","word",0.690399407565716,NA,NA,NA,NA,NA
"再部ゆ本当","再部ゆ","本当","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"再部ゆ磁悠","再部ゆ","磁悠","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"冒子ージャーすばらしい","冒子ージャー","すばらしい","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"冒子ージャー鳶委","冒子ージャー","鳶委","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"最初偏隼ーク","最初","偏隼ーク","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"最初最後","最初","最後","related","word","word",0.849386853598739,NA,NA,NA,NA,NA
"最初怒らせる","最初","怒らせる","unrelated","word","word",0,NA,NA,NA,NA,NA
"最小最大","最小","最大","related","word","word",0.920164455421655,NA,NA,NA,NA,NA
"最小熊疼","最小","熊疼","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"最小癌","最小","癌","unrelated","word","word",0.917302804588968,NA,NA,NA,NA,NA
"最後にキャップ","最後に","キャップ","unrelated","word","word",0.78897279935272,NA,NA,NA,NA,NA
"最後に最終的に","最後に","最終的に","related","word","word",0.944968981524404,NA,NA,NA,NA,NA
"最後に唄北レ","最後に","唄北レ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"最後のノチ","最後の","ノチ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"最後のプロトコル","最後の","プロトコル","unrelated","word","word",0.885304334975542,NA,NA,NA,NA,NA
"最後の最終的な","最後の","最終的な","related","word","word",0,NA,NA,NA,NA,NA
"写えにちは流重","写えにちは","流重","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"写えにちは蟻","写えにちは","蟻","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"冥も秘外科手術","冥も秘","外科手術","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"冥も秘考閏","冥も秘","考閏","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"冷れルモ召公","冷れ","ルモ召公","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"冷れ製造","冷れ","製造","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"処里すにシリンジ","処里すに","シリンジ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"処里すにる食お","処里すに","る食お","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"出口入口","出口","入口","related","word","word",0.858753608235447,NA,NA,NA,NA,NA
"出口段貨","出口","段貨","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"出口結婚","出口","結婚","unrelated","word","word",0.819240260436905,NA,NA,NA,NA,NA
"出席スパゲッティ","出席","スパゲッティ","unrelated","word","word",0,NA,NA,NA,NA,NA
"出席タタ","出席","タタ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"出席欠席","出席","欠席","related","word","word",0,NA,NA,NA,NA,NA
"出来事事件","出来事","事件","related","word","word",0.795752481776639,NA,NA,NA,NA,NA
"出来事結語家","出来事","結語家","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"出来事表面","出来事","表面","unrelated","word","word",0.622965093390864,NA,NA,NA,NA,NA
"刀り新密なも","刀り","新密なも","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"刀り気味の悪い","刀り","気味の悪い","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"刀期ットタタ","刀期ット","タタ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"刀期ット外部の","刀期ット","外部の","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"分析者ちょ","分析者","ちょ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"分析者捜査官","分析者","捜査官","related","word","word",0,NA,NA,NA,NA,NA
"分析者起動する","分析者","起動する","unrelated","word","word",0,NA,NA,NA,NA,NA
"切手キャンドル","切手","キャンドル","unrelated","word","word",0.751822323833633,NA,NA,NA,NA,NA
"切手コッ","切手","コッ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"切手サイン","切手","サイン","related","word","word",0.696566769461405,NA,NA,NA,NA,NA
"刈摂ぬ嶷ね","刈摂ぬ","嶷ね","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"刈摂ぬ玉ねぎ","刈摂ぬ","玉ねぎ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"刑罰培屋シャ悟","刑罰","培屋シャ悟","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"刑罰恐喝","刑罰","恐喝","unrelated","word","word",0.94518359717174,NA,NA,NA,NA,NA
"刑罰投獄","刑罰","投獄","related","word","word",0,NA,NA,NA,NA,NA
"列動殺じケーシ","列動","殺じケーシ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"列動行為","列動","行為","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"利益ピク","利益","ピク","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"利益所得","利益","所得","related","word","word",0.839241029892219,NA,NA,NA,NA,NA
"利益書いている","利益","書いている","unrelated","word","word",0,NA,NA,NA,NA,NA
"到着ゲイ","到着","ゲイ","unrelated","word","word",0.425581720350598,NA,NA,NA,NA,NA
"到着する不快な","到着する","不快な","unrelated","word","word",0,NA,NA,NA,NA,NA
"到着する昨家も","到着する","昨家も","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"到着する来る","到着する","来る","related","word","word",0,NA,NA,NA,NA,NA
"到着作日こ","到着","作日こ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"到着出発","到着","出発","related","word","word",0.361826968896053,NA,NA,NA,NA,NA
"制御する操作する","制御する","操作する","related","word","word",0,NA,NA,NA,NA,NA
"制御する検察官","制御する","検察官","unrelated","word","word",0,NA,NA,NA,NA,NA
"制御する軽し","制御する","軽し","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"刷微みらお店","刷微みら","お店","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"刷微みら伶にり","刷微みら","伶にり","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"刻兵でいなスミョーセンマ","刻兵でいな","スミョーセンマ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"刻兵でいな女の子","刻兵でいな","女の子","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"刾りたよび","刾り","たよび","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"刾り理にかなった","刾り","理にかなった","nonword","nonword","word",NA,NA,NA,NA,NA,NA
