sl_cue,sl_target,type,cue_type,target_type,sl_cosine
pacifik,ustava,unrelated,word,word,0.132355764343279
sladica,lastnik,unrelated,word,word,0.0651172202477402
pes,zaprtje,unrelated,word,word,0.089415990464062
general,največ,unrelated,word,word,0.105079228284261
telo,finančen,unrelated,word,word,
rodeo,izboljšava,unrelated,word,word,0.127879866564906
greh,rojstni dan,unrelated,word,word,
zvestoba,film,unrelated,word,word,0.140489350196993
okraj,ogrlica,unrelated,word,word,0.117708905873254
nikoli,aretirati,unrelated,word,word,0.115169970953385
bomba,slaven,unrelated,word,word,0.11075181068997
lažen,eksplozija,unrelated,word,word,0.146020290125819
moški,zora,unrelated,word,word,0.131274414276559
bančništvo,medaljon,unrelated,word,word,0.080891818606699
duhovit,vojaški,unrelated,word,word,0.117048786802042
sočuten,risati,unrelated,word,word,0.118231883492772
pokriti,nor,unrelated,word,word,0.042597295556211
laskati se,znesek,unrelated,word,word,
sprememba,četrti,unrelated,word,word,0.0553370355305787
navdihniti,hitrost,unrelated,word,word,0.0613484646577537
bančnik,poštenost,unrelated,word,word,0.0883393387103236
ironija,nenehno,unrelated,word,word,0.106403642549226
sesanje,satelit,unrelated,word,word,0.0596348736425025
umetnost,postaviti,unrelated,word,word,0.119960355104326
odpuščanje,pastila,unrelated,word,word,
kamera,graditi,unrelated,word,word,0.109793912929345
sekunda,tradicionalen,unrelated,word,word,0.0572447329940344
raketa,žena,unrelated,word,word,0.136899552509571
samomor,signal,unrelated,word,word,0.132828141493757
pozitiven,galaksija,unrelated,word,word,0.0896116767316758
priseči,omaka,unrelated,word,word,0.120460978067627
žaliti,notri,unrelated,word,word,0.101267752050618
planet,govoriti,unrelated,word,word,0.115381838170948
nadnaraven,predavanje,unrelated,word,word,0.13415357593979
papir,nevarnost,unrelated,word,word,0.0406793270731258
prebivalstvo,rop,unrelated,word,word,0.138956026471497
predstava,mornar,unrelated,word,word,0.0694228736685775
pogled,delo,unrelated,word,word,0.109309070784223
besedilo,neumnost,unrelated,word,word,0.137013605418364
kockanje,december,unrelated,word,word,0.135240997339272
kapsula,realističen,unrelated,word,word,0.0688123739855041
proces,želva,unrelated,word,word,0.0813859258624779
dokazilo,vrata,unrelated,word,word,0.0872999550997932
ugrabitelj,sneg,unrelated,word,word,0.114505020643164
popraviti,muzej,unrelated,word,word,0.130150849666706
odpor,izvrstno,unrelated,word,word,0.133795848282745
nazaj,minister,unrelated,word,word,0.125499336961259
govorice,zapornik,unrelated,word,word,0.131762539246467
duša,popoln,unrelated,word,word,0.127517775554551
komentar,brat,unrelated,word,word,0.136845657597667
najstniški,navdušen,unrelated,word,word,0.144770118246309
ideja,ogledalo,unrelated,word,word,0.0339037610069761
prst,garaža,unrelated,word,word,0.0641101935784738
nanesti,pokopališče,unrelated,word,word,0.0709534589230144
protistrup,oktober,unrelated,word,word,0.124244567348528
afrika,kisik,unrelated,word,word,0.119462613870255
ljubosumen,pridiga,unrelated,word,word,0.115758332718412
washington,biološki,unrelated,word,word,0.102390885410791
vlak,trikotnik,unrelated,word,word,0.120403998269801
svetilka,glas,unrelated,word,word,0.0809742020009575
vino,temen,unrelated,word,word,0.149278137922376
kaos,model,unrelated,word,word,0.133237263030787
brutalen,oklep,unrelated,word,word,0.145990861184747
smrt,problem,unrelated,word,word,0.0544609863516186
narediti,služabnik,unrelated,word,word,0.079689365652356
gnezdo,zadnji,unrelated,word,word,0.0493372764644347
blizu,šampanjec,unrelated,word,word,0.0320202550434517
mati,paranormalen,unrelated,word,word,0.14325117744562
pomorski,brisača,unrelated,word,word,0.128251278917458
topiti se,ograja,unrelated,word,word,
pameten,nezgoda,unrelated,word,word,0.149362570162101
ljubica,delec,unrelated,word,word,0.0331175655770826
fizika,sprehod,unrelated,word,word,0.100594733725132
hotel,Julija,unrelated,word,word,
počasno,država,unrelated,word,word,0.0797856146882502
krema,večer,unrelated,word,word,0.134925029555136
raziskava,morilec,unrelated,word,word,0.0844804611463588
simptom,vas,unrelated,word,word,0.0943470948890083
omrežje,pretep,unrelated,word,word,0.111178316864261
priča,razočaranje,unrelated,word,word,0.125437868762634
kaj,upraven,unrelated,word,word,
upoštevati,svetloba,unrelated,word,word,0.0958130111107961
žalosten,oddajnik,unrelated,word,word,0.110790156050462
džip,znanje,unrelated,word,word,0.0624021991824606
nepravičnost,vonj,unrelated,word,word,0.128602942477249
nižji,prašen,unrelated,word,word,0.13994908822075
poletje,božanski,unrelated,word,word,0.032766418892771
danes,praktično,unrelated,word,word,0.0732174341933849
sestra,prvenstvo,unrelated,word,word,0.0756382433105463
možgani,znak,unrelated,word,word,0.0502838760394802
tekmovanje,prisega,unrelated,word,word,0.0597028009457845
kuhar,energija,unrelated,word,word,0.0941908449048843
tobak,kralj,unrelated,word,word,0.138235570994532
drama,debel,unrelated,word,word,0.10320518834097
profil,ocean,unrelated,word,word,0.136011263612438
žito,ironičen,unrelated,word,word,0.0121372556461822
odpadki,normalen,unrelated,word,word,0.0700630623734666
virus,stranka,unrelated,word,word,0.0935707259326735
lep,sodnik,unrelated,word,word,0.0945560945091769
turnir,vleči,unrelated,word,word,0.134649742458318
članek,duh,unrelated,word,word,0.0628039273789955
izjemen,eksplodirati,unrelated,word,word,0.100173073205245
dramatičen,paket,unrelated,word,word,0.112161689863346
škorenj,pomočnik,unrelated,word,word,0.14706354703812
senzacionalen,vzdrževati,unrelated,word,word,0.0951844543928918
piramida,sočutje,unrelated,word,word,0.0459078330693698
živeti,ladja,unrelated,word,word,0.137891251756081
glas,odobritev,unrelated,word,word,0.0784880820929921
lezbijka,lokacija,unrelated,word,word,0.146147594666128
idealen,pesem,unrelated,word,word,0.0642683305542498
rojstvo,še,unrelated,word,word,0.149635405896293
lakota,znanstvenik,unrelated,word,word,0.0963449720335969
moderen,krožnik,unrelated,word,word,0.0823507107921493
internet,izziv,unrelated,word,word,0.117997621340571
gesta,okoli,unrelated,word,word,-0.014334308363909
dober,popolnoma,unrelated,word,word,0.0905699920140833
podjetje,zanimivo,unrelated,word,word,0.143030731306892
bencin,fizičen,unrelated,word,word,0.124324860614481
tisoč,popolen,unrelated,word,word,0.0748062478226183
včasih,injekcija,unrelated,word,word,0.109943962183858
oblika,pogumen,unrelated,word,word,0.0294361343524501
načrt,prijateljski,unrelated,word,word,0.11798662180653
orkester,kuščar,unrelated,word,word,0.0871829656079145
milijonar,element,unrelated,word,word,0.149927924201237
košarka,obred,unrelated,word,word,0.121076891985302
opica,obdobje,unrelated,word,word,0.0455128781667646
natakar,strast,unrelated,word,word,0.138155805872899
vojna,najti,unrelated,word,word,0.0915673964440905
krsta,človek,unrelated,word,word,0.126490982527533
trpinčenje,pomemben,unrelated,word,word,0.148789782545683
fakulteta,kovček,unrelated,word,word,0.147041723936613
ščit,krivičen,unrelated,word,word,0.132291722249825
laž,ženski samostan,unrelated,word,word,
zvestoba,časopis,unrelated,word,word,0.0963439718584867
begunec,gor,unrelated,word,word,0.0796445719043728
strašljivo,obveščati,unrelated,word,word,0.0912629213557647
naiven,teden,unrelated,word,word,0.120961565167576
zdaj,usoden,unrelated,word,word,0.14852809770516
kraj,morfij,unrelated,word,word,0.107762912246407
videti,epidemija,unrelated,word,word,0.1155460136705
ena,mučenje,unrelated,word,word,0.122141041219674
zavedati se,ministrstvo,unrelated,word,word,
vzdevek,prodati,unrelated,word,word,0.135798334886807
vrh,ženska,unrelated,word,word,0.0803896383273878
narednik,očitno,unrelated,word,word,0.122389489475085
dinastija,povedati,unrelated,word,word,0.0653801487657263
naloga,vedeti,unrelated,word,word,0.116581988622412
dvd,tisto,unrelated,word,word,0.0963284979836408
tretji,delati,unrelated,word,word,0.077665242621042
eleca,koncert,nonword,nonword,word,
hrbteviden,vilica,nonword,nonword,word,
ugrahati,ptica,nonword,nonword,word,
smedeš,truplo,nonword,nonword,word,
njemon,vleči,nonword,nonword,word,
podjanec,ugled,nonword,nonword,word,
koražiti,investirati,nonword,nonword,word,
ustrezorilo,odpustitev,nonword,nonword,word,
movan,žeja,nonword,nonword,word,
nol,biološki,nonword,nonword,word,
kotistič,tri,nonword,nonword,word,
zlovo,kralj,nonword,nonword,word,
afražnost,denarnica,nonword,nonword,word,
avtenje,prostovoljno,nonword,nonword,word,
proša,hraniti,nonword,nonword,word,
kazljavati,zunanji,nonword,nonword,word,
inžeslom,motor,nonword,nonword,word,
arsestvo,kupec,nonword,nonword,word,
nevenca,dodatno,nonword,nonword,word,
frila,spektakularen,nonword,nonword,word,
konjačba,usoden,nonword,nonword,word,
pacišmar,štab,nonword,nonword,word,
teklje,negativen,nonword,nonword,word,
voljalo,vera,nonword,nonword,word,
smak,aretirati,nonword,nonword,word,
cerena,asistirati,nonword,nonword,word,
debim,trebušen,nonword,nonword,word,
orkeglje,omara,nonword,nonword,word,
kluza,odbor,nonword,nonword,word,
zgrudijon,povedati,nonword,nonword,word,
regimež,klasičen,nonword,nonword,word,
suprovec,mama,nonword,nonword,word,
zrina,vlada,nonword,nonword,word,
noraž,sposobnost,nonword,nonword,word,
anžeza,lizanje,nonword,nonword,word,
nositmija,svetoven,nonword,nonword,word,
bamijski,uporabiti,nonword,nonword,word,
posekt,graditi,nonword,nonword,word,
mnina,območje,nonword,nonword,word,
šaklad,uiti,nonword,nonword,word,
groj,avtoriteta,nonword,nonword,word,
botik,jutro,nonword,nonword,word,
trevenje,opremiti,nonword,nonword,word,
grizda,visokost,nonword,nonword,word,
svike,nepričakovano,nonword,nonword,word,
bikravja,šola,nonword,nonword,word,
prpol,morilec,nonword,nonword,word,
vaston,čast,nonword,nonword,word,
žeg,izsiljevati,nonword,nonword,word,
kriri,hladen,nonword,nonword,word,
hus,enostavno,nonword,nonword,word,
zaškalati,limuzina,nonword,nonword,word,
sesila,watson,nonword,nonword,word,
sorogatnež,skrivnost,nonword,nonword,word,
zvemenit,za vedno,nonword,nonword,word,
tažo,verjeti,nonword,nonword,word,
karoraben,stavba,nonword,nonword,word,
gačjaj,izziv,nonword,nonword,word,
lebja,mikrofon,nonword,nonword,word,
atla,ulica,nonword,nonword,word,
ekraska,najem,nonword,nonword,word,
kalojšen,vas,nonword,nonword,word,
rinc,kavboj,nonword,nonword,word,
tlavo,lev,nonword,nonword,word,
vzbudica,duhovnik,nonword,nonword,word,
tamula,sedeti,nonword,nonword,word,
škokraj,skupina,nonword,nonword,word,
prestapstvo,jesen,nonword,nonword,word,
nargija,občinstvo,nonword,nonword,word,
ukla,pripraviti,nonword,nonword,word,
glonek,denar,nonword,nonword,word,
detonučje,obljuba,nonword,nonword,word,
ognjevilegij,hvala,nonword,nonword,word,
blesen,podjetnik,nonword,nonword,word,
obodnost,intimen,nonword,nonword,word,
občeskovati,umreti,nonword,nonword,word,
milosa,običajen,nonword,nonword,word,
protisaljon,zaprtje,nonword,nonword,word,
mosluhni,gozd,nonword,nonword,word,
voderski,poznati,nonword,nonword,word,
treboven,izboljšava,nonword,nonword,word,
polobljenca,običajno,nonword,nonword,word,
škortih,miren,nonword,nonword,word,
črpeska,preiskovati,nonword,nonword,word,
vintev,meso,nonword,nonword,word,
ulince,hamburger,nonword,nonword,word,
krir,medalja,nonword,nonword,word,
katolistjem,političen,nonword,nonword,word,
pem,palec,nonword,nonword,word,
tokre,goljufija,nonword,nonword,word,
najbah,zahteva,nonword,nonword,word,
živrež,korporacija,nonword,nonword,word,
oprotura,znanost,nonword,nonword,word,
tisnjen,običajno,nonword,nonword,word,
zveba,analiza,nonword,nonword,word,
tkum,nos,nonword,nonword,word,
sladpah,satelit,nonword,nonword,word,
podkupčnica,koleno,nonword,nonword,word,
obmoštvo,prestol,nonword,nonword,word,
dotnije,jajce,nonword,nonword,word,
telbam,dinamit,nonword,nonword,word,
paranostnež,prezračevanje,nonword,nonword,word,
telejota,prisega,nonword,nonword,word,
bezela,volitve,nonword,nonword,word,
nenavabljen,tekoče,nonword,nonword,word,
dukončen,dno,nonword,nonword,word,
trdanati,specialist,nonword,nonword,word,
rapravna,zven,nonword,nonword,word,
pobrazba,še,nonword,nonword,word,
kdajizu,šampanjec,nonword,nonword,word,
gord,zajec,nonword,nonword,word,
komplišnjo,televizija,nonword,nonword,word,
tuh,prsni koš,nonword,nonword,word,
knjiletje,tragičen,nonword,nonword,word,
novemnost,lobanja,nonword,nonword,word,
akričen,časopis,nonword,nonword,word,
obetje,stroj,nonword,nonword,word,
zvomet,rim,nonword,nonword,word,
snovar,žica,nonword,nonword,word,
kružba,splet,nonword,nonword,word,
operabljen,mehanski,nonword,nonword,word,
zgraboda,žena,nonword,nonword,word,
prokser,pomočnik,nonword,nonword,word,
gotošča,brizgalka,nonword,nonword,word,
arp,hladen,nonword,nonword,word,
veres,plamen,nonword,nonword,word,
vzada,včeraj,nonword,nonword,word,
uhent,orožarna,nonword,nonword,word,
trusmrti,špageti,nonword,nonword,word,
svenk,signal,nonword,nonword,word,
ditravma,ljubimec,nonword,nonword,word,
produpnik,delo,nonword,nonword,word,
pogodnji,risati,nonword,nonword,word,
okrema,nežen,nonword,nonword,word,
ščeta,zaprt,nonword,nonword,word,
slelati,značaj,nonword,nonword,word,
posemno,jeklo,nonword,nonword,word,
ukvarjaviti,nedelja,nonword,nonword,word,
pozij,element,nonword,nonword,word,
dobiznis,manipulirati,nonword,nonword,word,
dokašelj,cesar,nonword,nonword,word,
magen,morfij,nonword,nonword,word,
fugnu,mornarica,nonword,nonword,word,
kratel,pretep,nonword,nonword,word,
puščarka,volivec,nonword,nonword,word,
velihtnost,heroin,nonword,nonword,word,
odgovočje,pritisk,nonword,nonword,word,
dobrodelegram,zadosten,nonword,nonword,word,
ponitev,preživeti,nonword,nonword,word,
dodro,sonce,nonword,nonword,word,
diater,poceni,nonword,nonword,word,
slikrhati,razumen,nonword,nonword,word,
nočnamizje,skakati,nonword,nonword,word,
grst,šport,nonword,nonword,word,
poderoč,tisto,nonword,nonword,word,
ščan,zakopati,nonword,nonword,word,
zvezrt,ples,nonword,nonword,word,
govem,odnos,nonword,nonword,word,
memon,torek,nonword,nonword,word,
zarječ,realističen,nonword,nonword,word,
smodrama,torba,nonword,nonword,word,
zabin,resničen,nonword,nonword,word,
nemovključe,proizvajati,nonword,nonword,word,
posetiški,majoneza,nonword,nonword,word,
bolga,narod,nonword,nonword,word,
izkrovati,predavanje,nonword,nonword,word,
povrov,izdelek,nonword,nonword,word,
zlaba,uloviti,nonword,nonword,word,
modben,dolžnost,nonword,nonword,word,
magnil,vprašati,nonword,nonword,word,
zuk,motiti,nonword,nonword,word,
buhtor,skupnost,nonword,nonword,word,
dinasmica,računalnik,nonword,nonword,word,
coč,diplomant,nonword,nonword,word,
preprotno,ustaviti,nonword,nonword,word,
ustvarjonar,vzdržljiv,nonword,nonword,word,
kundra,brisača,nonword,nonword,word,
seznica,legenda,nonword,nonword,word,
organjač,operacija,nonword,nonword,word,
opisniti,jedrski,nonword,nonword,word,
poščica,lačen,nonword,nonword,word,
lažet,revija,nonword,nonword,word,
delij,tornado,nonword,nonword,word,
čudovično,roka,nonword,nonword,word,
realnija,popoln,nonword,nonword,word,
kolonetracija,minus,nonword,nonword,word,
dnevneval,verjetno,nonword,nonword,word,
pornozaver,preiskovalec,nonword,nonword,word,
bančnitelj,funkcionalen,nonword,nonword,word,
finalitično,namigovati,nonword,nonword,word,
proraskat,lepota,nonword,nonword,word,
končar,kapela,nonword,nonword,word,
prvolen,sporočilo,nonword,nonword,word,
pomonast,kravata,nonword,nonword,word,
mrakočina,adrenalin,nonword,nonword,word,
ovistati,halucinacija,nonword,nonword,word,
valka,zapomniti,nonword,nonword,word,
avtošnja,edinstven,nonword,nonword,word,
angležalka,pivo,nonword,nonword,word,
topreti,luknja,nonword,nonword,word,
vesofon,rezati,nonword,nonword,word,
delaviteljica,arhitekt,nonword,nonword,word,
tragijka,pesem,nonword,nonword,word,
sanda,smešen,nonword,nonword,word,
jast,steklenica,nonword,nonword,word,
jevec,nebeško,nonword,nonword,word,
zvočina,voznik,nonword,nonword,word,
rabno,krivičen,nonword,nonword,word,
držaljen,prah,nonword,nonword,word,
dlep,bogat,nonword,nonword,word,
zarilika,nevihta,nonword,nonword,word,
nal,sporazum,nonword,nonword,word,
opigma,zabava,nonword,nonword,word,
bencelj,nogomet,nonword,nonword,word,
pogonkati,besedna zveza,nonword,nonword,word,
džunija,poroka,nonword,nonword,word,
