"lt_cue","lt_target","type","cue_type","target_type","lt_cosine"
"nevykęs","asmenybė","unrelated","word","word",0.18923745200484
"tiesiog","normalus","unrelated","word","word",0.215098493199546
"gimdymas","priešingai","unrelated","word","word",0.128753400471804
"staiga","pasivaikščiojimas","unrelated","word","word",0.184515155895863
"anoniminis","gailestingumas","unrelated","word","word",0.212410348222348
"noras","juoda","unrelated","word","word",0.0958184071983092
"sveikas","organizuoti","unrelated","word","word",0.0835806745932001
"audinys","manipuliuokite","unrelated","word","word",NA
"burna","pakanka","unrelated","word","word",0.14396943927376
"pergalė","asistentas","unrelated","word","word",0.0769815811923943
"nevykėlis","vis dar","unrelated","word","word",NA
"nuogas","paskola","unrelated","word","word",0.057142519700628
"visada","uniforma","unrelated","word","word",0.170222212537082
"samdyti","cirkas","unrelated","word","word",0.219533695084207
"nuomininkas","suprasti","unrelated","word","word",0.0701423309199927
"duroninis","akivaizdu","unrelated","word","word",NA
"įspūdingas","greitai greitai","unrelated","word","word",NA
"jaunikis","tyrėjas","unrelated","word","word",0.256531519451035
"paveikslėlis","tikras","unrelated","word","word",NA
"švarus","moteris","unrelated","word","word",0.121649362771561
"taškas","vėdinimas","unrelated","word","word",NA
"nuodėmė","vanilė","unrelated","word","word",NA
"siurprizas","televizija","unrelated","word","word",0.209794534957808
"drąsa","atsakymas","unrelated","word","word",0.212445920919445
"nuodų","kaimas","unrelated","word","word",0.134898646185991
"pirštu","sustabdyti","unrelated","word","word",0.0981055250594899
"tuna","keista","unrelated","word","word",0.17635459803139
"žalias","elegantiškas","unrelated","word","word",0.251291466559727
"planeta","iššūkis","unrelated","word","word",0.161688393275068
"organizuoti","meras","unrelated","word","word",0.168294228814146
"terminalas","nuomotojas","unrelated","word","word",NA
"pride","valgyti","unrelated","word","word",NA
"paauglys","saugoma","unrelated","word","word",0.130679902525151
"bėga","darbuotojas","unrelated","word","word",0.105806863204265
"monstras","praktiškai","unrelated","word","word",0.207248425448845
"padavėjas","nežinoma","unrelated","word","word",0.0688061032286098
"kremas","krūtinė","unrelated","word","word",0.31863392780969
"svetingumas","paketas","unrelated","word","word",0.22393108622996
"pagalba","kaltinimas","unrelated","word","word",0.101227006574233
"pagalba","medis","unrelated","word","word",0.218761624863201
"apsvarstykite","teisinė teisė","unrelated","word","word",NA
"pelnas","sprogimas","unrelated","word","word",0.142972293457545
"pakankamai","sužalojimas","unrelated","word","word",NA
"vokai","ginklas","unrelated","word","word",0.195480122526683
"klausimas","prezidentas","unrelated","word","word",0.0995549811942862
"papludimys","demonstracija","unrelated","word","word",NA
"kalboje","laiškas","unrelated","word","word",0.0675227245299694
"papildomai","fugitive","unrelated","word","word",NA
"neįmanomas","labai","unrelated","word","word",0.185318254545666
"tiesiog","viduje","unrelated","word","word",0.134289286695846
"paprastai","unikalus","unrelated","word","word",0.0823535357981974
"natūraliai","vilkas","unrelated","word","word",0.116326357524479
"antgamtinis","vakarėlis","unrelated","word","word",NA
"antspaudas","kapitonas","unrelated","word","word",0.172127828039585
"aukcionas","išgyventi","unrelated","word","word",0.0461036725460539
"pirkti","medvilnė","unrelated","word","word",0.233755015150634
"parduotuvė","piktas","unrelated","word","word",0.0407217138569766
"oficialiai","alyva","unrelated","word","word",0.0897138103017857
"komentuoti","bejėgiai","unrelated","word","word",0.0657838640903607
"galerija","žmogus","unrelated","word","word",0.0311495571264422
"pasiruošęs","aukštis","unrelated","word","word",0.149645776965152
"pasakyti","sniegas","unrelated","word","word",0.070206254292295
"pašalinkite","tragic","unrelated","word","word",NA
"bilietas","legenda","unrelated","word","word",0.0900770216617104
"international","elektriniai","unrelated","word","word",0.143968350299284
"pasirinkite","kaklaraištis","unrelated","word","word",0.145888031285415
"atleisk","tornadas","unrelated","word","word",0.0663916510995962
"pagarba","ateiti","unrelated","word","word",0.0185716894002601
"pasiūlyti","skristi","unrelated","word","word",0.165040283684891
"runsing","retai","unrelated","word","word",NA
"nap","virėjas","unrelated","word","word",NA
"seminaras","paprastai","unrelated","word","word",0.169546597427303
"kreditas","slėnis","unrelated","word","word",0.146169622752498
"pirmas","kalinys","unrelated","word","word",0.166843873995225
"paslaptis","puikus","unrelated","word","word",0.103855146161293
"padengti","žuvys","unrelated","word","word",0.164754308641037
"bokštas","slaptažodis","unrelated","word","word",0.26080269927799
"skyrius","kovotojas","unrelated","word","word",0.0834456429554181
"pasukite","nugalėti","unrelated","word","word",0.147995800128764
"sveikiname","nėštumas","unrelated","word","word",0.0868509387289349
"patarimai","apibūdinimas","unrelated","word","word",0.294220042102274
"įgalinti","užšaldyti","unrelated","word","word",0.300002822447691
"paaiškinimas","šlapias","unrelated","word","word",0.16119130769185
"patikrinti","šiaurė","unrelated","word","word",0.0966308629138619
"apsauga","įkvėpimas","unrelated","word","word",0.0796763067707014
"leidimas","ilgai","unrelated","word","word",-0.00660913383431168
"patvirtinimas","žaislas","unrelated","word","word",0.189161132411032
"butterfly","žiūrėti","unrelated","word","word",NA
"vardas","vaisiai","unrelated","word","word",0.169640088103726
"pakeisti","girtas","unrelated","word","word",0.0812574598916116
"slapyvardis","skrydis","unrelated","word","word",0.33533965795898
"paveldas","finansai","unrelated","word","word",NA
"sluoksnis","dovanojimas","unrelated","word","word",NA
"rizikinga","pill","unrelated","word","word",NA
"rizika","praeitis","unrelated","word","word",0.1277494497313
"garantija","žiniatinklis","unrelated","word","word",NA
"kardas","signalas","unrelated","word","word",0.219052585442129
"makštis","institucija","unrelated","word","word",0.235617110258618
"nuvertinti","ruduo","unrelated","word","word",0.0349426716137946
"spindulys","skiriasi","unrelated","word","word",0.144225573915233
"view","aktyvuokite","unrelated","word","word",NA
"smash","catch","unrelated","word","word",NA
"judėti","žadinėjimas","unrelated","word","word",NA
"dažyti","rytas","unrelated","word","word",0.119085577890488
"užkandis","autobusas","unrelated","word","word",0.159048273523384
"karvė","gabalas","unrelated","word","word",0.254367903876702
"brangus","parašas","unrelated","word","word",0.162265367647187
"pavydus","nuoma","unrelated","word","word",0.0868094316655386
"rūmai","inspekcija","unrelated","word","word",0.204621778227014
"tablėtė","nerimauti","unrelated","word","word",NA
"tuščia","skanus","unrelated","word","word",0.238733417332879
"astronautas","cigarette","unrelated","word","word",NA
"stuburo","laimingas","unrelated","word","word",0.10052665306583
"pinigai","vienuolynas","unrelated","word","word",0.134718305579652
"kišenė","plieno","unrelated","word","word",0.176141041041862
"pardavėjas","santuoka","unrelated","word","word",0.154207104841394
"antrinis","vabzdys","unrelated","word","word",NA
"dnr","didelis","unrelated","word","word",0.0920254893005908
"stick","vonia","unrelated","word","word",NA
"paruošimas","didysis","unrelated","word","word",0.209564279470597
"cementas","mirtinas","unrelated","word","word",0.182939413690071
"siauras","administracinis vadovas","unrelated","word","word",NA
"skandinimas","užrakinti","unrelated","word","word",NA
"patogus","medalis","unrelated","word","word",0.0943688850805753
"grobis","pavojinga","unrelated","word","word",0.106794925684532
"progresas","alkanas","unrelated","word","word",0.164166823500228
"betonas","baugina","unrelated","word","word",0.105705303320365
"dubuo","leisti","unrelated","word","word",0.148969781007193
"lošimas","skystis","unrelated","word","word",0.249791541328349
"triukas","turkija","unrelated","word","word",0.135593149444218
"žurnalistika","žvejyba","unrelated","word","word",0.365576489907636
"politika","kova","unrelated","word","word",0.131823219416616
"kritiškai","triušis","unrelated","word","word",NA
"bulvė","krovinys","unrelated","word","word",0.21431735271299
"įtaka","apleisti","unrelated","word","word",0.164256372886613
"status","parduotuvė","unrelated","word","word",0.144607733966815
"nuomonė","baisus","unrelated","word","word",0.0903210335860278
"vėlai","garbė","unrelated","word","word",0.146209992883444
"ateityje","haliucinacija","unrelated","word","word",0.139364953445686
"paradise","eilė","unrelated","word","word",NA
"pažodžiui","čempionatas","unrelated","word","word",0.146314469602659
"atliekai","tiesiogiai","unrelated","word","word",NA
"anglų","beisbolas","unrelated","word","word",0.120345282262219
"įspėjimas","rašiklis","unrelated","word","word",0.294237339343988
"reikalavimas","kelias","unrelated","word","word",0.159993098948405
"praktika","pozicija","unrelated","word","word",0.233819510103373
"komercinė","gebėjimas","unrelated","word","word",NA
"kancleris","pasakykite","unrelated","word","word",0.192327797650928
"prieglobstis","antradienį","unrelated","word","word",0.0818426670935668
"išvada","turinys","unrelated","word","word",0.133479328325445
"prisiekti","veikla","unrelated","word","word",0.0198209750715661
"priešingas","paskutinė","unrelated","word","word",0.061214886139413
"priešas","nesėkmė","unrelated","word","word",0.169779740375325
"lustas","padaras","unrelated","word","word",NA
"priežastis","sunkvežimis","unrelated","word","word",0.148611031195856
"paslauga","šokoladas","unrelated","word","word",0.173621965855878
"atsisakyti","pokeris","unrelated","word","word",NA
"princesė","simbolis","unrelated","word","word",0.191002072349468
"pamiršti","komanda","unrelated","word","word",0.0670499044049262
"dėmesio","vakar","unrelated","word","word",0.0405228591391521
"privati","gruodžio mėn","unrelated","word","word",NA
"nobel","ketinimas","unrelated","word","word",NA
"problema","kiaušinis","unrelated","word","word",0.112784175578571
"procesas","miško","unrelated","word","word",0.134103975158708
"prekės ženklas","bro","unrelated","word","word",NA
"dekanas","informatorius","unrelated","word","word",0.217799660480043
"amateur","omarų","unrelated","word","word",NA
"projektas","taip","unrelated","word","word",0.139960637979401
"šviesus","bright","unrelated","word","word",NA
"protingas","žinios","unrelated","word","word",0.148019733984857
"taisyklių taisyklė","nosinė","unrelated","word","word",NA
"modelis","sprogstamoji dalis","unrelated","word","word",NA
"anatomija","missile","unrelated","word","word",NA
"medicina","komitetas","unrelated","word","word",0.185892331577349
"išskirtinis","liepsnos","unrelated","word","word",0.159587418067211
"puikiai","greitis","unrelated","word","word",0.0862453175073335
"ideal","politika","unrelated","word","word",NA
"apskritai","netikėtai","unrelated","word","word",0.126089127767001
"stumti","brolis","unrelated","word","word",0.113828407050955
"giminaitis","dream","unrelated","word","word",NA
"vakarienė","paslaptis","unrelated","word","word",0.146182065690362
"viduriavimas","sunku","unrelated","word","word",NA
"pyktis","profesorius","unrelated","word","word",0.083177731487792
"squirrel","galimybė","unrelated","word","word",NA
"užteršimas","alėja","unrelated","word","word",NA
"prakeikimas","liudijimas","unrelated","word","word",0.437379272520659
"tyliai","spauda","unrelated","word","word",0.0282315781386692
"rankų","padėkos","unrelated","word","word",0.145420579756579
"antklodė","liepos mėn","unrelated","word","word",NA
"pagrobėjas","akmuo","unrelated","word","word",0.200772631967457
"popierius","infekcija","unrelated","word","word",0.112057120719505
"paieška","imperatorius","unrelated","word","word",0.0334153829097523
"skaityti","scar","unrelated","word","word",NA
"skaitymas","koncertas","unrelated","word","word",0.221153481228872
"poetas","maitinimas","unrelated","word","word",0.190772921571212
"nervas","keturi","unrelated","word","word",0.113562365326542
"generatorius","patvirtinti","unrelated","word","word",0.219264442547691
"optimistiškas","morfinas","unrelated","word","word",NA
"būtina","young","unrelated","word","word",NA
"filosofija","vaikas","unrelated","word","word",0.152659439884941
