es_cue,es_target,type,cue_type,target_type,es_cosine
voluntario,deporte,unrelated,word,word,0.106412928517636
correr,festival,unrelated,word,word,-0.000349525266801408
mirar,probable,unrelated,word,word,0.0822317024995585
seco,incapaz,unrelated,word,word,0.108823942548871
agricultor,chantaje,unrelated,word,word,0.09594527135565
lectura,espectacular,unrelated,word,word,0.0972471534245217
área,niño,unrelated,word,word,0.100277347278605
detonar,opción,unrelated,word,word,0.094438614994508
contrato,pedir,unrelated,word,word,0.137603819973676
admirar,teléfono,unrelated,word,word,0.0914348443921865
castigar,carrera,unrelated,word,word,0.0810500843312726
ignorancia,alarma,unrelated,word,word,0.117258270445077
Pacífico,constitución,unrelated,word,word,
tostada,ejército,unrelated,word,word,0.0807819314174198
química,solicitar,unrelated,word,word,0.0941397118111473
postre,dueño,unrelated,word,word,0.0633398043145524
general,máximo,unrelated,word,word,0.147647569702616
cuerpo,financiero,unrelated,word,word,0.0751939575182193
rodeo,mejora,unrelated,word,word,0.0849272795148765
pecado,cumpleaños,unrelated,word,word,0.103503172820724
noviembre,mezcla,unrelated,word,word,0.111256851892647
fidelidad,película,unrelated,word,word,0.131387362056536
directo,joya,unrelated,word,word,0.119918438273848
sorpresa,cicatriz,unrelated,word,word,0.148429330259128
condado,collar,unrelated,word,word,0.112780445109903
urgencia,recordar,unrelated,word,word,0.106773827734037
orgasmo,frío,unrelated,word,word,0.144313212290669
nunca,arrestar,unrelated,word,word,0.148516407757246
bomba,famoso,unrelated,word,word,0.134902467190753
engañoso,explosión,unrelated,word,word,0.0388166186415346
popular,informante,unrelated,word,word,0.0642110930129067
masculino,amanecer,unrelated,word,word,0.0768812400326746
selva,lesión,unrelated,word,word,0.115605258653955
compasivo,dibujar,unrelated,word,word,0.145844356163589
cubrir,loco,unrelated,word,word,0.0786638162824021
halagar,cantidad,unrelated,word,word,0.117193179870529
araña,disputa,unrelated,word,word,0.0948054487587612
inspirar,velocidad,unrelated,word,word,0.129139960368897
chupar,satélite,unrelated,word,word,0.0498325176085419
arte,poner,unrelated,word,word,0.12872763702574
llave,destrucción,unrelated,word,word,0.064173697216762
advertencia,audiencia,unrelated,word,word,0.13860834572949
cámara,edificar,unrelated,word,word,0.113030668063538
segundo,tradicional,unrelated,word,word,0.101931139505441
cohete,esposa,unrelated,word,word,0.087312987109044
suicidio,señal,unrelated,word,word,0.0979135411425532
positivo,galaxia,unrelated,word,word,0.063153921841845
insultar,dentro,unrelated,word,word,0.044789223719219
planeta,hablar,unrelated,word,word,0.116129085515914
sobrenatural,conferencia,unrelated,word,word,0.13167133752673
recepción,tierno,unrelated,word,word,0.00889842622999141
población,robo,unrelated,word,word,0.0948577777502513
espectáculo,marinero,unrelated,word,word,0.131218720200428
texto,estupidez,unrelated,word,word,0.0484005745137718
apuestas,diciembre,unrelated,word,word,0.0775960998383367
cabina,realista,unrelated,word,word,0.146872753749686
maratón,serpiente,unrelated,word,word,0.133708260843843
secuestrador,nieve,unrelated,word,word,0.102003240738615
cierto,dirección,unrelated,word,word,0.142705473012756
realmente,sano,unrelated,word,word,0.131261127428063
atrás,ministro,unrelated,word,word,0.0284754290108831
chisme,prisionero,unrelated,word,word,0.0650878042384633
testarudo,Roma,unrelated,word,word,
ritmo,depredador,unrelated,word,word,0.0983916493188669
adolescencia,emocionado,unrelated,word,word,0.135345940550583
idea,espejo,unrelated,word,word,0.0431966196828614
aplicar,cementerio,unrelated,word,word,0.0203398446728082
antídoto,octubre,unrelated,word,word,0.0447915090020777
perdedor,senado,unrelated,word,word,0.0924411403523035
deseo,festividad,unrelated,word,word,0.122270266842895
extra,pintor,unrelated,word,word,0.0507070757400283
África,oxígeno,unrelated,word,word,
celoso,sermón,unrelated,word,word,0.0665146281925695
Washington,biológico,unrelated,word,word,
tren,triángulo,unrelated,word,word,0.138285705642065
lámpara,voto,unrelated,word,word,0.0417039330670953
caos,compañero,unrelated,word,word,0.110789427414224
brutal,armadura,unrelated,word,word,0.0882116399028197
muerte,problema,unrelated,word,word,0.0935040005800909
realizar,sirviente,unrelated,word,word,0.146024182932084
nido,último,unrelated,word,word,0.0995339216561726
potencia,fiebre,unrelated,word,word,0.141545271341166
cerca,champán,unrelated,word,word,0.126135392043396
madre,paranormal,unrelated,word,word,0.125499466569144
horror,creer,unrelated,word,word,0.132445255214756
naval,toalla,unrelated,word,word,0.0963857735841689
derretir,valla,unrelated,word,word,0.106799819409623
colega,plausible,unrelated,word,word,0.148686318101933
hombro,belleza,unrelated,word,word,0.123278494512876
espada,individuo,unrelated,word,word,0.0991483913883106
crédito,funeral,unrelated,word,word,0.133101782586941
física,caminar,unrelated,word,word,0.108430973689657
hotel,Julieta,unrelated,word,word,
anatomía,investigar,unrelated,word,word,0.105403230525208
lentamente,estado,unrelated,word,word,0.132925714989993
barro,vitamina,unrelated,word,word,0.112178082320427
crema,atardecer,unrelated,word,word,0.136793246971748
tripulación,instrumento,unrelated,word,word,0.149429204231444
síntoma,poblado,unrelated,word,word,0.122207142068784
red,pelea,unrelated,word,word,0.130852120814248
experimentar,patético,unrelated,word,word,0.133706925311952
testigo,decepción,unrelated,word,word,0.113388847440017
qué,gerencia,unrelated,word,word,0.140064646025849
cine,fácil,unrelated,word,word,0.122014063683443
considerar,luz,unrelated,word,word,0.0871721222158159
triste,transmisor,unrelated,word,word,0.100939912480829
injusticia,olfato,unrelated,word,word,-0.0292775741260372
verano,divino,unrelated,word,word,0.136521760336941
hoy,prácticamente,unrelated,word,word,0.0988018612718171
fuera,regalo,unrelated,word,word,0.114524024572091
hermana,campeonato,unrelated,word,word,0.107080284071544
neuronal,firmar,unrelated,word,word,0.115396886114755
chef,energía,unrelated,word,word,0.12028984799307
bebé,inspiración,unrelated,word,word,0.0838649161037857
tabaco,rey,unrelated,word,word,0.124667101871608
drama,grueso,unrelated,word,word,0.129544869397623
perfil,océano,unrelated,word,word,0.0965176956127836
combate,atraer,unrelated,word,word,0.114536356586441
cuchara,intención,unrelated,word,word,0.108893133078822
residuos,normal,unrelated,word,word,0.0886271466622424
cansado,eficaz,unrelated,word,word,0.110680567048586
virus,cliente,unrelated,word,word,0.109560968088037
torneo,tirar,unrelated,word,word,0.148951491955778
crear,duro,unrelated,word,word,0.101083024282001
excepcional,explotar,unrelated,word,word,0.139362085977496
pub,estrategia,unrelated,word,word,0.0617065942155419
dramático,paquete,unrelated,word,word,0.0889144404004113
sensacional,conservar,unrelated,word,word,0.14570744064519
monumento,baño,unrelated,word,word,0.0714640893947919
pirámide,compasión,unrelated,word,word,0.00167872821682231
vivo,embarcación,unrelated,word,word,0.0545241736836073
cena,miseria,unrelated,word,word,0.117940642509394
lesbiana,ubicación,unrelated,word,word,0.0824648122903084
técnico,Venus,unrelated,word,word,
nacimiento,todavía,unrelated,word,word,0.0526259368417889
hambre,científico,unrelated,word,word,0.0503743380626469
moderno,plato,unrelated,word,word,0.133598382467926
internet,desafío,unrelated,word,word,0.106884392780641
gesto,alrededor,unrelated,word,word,0.120909695396414
empresa,interesante,unrelated,word,word,0.104487663583187
gas,físico,unrelated,word,word,0.0564493002808424
mil,perfecto,unrelated,word,word,0.141062278150606
ocasional,inyección,unrelated,word,word,0.0191021884168475
formulario,valiente,unrelated,word,word,0.0178910923042152
plan,amistoso,unrelated,word,word,0.141675504966998
orquesta,lagarto,unrelated,word,word,0.082399018823343
Superman,notable,unrelated,word,word,
brillar,máquina,unrelated,word,word,0.0595787230161857
millonario,elemento,unrelated,word,word,0.114067951281301
baloncesto,ceremonia,unrelated,word,word,0.117090316605566
hospitalidad,necesitar,unrelated,word,word,0.056582085653767
cómodo,caballo,unrelated,word,word,0.121845249847974
mesero,pasión,unrelated,word,word,0.0592696598591488
guerra,encontrar,unrelated,word,word,0.0809328450931003
ataúd,humano,unrelated,word,word,0.148199462290423
desafortunado,algo,unrelated,word,word,0.145351284353844
tecnología,cruel,unrelated,word,word,0.0584593288990921
tormento,importante,unrelated,word,word,0.0557953241600585
escudo,inequidad,unrelated,word,word,0.0602780315746017
mentira,convento,unrelated,word,word,0.148257987498542
lealtad,periódico,unrelated,word,word,0.109416339543391
revelación,crimen,unrelated,word,word,0.144253680741597
refugiado,arriba,unrelated,word,word,0.121423665983588
aterrador,informar,unrelated,word,word,0.119547266081609
ingenuo,semana,unrelated,word,word,0.0401855871976885
ahora,fatal,unrelated,word,word,0.132670235646958
derecha,francés,unrelated,word,word,0.0956285640795343
lugar,morfina,unrelated,word,word,0.0910592377695483
verse,epidemia,unrelated,word,word,0.0278300067580765
uno,tortura,unrelated,word,word,0.145254756398364
entender,ministerio,unrelated,word,word,0.112594510473414
apodo,vender,unrelated,word,word,0.131376293769989
proyecto,miedo,unrelated,word,word,0.129609639360398
imperial,reír,unrelated,word,word,0.0186742135293007
superficie,mujer,unrelated,word,word,0.119457625153433
sargento,obviamente,unrelated,word,word,0.0937910247048408
dinastía,contar,unrelated,word,word,0.137321302727341
tarea,saber,unrelated,word,word,0.111502763788882
dvd,eso,unrelated,word,word,0.0778199064194414
tercero,hacer,unrelated,word,word,0.126340401480997
tanguado,puerta,nonword,nonword,word,
detir,octubre,nonword,nonword,word,
estelda,pasado,nonword,nonword,word,
lueso,béisbol,nonword,nonword,word,
riyáculo,heroína,nonword,nonword,word,
abueso,conexión,nonword,nonword,word,
obcidente,elemento,nonword,nonword,word,
roz,comer,nonword,nonword,word,
renizar,criada,nonword,nonword,word,
rimento,flor,nonword,nonword,word,
espaptar,justicia,nonword,nonword,word,
marsejo,salvar,nonword,nonword,word,
opinzon,botella,nonword,nonword,word,
demernar,polvo,nonword,nonword,word,
acnivo,mensaje,nonword,nonword,word,
nator,lleno,nonword,nonword,word,
actir,enorme,nonword,nonword,word,
gunto,permanecer,nonword,nonword,word,
quefe,rescate,nonword,nonword,word,
octra,políticamente,nonword,nonword,word,
hocha,último,nonword,nonword,word,
lues,crisis,nonword,nonword,word,
admilestración,familia,nonword,nonword,word,
agoralencia,finalizar,nonword,nonword,word,
girmona,utilizar,nonword,nonword,word,
opocante,estrella,nonword,nonword,word,
termicor,protocolo,nonword,nonword,word,
combiñía,nuclear,nonword,nonword,word,
romodo,mercantil,nonword,nonword,word,
hemirar,café,nonword,nonword,word,
veltima,confusión,nonword,nonword,word,
grasta,periódico,nonword,nonword,word,
aroda,foto,nonword,nonword,word,
alducil,préstamo,nonword,nonword,word,
planor,teatro,nonword,nonword,word,
crevo,alto,nonword,nonword,word,
prulo,eficaz,nonword,nonword,word,
guda,gorra,nonword,nonword,word,
setu,canción,nonword,nonword,word,
utro,bolsa,nonword,nonword,word,
acou,adicional,nonword,nonword,word,
sindear,América,nonword,nonword,word,
mapristad,promesa,nonword,nonword,word,
pemi,honestidad,nonword,nonword,word,
esdijismo,disputa,nonword,nonword,word,
fécil,toalla,nonword,nonword,word,
afildecer,pez,nonword,nonword,word,
arinte,desafío,nonword,nonword,word,
romu,chaqueta,nonword,nonword,word,
Allica,energía,nonword,nonword,word,
codaga,hogar,nonword,nonword,word,
nilación,martillo,nonword,nonword,word,
apoble,banda,nonword,nonword,word,
osia,guitarra,nonword,nonword,word,
escocho,juicio,nonword,nonword,word,
aunelsia,lagarto,nonword,nonword,word,
cochir,pequeño,nonword,nonword,word,
postia,nieve,nonword,nonword,word,
atedo,menos,nonword,nonword,word,
pertoso,defender,nonword,nonword,word,
armosto,oscuro,nonword,nonword,word,
gerro,símbolo,nonword,nonword,word,
runtola,pañuelo,nonword,nonword,word,
parina,sol,nonword,nonword,word,
esnado,broma,nonword,nonword,word,
esgontería,sabotaje,nonword,nonword,word,
enaulibrio,colegio,nonword,nonword,word,
ingedioro,sendero,nonword,nonword,word,
casnogar,producir,nonword,nonword,word,
abare,confesar,nonword,nonword,word,
sinorancia,molestar,nonword,nonword,word,
arconal,insignificante,nonword,nonword,word,
vesa,abandonar,nonword,nonword,word,
ostural,organizar,nonword,nonword,word,
cadillería,ministerio,nonword,nonword,word,
blicidio,comida,nonword,nonword,word,
mergonario,programa,nonword,nonword,word,
critonal,rebajas,nonword,nonword,word,
aseyo,inteligente,nonword,nonword,word,
ducretario,constitución,nonword,nonword,word,
sunia,barba,nonword,nonword,word,
desatridable,fuerza,nonword,nonword,word,
limpantar,cáncer,nonword,nonword,word,
inmusión,Roma,nonword,nonword,word,
Parúfico,músculo,nonword,nonword,word,
amponte,gratitud,nonword,nonword,word,
aminción,atrapar,nonword,nonword,word,
todir,extraterrestre,nonword,nonword,word,
multitán,vedado,nonword,nonword,word,
prescricia,metal,nonword,nonword,word,
bron,generoso,nonword,nonword,word,
horisdicción,cuello,nonword,nonword,word,
fei,pecho,nonword,nonword,word,
acustir,emocional,nonword,nonword,word,
zarrón,suposición,nonword,nonword,word,
carabre,salto,nonword,nonword,word,
poquesta,satélite,nonword,nonword,word,
nicha,contrario,nonword,nonword,word,
clua,crimen,nonword,nonword,word,
naro,sentarse,nonword,nonword,word,
rilo,reunirse,nonword,nonword,word,
reladuos,honesto,nonword,nonword,word,
nuerra,graduado,nonword,nonword,word,
relemiento,armonía,nonword,nonword,word,
escidio,festival,nonword,nonword,word,
entento,feo,nonword,nonword,word,
bolmallo,expresar,nonword,nonword,word,
mifun,saber,nonword,nonword,word,
quísaca,inquietud,nonword,nonword,word,
trímico,volar,nonword,nonword,word,
comprolaso,ventilación,nonword,nonword,word,
pabil,morir,nonword,nonword,word,
cafin,convento,nonword,nonword,word,
soblia,importancia,nonword,nonword,word,
selfa,pulgar,nonword,nonword,word,
Waperton,atardecer,nonword,nonword,word,
sublinrino,fruta,nonword,nonword,word,
audrio,donación,nonword,nonword,word,
prusno,oficina,nonword,nonword,word,
clallar,algún,nonword,nonword,word,
chisga,sujeto,nonword,nonword,word,
hechillón,alambre,nonword,nonword,word,
bunil,instrumento,nonword,nonword,word,
tible,sentimiento,nonword,nonword,word,
cempo,enfermedad,nonword,nonword,word,
saza,estilo,nonword,nonword,word,
dastar,billón,nonword,nonword,word,
camardario,salario,nonword,nonword,word,
cancadad,cuarto,nonword,nonword,word,
arunida,tres,nonword,nonword,word,
esñona,velocidad,nonword,nonword,word,
mifa,militar,nonword,nonword,word,
mebriro,perímetro,nonword,nonword,word,
vidoterreno,habitual,nonword,nonword,word,
remolzue,cuerda,nonword,nonword,word,
compecación,márketing,nonword,nonword,word,
picnur,robar,nonword,nonword,word,
aclina,cumpleaños,nonword,nonword,word,
