"de_target","de_cue","type","target_type","cue_type","de_cosine"
"fernsehen","jahrhundert","unrelated","word","word",0.130432703294629
"umfang","geschehen","unrelated","word","word",0.158171609903693
"rakete","dieb","unrelated","word","word",0.108273242649802
"kommunistisch","tasche","unrelated","word","word",0.140719905783038
"beraten","tropfen","unrelated","word","word",0.0613567197868999
"zigarre","natürlich","unrelated","word","word",0.0662767501124322
"verstehen","rot","unrelated","word","word",0.155072487677976
"links","erwägen","unrelated","word","word",0.0944118419270077
"predigt","vene","unrelated","word","word",0.136455223046118
"protokoll","modisch","unrelated","word","word",0.0989363941298089
"schnee","international","unrelated","word","word",0.110714145995843
"bataillon","binden","unrelated","word","word",0.0433813686146251
"lokal","typisch","unrelated","word","word",0.0456778550936665
"waschen","pirat","unrelated","word","word",0.0829967415267848
"vetter","ausgezeichnet","unrelated","word","word",0.147775043129062
"journalist","ring","unrelated","word","word",0.116669936057346
"vertrauen","arena","unrelated","word","word",0.098457499856147
"sparen","original","unrelated","word","word",0.0759365826295731
"gruppe","anzahl","unrelated","word","word",0.295847149538065
"stil","zeuge","unrelated","word","word",0.0734481031886884
"halskette","lager","unrelated","word","word",0.0683835244780025
"achtung","geisel","unrelated","word","word",0.144791951457162
"gefährlich","baby","unrelated","word","word",0.107734521288719
"schneiden","affe","unrelated","word","word",0.141024732482795
"loch","roboter","unrelated","word","word",0.138162536073939
"zeremonie","gespräch","unrelated","word","word",0.278066605983914
"maschine","becher","unrelated","word","word",0.129230110228706
"kleid","schreibtisch","unrelated","word","word",0.160942124588162
"cowboy","schleppend","unrelated","word","word",0.170942420523575
"juliet","national","unrelated","word","word",0.12973849862597
"griechisch","persönlich","unrelated","word","word",0.139433735009832
"staubig","niere","unrelated","word","word",-0.0123153026925478
"gelb","kommission","unrelated","word","word",0.144048320505313
"weg","tagesmutter","unrelated","word","word",0.202916910893834
"entlassung","vergnügen","unrelated","word","word",0.0189686040858459
"ruhe","regional","unrelated","word","word",0.0998966039045565
"cognac","finanziell","unrelated","word","word",0.0973110821800911
"um herum","mutter","unrelated","word","word",NA
"erzählen","umschlag","unrelated","word","word",0.153080599857416
"soße","fahrkarte","unrelated","word","word",0.177826248374627
"versammeln","naiv","unrelated","word","word",0.0715536926040735
"sonntag","ungerechtigkeit","unrelated","word","word",0.0732744972638052
"hamburger","toilette","unrelated","word","word",0.163952808005925
"musiker","kompass","unrelated","word","word",0.132479595357266
"beerdigung","bereich","unrelated","word","word",0.00998653984724332
"lecken","technologie","unrelated","word","word",0.124789050126115
"produzieren","gans","unrelated","word","word",0.100527439916428
"zerstörung","aspirin","unrelated","word","word",0.0642810512076845
"aufzeichnung","million","unrelated","word","word",0.0974395051311477
"dunkel","zimmer","unrelated","word","word",0.186687007356363
"vermögen","umgebung","unrelated","word","word",0.0412171667832396
"ehe","summe","unrelated","word","word",0.056666511387125
"hell","profil","unrelated","word","word",0.113402468924196
"oberfläche","sünde","unrelated","word","word",0.130305036040658
"dynamit","kaiserliche","unrelated","word","word",0.108854255397264
"rüstung","meer","unrelated","word","word",0.0958359400898257
"schnell","busch","unrelated","word","word",0.169239384000843
"kauen","illusion","unrelated","word","word",0.0200231414964461
"sperren","charakter","unrelated","word","word",0.085754090180219
"lecker","abendessen","unrelated","word","word",0.303048221750818
"beeindrucken","produzent","unrelated","word","word",0.157912402373985
"einfrieren","orchester","unrelated","word","word",0.0111066252816518
"vogel","fest","unrelated","word","word",0.10783011909793
"schildkröte","außen","unrelated","word","word",0.0597148310924126
"schön","luft","unrelated","word","word",0.125874324210357
"erschrecken","schmackhaft","unrelated","word","word",0.242715807626422
"entsetzlich","marine-","unrelated","word","word",NA
"büro","föderal","unrelated","word","word",NA
"lehrer","ehemann","unrelated","word","word",0.298079206132857
"knie","normalerweise","unrelated","word","word",0.056741345567421
"schießen","majestät","unrelated","word","word",0.138788162301672
"teller","glücksspiel","unrelated","word","word",0.0288869726437108
"fleisch","nagel","unrelated","word","word",0.120637922222434
"schwer","zunahme","unrelated","word","word",0.0925323601993676
"messer","september","unrelated","word","word",0.0367655993026772
"bruder","experiment","unrelated","word","word",0.151617509188103
"eid","betreten","unrelated","word","word",0.188030867815851
"geist","eichhörnchen","unrelated","word","word",0.165625955830803
"treffen","erwachsene","unrelated","word","word",0.17845444496138
"uhr","balance","unrelated","word","word",0.1538922164739
"assistent","romeo","unrelated","word","word",0.0947410688481728
"absatz","kumpel","unrelated","word","word",0.178112504667955
"primär","technisch","unrelated","word","word",0.281485033546248
"minute","nadel","unrelated","word","word",0.129769973562246
"mord","puppe","unrelated","word","word",0.0982530700380547
"vorlesung","ordnen","unrelated","word","word",0.164510746156344
"junior","rat","unrelated","word","word",0.152345463865157
"spektakulär","name","unrelated","word","word",0.105078003475952
"sender","mischung","unrelated","word","word",0.0706763018419221
"oktober","kamera","unrelated","word","word",0.111530034733456
"leutnant","kultur","unrelated","word","word",0.0547121831488076
"folge","spionage","unrelated","word","word",0.0915788033290587
"physisch","veränderung","unrelated","word","word",0.26264561677981
"bürgermeister","bewachen","unrelated","word","word",0.0246469356169437
"watson","charme","unrelated","word","word",0.15571833152799
"jacke","aids","unrelated","word","word",0.133675483814859
"scharfschütze","startseite","unrelated","word","word",0.190331926517541
"leistung","schweinefleisch","unrelated","word","word",0.124356350792731
"schlaf","messe","unrelated","word","word",0.190594075801878
"breit","betriebsbereit","unrelated","word","word",0.226024907202694
"annehmen","ventil","unrelated","word","word",0.0827710303665824
"sicher","hassen","unrelated","word","word",0.139163378683966
"sicherheit","ärger","unrelated","word","word",0.197319629804282
"verlust","bücherei","unrelated","word","word",0.117302179136959
"wirksam","inspektor","unrelated","word","word",0.123809582606275
"knecht","kohle","unrelated","word","word",0.137444946444547
"mittagessen","erlaubnis","unrelated","word","word",0.124910608332257
"bett","passagier","unrelated","word","word",0.127564865363072
"computer","finger","unrelated","word","word",0.23293031416618
"krieger","risiko","unrelated","word","word",0.137455699137706
"attentäter","machen","unrelated","word","word",0.114057319076537
"winter","anonym","unrelated","word","word",0.0783285834724454
"dämmerung","kilometer","unrelated","word","word",0.177569346594868
"frühzeitig","abspielen","unrelated","word","word",0.0607244642957967
"abdominal","fenster","unrelated","word","word",0.204365508682649
"insekt","respekt","unrelated","word","word",0.090384890283764
"verräter","sich ausruhen","unrelated","word","word",NA
"sabotage","außergewöhnlich","unrelated","word","word",0.0503950118316039
"nachname","konstruktion","unrelated","word","word",0.10157993280035
"sprechen","route","unrelated","word","word",0.0651324013047743
"baseball","regel","unrelated","word","word",0.162004895761074
"sitzen","krankenhaus","unrelated","word","word",0.0578331116738572
"schwach","gewicht","unrelated","word","word",0.22022070124014
"gewalt","stiefel","unrelated","word","word",0.0870993356099215
"verstecken","ideal","unrelated","word","word",0.155070149913998
"position","königin","unrelated","word","word",0.15920670870717
"rauben","schatten","unrelated","word","word",0.141826223715947
"springen","frühling","unrelated","word","word",0.0736024711782518
"schuh","hälfte","unrelated","word","word",0.0862759906498237
"akzent","himmel","unrelated","word","word",0.0843650355599204
"hammer","mut","unrelated","word","word",0.163560244648865
"taschentuch","treu","unrelated","word","word",0.0804398351408327
"würde","kandidat","unrelated","word","word",0.145948413637647
"erregt","eisen","unrelated","word","word",0.147198360480068
"haft","tötlich","unrelated","word","word",0.16694596994231
"küste","kirche","unrelated","word","word",0.169715128919717
"autobahn","ecke","unrelated","word","word",0.33211928732038
"elektrizität","sehen","unrelated","word","word",0.170340525386919
"finden","werkstatt","unrelated","word","word",0.165256324169952
"western","übernatürlich","unrelated","word","word",0.132215264057472
"norden","gerade","unrelated","word","word",0.178156309390121
"menge","hallo","unrelated","word","word",0.0756721704684965
"verbrechen","soldat","unrelated","word","word",0.163323982884486
"salat","warnung","unrelated","word","word",0.0965095125779237
"niedlich","hauptstadt","unrelated","word","word",0.0908943103125481
"syndrom","hören","unrelated","word","word",0.0833594386038419
"zigarette","täuschen","unrelated","word","word",0.0264041543707309
"pille","zerschlagen","unrelated","word","word",-0.00543383856861079
"dienstmädchen","ufo","unrelated","word","word",0.0218094325114662
"wöchentlich","konzept","unrelated","word","word",0.0506621599925356
"tanzen","sofa","unrelated","word","word",0.060231718137508
"brieftasche","land","unrelated","word","word",0.0941425128332418
"drücken sie","brutal","unrelated","word","word",NA
"narbe","kollege","unrelated","word","word",0.0915245604272905
"idiot","bewahren","unrelated","word","word",0.0356773101755255
"hundert","minimum","unrelated","word","word",0.146171965454805
"limousine","protein","unrelated","word","word",0.0896723368078535
"architekt","schwören","unrelated","word","word",0.055286102344471
"mechanisch","radius","unrelated","word","word",0.089356111758796
"wissenschaft","felsen","unrelated","word","word",0.170283709455486
"teenager","getroffen haben","unrelated","word","word",NA
"buchstabe","schmeicheln","unrelated","word","word",0.14367629602477
"kloster","die seide","unrelated","word","word",NA
"flughafen","meile","unrelated","word","word",0.236048165371325
"billig","frosch","unrelated","word","word",0.0910840935286798
"grausamkeit","innen","unrelated","word","word",0.141578577568009
"gedicht","blut","unrelated","word","word",0.101452533872188
"komödie","garantie","unrelated","word","word",0.151727574704182
"behandlung","unglücklich","unrelated","word","word",0.160591950512683
"hummer","gericht","unrelated","word","word",0.287481796843014
"tier","lippe","unrelated","word","word",0.0921227485700089
"sessel","album","unrelated","word","word",0.140923533878405
"speck","bildschirm","unrelated","word","word",0.192619988743326
"sohn","punkt","unrelated","word","word",0.0816441119599044
"verschwinden","clan","unrelated","word","word",0.0923059924469935
"waschbecken","kapsel","unrelated","word","word",0.118215811414568
"tödlich","trinken","unrelated","word","word",0.200668669744084
"konzert","bewegung","unrelated","word","word",0.0432395785713373
"skandal","gehirn","unrelated","word","word",0.0235953062134573
"tragisch","dünn","unrelated","word","word",0.140288033783233
"treu","waisenhaus","unrelated","word","word",0.119208605994676
