"cs_target","cs_cue","type","target_type","cue_type","cs_cosine"
"vůbec","galerie","unrelated","word","word",0.0643954576268364
"samuraj","chůva","unrelated","word","word",0.133119806537159
"vysoký","osel","unrelated","word","word",0.202148372485888
"večer","jeden","unrelated","word","word",0.135459330838464
"sen","artefakt","unrelated","word","word",0.199042790398321
"obvykle","chaos","unrelated","word","word",0.113595337371773
"cena","odvaha","unrelated","word","word",0.273413530272881
"znát","komerční","unrelated","word","word",0.0962688695503766
"balík","za prvé","unrelated","word","word",NA
"zřídka","kráva","unrelated","word","word",0.085504996095838
"vážit si","prasknout","unrelated","word","word",NA
"útočník","ufo","unrelated","word","word",0.140581650870839
"mouka","experiment","unrelated","word","word",0.122614926499854
"předmět","přírodní","unrelated","word","word",0.207332967283682
"slavný","zbytek","unrelated","word","word",0.0948141402459952
"fotografie","falešný","unrelated","word","word",0.193152448478573
"monitor","kino","unrelated","word","word",0.0934139539081632
"obsah","otáčet se","unrelated","word","word",NA
"obvyklý","jed","unrelated","word","word",0.133511990627803
"opustit","porno","unrelated","word","word",0.0888137573527254
"přijmout","obsahovat","unrelated","word","word",0.192525893013551
"strávit","občas","unrelated","word","word",0.154455989594306
"odpadky","kostel","unrelated","word","word",0.131033357682334
"odolat","voják","unrelated","word","word",0.107813349793668
"odpověď","přirozeně","unrelated","word","word",0.169299232430147
"povinnost","lichotit","unrelated","word","word",0.213697829668706
"soucit","vagina","unrelated","word","word",0.121423969504986
"výmluva","postavení","unrelated","word","word",0.163648844015124
"zrcadlo","autogram","unrelated","word","word",0.169512951163233
"odstranit","diplom","unrelated","word","word",0.105922209986931
"odhodlání","příkaz","unrelated","word","word",0.16925408429896
"jednotný","génius","unrelated","word","word",0.177856681635032
"oficiální","okno","unrelated","word","word",0.0559980271775237
"plamen","zpěvák","unrelated","word","word",0.228701114176841
"dveře","chlapci","unrelated","word","word",0.0656468103341771
"ucho","osel","unrelated","word","word",0.21327081286733
"okres","odznak","unrelated","word","word",0.210234167595666
"gorila","charakter","unrelated","word","word",0.177448301984666
"opravit","naivní","unrelated","word","word",0.0576586266896629
"realistický","hodnota","unrelated","word","word",0.216049488370005
"kapela","stůl","unrelated","word","word",0.110247181490601
"erekce","skořice","unrelated","word","word",0.174406459425024
"kopírovat","tichý","unrelated","word","word",0.0797193442510903
"loď","tvorba","unrelated","word","word",0.177700010616298
"tupý","vidět","unrelated","word","word",0.145982427808612
"kůň","motýl","unrelated","word","word",0.296885997570754
"individuální","listopad","unrelated","word","word",0.059234274677991
"intimní","podcenění","unrelated","word","word",0.103214678942274
"hvězda","století","unrelated","word","word",0.131737095057507
"osud","jednotka","unrelated","word","word",0.0442837013117724
"točit se","brýle","unrelated","word","word",NA
"dotázat se","kompas","unrelated","word","word",NA
"uzavření","nářadí","unrelated","word","word",0.187064368252641
"zavřít","sekce","unrelated","word","word",0.173562193265247
"služebník","otázka","unrelated","word","word",0.110702581723261
"atlantik","incident","unrelated","word","word",0.14819840825677
"hrad","pozitivní","unrelated","word","word",-0.0278490651310581
"socha","pavouk","unrelated","word","word",0.17624351144156
"dáma","pronájem","unrelated","word","word",0.0999798448720659
"hračka","léto","unrelated","word","word",0.114498770971956
"milenec","dívej se","unrelated","word","word",NA
"pero","mluvený projev","unrelated","word","word",NA
"šílený","soutěž","unrelated","word","word",0.194555347076692
"senát","drahý","unrelated","word","word",0.158910742684232
"návnada","anonymní","unrelated","word","word",0.169244606877996
"hmyz","telegram","unrelated","word","word",0.120840815345622
"půvabný","zabránit","unrelated","word","word",0.0581335602536056
"kočka","lov","unrelated","word","word",0.0681089339323211
"silně","pokrýt","unrelated","word","word",0.0140637628730614
"kempování","golf","unrelated","word","word",0.338618236172606
"ding","radar","unrelated","word","word",0.0739743891426733
"námořník","vytvořit","unrelated","word","word",0.0579546219217196
"zbraň","konverzace","unrelated","word","word",0.129783862904849
"analýza","výstup","unrelated","word","word",0.177444116987878
"strategie","razítko","unrelated","word","word",0.105952831107867
"obíhat","beton","unrelated","word","word",0.139033089753928
"časopis","miláček","unrelated","word","word",0.205556468673434
"pobřeží","možná","unrelated","word","word",0.11714085664598
"zóna","podobný","unrelated","word","word",0.0458584757920575
"stanice","hlídat","unrelated","word","word",0.126449972517606
"prapor","helma","unrelated","word","word",0.177646737155234
"mínus","zamčený","unrelated","word","word",0.173105537255829
"palivo","konzervativní","unrelated","word","word",0.124169852726704
"zůstat","šerif","unrelated","word","word",0.164734025825894
"vypočítat","liška","unrelated","word","word",0.143666182458689
"lidé","vysvětlení","unrelated","word","word",0.187279215675581
"tušit","zítra","unrelated","word","word",0.103316889964751
"očekávat","večeře","unrelated","word","word",0.115049121464239
"přehánět","hmota","unrelated","word","word",0.0811668274442902
"koberec","kotva","unrelated","word","word",0.19670217825705
"odlišný","zpráva","unrelated","word","word",0.121129909075686
"pomoc","účel","unrelated","word","word",0.0864159453789641
"kolaps","dovolit","unrelated","word","word",0.116592365045757
"káva","senzační","unrelated","word","word",0.146526084182241
"perspektivní","obrázek","unrelated","word","word",0.218251725437142
"vděčnost","oheň","unrelated","word","word",0.180417900598135
"definice","rozbít","unrelated","word","word",0.0762358692291935
"bohatství","vynikající","unrelated","word","word",0.107176958981337
"ložnice","průjem","unrelated","word","word",0.122469353501654
"skromný","konflikt","unrelated","word","word",0.0823272889893726
"pokračovat","čerpadlo","unrelated","word","word",0.139768591296356
"rozvoj","vývoj","unrelated","word","word",0.624091600113516
"skrýt","pondělí","unrelated","word","word",0.0953076520451995
"salát","bankéř","unrelated","word","word",0.173587139909719
"politik","měsíc","unrelated","word","word",0.101300037510623
"obvod","pán","unrelated","word","word",0.158334491323844
"čtvrťák","rozbuška","unrelated","word","word",0.246356805937287
"žvýkat","typický","unrelated","word","word",0.0889270650487081
"rychle","smutný","unrelated","word","word",0.135825331821407
"rychle","velký","unrelated","word","word",0.161882405137398
"pomoc","stadión","unrelated","word","word",0.0250060794449567
"spravedlnost","země","unrelated","word","word",0.176294228081925
"úterý","místo","unrelated","word","word",0.188906197191511
"loď","civilní","unrelated","word","word",0.207850743846007
"prach","vnitřní","unrelated","word","word",0.119938114493681
"vyjádřit","mládí","unrelated","word","word",0.121702959051538
"žádost","dům","unrelated","word","word",0.12684651912043
"film","vysoká škola","unrelated","word","word",NA
"brána","děkan","unrelated","word","word",0.189522736886253
"pohmoždit","muž","unrelated","word","word",0.181302359943365
"slyšet","rozvod","unrelated","word","word",0.199783850702131
"fax","koruna","unrelated","word","word",0.0921357525906127
"pozice","osobnost","unrelated","word","word",0.23310072275291
"talent","sirotčinec","unrelated","word","word",0.0775706162879597
"radost","rukojmí","unrelated","word","word",0.0819638368096372
"zatknout","odpustit","unrelated","word","word",0.24657897897155
"potvrdit","nebe","unrelated","word","word",0.112083588885639
"údolí","udeřil","unrelated","word","word",0.128064712300654
"schválení","dav","unrelated","word","word",0.0926086791159012
"brzy","minimální","unrelated","word","word",0.135406527447615
"negativní","nic","unrelated","word","word",0.145664238183893
"přitahovat","baron","unrelated","word","word",0.0482628085508152
"hodnocení","měsíční","unrelated","word","word",0.215620372237691
"práce","basketball","unrelated","word","word",0.193808871686552
"explodovat","význam","unrelated","word","word",0.152448631110605
"pravděpodobně","roh","unrelated","word","word",0.132944352822142
"protokol","slovník","unrelated","word","word",0.299144189246595
"žalobce","bláto","unrelated","word","word",0.0701061287280215
"cvičení","horký","unrelated","word","word",0.180842574328557
"plný","blesk","unrelated","word","word",0.106316174187333
"zadní","vole","unrelated","word","word",0.187404038936015
"tvořivost","člen","unrelated","word","word",0.086608952268791
"výzva","tatínek","unrelated","word","word",0.0519410584631122
"zklamání","finále","unrelated","word","word",0.227297134570963
"rušit","piknik","unrelated","word","word",0.202217654935333
"příjmení","vzrušující","unrelated","word","word",0.0981118975412413
"odchod","jídlo","unrelated","word","word",0.124703134135619
"přijít","zdraví","unrelated","word","word",0.10270553588189
"objednat","chirurg","unrelated","word","word",0.171842427326995
"přímo","ztroskotanec","unrelated","word","word",0.0190639646886399
"princ","expert","unrelated","word","word",0.177865358695025
"poslat","běh","unrelated","word","word",0.1910076818133
"slanina","hotel","unrelated","word","word",0.0678517589010432
"plánování","spokojený","unrelated","word","word",0.144166156165042
"připravit","pozdě","unrelated","word","word",0.19407553688142
"přiznej se","držet","unrelated","word","word",NA
"umělý","lavice","unrelated","word","word",0.0928597627901042
"obvykle","avenue","unrelated","word","word",0.0834991682183349
"přísaha","instinkt","unrelated","word","word",0.151938799399868
"let","portál","unrelated","word","word",0.14651677584634
"létat","toaleta","unrelated","word","word",0.123642817150446
"okouzlující","osud","unrelated","word","word",0.155661205973227
"absence","duševní","unrelated","word","word",0.252534510475858
"čest","lístek","unrelated","word","word",0.066583166412192
"problém","směřovat","unrelated","word","word",0.13302384249153
"postup","kolega","unrelated","word","word",0.229939490836182
"kupující","dolní","unrelated","word","word",0.195408838801888
"obchod","maratón","unrelated","word","word",0.165181170425863
"popis","dva","unrelated","word","word",0.0199154579583589
"koncert","důvěra","unrelated","word","word",0.0255024183843945
"program","otevřeno","unrelated","word","word",0.134778746856768
