cs_cue,cs_target,type,cue_type,target_type,cs_cosine
pusa,podvod,unrelated,word,word,0.11532481594968
blázen,obchod,unrelated,word,word,0.145683821694097
cenný,atmosféra,unrelated,word,word,0.0677945867027091
trest,východní,unrelated,word,word,0.0517504290604264
zpravit,víčko,unrelated,word,word,0.142182389745673
zdroj,přemýšlet,unrelated,word,word,0.0272154789394684
rána,tragický,unrelated,word,word,0.115138028062395
vně,vybavit,unrelated,word,word,0.071743156580289
účel,zima,unrelated,word,word,0.0077741886943884
náhodou,vrátit se,unrelated,word,word,0
analytik,aktivovat,unrelated,word,word,0.123148779674364
košile,obava,unrelated,word,word,0.125864936990769
seniorní,pravý,unrelated,word,word,0
držet,vážit si,unrelated,word,word,0
telegram,vybrat,unrelated,word,word,0.0511984311416761
konzervativní,hračka,unrelated,word,word,0.0857683052222773
tma,jíst,unrelated,word,word,0.144070887898047
ming,koleno,unrelated,word,word,0.119111987978191
ovládat,žalobce,unrelated,word,word,0.0600755139131466
inzerce,zrádce,unrelated,word,word,0.0879987203132771
minimální,politik,unrelated,word,word,0.116027679676551
kečup,párty,unrelated,word,word,0.0843443072804511
velvyslanec,hmyz,unrelated,word,word,0.107584636523143
ambasáda,harmonie,unrelated,word,word,0.125923056911184
plus,zbraň,unrelated,word,word,0.0515118847594197
chrám,hvězda,unrelated,word,word,0.128572188318264
porno,přítel,unrelated,word,word,0.144426263739515
zabiják,čtvrť,unrelated,word,word,0.140668383193286
mariňák,pero,unrelated,word,word,0.0297530337270007
prsten,arogance,unrelated,word,word,0.0774822454056842
vnuk,autobus,unrelated,word,word,0.128139722980508
kanál,procházka,unrelated,word,word,0.125382271916296
jih,rozvrh,unrelated,word,word,0.130759688713966
nepřítel,játra,unrelated,word,word,0.0414019566825125
volba,psát,unrelated,word,word,0.0839637497514505
zelený,důstojnost,unrelated,word,word,0.117673390602685
následek,kamna,unrelated,word,word,0.0883772562909375
sekce,bojovník,unrelated,word,word,0.11572219521513
jízdenka,skrýt,unrelated,word,word,0.0823586871683176
kód,střílet,unrelated,word,word,0.103267419201091
budoucnost,žvýkat,unrelated,word,word,0.0682343165065849
trasa,medaile,unrelated,word,word,0.120909964174178
ubohý,diskuse,unrelated,word,word,0.089795527589873
rtěnka,soustředit,unrelated,word,word,0.088468813309301
vysvětlení,sláva,unrelated,word,word,0.0512582862017775
trenér,dostatečný,unrelated,word,word,0.0664773326209095
šance,dynamit,unrelated,word,word,0.0707200090189964
puls,létat,unrelated,word,word,0.0750869638297924
značka,štědrý,unrelated,word,word,0.133873423804723
děkan,bohatství,unrelated,word,word,0.14216985884714
právník,tanec,unrelated,word,word,0.134258288820942
liška,opravit,unrelated,word,word,0.0552821237948225
myš,fotograf,unrelated,word,word,0.0028603387433581
generátor,poprava,unrelated,word,word,0.108316957880706
zapomenout,stříkačka,unrelated,word,word,0.126751604697754
eliminovat,pracovník,unrelated,word,word,0.138346820270721
César,pilot,unrelated,word,word,0
polévka,vstup,unrelated,word,word,-0.00563756263514906
osvobození,odstřelovač,unrelated,word,word,0.110950624353871
zvolit,hodnocení,unrelated,word,word,0.0943542785131273
přinést,legální,unrelated,word,word,0.0877300505333791
kost,o,unrelated,word,word,0.118674565220408
odpočívat,batman,unrelated,word,word,0.059847079475649
beton,čarodějnice,unrelated,word,word,0.0672249490305987
vítr,obecně,unrelated,word,word,0.0425799468536182
naivní,doušek,unrelated,word,word,0.141190454757965
objekt,komedie,unrelated,word,word,0.0964902146628035
spravovat,hruď,unrelated,word,word,0.144567859104827
měsíc,systém,unrelated,word,word,0.110099034751805
vrstva,nechat,unrelated,word,word,0.117348150167324
jehla,tvořivost,unrelated,word,word,0.0869188200948165
učit se,příjmení,unrelated,word,word,0
liga,salát,unrelated,word,word,0.0860814903879796
říci,kytara,unrelated,word,word,0.0900123131731681
tenký,kněz,unrelated,word,word,0.11281170150091
svázat,obvyklý,unrelated,word,word,0.0880388235707412
rozbuška,strašidelný,unrelated,word,word,0.0755848944008473
nehet,politika,unrelated,word,word,0.13157503214111
hurikán,rušit,unrelated,word,word,0.049294972500541
terapie,plat,unrelated,word,word,0.0946257030389726
most,záměrně,unrelated,word,word,0.0731934345821098
speciální,důvěra,unrelated,word,word,0.11764806089414
dolů,hra,unrelated,word,word,0.0965465141055029
normálně,sen,unrelated,word,word,0.107441593800101
mars,skvělý,unrelated,word,word,0.0727401548220036
šek,dolní,unrelated,word,word,0.137438067520699
tábor,pivo,unrelated,word,word,0.0976267308409724
protein,pohřbít,unrelated,word,word,0.0671414461950593
dobrovolník,sport,unrelated,word,word,0.141789652550556
podívat se,pravděpodobně,unrelated,word,word,0
zásnuby,fantastický,unrelated,word,word,0.0987946493866117
zemědělec,vydírání,unrelated,word,word,0.087643186906243
starý,bojiště,unrelated,word,word,0.130558578740898
plocha,dítě,unrelated,word,word,0.101174013384058
smlouva,ptát se,unrelated,word,word,0
obdivovat,telefon,unrelated,word,word,0.076384402358316
potrestat,závod,unrelated,word,word,0.0274866168646811
neznalost,alarm,unrelated,word,word,0.0479534217867635
chemie,žádost,unrelated,word,word,0.0633109078799584
hnědý,lano,unrelated,word,word,0.11958038357954
manažer,volný,unrelated,word,word,0.142378019387411
dezert,majitel,unrelated,word,word,0.134266295501747
generál,maximum,unrelated,word,word,0.00739531021352462
připustit,mise,unrelated,word,word,0.138944441639011
tělo,finanční,unrelated,word,word,0.0787977606663554
rodeo,zlepšení,unrelated,word,word,0.118458173478866
hřích,narozeniny,unrelated,word,word,0.047285611176487
listopad,směs,unrelated,word,word,0.105166431574776
věrnost,film,unrelated,word,word,0.120971709654959
přímý,šperk,unrelated,word,word,0.133502773665454
překvapení,jizva,unrelated,word,word,0.13523340647034
okres,náhrdelník,unrelated,word,word,0.142420237500377
urgentní,zapamatovat si,unrelated,word,word,0
nikdy,zatknout,unrelated,word,word,0.134871988512013
bombardovat,slavný,unrelated,word,word,0.120127543731903
falešný,výbuch,unrelated,word,word,0.122343341883367
mužský,svítání,unrelated,word,word,0.0528381205194509
bankovní,medailon,unrelated,word,word,0.0703970824155126
prales,zranění,unrelated,word,word,0.0616063637697583
soucitný,kreslit,unrelated,word,word,0.114059215123591
lichotit,množství,unrelated,word,word,0.0993510044746208
změna,čtvrtý,unrelated,word,word,0.0371621166671306
inspirovat,rychlost,unrelated,word,word,0.096158063787376
ironie,neustále,unrelated,word,word,0.124193012890822
sát,družice,unrelated,word,word,0.108418456372446
umění,dát,unrelated,word,word,0.110391486251696
odpuštění,pilulka,unrelated,word,word,0.113851567709941
kamera,stavět,unrelated,word,word,0.0829457950681905
sekunda,tradiční,unrelated,word,word,0.0218720621595901
sebevražda,signál,unrelated,word,word,0.0773216322571715
přísahat,omáčka,unrelated,word,word,0.0737547812397453
pohanět,uvnitř,unrelated,word,word,0
planeta,mluvit,unrelated,word,word,0.0468288922342958
nadpřirozený,přednáška,unrelated,word,word,0.138756507314673
recepce,roztomilý,unrelated,word,word,0.135654805644389
papír,nebezpečí,unrelated,word,word,0.0740935386178531
ukázat,námořník,unrelated,word,word,0.126919572143159
výhled,práce,unrelated,word,word,0.136805882177499
text,hloupost,unrelated,word,word,0.100902545034705
hazard,prosinec,unrelated,word,word,0.148593790346059
kapsle,realistický,unrelated,word,word,0.0958396992998931
proces,želva,unrelated,word,word,0.106443528528804
svědectví,dveře,unrelated,word,word,0.145335661053944
maratón,had,unrelated,word,word,0.134347793750563
skutečný,adresa,unrelated,word,word,0.14711096024922
vlastně,zajistit,unrelated,word,word,0.121363117597447
stanovit,muzeum,unrelated,word,word,0.0816378645695496
odpor,úžasný,unrelated,word,word,0.134572195010516
zpátky,ministr,unrelated,word,word,0.0564196517189471
drby,vězeň,unrelated,word,word,0.0407632481624012
duše,úplný,unrelated,word,word,0.106046052231326
rytmus,dravec,unrelated,word,word,0.143931861995506
nápad,zrcadlo,unrelated,word,word,0.0787987787861099
prst,garáž,unrelated,word,word,0.117282987759656
aplikovat,hřbitov,unrelated,word,word,0.0300255531908076
protijed,říjen,unrelated,word,word,0.0289038202952019
touha,svátek,unrelated,word,word,0.0774285399642303
mezinárodní,osamělý,unrelated,word,word,0.126333678409901
doplňkový,malíř,unrelated,word,word,0.136803157019284
invaze,vystrašit,unrelated,word,word,0.126254612173178
washington,biologický,unrelated,word,word,0.136360786766629
lampa,hlasování,unrelated,word,word,0.143646284501738
víno,temný,unrelated,word,word,0.107758823644123
chaos,brácho,unrelated,word,word,0.130778305190079
brutální,zbroj,unrelated,word,word,0.121483858436471
smrt,problém,unrelated,word,word,0.0316409255260417
udělat,služebník,unrelated,word,word,0.132100811456791
hnízdo,poslední,unrelated,word,word,0.139058230604219
napájení,horečka,unrelated,word,word,0.0983418796332763
blízko,šampaňské,unrelated,word,word,0.0956243318556549
matka,paranormální,unrelated,word,word,0.144170928038404
hrůza,věřit,unrelated,word,word,0.0846748541520372
námořní,ručník,unrelated,word,word,0.103086593300228
chytrý,neštěstí,unrelated,word,word,0.076379933527679
rameno,krása,unrelated,word,word,0.0980916769122969
meč,individuální,unrelated,word,word,0.0130878629886923
kredit,pohřeb,unrelated,word,word,0.148434602970827
milenka,částice,unrelated,word,word,0.0996970696774255
hotel,Jůlie,unrelated,word,word,0
anatomie,vyšetřovat,unrelated,word,word,0.123302301067206
pomalu,stát,unrelated,word,word,0.0856317904876869
krém,večer,unrelated,word,word,0.125236425889752
posádka,nástroj,unrelated,word,word,0.0514247606095096
symptom,vesnice,unrelated,word,word,0.0820153092099648
síť,prát se,unrelated,word,word,0
svědek,zklamání,unrelated,word,word,0.103450739061599
kino,snadný,unrelated,word,word,0.112583034864412
zvážit,světlo,unrelated,word,word,0.0434289519678377
smutný,vysílač,unrelated,word,word,0.143620757756712
džíp,znalost,unrelated,word,word,0.0850973298333062
bezpráví,čich,unrelated,word,word,0.0591722687075181
léto,božský,unrelated,word,word,0.13076688248346
dnes,prakticky,unrelated,word,word,0.0760435655548567
sestra,mistrovství,unrelated,word,word,0.089840037792593
mozek,podepsat,unrelated,word,word,0.0147040208627176
mimino,inspirace,unrelated,word,word,0.0933496964343219
přijet,nepříjemný,unrelated,word,word,0.147619890373062
drama,tlustý,unrelated,word,word,0.0624236208908078
profil,oceán,unrelated,word,word,0.0945707734493809
obilí,ironický,unrelated,word,word,0.0370630493023118
lžíce,záměr,unrelated,word,word,0.0732192151579326
smetí,normální,unrelated,word,word,0.083798243443066
virus,klienta,unrelated,word,word,0.105630868773408
turnaj,táhnout,unrelated,word,word,0.0978800958893462
článek,duch,unrelated,word,word,0.144700331994799
vytvořit,tvrdý,unrelated,word,word,0.0563770494372789
výjimečný,explodovat,unrelated,word,word,0.0739355946097335
pyramida,soucit,unrelated,word,word,0.0740180518846927
žít,loď,unrelated,word,word,0.0880275551842187
manžel,liberální,unrelated,word,word,0.148299042106914
trpěliví,ryba,unrelated,word,word,0.11931712167213
lesba,umístění,unrelated,word,word,0.0219318234724702
technický,venuše,unrelated,word,word,0.0789157568985231
narození,stále,unrelated,word,word,0.0728405691506653
hlad,vědec,unrelated,word,word,0.0971898621520896
moderní,talíř,unrelated,word,word,0.128130923944781
internet,výzva,unrelated,word,word,0.118285151778628
gesto,kolem,unrelated,word,word,0.0735116301267508
dobrý,zcela,unrelated,word,word,0.0275692864388811
společnost,zajímavý,unrelated,word,word,0.107419806465189
plyn,fyzický,unrelated,word,word,0.10196232233285
někdy,injekce,unrelated,word,word,0.089820731259962
formulář,statečný,unrelated,word,word,0.111521251572687
plán,přátelský,unrelated,word,word,0.0712572505458671
orchestr,ještěrka,unrelated,word,word,0.125595850782588
superman,pozoruhodný,unrelated,word,word,0.0977060908592351
pohostinnost,potřeba,unrelated,word,word,0.0938199826563695
komfortní,kůň,unrelated,word,word,0.0740408117806755
číšník,vášeň,unrelated,word,word,0.0908721219445215
válka,najít,unrelated,word,word,0.121265770292175
rakev,člověk,unrelated,word,word,0.0581522510139291
trápení,důležité,unrelated,word,word,0.120943454135927
štít,nespravedlivý,unrelated,word,word,0.146846541110314
lhát,klášter,unrelated,word,word,0.117433160890937
věrnost,noviny,unrelated,word,word,0.0537439615130478
zjevení,zločin,unrelated,word,word,0.148912439660342
uprchlík,nahoru,unrelated,word,word,0.00802981873865796
děsivý,informovat,unrelated,word,word,0.0190382000474029
naivní,týden,unrelated,word,word,0.0655705542342194
muž,hlavní,unrelated,word,word,0.131312702372295
nyní,fatální,unrelated,word,word,0.138531903267121
vidět,epidemie,unrelated,word,word,0.0601639200336582
jeden,mučení,unrelated,word,word,0.137491159579705
přezdívka,prodat,unrelated,word,word,0.0567890361896656
projekt,strach,unrelated,word,word,0.148471464022574
horní,žena,unrelated,word,word,0.0806597387571292
seržant,očividně,unrelated,word,word,0.127521094194445
dynastie,sdělit,unrelated,word,word,0.0773963135640066
úkol,znát,unrelated,word,word,0.112370119956306
třetí,dělat,unrelated,word,word,0.102343548300083
absochvalně,externí,nonword,nonword,word,
uvolrika,dlouhý,nonword,nonword,word,
ahcá,dveře,nonword,nonword,word,
aičo,paranormální,nonword,nonword,word,
řít,svatba,nonword,nonword,word,
akcentní,rychle,nonword,nonword,word,
akzpacka,svítání,nonword,nonword,word,
aljah,střela,nonword,nonword,word,
alkobých,dokument,nonword,nonword,word,
pustér,prodat,nonword,nonword,word,
ministerovina,císař,nonword,nonword,word,
vybuchovatel,dělostřelectvo,nonword,nonword,word,
asischie,divadlo,nonword,nonword,word,
anatokrát,kyslík,nonword,nonword,word,
anšit,pozoruhodný,nonword,nonword,word,
britcouzština,oceán,nonword,nonword,word,
anopulsní,jaderný,nonword,nonword,word,
křeskovat,prosinec,nonword,nonword,word,
štana,pivo,nonword,nonword,word,
arteblém,specialista,nonword,nonword,word,
arzevost,prvek,nonword,nonword,word,
aspichod,mluvit,nonword,nonword,word,
astrokojmí,kreslit,nonword,nonword,word,
zmlámový,přijatelný,nonword,nonword,word,
játce,poprava,nonword,nonword,word,
autokost,fotbal,nonword,nonword,word,
auvit,obsah,nonword,nonword,word,
iroda,odstranit,nonword,nonword,word,
fanechtický,monitor,nonword,nonword,word,
bazie,radost,nonword,nonword,word,
inproktor,zachránit,nonword,nonword,word,
stříkovní,zadek,nonword,nonword,word,
batáš,nebeský,nonword,nonword,word,
světketbal,často,nonword,nonword,word,
vlastovatel,alarm,nonword,nonword,word,
díh,klášter,nonword,nonword,word,
hintie,strom,nonword,nonword,word,
bepad,nedávno,nonword,nonword,word,
bezzbytný,syn,nonword,nonword,word,
zatknoutpečení,maminka,nonword,nonword,word,
bezstatný,přítel,nonword,nonword,word,
střípráví,plot,nonword,nonword,word,
