"el_target","el_cue","type","target_type","cue_type","el_cosine"
"κατάσταση","άνεμος","unrelated","word","word",0.114969217123774
"τίτλος","σαλιγκάρι","unrelated","word","word",0.0560039909926036
"οπλοστάσιο","άχρηστος","unrelated","word","word",0.130836343373096
"ανέγερση","κόρη","unrelated","word","word",0.115615746605736
"όρκος","μπορεί","unrelated","word","word",0.162855733526886
"αδρεναλίνη","επιτυχία","unrelated","word","word",0.24769771985888
"λιμάνι","πρόσωπο","unrelated","word","word",0.188321896491763
"γυναικεία μονή","ενότητα","unrelated","word","word",NA
"ζώνη","πλοήγηση","unrelated","word","word",0.189012760039062
"κρανίο","παίζω","unrelated","word","word",0.152957751890721
"βότκα","φυσικός","unrelated","word","word",0.146006085517392
"ουράνιος","βαλβίδα","unrelated","word","word",0.11343450705248
"αυτοκίνητο","αναγνωρίζω","unrelated","word","word",0.130128787832498
"δόλωμα","φλιτζάνι","unrelated","word","word",0.130307154383883
"παιχνίδι","αυξάνουν","unrelated","word","word",0.116068842336604
"νέος","στέμμα","unrelated","word","word",0.121223121196653
"κάστρο","χείλος","unrelated","word","word",0.131822540359404
"μαντήλι","εργαλείο","unrelated","word","word",0.268136051146319
"επιδημία","θερμότητα","unrelated","word","word",0.175030462536066
"συνεχώς","τέρας","unrelated","word","word",0.130604705398051
"γιαγιά","πιάνο","unrelated","word","word",0.215529949782323
"στοιχείο","δένω","unrelated","word","word",0.0835129484992684
"διευθυντής","κατάσκοπος","unrelated","word","word",0.24005364507618
"κόλαση","εξέταση","unrelated","word","word",0.191410424934445
"πόρτα","τρομακτικός","unrelated","word","word",0.215600560719816
"απόλυση","εντολή","unrelated","word","word",0.216857444445482
"ακτή","σήμα","unrelated","word","word",0.256517914142922
"ανεύθυνος","ατομικός","unrelated","word","word",0.362228593178186
"τρελός","αποτέλεσμα","unrelated","word","word",0.173561415675908
"νομικός","λέξη","unrelated","word","word",0.178249459820303
"σχεδίαση","φτώχεια","unrelated","word","word",0.123452306781271
"εκτίμηση","διαδρομή","unrelated","word","word",0.179851889190456
"επώνυμο","δικαστήριο","unrelated","word","word",0.151081497987581
"βλακεία","λεμονάδα","unrelated","word","word",0.245592107383251
"διαφορετικός","εκκλησία","unrelated","word","word",0.142992256192423
"απουσία","δαχτυλίδι","unrelated","word","word",0.231389119994327
"ντομάτα","χέρι","unrelated","word","word",0.146883620428645
"συσκευή","ufo","unrelated","word","word",0.103391763070405
"μαμά","φλέβα","unrelated","word","word",0.1571488422006
"χαλί","επακρώς","unrelated","word","word",NA
"δίψα","εμπειρία","unrelated","word","word",0.263099646718989
"δοκιμή","ακούω","unrelated","word","word",0.125192779790502
"ναύτης","συμπονετικός","unrelated","word","word",0.237899002810859
"εγωιστικός","ταπεινός","unrelated","word","word",0.421701463801808
"ατμόσφαιρα","ταλαιπωρία","unrelated","word","word",0.186019995402142
"εξπρές","κολλέγιο","unrelated","word","word",0.117479935531737
"περιεχόμενο","υποστήριξη","unrelated","word","word",0.0820321630143616
"αναμένω","σερίφης","unrelated","word","word",0.11088625153746
"συναυλία","πρακτική","unrelated","word","word",0.181777472989779
"ζώνη","συνδυασμός","unrelated","word","word",0.210839912482015
"ατύχημα","ευθύνη","unrelated","word","word",0.181968637795693
"τοπικός","δημιουργία","unrelated","word","word",0.163220292910156
"πουλί","έννοια","unrelated","word","word",0.148188585041845
"πληροφορητής","προσοχή","unrelated","word","word",NA
"κιθάρα","συμβούν","unrelated","word","word",0.0290798017507963
"πιθανός","εσωτερικός","unrelated","word","word",0.383708489754072
"γορίλλας","παραλία","unrelated","word","word",0.14264183851075
"κατασκήνωση","πνίγω","unrelated","word","word",0.113642779583882
"κωδώνισμα","σαφώς","unrelated","word","word",NA
"ανώτερος","θάρρος","unrelated","word","word",0.173916161478761
"όπλο","κατάσταση","unrelated","word","word",0.092637721570702
"πιστός","συνομιλία","unrelated","word","word",0.0931457605555304
"ευλάβεια","προτείνω","unrelated","word","word",0.127576564906612
"δάνειο","ποτέ","unrelated","word","word",0.151502992942887
"επιστροφη","νότος","unrelated","word","word",0.0990841713087848
"τροχιά","εντάξει","unrelated","word","word",0.153866725658648
"σταθμός","χημική ουσία","unrelated","word","word",NA
"βλάβη","γυαλιά","unrelated","word","word",0.193242307155888
"κοινό","εμπόδιο","unrelated","word","word",0.114925178012889
"ανθρωποι","εταιρία","unrelated","word","word",0.127022080235524
"πλοίο","καμπάνια","unrelated","word","word",0.0540836600863011
"επικοινωνία","νοσοκομείο","unrelated","word","word",0.110711472070709
"αστείος","σκυρόδεμα","unrelated","word","word",0.0424198818482433
"ζάλη","επιτροπή","unrelated","word","word",0.161097847675567
"συγγραφέας","γενικός","unrelated","word","word",0.190720000371728
"φυλάκιση","πειρατής","unrelated","word","word",0.200698828522561
"μάχη","πίθηκος","unrelated","word","word",0.164566932492875
"πολιτικός","τρίτος","unrelated","word","word",0.326733232264629
"πολιτισμός","λανθασμένος","unrelated","word","word",0.291880425474149
"σπουδαίος","σερβιτόρος","unrelated","word","word",0.310467092581939
"αρουραίος","ελευθερώς","unrelated","word","word",NA
"ταινία","αυτόγραφο","unrelated","word","word",0.195609530943263
"ποιότητα","μισώ","unrelated","word","word",0.0367135637601069
"λίμνη","ποσότητα","unrelated","word","word",0.182007957345737
"πάντα","ευγενής","unrelated","word","word",0.27089462018112
"μπουκάλι","δούλος","unrelated","word","word",0.137410875139558
"μπύρα","σεισμός","unrelated","word","word",0.134694940695129
"σακάκι","δευτερεύων","unrelated","word","word",0.0486759327812079
"πραγματικά","απόδειξη","unrelated","word","word",0.258028712665916
"φαντασία","θύμα","unrelated","word","word",0.0888339262866999
"άσκηση","χόμπι","unrelated","word","word",0.248791756900498
"πορτοκάλι","ασπίδα","unrelated","word","word",0.0747831427983464
"υπουργείο","κορίτσι","unrelated","word","word",0.0899509429605829
"υπουργός","συμμορία","unrelated","word","word",0.0502191352536956
"πρίγκιπας","γέφυρα","unrelated","word","word",0.180425805996924
"εκτέλεση","επιχειρήσεων","unrelated","word","word",0.134147141026908
"μήνυμα","δυναστεία","unrelated","word","word",0.105132986975399
"τιμή","υποτιμώ","unrelated","word","word",0.142408895989751
"ανάπτυξη","βόμβα","unrelated","word","word",0.180557391045649
"παίχτης","γωνία","unrelated","word","word",0.193061202212551
"προσβάλλω","ενοικίαση","unrelated","word","word",0.0705089035749479
"πτήση","καλόγερος","unrelated","word","word",0.0625480005780134
"προσελκύω","θάμνος","unrelated","word","word",0.196976855465157
"απόπειρα","τελικός","unrelated","word","word",0.095460516029035
"υπερασπίζω","ιδέα","unrelated","word","word",0.16037044746136
"δίνω","υποφέρω","unrelated","word","word",0.174520812958158
"φυγάς","πληγή","unrelated","word","word",0.131568124021137
"οικείος","δύναμη","unrelated","word","word",0.0893739237355244
"άτομο","πηγή","unrelated","word","word",0.112768310421304
"προτείνω","σκάβω","unrelated","word","word",0.145762888563895
"χρηματοδότηση","τραπεζίτης","unrelated","word","word",0.231910159780763
"περιγραφή","σούπα","unrelated","word","word",0.199372536925535
"μεσημεριανό","αίμα","unrelated","word","word",0.103843120705466
"να συνεχίσει","άλμπουμ","unrelated","word","word",NA
"καθηγητής","δικαιοδοσία","unrelated","word","word",0.0745610353731254
"τελευταίος","καθολικός","unrelated","word","word",0.306737406055303
"μαχητής","χήνα","unrelated","word","word",0.121460590124398
"βιταμίνη","φίλε","unrelated","word","word",0.10629963987339
"αντίγραφο","βρυκόλακας","unrelated","word","word",0.181763357351465
"γουλιά","πρώτα","unrelated","word","word",0.203042835623341
"κατάρρευση","νοέμβριος","unrelated","word","word",0.12845997783983
"πύλη","ρούμι","unrelated","word","word",0.104038939391633
"χάρτης","διασημότητα","unrelated","word","word",0.0671281888582605
"δομή","αρκετά","unrelated","word","word",0.128882970814389
"κτίριο","χρώμα","unrelated","word","word",0.108660931971329
"δυναμίτιδα","ναυτικός","unrelated","word","word",0.149300196320119
"μετρών την ώραν","διορθώσετε","unrelated","word","word",NA
"αγοραστής","υπομονή","unrelated","word","word",0.127750309682703
"σφυρί","υπηρεσία","unrelated","word","word",0.0533362488655828
"τηλεόραση","διαμέτρημα","unrelated","word","word",0.0235233504812177
"δορυφόρος","τερματικό","unrelated","word","word",0.306941375821341
