"hy_target","hy_cue","type","target_type","cue_type","hy_cosine"
"հավատարիմ","ամուսին","unrelated","word","word",0.200434874281085
"ազնվություն","դեսանոց","unrelated","word","word",NA
"նվիրվածություն","զինվոր","unrelated","word","word",0.277090988288868
"հավաքվել","հնարագիտություն","unrelated","word","word",NA
"ընդմիշտ","հիվանդանոց","unrelated","word","word",0.102186034855552
"գորգ","հեռավորություն","unrelated","word","word",0.135893423361675
"եզակի","կայսր","unrelated","word","word",0.125658575050486
"բարեկամություն","սովորել","unrelated","word","word",0.167880278401545
"հյուսիս","մղձավանջ","unrelated","word","word",0.0991781051083061
"արեւմտյան","քննություն","unrelated","word","word",0.142982074740022
"վստահություն","աղջիկ","unrelated","word","word",0.103188387892272
"դուրեկան","ջիպ","unrelated","word","word",NA
"գործադուլ անել","թիթեռ","unrelated","word","word",NA
"հարցնել","ճամբար","unrelated","word","word",0.152428730479475
"պանիր","ֆինանսապես","unrelated","word","word",0.127817195872684
"ալյուր","ջազ","unrelated","word","word",0.103813353419639
"հեգնական","փառք","unrelated","word","word",0.231807215998133
"հրետանի","անատոմիա","unrelated","word","word",0.117081699327367
"դերասան","արդար","unrelated","word","word",0.124461964346553
"անհոգ","մեղր","unrelated","word","word",0.193904157944517
"պենիս","հրդեհ","unrelated","word","word",NA
"նամակ","հաղթանակ","unrelated","word","word",0.1973230070542
"մանրադիտակ","սարսափ","unrelated","word","word",0.137352278212648
"լքել","արվեստ","unrelated","word","word",0.1009658915085
"արագություն","առասպել","unrelated","word","word",0.136125771825443
"ուսուցում","տարածություն","unrelated","word","word",0.19160749669144
"հալածում","տառապել","unrelated","word","word",0.272801229955611
"պտտել","սուզանավ","unrelated","word","word",0.172492126336039
"փրկիչ","ծուխ","unrelated","word","word",0.34098823557867
"բարձր գնահատել","մուտք գործել","unrelated","word","word",NA
"ապուշ","սովորական","unrelated","word","word",0.24101264572076
"շտաբ","լավ","unrelated","word","word",0.0645336737097975
"երիտասարդ","շղթա","unrelated","word","word",0.139758501293797
"հաճախորդ","ադամանդ","unrelated","word","word",0.266883970445982
"հիվանդ","դարձնել","unrelated","word","word",0.0995881235560209
"կից","անմեղ","unrelated","word","word",0.108429854469441
"գեղեցկուհի","արդեն","unrelated","word","word",0.176206899242829
"մոթել","շահ","unrelated","word","word",0.124403166127264
"երախտագիտություն","ստամոքս","unrelated","word","word",0.030757102637378
"տգեղ","շրջագայություն","unrelated","word","word",0.100499302707746
"հավանականություն","նյարդայնություն","unrelated","word","word",0.363230283048641
"կատակ","ninja","unrelated","word","word",0.290288411033819
"սպորտ","դագաղ","unrelated","word","word",0.150228015142032
"ոխակալ","վիրաբույժ","unrelated","word","word",NA
"սոված","կաբինետ","unrelated","word","word",0.0817240593944698
"թերթ","տուգանք","unrelated","word","word",0.159529365805571
"ադրենալեն","վերք","unrelated","word","word",NA
"հետաքրքիր","գաղութ","unrelated","word","word",0.122662249670888
"հուլիս","պահակ","unrelated","word","word",0.218901171416202
"արձան","սեմինար","unrelated","word","word",0.0637405150783109
"հավատ","dvd","unrelated","word","word",0.103404857321253
"հուզված","անիծել","unrelated","word","word",0.323273738664589
"արժանապատվություն","դրամատիկական","unrelated","word","word",0.20861614562165
"հունական","որս անել","unrelated","word","word",NA
"շահարկել","արյան","unrelated","word","word",0.11013041593413
"հեռացում","պինգ","unrelated","word","word",0.0726157077016491
"ընդունել","սպասել","unrelated","word","word",0.177931690837167
"դիպուկահար","մարդ","unrelated","word","word",0.197785526229801
"պատվեր","պրոֆիլ","unrelated","word","word",0.201547929444544
"կապիտան","արտադրող","unrelated","word","word",0.108163066069982
"ֆանտաստիկ","նիհար","unrelated","word","word",0.219204891850476
"արտակարգ","լռակյաց","unrelated","word","word",0.218423631904
"հրացան","աշտարակ","unrelated","word","word",0.188271103915893
"բոց","բոնուս","unrelated","word","word",0.139640447614253
"արարած","տպավորիչ","unrelated","word","word",0.119271486359846
"սատանա","քշել","unrelated","word","word",0.211962514756689
"հրթիռ","երկիր","unrelated","word","word",0.220250035235356
"քաշել","գրավիչ","unrelated","word","word",0.0541428538006391
"շեշտ","արջ","unrelated","word","word",0.197924872398715
"ակտիվացնել","ստուգում","unrelated","word","word",0.237270935666112
"բազուկ","սթրես","unrelated","word","word",0.110829454767816
"նշան","գոլֆ","unrelated","word","word",0.034952005683449
"միավ","տնակ","unrelated","word","word",0.116199109528295
"ճակատագիր","մարզիչ","unrelated","word","word",0.0790154484296943
"գյուղ","անանուն","unrelated","word","word",0.195207881972217
"գիտեր","վերնաշապիկ","unrelated","word","word",0.138821342692607
"մայրուղի","այստեղ","unrelated","word","word",0.130425205624679
"խոռոչ","մրցում","unrelated","word","word",0.115689636922679
"օձ","գործարան","unrelated","word","word",0.0840476940001622
"իսկական","ծիսական","unrelated","word","word",0.201649375876538
"ձախ","նիհար","unrelated","word","word",0.143115685805789
"վերջերս","հրաձիգ","unrelated","word","word",0.103405535100473
"էլեկտրական","ճանապարհ","unrelated","word","word",0.104050955842064
"մորուք","այրին","unrelated","word","word",0.257757090509587
"ազգանուն","հազ","unrelated","word","word",0.0844286667818114
"անհայտացում","ասեղ","unrelated","word","word",0.229103055540101
"ճակատագրական","խաղաղ","unrelated","word","word",0.174044968374666
"արշալույս","պողոտա","unrelated","word","word",0.188272381173218
"հայր","ռիսկ","unrelated","word","word",0.115771235929496
"վանք","կով","unrelated","word","word",0.237524084098474
"հյուսվածք","անուն","unrelated","word","word",0.142454303449686
"գաղտնիություն","հպարտ","unrelated","word","word",0.150426363699588
"մատուցողուհի","կարողություն","unrelated","word","word",0.135328134486933
"մրցավազք","բնութագիր","unrelated","word","word",0.0879970895412544
"անհատ","վերջապես","unrelated","word","word",0.123413628724803
"մարդ","պատրաստում","unrelated","word","word",0.105730711432021
"մարդասպան","անկում","unrelated","word","word",0.1653769328698
"խաղացող","բարոն","unrelated","word","word",0.156748854138736
"դիակ","համեղ","unrelated","word","word",0.16862676489476
"վեներա","բուրգ","unrelated","word","word",0.238839145189034
"լվանալ","արքայադուստր","unrelated","word","word",0.144276241124846
"խաբեբա","աստված","unrelated","word","word",0.248712930954828
"տեխնիկա","հավանականություն","unrelated","word","word",0.270892382006247
"հսկայական","playboy","unrelated","word","word",0.0644318065687971
"քվեարկել","արիություն","unrelated","word","word",0.159536031148219
"երեք","տհաճ","unrelated","word","word",0.0883915221421032
"հայտարարություն","ճիճուն","unrelated","word","word",NA
"մրջյուն","վատնել","unrelated","word","word",0.181975081151128
"կարագ","փեսան","unrelated","word","word",0.271272422083766
"հանցանք","ուղեկցորդ","unrelated","word","word",0.155301295924467
"շեֆ","հարվածել","unrelated","word","word",0.149949851175873
"բամբակ","հաջողություն","unrelated","word","word",0.140217684393875
"մերկ","յոգա","unrelated","word","word",0.123117948871315
"հիմար","միացնել","unrelated","word","word",0.121154457111108
"ցինիկ","սովորաբար","unrelated","word","word",0.183802821599755
"ամուսնացած","պատճառ","unrelated","word","word",0.149296443456413
"միայնակ","ստորաբաժանում","unrelated","word","word",0.134990201682865
"տրամադրել","հուզիչ","unrelated","word","word",0.135913673594202
"հավանաբար","վանական","unrelated","word","word",0.216096313971361
"միլիարդ","կլան","unrelated","word","word",0.101651681349597
"ձեռնարկատեր","կոշիկ","unrelated","word","word",0.237737928367018
"անընդհատ","տեսախցիկ","unrelated","word","word",0.174381108752973
