"he_target","he_cue","type","target_type","cue_type","he_cosine"
"בְּעָיָה","קריטי","unrelated","word","word",NA
"קהל","פ רו י קט","unrelated","word","word",NA
"חוֹרֶף","נ פ ש ","unrelated","word","word",NA
"גְרַם","מו נ ית","unrelated","word","word",NA
"מטר","ע צ ב","unrelated","word","word",NA
"רומא","לחפש","unrelated","word","word",0.05296198238257
"קֵיסָר","כ  ל ל","unrelated","word","word",NA
"גָדֵר","ק יס ר","unrelated","word","word",NA
"כַּדוּר","ז כו ת","unrelated","word","word",NA
"ביצה","צרה","unrelated","word","word",0.242123662498905
"כּוֹעֵס","ג נ ב ה","unrelated","word","word",NA
"אַשָׁף","תו כנ ה","unrelated","word","word",NA
"כּוֹבַע","סובל","unrelated","word","word",NA
"צַלַחַת","מ ינ ימו ם","unrelated","word","word",NA
"סִגְנוֹן","א זו ר","unrelated","word","word",NA
"פֶסטִיבָל","ו ע יד ה","unrelated","word","word",NA
"קָשֶׁה","יוני","unrelated","word","word",NA
"הונאה","ה תא ב  דו ת","unrelated","word","word",NA
"נוצרי","איש קשר","unrelated","word","word",NA
"אָרוֹן","ש ו ש  ל ת","unrelated","word","word",NA
"מפלגה","פ  ר ה","unrelated","word","word",NA
"בֵּית קְבָרוֹת","מ בו ג ר","unrelated","word","word",NA
"מסמך","ע צו ב","unrelated","word","word",NA
"מִבטָא","ל מ מ ן","unrelated","word","word",NA
"שָׁטִיחַ","מ ש  מ עו ת","unrelated","word","word",NA
"תַעֲרוֹבֶת","א ספ  יר ין","unrelated","word","word",NA
"גוֹרִילָה","ג או ן","unrelated","word","word",NA
"הֵרוֹאִין","רכבת","unrelated","word","word",NA
"סיסמה","להגביר","unrelated","word","word",0.167375840778151
"תיק","מרשתת","unrelated","word","word",NA
"תוֹקֵף","ר ק ט ה","unrelated","word","word",NA
"קָטלָנִי","עיתונאות","unrelated","word","word",NA
"קָטָן","הופעה","unrelated","word","word",NA
"מיונז","ח ם","unrelated","word","word",NA
"יְכוֹלֶת","יפה","unrelated","word","word",NA
"עוגה","כוכב לכת","unrelated","word","word",NA
"וניל","ח קלא י","unrelated","word","word",NA
"מְכַשֵׁפָה","רעידת אדמה","unrelated","word","word",NA
"בְּחִירָה","מו ש  ך","unrelated","word","word",NA
"יוֹפִי","תרגול","unrelated","word","word",NA
"ארוך","הו ר יק ן","unrelated","word","word",NA
"בת דודה","ל ה ע נ יש ","unrelated","word","word",NA
"כְּתִיבָה","אמן","unrelated","word","word",NA
"פּוֹלִיטִי","הנאה","unrelated","word","word",NA
"תדמית","קריאה","unrelated","word","word",0.0659161742294131
"רוטב","ג  יפ ","unrelated","word","word",NA
"טֵלֶוִיזִיָה","פ  ל יט","unrelated","word","word",NA
"היקף","ש  ג ר יר","unrelated","word","word",NA
"נָדִיב","נ א מ ן","unrelated","word","word",NA
"עָדִין","קו מ ה","unrelated","word","word",NA
"סקנדל","מסרב","unrelated","word","word",0.0657561688560498
"תֵאוֹרִיָה","ת צ פ  ית","unrelated","word","word",NA
"לַהֲרוֹג","עבודה","unrelated","word","word",NA
"נשמע","סו כ ן","unrelated","word","word",NA
"פְּסִיכוֹלוֹגִי","ע י ן","unrelated","word","word",NA
"לאחרונה","קטן","unrelated","word","word",0.165730595339722
"טִיל","נ ג יד","unrelated","word","word",NA
"לִרְקוֹד","ב  כ יר","unrelated","word","word",NA
"מערכת","מספר","unrelated","word","word",0.0912567526110961
"הסכמה","ש ו ל ח ן כ  ת יב ה","unrelated","word","word",NA
"אחרון","לספור","unrelated","word","word",0.100280529136693
"רָגִיל","נ ר ת יק","unrelated","word","word",NA
"הַצבָּעָה","ל ג יו ן","unrelated","word","word",NA
"מְכוֹנָה","מכה","unrelated","word","word",NA
"בּוֹקֵר","א זר ח י","unrelated","word","word",NA
"סערה","תכונה","unrelated","word","word",0.160707001895964
"יווני","פ ל טפו רמ ה","unrelated","word","word",NA
"רוֹצֵחַ","דבר","unrelated","word","word",NA
"מַרגִישׁ","לברוח","unrelated","word","word",NA
"אֶקְדָח","ח צ י","unrelated","word","word",NA
"הַכנָסָה","ב  תו ק ף","unrelated","word","word",NA
"קוניאק","להבטיח","unrelated","word","word",0.0817832005675147
"ג'ולייט","נ ש  יק ה","unrelated","word","word",NA
"עבה","או כ לו ס י ה","unrelated","word","word",NA
"מלא","ש  פ תו ן","unrelated","word","word",NA
"אוטו","ק ל יב  ר","unrelated","word","word",NA
"אוֹטוֹבּוּס","למחות","unrelated","word","word",NA
"לְחַבֵּר","ש  ם","unrelated","word","word",NA
"צָמָא","ק ע ר ה","unrelated","word","word",NA
"הִתְפּוֹצְצוּת","מ כל ל ה","unrelated","word","word",NA
"בַּקָשָׁה","ע זר ה","unrelated","word","word",NA
"רשמי","ק צ ב","unrelated","word","word",NA
"אַכְזָרִיוּת","אומנות","unrelated","word","word",NA
"לִשְׁאוֹל","מ ש ו ר ר","unrelated","word","word",NA
"צָב","מגיע","unrelated","word","word",NA
"התקן","א ש  ל י ה","unrelated","word","word",NA
"מִשׁפָּחָה","א חו ת","unrelated","word","word",NA
"טעות","פדרלי","unrelated","word","word",0.146691569757511
"טִפּשׁוּת","צ פ ר ד ע ","unrelated","word","word",NA
"שר בממשלה","מ עו ל ה","unrelated","word","word",NA
"רְחוֹב","נגיף","unrelated","word","word",NA
"לְהִשָׁאֵר","קיבולת","unrelated","word","word",NA
"דִיוּן","א ב  א","unrelated","word","word",NA
"טֵלֵפוֹן","כ  ר ט יס","unrelated","word","word",NA
"מִתנַקֵשׁ","סו פ  רמ ן","unrelated","word","word",NA
"משטח","אי צדק","unrelated","word","word",NA
"מִתבַּגֵר","ט קסט","unrelated","word","word",NA
"צי","ת ל י ה","unrelated","word","word",NA
"רביעי","רווח","unrelated","word","word",0.0710854669964486
"בִּטנִי","ג ן ע ד ן","unrelated","word","word",NA
"בחילה","שבע רצון","unrelated","word","word",NA
"כותרת","ט בע י","unrelated","word","word",NA
"שְׁמֵימִי","ה צ ע ה","unrelated","word","word",NA
"מַגֶבֶת","פינג","unrelated","word","word",NA
"דַקָה","ל ה כ יל","unrelated","word","word",NA
"אהבה","לזניה","unrelated","word","word",0.188808384854429
"מצחיק","אלוהים","unrelated","word","word",0.22429281412348
"שַׁעַר","עצם בלתי מזוהה","unrelated","word","word",NA
"לֶחִי","ב  ט חו ן","unrelated","word","word",NA
"מַחֲלָה","ש ו ט ה","unrelated","word","word",NA
"נִיחוֹחַ","א רו ח ת ע ר ב","unrelated","word","word",NA
"לְהַרְגִיעַ","מ ע נ ק","unrelated","word","word",NA
"ראש העיר","ד א ג ה","unrelated","word","word",NA
"תחזוקה","אסיר תודה","unrelated","word","word",NA
"כִּיוֹר","סלע","unrelated","word","word",NA
"חֶבֶל","מ פ י ה","unrelated","word","word",NA
"מלח","רשע","unrelated","word","word",0.163383129978716
"אִידיוֹט","טריק","unrelated","word","word",NA
"בעל בית","מ בצ ע י","unrelated","word","word",NA
"מִשׂרָד","עיתון","unrelated","word","word",NA
"ארנב","ל בחו ן","unrelated","word","word",NA
"אימפריה","ל ח צ ן","unrelated","word","word",NA
"שַׂמֵחַ","י צ יא ה","unrelated","word","word",NA
"מִשׂרָד","הו ל ד ת","unrelated","word","word",NA
"לִסְחוֹט","מו כ ן","unrelated","word","word",NA
"כִּסֵא","מ חו ז","unrelated","word","word",NA
"בצל","להיכנס","unrelated","word","word",0.157072015233886
"משהו","ק נ א י","unrelated","word","word",NA
"פַּטרוֹל","ימי","unrelated","word","word",NA
"חבר","ציד","unrelated","word","word",0.122808023116212
"עֵץ","ה זד מ נו ת","unrelated","word","word",NA
"טֶכנִיקָה","ל ש  תו ת","unrelated","word","word",NA
"הַשׁבָּחָה","או פ ט ימ י","unrelated","word","word",NA
"זָקָן","סומא","unrelated","word","word",NA
"פרק זמן","יום יומי","unrelated","word","word",NA
"ביי","קבר","unrelated","word","word",0.0399326121388364
"ניסוי","מזון","unrelated","word","word",0.0993436131921728
"לִיבֵּרָלִי","נ ח ית ה","unrelated","word","word",NA
"אווורור","מ א מ ן","unrelated","word","word",NA
"שתיקה","ל ה ש  פ  יע ","unrelated","word","word",NA
"שַׁחַר","פ  כ  ח ","unrelated","word","word",NA
"שַׁקרָן","לחץ","unrelated","word","word",NA
"חבורה","צוות","unrelated","word","word",0.23745703419556
"ארבעה","מ ר ג ש ","unrelated","word","word",NA
"סִיפּוּן","קבלה","unrelated","word","word",NA
"כלא","חום","unrelated","word","word",0.139543677155968
"קמח","סקוור","unrelated","word","word",0.0619189378802418
"מדים","מנהל","unrelated","word","word",0.161569969412442
"לְהִתְאַגֵד","מ ג ע יל","unrelated","word","word",NA
"אַלִיפוּת","מ א ד ים","unrelated","word","word",NA
"קַת","מ זו י ף","unrelated","word","word",NA
"ספּוֹרט","ת ר פ י ה","unrelated","word","word",NA
"יֶלֶד","ל ה פ ע יל","unrelated","word","word",NA
"ביצוע","תיק מסמכים","unrelated","word","word",NA
"הַאֲשָׁמָה","פ  יר מ יד ה","unrelated","word","word",NA
"תמונה","שום דבר","unrelated","word","word",NA
"לְהִתְהַלֵך","קריירה","unrelated","word","word",NA
"עֵסֶק","פ  ת או ם","unrelated","word","word",NA
"הַעֲרָכָה","תור","unrelated","word","word",NA
"מימון","מ סו ף","unrelated","word","word",NA
"תְאוּנָה","אופי","unrelated","word","word",NA
"תַרְבּוּת","לשמור","unrelated","word","word",NA
"יַחַס","א פ ר","unrelated","word","word",NA
"הַצהָרָה","מ ח ר","unrelated","word","word",NA
"אוֹת","לאסוף","unrelated","word","word",NA
"תהליך","ת ח רו ת","unrelated","word","word",NA
"מַחשֵׁב","א כ ז ר י","unrelated","word","word",NA
"נָחָשׁ","תמים","unrelated","word","word",NA
"נוֹסָף","ארון קבורה","unrelated","word","word",NA
"תוֹצָאָה","בשר חזיר","unrelated","word","word",NA
"מִקרֶה","פ  נ ימ י","unrelated","word","word",NA
"להתחלף","קרוב משפחה","unrelated","word","word",NA
"מזוודה","סיבה","unrelated","word","word",0.192976804304235
"בעלים","מ פ ק ח ","unrelated","word","word",NA
"תָמִיד","הדק","unrelated","word","word",NA
"סִיוּעַ","ל ה ס ת כ  ן","unrelated","word","word",NA
"אָשֵׁם","ש  כ יר ח ר ב","unrelated","word","word",NA
"מְטוּפָּשׁ","י ק ר","unrelated","word","word",NA
"צִינִי","ל ה א ט","unrelated","word","word",NA
"פעולה","כדורסל","unrelated","word","word",0.149470289928287
"תַנוּר","מ כש ו ל","unrelated","word","word",NA
"עגבנייה","קינמון","unrelated","word","word",0.424904289380973
"פרי","הערכה","unrelated","word","word",0.106710883803457
"הקלטה","באופן טבעי","unrelated","word","word",NA
"שעון","פופולרי","unrelated","word","word",0.13450604366739
"תרגיל","קו מב  ינ צ י ה","unrelated","word","word",NA
"תשובה","גרון","unrelated","word","word",0.0481815767259596
"לִמְשׁוֹך","ס ל יח ה","unrelated","word","word",NA
"מְכוֹעםו","ה תא ב  דו ת","nonword","nonword","word",NA
"נגידֵאוֹ","מ ל צ ר","nonword","nonword","word",NA
"ווסרון","ל ה ע נ יש ","nonword","nonword","word",NA
" ודא","ע צ ב","nonword","nonword","word",NA
"שלוב","ה זד מ נו ת","nonword","nonword","word",NA
"יירת","או צ ר","nonword","nonword","word",NA
"הוֹדָעhq","א ב  א","nonword","nonword","word",NA
"אֵזוףא","א פ ר","nonword","nonword","word",NA
"מְקוֹמjr","ל ר או ת","nonword","nonword","word",NA
"יטאי","ש  הו ת","nonword","nonword","word",NA
"חוֹבזמ","בסדר","nonword","nonword","word",NA
"זןח","נ ג יד","nonword","nonword","word",NA
"גַרעִיצקי","רעב","nonword","nonword","word",NA
"מוסום","ל ג יו ן","nonword","nonword","word",NA
"oaירוֹנִי","עמלה","nonword","nonword","word",NA
"פהכְזָרִי","כ ת ב","nonword","nonword","word",NA
"ucׁיר","להמיס","nonword","nonword","word",NA
"לוֹחpj","מ ח ט","nonword","nonword","word",NA
"txשָׁה","ת ע ש  י ה","nonword","nonword","word",NA
"אַבָuy","נ מו ך","nonword","nonword","word",NA
"nzסוֹק","א נ טו מ י ה","nonword","nonword","word",NA
"צםּסִיכוֹלוֹגִיָה","בחוץ","nonword","nonword","word",NA
"bsפִּיטָלִיזם","ה תנ ג דו ת","nonword","nonword","word",NA
"נכל","רשמית","nonword","nonword","word",NA
"ןקיָס","dvd","nonword","nonword","word",NA
"מוֹרנקין","בית משפט","nonword","nonword","word",NA
"בםבָק","תו ל ע ת","nonword","nonword","word",NA
"עיריקה","לבד","nonword","nonword","word",NA
"כףמִיץ","מו נ ית","nonword","nonword","word",NA
"אֲגוּדםד","א ש פ  ה","nonword","nonword","word",NA
"בירכבול","ב  ר ק","nonword","nonword","word",NA
"כךשֶׁק","מ צ ב","nonword","nonword","word",NA
"djירָה","ענן","nonword","nonword","word",NA
"ארוחלבבוקר","יו ג ה","nonword","nonword","word",NA
"פןהָבָה","כ  ת ר","nonword","nonword","word",NA
"פהזָיָה","לו ח  ש  נ ה","nonword","nonword","word",NA
"ןקאַשֵׁר","ק ן","nonword","nonword","word",NA
"wuשׁפָּה","מ גנ ט י","nonword","nonword","word",NA
"ףלהַלווֹת","א טו מ י","nonword","nonword","word",NA
"מוושָצִיָה","סלבריטאי","nonword","nonword","word",NA
"סתההו","היום","nonword","nonword","word",NA
"qsינָמִיט","אומץ","nonword","nonword","word",NA
"syישִׁי","מתרחש","nonword","nonword","word",NA
"sbרִיב","מ ש ק ל","nonword","nonword","word",NA
"דםנָשִׁים","צנוע","nonword","nonword","word",NA
"מעורר ארמים","תמים","nonword","nonword","word",NA
"jtצִיאוּתִי","שלב","nonword","nonword","word",NA
"עוגמֶׁר","מ ל ה","nonword","nonword","word",NA
"fdקפָּה","ל ק נו ת","nonword","nonword","word",NA
"ברשפז","פינג","nonword","nonword","word",NA
"חַמצfa","רו מ י","nonword","nonword","word",NA
"כניצה","הרמת כוסית","nonword","nonword","word",NA
"ghפְרוּת","ש  לש ו ל","nonword","nonword","word",NA
"יטישות","ח ז ק","nonword","nonword","word",NA
"אִישִׁיומט","ת ר פ י ה","nonword","nonword","word",NA
"אֵלֶגַנטqc","סמל","nonword","nonword","word",NA
"שְׁלוֹשָהף","דו ד","nonword","nonword","word",NA
"א brinנִיָה","ג נ ב","nonword","nonword","word",NA
"כץּלבּוּל","מ ע נ ק","nonword","nonword","word",NA
"ןקא הוֹגֶן","עצם בלתי מזוהה","nonword","nonword","word",NA
