"sk_cue","sk_target","type","cue_type","target_type","sk_cosine"
"veľký","konať","unrelated","word","word",0.0998593120848285
"obsahovať","administratívny","unrelated","word","word",0.16829116477669
"zavádzanie","balenie","unrelated","word","word",0.322321957440915
"sťažnosť","centimeter","unrelated","word","word",0.184800174746556
"polomer","konštrukcia","unrelated","word","word",0.273331795315317
"obyčajný","šéf","unrelated","word","word",0.060714550606571
"čakať","kvetina","unrelated","word","word",0.0943753165497412
"atraktívny","večer","unrelated","word","word",0.183377985380848
"more","kačica","unrelated","word","word",0.155737559588846
"betón","dôstojnosť","unrelated","word","word",0.184953758168945
"obdivovať","mŕtvy","unrelated","word","word",0.0460843541417758
"chrípka","brat","unrelated","word","word",0.134169569975886
"strýko","ospravedlnenie","unrelated","word","word",0.104095716381349
"príchod","sebecký","unrelated","word","word",0.0766212031217235
"vernosť","ranný","unrelated","word","word",0.0439630006937762
"pohon","vôňa","unrelated","word","word",0.0855475348875463
"bonus","sporák","unrelated","word","word",0.161790581577661
"odpor","tím","unrelated","word","word",0.114194086688512
"smeti","prísaha","unrelated","word","word",0.0719956161814667
"odpoveď","výška","unrelated","word","word",0.216225898346044
"úsek","mechanický","unrelated","word","word",0.18400391086548
"eliminácia","synovec","unrelated","word","word",0.1703255489139
"dna","znížiť","unrelated","word","word",0.176964316315825
"ušľachtilý","reaktor","unrelated","word","word",0.139129498283101
"kradnúť","protokol","unrelated","word","word",0.0975986290797402
"okrúhly","plot","unrelated","word","word",0.211834208183003
"krajina","zachovať","unrelated","word","word",0.0675432311940296
"september","hrozný","unrelated","word","word",0.122091172939268
"uhlie","december","unrelated","word","word",0.121116171525685
"krém","ulica","unrelated","word","word",0.0678855032880801
"oproti","trojuholník","unrelated","word","word",0.0965461831350663
"triezvy","pečeň","unrelated","word","word",0.121870293989062
"nepriateľský","infekcia","unrelated","word","word",0.239594677589137
"opraviť","sabotáž","unrelated","word","word",0.204977441840758
"opustiť","zabezpečiť","unrelated","word","word",0.250669010190523
"otázka","myslieť si","unrelated","word","word",NA
"zelená","plachtiť sa","unrelated","word","word",NA
"sám","raketa","unrelated","word","word",0.121832694742102
"znak","vrch","unrelated","word","word",0.161644065064283
"odpustiť","horný","unrelated","word","word",0.149990159507939
"osud","dať","unrelated","word","word",0.128096768808885
"matka","opačný","unrelated","word","word",0.148359555487948
"skontrolovať","ľudský","unrelated","word","word",0.081928619646321
"jablko","plukovník","unrelated","word","word",0.0247145223245134
"prst","solárny","unrelated","word","word",0.152908609225793
"plyn","les","unrelated","word","word",0.128901189600142
"kabína","hnevá","unrelated","word","word",0.0688422330115647
"pán","poslať","unrelated","word","word",0.0614748014677187
"zemiak","syr","unrelated","word","word",0.433369273942654
"nadprirodzený","vybudovať","unrelated","word","word",0.0707300629288887
"rúž","prísť","unrelated","word","word",0.170803567504689
"nešťastný","jo","unrelated","word","word",0.114253496761177
"oblička","ďalej","unrelated","word","word",0.115492597559884
"raj","jasný","unrelated","word","word",0.138069635039783
"vrecko","prápor","unrelated","word","word",0.115043730928332
"hotovosť","strom","unrelated","word","word",0.0455250173017574
"vagina","telefón","unrelated","word","word",NA
"papierový","porážka","unrelated","word","word",0.0555105875985423
"vyhliadka","prechádzka","unrelated","word","word",0.388192378111192
"album","horúčka","unrelated","word","word",0.0182143114588407
"bahno","umyť","unrelated","word","word",0.214168747906187
"astronaut","arogancia","unrelated","word","word",0.0883805130715242
"tableta","vyrábať","unrelated","word","word",0.104146951870029
"čítanie","fľaša","unrelated","word","word",0.100952217179369
"telegram","limuzína","unrelated","word","word",0.196990557273994
"roh","svadba","unrelated","word","word",0.0068611769198291
"puška","často","unrelated","word","word",0.15204023526287
"piť","veriaci","unrelated","word","word",0.118410207805797
"kotva","silový","unrelated","word","word",0.248554054278634
"oheň","schválenie","unrelated","word","word",0.155405595547961
"príprava","bohatý","unrelated","word","word",-0.0181734796314911
"cement","činnosť","unrelated","word","word",0.140575974035324
"prázdny","tragický","unrelated","word","word",0.231473177370341
"stena","česť","unrelated","word","word",0.106048685174234
"všeobecný","biológia","unrelated","word","word",0.168893057951099
"pláž","univerzita","unrelated","word","word",0.201362079477025
"kopať","mravca","unrelated","word","word",0.229316892929851
"dojem","osud","unrelated","word","word",0.134368849241625
"softvér","motora","unrelated","word","word",0.290267594322934
"vďačný","uzáver","unrelated","word","word",0.110585671600468
"neobvyklý","jazva","unrelated","word","word",0.226255306121384
"priemysel","koncentrovať sa","unrelated","word","word",NA
"milionár","ľahký","unrelated","word","word",0.0796647697467722
"pochybnosť","pero","unrelated","word","word",0.0541805798342836
"pečiatka","osobnosť","unrelated","word","word",0.177814529077973
"konšpirácia","demokracia","unrelated","word","word",0.343639505452832
"rakva","tlak","unrelated","word","word",0.159241862885478
"hazardné hry","rakovina","unrelated","word","word",NA
"tichý","obvod","unrelated","word","word",0.194428103669049
"vyskúšať","svitanie","unrelated","word","word",0.105387198955495
"vypočutie","prototyp","unrelated","word","word",0.0918073342547512
"nemocnica","inšpekcia","unrelated","word","word",0.371467503698361
"kritický","opýtať sa","unrelated","word","word",NA
"politika","profesionálny","unrelated","word","word",0.228607028996329
"žurnalistika","hmyz","unrelated","word","word",0.0689500871179039
"polnočný","čokoláda","unrelated","word","word",0.167045567616523
"pomoc","fantasy","unrelated","word","word",0.0109429693852583
"podpora","byt","unrelated","word","word",0.0555360038574082
"profil","napísať","unrelated","word","word",0.125497456199942
"poradenstvo","nechutný","unrelated","word","word",0.0714390759874868
"víťazstvo","prilákať","unrelated","word","word",0.140833332879173
"seržant","intuícia","unrelated","word","word",0.176540236844148
"rana","rybárčenie","unrelated","word","word",0.0759180282844821
"povoliť","bacon","unrelated","word","word",0.140934439896222
"úloha","chladný","unrelated","word","word",0.131090523468993
"priniesť","svetlo","unrelated","word","word",0.110230335299624
"najprv","čašníčka","unrelated","word","word",0.124608179974419
"pohovka","priateľ","unrelated","word","word",0.0730225669851881
"stanovisko","ústredie","unrelated","word","word",0.341137823683217
"proces","miestny","unrelated","word","word",0.105393884722051
"myš","kameň","unrelated","word","word",0.235103137259954
"nevyhnutný","výzva","unrelated","word","word",0.239837870661138
"potvrdenie","parfum","unrelated","word","word",0.172698118327863
"platiť","chirurgia","unrelated","word","word",0.087933509242419
"kariéra","olej","unrelated","word","word",0.0528609854493885
"povedať","jazero","unrelated","word","word",0.190980410528002
"zodpovednosť","van","unrelated","word","word",0.0284843368774101
"vrstva","prenájom","unrelated","word","word",0.0938317671342862
"zablahoželať","skromný","unrelated","word","word",0.260942720795778
"dopyt","hostinský","unrelated","word","word",0.122504486142794
"postavenie","význam","unrelated","word","word",0.184994055261649
"výnimočný","miliarda","unrelated","word","word",0.0899199659197276
"zamestnanie","pokojný","unrelated","word","word",0.188942349823118
"popol","nespravodlivý","unrelated","word","word",0.180121507231256
"poľnohospodár","mzda","unrelated","word","word",0.22208329390313
"doslova","úrad","unrelated","word","word",0.112156546513753
"pluk","marketing","unrelated","word","word",0.0400972131006802
"krava","kovový","unrelated","word","word",0.135973839419845
"hrdzavý","niečo","unrelated","word","word",0.121200429623536
"možno","tradičný","unrelated","word","word",0.200605667653034
"pravdepodobnosť","oklamať","unrelated","word","word",0.182434859663595
"nezákonný","predmet","unrelated","word","word",0.166604351604934
"spustiť","palec","unrelated","word","word",0.0902126036872993
"zdriemnutie","objať","unrelated","word","word",0.195706260838909
"kúpiť","modlitba","unrelated","word","word",0.074217877763769
"korisť","časovač","unrelated","word","word",0.157531480902681
"objekt","útočník","unrelated","word","word",0.245884483792083
"seminár","plastový","unrelated","word","word",0.206880829759161
"záver","odolať","unrelated","word","word",0.191687735211289
"podceniť","svet","unrelated","word","word",0.100670463854564
"tréner","zákazník","unrelated","word","word",0.157986425279833
"prenájom","satelit","unrelated","word","word",0.215928953503665
"rezignácia","mutácia","unrelated","word","word",0.368501360900622
"rozbiť","magazín","unrelated","word","word",0.0829432853652586
"pohybovať sa","fráza","unrelated","word","word",NA
"kancelár","východný","unrelated","word","word",0.182560965927722
"žiť","vláda","unrelated","word","word",0.131886908515446
"priamy","sledovať","unrelated","word","word",0.186088423844079
"kolega","bojovník","unrelated","word","word",0.274455882372342
"zdvorilý","vnútri","unrelated","word","word",0.102521588679998
"vzťahu","definícia","unrelated","word","word",0.227786325238771
"dôvod","nahý","unrelated","word","word",-0.0011737662433186
"prezývka","znalosť","unrelated","word","word",0.274398161376885
"pohodlný","palivo","unrelated","word","word",0.18386345419272
"zisk","obed","unrelated","word","word",0.258445101859462
"pozornosť","stať sa","unrelated","word","word",NA
"sekundárny","rameno","unrelated","word","word",0.201265954482672
"kontakt","mesto","unrelated","word","word",0.0268197807969359
"pripravený","zbraň","unrelated","word","word",0.0970282179931338
"pristáť","pracovník","unrelated","word","word",0.0572250303263684
"prísť","bitka","unrelated","word","word",0.109486289625317
"záliv","láska","unrelated","word","word",0.127967977269789
"útočisko","spánok","unrelated","word","word",0.164130883423056
"náradie","bratranec","unrelated","word","word",0.0788923386016553
"pripustiť","uložiť","unrelated","word","word",0.183024191676095
"hlas","minulosť","unrelated","word","word",0.107628441342552
"problém","štýl","unrelated","word","word",0.226911710167042
"amatérsky","kráľovstvo","unrelated","word","word",0.0161899977010582
"dekan","sneh","unrelated","word","word",0.0906926923079797
"projekt","prvok","unrelated","word","word",0.314176780589121
"právnik","poďakovať","unrelated","word","word",0.10697787180909
"pravidlo","podpis","unrelated","word","word",0.0892977781864625
"model","poradiť","unrelated","word","word",0.131309285692911
"faktor","brušný","unrelated","word","word",0.161758657250774
"anatómia","fotografia","unrelated","word","word",0.28828827178768
"lekársky","investor","unrelated","word","word",0.0978958277542835
"dav","výbušný","unrelated","word","word",0.263383253415194
"potešenie","úprimný","unrelated","word","word",0.171237415440695
"hnev","správny","unrelated","word","word",0.113254403478277
"raketa","veriť","unrelated","word","word",0.068615778091972
