fr_cue,fr_target,type,cue_type,target_type,fr_cosine
crépuscule,remercier,unrelated,word,word,0.132206726224687
vivant,centimètre,unrelated,word,word,0.117013019650214
cabine,pierre,unrelated,word,word,0.139290096348591
création,défendre,unrelated,word,word,0.0655562921981611
ange,baseball,unrelated,word,word,0.0162171103392296
orgueil,dinde,unrelated,word,word,0.118344185360378
grippe,élection,unrelated,word,word,0.149308836851726
fichier,étonnamment,unrelated,word,word,0.0753599956048335
retard,loup,unrelated,word,word,0.0873551383130841
impossible,université,unrelated,word,word,0.121223379853625
série,lac,unrelated,word,word,0.0977346792801259
fuir,long,unrelated,word,word,0.0502283914125409
nuit,symbole,unrelated,word,word,0.0975544875516444
phénomène,mourir,unrelated,word,word,0.119287637608797
éclater,mystère,unrelated,word,word,0.140430345911399
séisme,répugnant,unrelated,word,word,-0.00286704161642522
interne,jus,unrelated,word,word,0.0459802086812811
succès,station,unrelated,word,word,0.0728117320761337
clan,web,unrelated,word,word,0.0559476308465056
magnifique,aéroport,unrelated,word,word,0.110428387020702
toux,information,unrelated,word,word,0.141402893839884
finir,disparition,unrelated,word,word,0.0716723509777703
feu,comprendre,unrelated,word,word,0.104230620940533
atterrissage,ordure,unrelated,word,word,0.096594335076094
nuage,monnaie,unrelated,word,word,0.0700657430831553
deux,vite,unrelated,word,word,0.140238708972572
poli,échapper,unrelated,word,word,0.0239479722874943
relation,pétrole,unrelated,word,word,0.136907604412111
budget,phrase,unrelated,word,word,0.096175660597905
univers,sifflet,unrelated,word,word,0.1297390939755
atelier,joue,unrelated,word,word,0.0392586785914017
offrir,accident,unrelated,word,word,0.0617728551960965
glorieux,correct,unrelated,word,word,0.136610013860707
grand-père,vanille,unrelated,word,word,
gang,fantaisie,unrelated,word,word,0.0906827339403843
piano,cartel,unrelated,word,word,0.110030850677587
survenir,père,unrelated,word,word,0.1402609351256
difficile,nausée,unrelated,word,word,0.129203375438528
équilibre,marchand,unrelated,word,word,0.0765418021329666
récupérer,légende,unrelated,word,word,0.0897865448615766
écouter,montagne,unrelated,word,word,0.093175085969803
lourd,vaccin,unrelated,word,word,0.0664826420267763
poids,hélicoptère,unrelated,word,word,0.0743351049205796
cocaïne,fil,unrelated,word,word,0.0489858789776636
sida,restaurant,unrelated,word,word,0.046917076409833
privilège,tempête,unrelated,word,word,0.0159509874696898
âne,cigarette,unrelated,word,word,0.113465034631616
bisou,fraude,unrelated,word,word,0.0723719883837246
imbécile,boutique,unrelated,word,word,0.121450430050123
signification,chocolat,unrelated,word,word,0.149750153575643
précieux,atmosphère,unrelated,word,word,0.112706164362315
source,penser,unrelated,word,word,0.0637912705275514
extérieur,équiper,unrelated,word,word,0.134625238341192
objectif,hiver,unrelated,word,word,0.114450377929585
chemise,inquiétude,unrelated,word,word,0.0379391345227614
sénior,réel,unrelated,word,word,0.0966866249992536
illégal,jeune,unrelated,word,word,0.0747757554423811
télégramme,sélectionner,unrelated,word,word,0.0399063498883175
mêler,genou,unrelated,word,word,0.125781489615122
préserver,maire,unrelated,word,word,0.105518982201597
contrôler,procureur,unrelated,word,word,0.0506703675986598
publicité,traître,unrelated,word,word,0.0891183729611239
minimum,politicien,unrelated,word,word,0.117754351732892
ketchup,fête,unrelated,word,word,0.112319176869579
publicité,intuition,unrelated,word,word,0.14831325577801
télescope,couper,unrelated,word,word,0.08388528451691
plus,arme,unrelated,word,word,0.128194675698048
pauvreté,message,unrelated,word,word,0.0708109763613209
temple,star,unrelated,word,word,0.127706620952538
porno,ami,unrelated,word,word,0.078134105145268
chanteur,lieutenant,unrelated,word,word,0.142622003761141
marin,stylo,unrelated,word,word,0.09953264326285
bague,arrogance,unrelated,word,word,0.148781502521104
petit-fils,bus,unrelated,word,word,
chaîne,flâner,unrelated,word,word,0.0172795439989743
sud,programme,unrelated,word,word,0.0930559560794789
bouche,licenciement,unrelated,word,word,0.130645880126126
ennemi,foie,unrelated,word,word,0.0912663506260095
choix,écrire,unrelated,word,word,0.0756254404400884
vert,dignité,unrelated,word,word,0.0576260706507825
commander,oiseau,unrelated,word,word,0.0636493575292728
résultat,poêle,unrelated,word,word,0.0439831753580599
section,guerrier,unrelated,word,word,0.057485508951698
billet,cacher,unrelated,word,word,0.0938883860772138
code,tirer,unrelated,word,word,0.105844521633508
futur,mâcher,unrelated,word,word,0.0625317955970908
itinéraire,médaille,unrelated,word,word,0.0563884328726553
misérable,discussion,unrelated,word,word,0.120546691636296
garder,horrible,unrelated,word,word,0.139063026196851
rouge à lèvres,concentrer,unrelated,word,word,
explication,gloire,unrelated,word,word,0.137514044816804
entraîneur,suffisant,unrelated,word,word,0.113384443651161
impulsion,voler,unrelated,word,word,0.133205080325712
valeur,crâne,unrelated,word,word,0.0771560854512221
peut-être,impuissant,unrelated,word,word,
marque,généreuse,unrelated,word,word,0.133130031461442
doyen,richesse,unrelated,word,word,0.0870510966678073
avocat,danse,unrelated,word,word,0.0973178058441795
renard,réparation,unrelated,word,word,0.0913408580197824
juste,assistance,unrelated,word,word,0.127042662389028
philosophie,marié,unrelated,word,word,0.143638930423982
oublier,seringue,unrelated,word,word,0.0696516998624774
éliminer,ouvrier,unrelated,word,word,0.0836103376816035
prime,dimanche,unrelated,word,word,0.103573918208436
césar,pilote,unrelated,word,word,0.0810442530466288
apporter,légal,unrelated,word,word,0.112734396375739
mot,vision,unrelated,word,word,0.0690508357195126
discours,plein,unrelated,word,word,0.119216642751858
esclave,tornade,unrelated,word,word,0.0957584859940453
fréquence,calme,unrelated,word,word,0.0902849524488554
repos,batman,unrelated,word,word,0.101919871994532
béton,sorcière,unrelated,word,word,0.0941923623205392
vent,généralement,unrelated,word,word,0.0875992505512078
four,joueur,unrelated,word,word,0.0471184548352376
inhabituel,tuer,unrelated,word,word,0.085701010543796
coup,hypothèse,unrelated,word,word,0.121736782528079
objet,comédie,unrelated,word,word,0.0596532099994557
gérer,poitrine,unrelated,word,word,0.0752731882092078
mallette,aptitude,unrelated,word,word,0.0698191603307367
lune,système,unrelated,word,word,0.0904130395198232
couche,laisser,unrelated,word,word,0.104883157565757
douter,quart,unrelated,word,word,0.112232912860466
aiguille,créativité,unrelated,word,word,0.127155859643261
apprendre,nom,unrelated,word,word,0.0692087180449998
élève,définition,unrelated,word,word,0.0579175491053979
ligue,salade,unrelated,word,word,0.145750550627739
dire,guitare,unrelated,word,word,0.125241316555234
reconnaissant,paragraphe,unrelated,word,word,0.117847316049248
ici,dong,unrelated,word,word,0.120785342759688
mince,prêtre,unrelated,word,word,0.113686602066166
lier,habituel,unrelated,word,word,0.0636412776472929
détonateur,sinistre,unrelated,word,word,0.136060845749088
peau,acheteur,unrelated,word,word,0.129499917699497
patate,coupable,unrelated,word,word,0.102422520851808
ongle,politique,unrelated,word,word,0.0929045678717985
ouragan,déranger,unrelated,word,word,0.121692091838869
thérapie,salaire,unrelated,word,word,0.0704871083532301
spécial,confiance,unrelated,word,word,0.14079250657977
bas,jeu,unrelated,word,word,0.105651173814809
normalement,rêve,unrelated,word,word,0.120782887095613
mars,génial,unrelated,word,word,0.0509032024998333
contrôler,bas,unrelated,word,word,0.126402974948078
campement,bière,unrelated,word,word,0.130773523757728
protéine,enterrer,unrelated,word,word,-0.0101857211051229
courir,festival,unrelated,word,word,0.0848367454581971
regarder,probable,unrelated,word,word,0.0664037819887126
sécher,incapable,unrelated,word,word,0.0544242904685097
fermier,chantage,unrelated,word,word,0.0745779590133242
lecture,spectaculaire,unrelated,word,word,0.110590789028838
région,enfant,unrelated,word,word,0.0951637961239206
contrat,interroger,unrelated,word,word,0.106987907761551
admirer,téléphone,unrelated,word,word,0.0951162351365087
punir,course,unrelated,word,word,0.0802111695174254
ignorance,alarme,unrelated,word,word,0.144035390125772
toast,armée,unrelated,word,word,0.074787819569079
chimie,requête,unrelated,word,word,0.0742842616843072
marron,corde,unrelated,word,word,0.133642431851489
dessert,propriétaire,unrelated,word,word,0.076965985247131
chien,fermeture,unrelated,word,word,0.0973405385155002
général,maximum,unrelated,word,word,0.0949757676455079
admettre,mission,unrelated,word,word,0.131463795556665
corps,financier,unrelated,word,word,0.0602518152069421
novembre,mélange,unrelated,word,word,0.0276363270041995
fidélité,film,unrelated,word,word,0.0993775018820373
direct,bijou,unrelated,word,word,0.145822664257215
comté,collier,unrelated,word,word,0.0874109196547258
urgent,remémorer,unrelated,word,word,0.0531721789982057
orgasme,froid,unrelated,word,word,0.100817633254538
bombe,célèbre,unrelated,word,word,0.0776666654656305
populaire,informateur,unrelated,word,word,0.142886509302759
jungle,blessure,unrelated,word,word,0.14033082008844
amusant,militaire,unrelated,word,word,0.0845762629256881
compatissant,dessiner,unrelated,word,word,0.0711313962239548
couvrir,fou,unrelated,word,word,0.134235811147239
flatter,montant,unrelated,word,word,0.0727560031623083
araignée,dispute,unrelated,word,word,0.123979667243965
inspirer,vitesse,unrelated,word,word,0.0432996708103461
banquier,honnêteté,unrelated,word,word,0.116779735855591
sucer,satellite,unrelated,word,word,0.0492342289608314
art,mettre,unrelated,word,word,0.136207383194169
pardon,pilule,unrelated,word,word,0.0948121132544287
caméra,bâtir,unrelated,word,word,0.0334601989389616
seconde,traditionnel,unrelated,word,word,-0.0496591630801305
suicide,signal,unrelated,word,word,0.14799923091619
positif,galaxie,unrelated,word,word,0.0651471687128992
insulter,intérieur,unrelated,word,word,0.128219137682859
planète,parler,unrelated,word,word,0.0508644862963318
surnaturel,conférence,unrelated,word,word,0.0947783766065056
réception,joli,unrelated,word,word,0.118410171084921
papier,danger,unrelated,word,word,0.120412965924247
population,braquage,unrelated,word,word,0.111568619162874
vue,travail,unrelated,word,word,0.103129071645439
texte,stupidité,unrelated,word,word,0.0579115043304039
capsule,réaliste,unrelated,word,word,0.129372491982642
processus,tortue,unrelated,word,word,0.0976031974276441
indice,porte,unrelated,word,word,0.145117178488172
kidnappeur,neiger,unrelated,word,word,0.117627928816275
réellement,sécurisé,unrelated,word,word,0.105095268656949
disque,exercer,unrelated,word,word,0.0854252583827397
résistance,incroyable,unrelated,word,word,0.123751251532449
potins,prisonnier,unrelated,word,word,0.0518464431144057
têtu,rome,unrelated,word,word,0.0976095420562859
commenter,frère,unrelated,word,word,0.100580413030311
adolescence,enthousiaste,unrelated,word,word,0.129639156176926
appliquer,cimetière,unrelated,word,word,0.0200836490960132
antidote,octobre,unrelated,word,word,0.0463564644015257
désirer,vacances,unrelated,word,word,0.0469983064119903
magie,portefeuille,unrelated,word,word,0.0553682907994761
supplémentaire,peintre,unrelated,word,word,0.087968031696071
afrique,oxygène,unrelated,word,word,0.102075412453538
jaloux,sermon,unrelated,word,word,0.0699309389982827
washington,biologique,unrelated,word,word,0.0589384943730523
lampe,voter,unrelated,word,word,0.0632931418283869
vin,foncé,unrelated,word,word,0.115771383957147
chaos,pote,unrelated,word,word,0.0395493874619119
brutal,armure,unrelated,word,word,0.101142582766065
décès,problème,unrelated,word,word,0.147100097404005
fabriquer,serviteur,unrelated,word,word,0.11054096486173
nid,dernier,unrelated,word,word,0.107242917971769
près,champagne,unrelated,word,word,0.103433700245244
mère,paranormal,unrelated,word,word,0.0673844163199778
naval,serviette,unrelated,word,word,0.0413655928630973
fondre,clôture,unrelated,word,word,0.0732152652270906
épée,individu,unrelated,word,word,0.132467334575467
crédit,funérailles,unrelated,word,word,0.130679336048656
maîtresse,particule,unrelated,word,word,0.145628458795035
physique,marcher,unrelated,word,word,0.0894718273315953
anatomie,enquêter,unrelated,word,word,0.113616470686772
crème,soirée,unrelated,word,word,0.141916548218446
réseau,lutter,unrelated,word,word,0.102260850140932
témoin,déception,unrelated,word,word,0.08922847412303
quoi,administratif,unrelated,word,word,0.130771382943279
cinéma,facile,unrelated,word,word,0.11518401186353
considérer,lumière,unrelated,word,word,0.106677177442935
triste,émetteur,unrelated,word,word,0.0707626960123081
jeep,connaissances,unrelated,word,word,0.113324878006563
injustice,sentir,unrelated,word,word,0.089438073298214
été,divin,unrelated,word,word,0.139644073727367
aujourd'hui,pratiquement,unrelated,word,word,
dehors,cadeau,unrelated,word,word,0.0701252546830264
sœur,championnat,unrelated,word,word,0.116234451829281
cerveau,signer,unrelated,word,word,-0.0138429750789724
compétition,serment,unrelated,word,word,0.0722935835575185
cuisinier,énergie,unrelated,word,word,0.102068959564252
bébé,inspiration,unrelated,word,word,0.0953658630559521
tabac,roi,unrelated,word,word,0.119286273235287
arriver,désagréable,unrelated,word,word,0.136175289761228
drame,épais,unrelated,word,word,0.0486448113730638
profil,océan,unrelated,word,word,0.0514745965872287
cuillère,intention,unrelated,word,word,0.0885153894985558
fatigué,efficace,unrelated,word,word,0.14555908904866
virus,client,unrelated,word,word,0.123441873336601
mignon,juge,unrelated,word,word,0.120062316420103
tournoi,tirer,unrelated,word,word,0.123680265622577
créer,dur,unrelated,word,word,0.061038670365464
exceptionnel,exploser,unrelated,word,word,0.0970740956946947
dramatique,emballer,unrelated,word,word,0.140734593384827
botte,assistant,unrelated,word,word,0.104883110105405
sensationnel,maintenir,unrelated,word,word,0.129210399122301
