de_cue,de_target,type,cue_type,target_type,de_cosine
minimum,politiker,unrelated,word,word,0.143391508928036
ketchup,party,unrelated,word,word,0.149822300378945
kommerziell,intuition,unrelated,word,word,0.106026721533405
fernrohr,schneiden,unrelated,word,word,0.144012101035521
plus,waffe,unrelated,word,word,0.10405921868132
armut,nachricht,unrelated,word,word,0.0778013830606863
porno,freund,unrelated,word,word,0.149812544393718
killer,bezirk,unrelated,word,word,0.0657180160082997
durchfall,ruf,unrelated,word,word,0.0725844781772233
marine,stift,unrelated,word,word,0.0617268542973416
enkel,bus,unrelated,word,word,0.123748947037622
fernsehsender,spaziergang,unrelated,word,word,0.0907274631864851
süden,zeitplan,unrelated,word,word,0.129393744923628
mund,entlassung,unrelated,word,word,0.0300994661648737
feind,leber,unrelated,word,word,0.0764041000380154
auswahl,schreiben,unrelated,word,word,0.126465471016681
grün,würde,unrelated,word,word,0.132546500021008
befehl,vogel,unrelated,word,word,0.135095365712404
resultat,herd,unrelated,word,word,-0.0477519493780709
abschnitt,krieger,unrelated,word,word,0.0823531366156081
fahrkarte,verstecken,unrelated,word,word,0.110496101071861
code,schießen,unrelated,word,word,0.0913393151083234
zukunft,kauen,unrelated,word,word,0.0386180298404669
miserabel,diskussion,unrelated,word,word,0.105527008287776
bewachen,furchtbar,unrelated,word,word,0.0936484057119075
lippenstift,konzentrieren,unrelated,word,word,0.127914612284475
erklärung,ruhm,unrelated,word,word,0.127815318031109
chance,dynamit,unrelated,word,word,0.0802120165204273
puls,fliegen,unrelated,word,word,0.112755776019973
wert,schädel,unrelated,word,word,0.113135735797562
vielleicht,machtlos,unrelated,word,word,0.135741788844308
marke,großzügig,unrelated,word,word,0.0474201583394386
dekan,reichtum,unrelated,word,word,0.0599730879135293
anwalt,tanzen,unrelated,word,word,0.0858426947007525
fuchs,reperatur,unrelated,word,word,0.0660936558995956
maus,fotograf,unrelated,word,word,0.0654480234368342
generator,hinrichtung,unrelated,word,word,0.108343426647164
gerade,hilfe,unrelated,word,word,0.142928436616442
philosophie,verheiratet,unrelated,word,word,0.109230848004529
vergessen,spritze,unrelated,word,word,0.069066673535022
bonus,sonntag,unrelated,word,word,0.129370383588801
cäsar,pilot,unrelated,word,word,0.0726788259757628
suppe,eingang,unrelated,word,word,0.0725401561993616
wählen,bewertung,unrelated,word,word,0.116782542671352
bringen,legal,unrelated,word,word,0.119757801967188
wort,vision,unrelated,word,word,0.096364065415195
rede,voll,unrelated,word,word,0.138477822225731
sklave,tornado,unrelated,word,word,0.113226388393774
frequenz,ruhig,unrelated,word,word,0.11739655286745
leise,angeln,unrelated,word,word,0.08025386120626
knochen,über,unrelated,word,word,0.0792419420565486
ausruhen,batman,unrelated,word,word,0.0874990866551435
beton,hexe,unrelated,word,word,0.112453852244317
wind,allgemein,unrelated,word,word,0.0548108358626789
ofen,spieler,unrelated,word,word,0.0723626899458642
ungewöhnlich,töten,unrelated,word,word,0.125150945131049
treffen,annahme,unrelated,word,word,0.101863518622155
naiv,schluck,unrelated,word,word,0.0573155055167597
objekt,komödie,unrelated,word,word,0.138607500594763
verwalten,brust,unrelated,word,word,-0.000691576741506752
mond,system,unrelated,word,word,0.131911607355308
zweifel,viertel,unrelated,word,word,0.102839725145961
flagge,attentäter,unrelated,word,word,0.143606503474687
nadel,kreativität,unrelated,word,word,0.0748680825994562
lernen,nachname,unrelated,word,word,0.0701404367570816
schüler,definition,unrelated,word,word,0.0519870606261262
liga,salat,unrelated,word,word,0.0656128039525278
dankbar,absatz,unrelated,word,word,0.0365533025659832
binden,üblich,unrelated,word,word,0.044778942240213
zünder,unheimlich,unrelated,word,word,0.124189044978914
haut,käufer,unrelated,word,word,0.0900294694895468
kartoffel,schuldig,unrelated,word,word,0.0302906346965487
nagel,politik,unrelated,word,word,0.121043620476308
wirbelsturm,stören,unrelated,word,word,0.123931549683179
brücke,absichtlich,unrelated,word,word,0.119475052495677
unfähigkeit,flugkörper,unrelated,word,word,0.125608129888737
runter,spiel,unrelated,word,word,0.104965776544283
normalerweise,traum,unrelated,word,word,0.0483023499399364
mars,großartig,unrelated,word,word,0.0765000123682153
prüfen,unten,unrelated,word,word,0.0524526885859668
protein,beerdigen,unrelated,word,word,0.0645627750179385
freiwilliger,sport,unrelated,word,word,0.138353490658674
laufen,festival,unrelated,word,word,0.0189627100146621
bauer,erpressung,unrelated,word,word,0.138807276492058
anliegen,mutation,unrelated,word,word,0.125882466762876
alt,schlachtfeld,unrelated,word,word,0.0928455802344576
bereich,kind,unrelated,word,word,0.0895244681333034
management,wahrscheinlich,unrelated,word,word,0.0924156156674197
vertrag,fragen,unrelated,word,word,0.0877226359617664
bewundern,telefon,unrelated,word,word,0.0420605961518785
bestrafen,rennen,unrelated,word,word,0.068276160253008
ignoranz,alarm,unrelated,word,word,0.141372819700084
pazifik,verfassung,unrelated,word,word,0.0776000264601076
toast,armee,unrelated,word,word,0.0701431674988063
braun,seil,unrelated,word,word,0.0888336425771678
manager,kostenlos,unrelated,word,word,0.123417666371926
nachtisch,besitzer,unrelated,word,word,0.14028426509081
hund,abschluss,unrelated,word,word,0.111523235690938
zugeben,mission,unrelated,word,word,0.0769276157863098
körper,finanzen,unrelated,word,word,0.131188431231403
rodeo,verbesserung,unrelated,word,word,0.0605601922780053
sünde,geburtstag,unrelated,word,word,0.1014156738571
november,mischung,unrelated,word,word,0.109501974898451
treue,film,unrelated,word,word,0.10403227373799
sofort,juwel,unrelated,word,word,0.0970406504248541
land,halskette,unrelated,word,word,0.0952211552277773
dringend,erinnern,unrelated,word,word,0.0425321428452039
orgasmus,kalt,unrelated,word,word,0.109587367693077
nie,festnehmen,unrelated,word,word,0.133361566821307
bombe,berühmt,unrelated,word,word,0.0777179413705341
gefälscht,explosion,unrelated,word,word,0.115982354427382
beliebt,informant,unrelated,word,word,0.131267508984333
männlich,dämmerung,unrelated,word,word,0.149219906611269
dschungel,verletzung,unrelated,word,word,0.0860098339077326
mitfühlend,zeichnen,unrelated,word,word,0.0996550145286422
zudecken,verrückt,unrelated,word,word,0.111256247287983
schmeicheln,betrag,unrelated,word,word,0.0542089649822026
veränderung,vierter,unrelated,word,word,0.0752308962532431
inspirieren,geschwindigkeit,unrelated,word,word,0.122099153621538
banker,ehrlichkeit,unrelated,word,word,0.115956766513102
ironie,ständig,unrelated,word,word,0.0619615662012585
saugen,satellit,unrelated,word,word,0.0486954774678099
kunst,setzen,unrelated,word,word,0.0809994171208107
warnung,publikum,unrelated,word,word,0.0806917419383915
sekunde,traditionell,unrelated,word,word,-0.0163567568294073
rakete,ehefrau,unrelated,word,word,0.121855268316251
selbstmord,signal,unrelated,word,word,0.105495446206347
positiv,galaxie,unrelated,word,word,0.124408910605669
schwören,sauce,unrelated,word,word,0.0392685181287184
beleidigung,innen,unrelated,word,word,0.0621037159537506
planet,sprechen,unrelated,word,word,0.0594933759546383
empfang,niedlich,unrelated,word,word,0.070631381247051
papier,gefahr,unrelated,word,word,0.132310020797587
bevölkerung,raub,unrelated,word,word,0.142128184591883
show,seemann,unrelated,word,word,0.0205685202799897
text,dummheit,unrelated,word,word,-0.0266745453858072
glücksspiel,dezember,unrelated,word,word,0.13656754685461
kapsel,realistisch,unrelated,word,word,0.133197739928414
prozess,schildkröte,unrelated,word,word,0.0495380695195733
beweis,tür,unrelated,word,word,0.0581061942078509
marathon,schlange,unrelated,word,word,0.120071506634884
entführer,schnee,unrelated,word,word,0.0563531635644814
wahr,adresse,unrelated,word,word,0.0438386166722834
eigentlich,gesichert,unrelated,word,word,0.0809696904791958
schallplatte,übung,unrelated,word,word,0.139344348114401
zurück,minister,unrelated,word,word,0.120886725809232
tratsch,häftling,unrelated,word,word,0.0698390778090891
dickköpfig,rom,unrelated,word,word,0.0583708009012594
empfindlich,architekt,unrelated,word,word,0.12340150885315
seele,komplett,unrelated,word,word,0.140112239365324
kommentar,bruder,unrelated,word,word,0.143441839962247
idee,spiegel,unrelated,word,word,-0.00128939395211947
finger,garage,unrelated,word,word,0.11685049669535
anwenden,friedhof,unrelated,word,word,0.0710171576720691
gegenmittel,oktober,unrelated,word,word,0.0915684048042026
verlangen,ferien,unrelated,word,word,0.0495393786272281
magie,brieftasche,unrelated,word,word,0.11148661204777
international,einsam,unrelated,word,word,0.0550204369163427
afrika,sauerstoff,unrelated,word,word,0.1144899584519
eifersüchtig,predigt,unrelated,word,word,0.107695584163527
invasion,erschrecken,unrelated,word,word,0.145772091686541
washington,biologisch,unrelated,word,word,0.0294999200622818
lampe,abstimmung,unrelated,word,word,0.148547481436535
chaos,kumpel,unrelated,word,word,0.130914379143743
brutal,rüstung,unrelated,word,word,0.134847716681528
tod,problem,unrelated,word,word,0.0767034794719113
machen,diener,unrelated,word,word,0.113646463102812
nest,letzter,unrelated,word,word,0.124168094415829
power,fieber,unrelated,word,word,0.1392503607175
nahe,champagner,unrelated,word,word,0.0632432510140879
mutter,paranormal,unrelated,word,word,0.0810178470537747
horror,glauben,unrelated,word,word,0.136756384084421
schmelzen,zaun,unrelated,word,word,0.111416456214303
schlau,unglück,unrelated,word,word,0.0850470647727966
schulter,schönheit,unrelated,word,word,0.137237025090689
geliebte,teilchen,unrelated,word,word,0.0239869581572435
physik,gehen,unrelated,word,word,0.086470476806533
hotel,julia,unrelated,word,word,0.0663786152885567
langsam,staat,unrelated,word,word,0.0795146653903962
dreck,vitamin,unrelated,word,word,0.127066287546544
sahne,abend,unrelated,word,word,0.128506696655406
besatzung,instrument,unrelated,word,word,0.140686784487843
forschung,mörder,unrelated,word,word,0.0645058183190431
symptom,dorf,unrelated,word,word,0.145735233063877
netzwerk,kampf,unrelated,word,word,0.122637930783859
zeuge,enttäuschung,unrelated,word,word,0.101480984572775
was,administrativ,unrelated,word,word,
erwägen,hell,unrelated,word,word,0.0431921738705635
traurig,sender,unrelated,word,word,0.0566179182160131
jeep,wissen,unrelated,word,word,0.0822519697827817
ungerechtigkeit,geruch,unrelated,word,word,0.129354791135904
sommer,göttlich,unrelated,word,word,0.0711533025167841
heute,praktisch,unrelated,word,word,0.0990920962683068
aus,geschenk,unrelated,word,word,0.0909722088146382
schwester,meisterschaft,unrelated,word,word,0.0803109173431161
gehirn,unterschreiben,unrelated,word,word,0.0679080468444848
wettbewerb,eid,unrelated,word,word,0.134445324323049
baby,inspiration,unrelated,word,word,0.120740107453581
tabak,könig,unrelated,word,word,0.120726789402287
ankommen,unangenehm,unrelated,word,word,0.0997090141699639
drama,dick,unrelated,word,word,0.0783903954753474
profil,ozean,unrelated,word,word,0.028801812141388
schlacht,anziehen,unrelated,word,word,0.0622584752129702
getreide,ironisch,unrelated,word,word,0.0935044319256064
virus,klient,unrelated,word,word,0.12575382162903
turnier,ziehen,unrelated,word,word,0.146941892353876
artikel,geist,unrelated,word,word,0.124774249291872
kreieren,schwer,unrelated,word,word,0.138903515558915
außergewöhnlich,explodieren,unrelated,word,word,0.129195292792599
kneipe,strategie,unrelated,word,word,0.0830609955223237
dramatisch,paket,unrelated,word,word,0.0469576072306364
stiefel,assistent,unrelated,word,word,0.0979980817929731
sensationell,pflegen,unrelated,word,word,0.0883678468283463
denkmal,badezimmer,unrelated,word,word,0.112484995428172
pyramide,mitgefühl,unrelated,word,word,0.0434248676075711
technisch,venus,unrelated,word,word,0.14603685179452
ideal,lied,unrelated,word,word,0.10090364848255
geburt,noch,unrelated,word,word,0.144655439777167
hunger,wissenschaftler,unrelated,word,word,0.120912448802799
modern,teller,unrelated,word,word,0.123064005882528
internet,herausforderung,unrelated,word,word,0.109921188219485
geste,herum,unrelated,word,word,0.10703050045863
gesellschaft,interessant,unrelated,word,word,0.0940347461440642
gas,körperlich,unrelated,word,word,0.0817889366173947
manchmal,injektion,unrelated,word,word,0.0751035284138256
formular,tapfer,unrelated,word,word,0.0459460278834063
plan,freundlich,unrelated,word,word,0.0752636432259267
orchester,eidechse,unrelated,word,word,0.0441933241864315
superman,bemerkenswert,unrelated,word,word,0.0938502840174661
glänzen,maschine,unrelated,word,word,0.0600031629747785
millionär,element,unrelated,word,word,0.0983190873323099
basketball,zeremonie,unrelated,word,word,0.073584386901874
affe,periode,unrelated,word,word,0.14416775063734
gastfreundschaft,brauchen,unrelated,word,word,0.0534979179254129
gemütlich,pferd,unrelated,word,word,0.128115167692513
kellner,hingabe,unrelated,word,word,0.0611168238902069
krieg,finden,unrelated,word,word,0.137760985205068
technologie,grausam,unrelated,word,word,0.146588704426193
quälerei,wichtig,unrelated,word,word,0.130866177524272
hochschule,koffer,unrelated,word,word,0.0484179423762942
schild,unfair,unrelated,word,word,0.122566869116738
loyalität,zeitung,unrelated,word,word,0.0791761257763114
offenbarung,verbrechen,unrelated,word,word,0.0989232816520401
flüchtling,hoch,unrelated,word,word,0.0676190170915948
beängstigend,informieren,unrelated,word,word,0.116200499256065
naiv,woche,unrelated,word,word,0.0348632313630297
mann,primär,unrelated,word,word,0.120267727337436
jetzt,tödlich,unrelated,word,word,0.100499150099959
rechts,französisch,unrelated,word,word,0.147949674833921
ort,morphium,unrelated,word,word,0.093205160861093
sehen,epidemie,unrelated,word,word,0.113644414127718
eins,folter,unrelated,word,word,0.0636531495629826
realisieren,ministerium,unrelated,word,word,0.141138909866732
spitzname,verkaufen,unrelated,word,word,0.11726453785131
projekt,furcht,unrelated,word,word,0.105531632751509
kaiserlich,lachen,unrelated,word,word,0.115210423737405
oben,frau,unrelated,word,word,0.141685421796867
feldwebel,offensichtlich,unrelated,word,word,0.0588996312039721
dynastie,erzählen,unrelated,word,word,0.0356598269919495
dvd,das,unrelated,word,word,0.10716368265222
dritter,tun,unrelated,word,word,0.0559470803426122
aberfessen,wirklich,nonword,nonword,word,
abstei,boot,nonword,nonword,word,
absobill,milliarde,nonword,nonword,word,
strielen,hölle,nonword,nonword,word,
abzeitung,häufig,nonword,nonword,word,
abweh,sonntag,nonword,nonword,word,
friefe,entlassung,nonword,nonword,word,
breika,zone,nonword,nonword,word,
agilt,freundschaft,nonword,nonword,word,
applich,elternteil,nonword,nonword,word,
aiza,woche,nonword,nonword,word,
aktentaments,ling,nonword,nonword,word,
aklon,grausam,nonword,nonword,word,
ersaglichen,drei,nonword,nonword,word,
wasnen,nacken,nonword,nonword,word,
faktraum,westlich,nonword,nonword,word,
alzar,erben,nonword,nonword,word,
alkoader,kapitän,nonword,nonword,word,
alurg,film,nonword,nonword,word,
altens,klient,nonword,nonword,word,
ginaldal,halskette,nonword,nonword,word,
ont,uhr,nonword,nonword,word,
ledart,talent,nonword,nonword,word,
amazeln,dorf,nonword,nonword,word,
kleinlytiker,alien,nonword,nonword,word,
anarborn,romantisch,nonword,nonword,word,
kryntomie,morphium,nonword,nonword,word,
anchetwo,entwicklung,nonword,nonword,word,
anfordeschei,taub,nonword,nonword,word,
angestal,mörder,nonword,nonword,word,
ansteiger,wange,nonword,nonword,word,
anfra,zeitschrift,nonword,nonword,word,
angreimen,truthahn,nonword,nonword,word,
anwurst,schule,nonword,nonword,word,
andogen,marketing,nonword,nonword,word,
anence,hell,nonword,nonword,word,
anval,gefühl,nonword,nonword,word,
anschub,karte,nonword,nonword,word,
andersdig,spende,nonword,nonword,word,
willworten,informant,nonword,nonword,word,
