"et_target","et_cue","type","target_type","cue_type","et_cosine"
"puudumine","pragu","unrelated","word","word",0.120100560341437
"asukoht","invasioon","unrelated","word","word",0.186408044871228
"asutus","koguma","unrelated","word","word",0.11098058671969
"iiveldus","generaator","unrelated","word","word",0.171861383195333
"kohtunik","võti","unrelated","word","word",0.116211842558736
"kohutav","vargus","unrelated","word","word",0.154431178679031
"kohver","vabalt","unrelated","word","word",0.126049161915923
"heroiin","klubi","unrelated","word","word",0.20729088098356
"kokk","mudel","unrelated","word","word",0.150445877013595
"loovutama","lahkuma","unrelated","word","word",0.328860129848876
"ülikool","ämblik","unrelated","word","word",0.0546623067598485
"sõber","peegeldus","unrelated","word","word",0.135660503912724
"neljas","jeep","unrelated","word","word",0.10161030140516
"föderatsioon","isand","unrelated","word","word",0.155707110998114
"segu","töötama","unrelated","word","word",0.0170087188145968
"komisjon","edusamme","unrelated","word","word",0.141317786459062
"avaldus","otsing","unrelated","word","word",0.246023031667262
"kaart","tänulik","unrelated","word","word",0.103593992815216
"kingitus","sümptom","unrelated","word","word",0.209143367171078
"jutlus","tööriist","unrelated","word","word",0.161680894861631
"vaidlustama","äkki","unrelated","word","word",0.172016092614588
"meistrivõistlused","lugemine","unrelated","word","word",0.201715761914205
"sisalik","kartuli","unrelated","word","word",0.20903820169746
"liberaalne","suurepärane","unrelated","word","word",0.290410954660288
"ühendus","homme","unrelated","word","word",-0.0166630401584904
"manipuleerima","eelarve","unrelated","word","word",0.0639538825365948
"kontrollima","kunstnik","unrelated","word","word",0.0459185765182816
"määratlus","sarnane","unrelated","word","word",0.210137898647068
"kohtumine","luu","unrelated","word","word",0.0958563551905303
"parool","ebamõistlik","unrelated","word","word",0.103021993749935
"kaste","salajane","unrelated","word","word",0.172405903908763
"lasti-","tähelepanu","unrelated","word","word",NA
"oru","piiskop","unrelated","word","word",0.143201977824138
"kaela","teismeline","unrelated","word","word",0.0888121009708202
"korraldama","müra","unrelated","word","word",0.1580063033148
"aus","üldine","unrelated","word","word",0.109942889019006
"eemaldama","projekt","unrelated","word","word",0.0741583351975041
"jalgpall","üksi","unrelated","word","word",0.0231410683989464
"laen","säilitama","unrelated","word","word",0.0816152805140813
"verevalum","optimistlik","unrelated","word","word",0.212700720833435
"poliitiline","kaevama","unrelated","word","word",0.0816857514967571
"troon","käivitus","unrelated","word","word",0.205018536356364
"senaator","mägi","unrelated","word","word",0.0480468419964472
"märg","valik","unrelated","word","word",0.116818472360577
"loovus","sisenema","unrelated","word","word",0.0965679538983656
"tänu","insener","unrelated","word","word",0.0434687270527162
"hõbedane","lesk","unrelated","word","word",0.137864417157954
"tsivilisatsioon","aeglane","unrelated","word","word",0.117631898454117
"kuningas","kauss","unrelated","word","word",0.128620599257512
"kuningriik","omakorda","unrelated","word","word",0.129820541013337
"kirjandus","saatus","unrelated","word","word",0.170547701319748
"maalikunstnik","tervis","unrelated","word","word",0.143926346029157
"traagiline","kogusumma","unrelated","word","word",0.167247268089092
"julmus","põõsas","unrelated","word","word",0.144097701786931
"küsima","kuulsusrikas","unrelated","word","word",0.0939124217827631
"bro","lojaalsus","unrelated","word","word",0.0618461643944417
"nädal","pacific","unrelated","word","word",0.0648273295004842
"kuulda","hasartmängud","unrelated","word","word",0.0220275404934179
"täht","tätoveering","unrelated","word","word",0.187137641623752
"aukartus","olukord","unrelated","word","word",0.175465966273546
"skandaal","eskort","unrelated","word","word",0.104598056164702
"külm","näitama","unrelated","word","word",0.0465329050024818
"hammaste","kantsler","unrelated","word","word",0.044458993213035
"sibul","rakendama","unrelated","word","word",0.0332286436047366
"küla","ühe-","unrelated","word","word",NA
"idas","antidoot","unrelated","word","word",0.126845933238741
"sadama","esimene","unrelated","word","word",0.0475191520606934
"kaugel","mures","unrelated","word","word",0.17824442784493
"loobuma","fookus","unrelated","word","word",0.0896116278591135
"sissepääs","karu","unrelated","word","word",0.0826078702032665
"kott","lamedama","unrelated","word","word",0.134886953821241
"ihaldama","julgus","unrelated","word","word",0.107891094333332
"küünla","juba","unrelated","word","word",0.141475303033566
"sip","shooter","unrelated","word","word",0.215468479695688
"laps","kasutu","unrelated","word","word",0.135447181640746
"klooster","haava","unrelated","word","word",0.141580226295876
"neiu","lipp","unrelated","word","word",0.0896404028251263
"vennapoeg","kuulujutt","unrelated","word","word",0.1283688818614
"spagetid","soe","unrelated","word","word",0.239862779471205
"kontor","onu","unrelated","word","word",0.303606539869293
"muusik","sõna otseses mõttes","unrelated","word","word",NA
"pühapäev","kõri","unrelated","word","word",0.154302784091298
"armee","võitlus","unrelated","word","word",0.241853380565926
"siga","särama","unrelated","word","word",0.142563820526377
"juustu","komisjonitasu","unrelated","word","word",0.186168643483803
"kokkulepe","meeskond","unrelated","word","word",0.103974120082617
"gei","positiivne","unrelated","word","word",0.239212937067601
"naist","koer","unrelated","word","word",0.164513498268849
"lind","tempel","unrelated","word","word",0.248998257090258
"lihtne","solvav","unrelated","word","word",0.197966881354826
"meeskond","ori","unrelated","word","word",0.0827513004756091
"liider","kuum","unrelated","word","word",0.142473719412356
"üleandmine","telegramm","unrelated","word","word",0.242405130035146
"sooda","mitte kunagi","unrelated","word","word",NA
"sümbol","kokk","unrelated","word","word",0.0881151592471781
"lisaks","ring","unrelated","word","word",0.124679693803268
"plahvatama","tuhat","unrelated","word","word",0.134227582917838
"ustav","naeratama","unrelated","word","word",0.162273382684767
"ausus","kannatamine","unrelated","word","word",0.263183475908684
"sööda","kere","unrelated","word","word",0.0264981379219585
"idioot","vorm","unrelated","word","word",0.0246511654068431
"tsirkus","porn","unrelated","word","word",0.205575615307253
"hävitamine","käsk","unrelated","word","word",0.158226994943479
"tehis-","kõrbes","unrelated","word","word",NA
"üldiselt","lahter","unrelated","word","word",0.109600739651582
"usk","vastuvõtt","unrelated","word","word",0.106216663460308
"tootma","kättemaks","unrelated","word","word",0.0884511472123058
"ülim","õudus","unrelated","word","word",0.252491541410543
"lõpetama","kinni pidama","unrelated","word","word",NA
"lõpuks","uurima","unrelated","word","word",0.0461653979130214
"põhja","vari","unrelated","word","word",0.10000664554513
"lääne-","kohtualluvus","unrelated","word","word",NA
"heakskiit","kandidaat","unrelated","word","word",0.294100807064063
"lasta","valvur","unrelated","word","word",0.0947507665939393
"esitama","klann","unrelated","word","word",0.137228514171845
"kirjutama","meri","unrelated","word","word",0.0748657503682175
"kirjandus","kohus","unrelated","word","word",0.230546744948545
"pikk","idee","unrelated","word","word",0.0523279591656392
"tõmbama","valima","unrelated","word","word",0.295834488467232
"suletud","piisav","unrelated","word","word",0.116260312328314
"päikeseenergia","sarv","unrelated","word","word",0.122103614955914
"kahvel","üllatus","unrelated","word","word",0.20973711835495
"kolju","maagia","unrelated","word","word",0.10075793268316
"kirjanik","õudusunenägu","unrelated","word","word",0.138152261997424
"lendama","tähtis","unrelated","word","word",0.150765910050888
"viisard","piraat","unrelated","word","word",NA
"piirkond","võib olla","unrelated","word","word",NA
"lend","üürnik","unrelated","word","word",0.263721687272713
"vastik","loomulikult","unrelated","word","word",0.085372390019448
"plahvatus","suhe","unrelated","word","word",0.102342163477271
"kõrge","andestama","unrelated","word","word",0.0448050323282296
"ülemine","esmaspäev","unrelated","word","word",0.194869188943281
"kartell","realiseerima","unrelated","word","word",0.104995900801497
"mägi","tehas","unrelated","word","word",0.276910899557876
"elektriline","juhus","unrelated","word","word",0.195897493809759
"armas","elama","unrelated","word","word",0.183352245548174
"kook","palgasõdur","unrelated","word","word",0.134749215449605
"faks","hüüdnimi","unrelated","word","word",0.162452929912535
"lõhn","suhteline","unrelated","word","word",0.11684306572247
"maitsev","taim","unrelated","word","word",0.320288894681084
"korter","kaliiber","unrelated","word","word",0.262314121371886
"kõrgjoon","välja","unrelated","word","word",NA
"mäng","öösel","unrelated","word","word",0.0778060276760127
"valitsus","nap","unrelated","word","word",0.151992966558972
"rind","avama","unrelated","word","word",0.119061580361454
"rass","kasum","unrelated","word","word",0.133398982741628
"ühtne","liige","unrelated","word","word",0.271003356604231
"venus","majesteetlikkus","unrelated","word","word",NA
"psühholoogiline","kohver","unrelated","word","word",0.207186198857054
"inimene","kultuur","unrelated","word","word",0.284162850071086
"naissoost","mängima","unrelated","word","word",0.139717763288194
"laeva","altkäemaksu andma","unrelated","word","word",NA
"tehnika","tagasi","unrelated","word","word",0.106546791179391
"võitleja","järeldus","unrelated","word","word",0.0542878450097993
"laevastik","väsinud","unrelated","word","word",0.0763318761553601
"merevägi","monument","unrelated","word","word",0.169129137480942
"ookean","kõrvaldama","unrelated","word","word",0.0231269780541947
"võid","tütar","unrelated","word","word",0.10164000378377
"ant","privaatne","unrelated","word","word",0.1051204249682
"mõistlik","õrn","unrelated","word","word",0.252408227945381
"loom","jooga","unrelated","word","word",0.0217645325597518
"et","romeo","unrelated","word","word",0.0979677528887348
"midagi","unustama","unrelated","word","word",0.175773190398554
"sentimeeter","päikeseloojang","unrelated","word","word",0.120315734425969
"ettevõtja","esitama","unrelated","word","word",0.139138114280724
"miljardit","alandlik","unrelated","word","word",0.125366138399373
"ling","sisaldama","unrelated","word","word",0.143837966544157
"maksimaalne","saatkond","unrelated","word","word",0.159476400550137
"kunagi","vaade","unrelated","word","word",0.175261853448481
"mõju","siin","unrelated","word","word",0.124756551333151
"sageli","surm","unrelated","word","word",0.213746501447306
"kuju","lõplik","unrelated","word","word",0.0929666992444705
"elegantne","relvapowder","unrelated","word","word",NA
"nuga","poliitika","unrelated","word","word",0.02889242492954
"päike","röstsai","unrelated","word","word",0.224345203326883
"alibi","ratsavägi","unrelated","word","word",0.10625099574425
"liiv","käivitus","unrelated","word","word",0.171795009796592
