"lv_cue","lv_target","type","cue_type","target_type","lv_cosine"
"karaļa","stieple","unrelated","word","word",NA
"karavīrs","garāža","unrelated","word","word",0.201162042698895
"bīskaps","kaitējums","unrelated","word","word",NA
"kompass","cīņa","unrelated","word","word",0.154289391355345
"mafija","fakss","unrelated","word","word",0.381681039524813
"arēna","reaktors","unrelated","word","word",NA
"nekas","svilpe","unrelated","word","word",NA
"citur","novērtēšana","unrelated","word","word",NA
"saderināšanās","runāt","unrelated","word","word",0.167154013932696
"pikniks","aizdomīgs","unrelated","word","word",0.240163643406805
"skūpsts","peldēt","unrelated","word","word",0.266422146242807
"darboties","lauva","unrelated","word","word",0.14885532495212
"varde","slepkavība","unrelated","word","word",0.302505431959056
"kabīne","perspektīva","unrelated","word","word",NA
"tipisks","skapis","unrelated","word","word",0.39076371094962
"svārki","svece","unrelated","word","word",0.426255014499078
"pacients","nežēlība","unrelated","word","word",0.286900318745504
"slimnīca","konsultēt","unrelated","word","word",NA
"bāreņu nams","kafija","unrelated","word","word",NA
"templis","foto","unrelated","word","word",0.25598833735119
"kļūda","pasaule","unrelated","word","word",0.311984425083093
"kluss","tālu","unrelated","word","word",0.25472045850172
"atomu","āmurs","unrelated","word","word",0.208113218512059
"krūms","gejot","unrelated","word","word",NA
"zīda","veltīšana","unrelated","word","word",NA
"līga","sistēma","unrelated","word","word",NA
"drāma","raganties","unrelated","word","word",NA
"inspektors","mamma","unrelated","word","word",0.221504123554899
"komisija","briesmas","unrelated","word","word",0.108454740508809
"navigācija","jaunumi","unrelated","word","word",NA
"rasistisks","zvērests","unrelated","word","word",NA
"fokuss","signāls","unrelated","word","word",NA
"ceļojums","kādreiz","unrelated","word","word",0.102203439970531
"rums","izlietne","unrelated","word","word",0.21096060387455
"likums","šokolāde","unrelated","word","word",0.113459747983811
"padoms","kalns","unrelated","word","word",0.23928117785774
"oriģināls","bioloģisks","unrelated","word","word",NA
"sabiedrība","stulbs","unrelated","word","word",0.168281737776747
"sabiedrība","auditorija","unrelated","word","word",NA
"norīt","beisbols","unrelated","word","word",0.131482255360266
"rodeo","adrese","unrelated","word","word",NA
"sazvērestība","politiķis","unrelated","word","word",0.350594654449795
"slodze","ietaupīt","unrelated","word","word",0.248699872518756
"tabula","slepkava","unrelated","word","word",NA
"katoļu","teātris","unrelated","word","word",0.344543316611056
"stāvoklis","informācija","unrelated","word","word",0.248407091352461
"kuņģis","intuīcija","unrelated","word","word",NA
"apkalpe","atdzist","unrelated","word","word",NA
"deserts","senators","unrelated","word","word",0.475814074013977
"zirneklis","taimeris","unrelated","word","word",NA
"akls","skaņa","unrelated","word","word",0.224750306345229
"daudzums","nosūtīt","unrelated","word","word",0.111921055340552
"raksts","aktieris","unrelated","word","word",0.299659435327322
"apmierināts","klīnika","unrelated","word","word",NA
"zemūdens","zemeņu","unrelated","word","word",0.367873678160644
"sūkāt","nežēlīgs","unrelated","word","word",0.0989698775924796
"laulības šķiršana","pārspīlēt","unrelated","word","word",NA
"zādzība","uzlabošana","unrelated","word","word",NA
"laupījums","likumīgs","unrelated","word","word",0.344296113148537
"atļaut","profesors","unrelated","word","word",0.249568406896885
"pūķis","ārzemnieks","unrelated","word","word",NA
"mīts","osta","unrelated","word","word",0.282952470770647
"seržants","majonēze","unrelated","word","word",NA
"seminārs","dzimšanas diena","unrelated","word","word",NA
"uzkāpt","ierīce","unrelated","word","word",0.190339686795658
"nāvējošs","filma","unrelated","word","word",0.168329342319241
"dārgs","skaistums","unrelated","word","word",0.390354147056311
"konservatīvs","atnākt","unrelated","word","word",NA
"ming","administratīvs","unrelated","word","word",NA
"biedrs","tēvs","unrelated","word","word",0.231697453163674
"nolaišanās","rase","unrelated","word","word",0.225322685017239
"termināls","agri","unrelated","word","word",NA
"zeme","gulēt","unrelated","word","word",0.130274834560273
"pacietība","ķirurģija","unrelated","word","word",NA
"liecinieks","neveiksme","unrelated","word","word",0.0903055267573829
"lielisks","uz visiem laikiem","unrelated","word","word",NA
"uguns","pīle","unrelated","word","word",0.403655452858675
"līgavainis","samurajs","unrelated","word","word",0.416099096785006
"korpuss","laimīgs","unrelated","word","word",0.179742651348002
"ievietot","tētis","unrelated","word","word",0.104506959688916
"liktenis","ieslodzītais","unrelated","word","word",0.393641117542699
"nelegāls","saule","unrelated","word","word",0.090482881360025
"taksometrs","detektīvs","unrelated","word","word",0.377782014708211
"māksla","tēlot","unrelated","word","word",0.253622319645675
"kalibrs","dziesma","unrelated","word","word",0.224342928751975
"ļoti","sports","unrelated","word","word",0.138814599255042
"apšaubīt","darbs","unrelated","word","word",0.097154818491669
"mācīties","maigs","unrelated","word","word",0.0783966108575966
"mīksts","sniperis","unrelated","word","word",NA
"kombinācija","cilvēki","unrelated","word","word",0.181677147035377
"kečups","eksplodēt","unrelated","word","word",NA
"kabata","dievišķīgs","unrelated","word","word",NA
"minimums","kā parasti","unrelated","word","word",NA
"dabisks","autobuss","unrelated","word","word",0.198950620144311
"ēdiens","smieties","unrelated","word","word",0.135837219534676
"tētis","ierocis","unrelated","word","word",0.16495781068309
"kontrole","vēstule","unrelated","word","word",0.17641007034008
"mantojums","atbildēt","unrelated","word","word",0.0991876250179578
"reklāma","kaislība","unrelated","word","word",0.357979888030035
"joga","uzņēmējs","unrelated","word","word",0.124130351180239
"robots","dzīvnieks","unrelated","word","word",0.259094251935108
"fizika","iznīcināšana","unrelated","word","word",NA
"tīrs","reāls","unrelated","word","word",0.496631918364145
"mazliet","ķirzaka","unrelated","word","word",0.23885178899183
"trofeja","briesmīgs","unrelated","word","word",0.167441502246627
"artefakts","bārs","unrelated","word","word",0.450616780445541
"mēģināt","vienkāršs","unrelated","word","word",0.0800095730939789
"tehnisks","žogs","unrelated","word","word",NA
"zēni","elements","unrelated","word","word",0.141002454641089
"gulēt","vēzis","unrelated","word","word",0.19339491868873
"balts","aizturēšana","unrelated","word","word",0.077689763351909
"krējums","dzeltens","unrelated","word","word",NA
"šerifs","korporācija","unrelated","word","word",0.261613145630142
"dzelzs","dārgakmens","unrelated","word","word",0.403259461694002
"kilometrs","šantāža","unrelated","word","word",NA
"džungļi","iespējams","unrelated","word","word",0.211018360389496
"kluss","kaut kas","unrelated","word","word",NA
"mākonis","tramdīt","unrelated","word","word",NA
"kamerā","satelīts","unrelated","word","word",0.320476362769881
"teleskops","ražot","unrelated","word","word",0.172311188053378
"saimniece","matemātika","unrelated","word","word",0.171927964585188
"ienīst","josla","unrelated","word","word",0.218185048665621
"civils","klusums","unrelated","word","word",NA
"miljons","skābeklis","unrelated","word","word",0.200829468643743
"grauds","sajūta","unrelated","word","word",NA
"liels","rakstnieks","unrelated","word","word",0.162371865809466
"vēstniecība","ieguldīt","unrelated","word","word",0.252671642554651
"plus","uzticība","unrelated","word","word",0.202962395543946
"otrkārt","nožēlojams","unrelated","word","word",0.302521542757274
"dzīvs","procedūra","unrelated","word","word",0.143757886511274
"ciest","trīskārši","unrelated","word","word",NA
"uzdevums","kapteinis","unrelated","word","word",0.215970662246071
"sauss","smaržas","unrelated","word","word",0.313095130565757
"aspirīns","uzvarētājs","unrelated","word","word",NA
"viesnīca","investors","unrelated","word","word",NA
"ass","ola","unrelated","word","word",0.204051789102139
"nervs","kails","unrelated","word","word",NA
"attīstība","biezs","unrelated","word","word",0.326737720344879
"bibliotēka","smadzeņu","unrelated","word","word",0.114853756062635
"džezs","lekcija","unrelated","word","word",0.204775641283444
"dziedātājs","drudzis","unrelated","word","word",0.464252031833762
"valsts","normāls","unrelated","word","word",0.100747878472674
"alkohols","urīns","unrelated","word","word",NA
"nauda","aknas","unrelated","word","word",0.0347675539612457
"zobens","balsojums","unrelated","word","word",NA
"mēnesis","pretinieks","unrelated","word","word",0.281323966353861
"pēkšņi","jauks","unrelated","word","word",0.197168587896504
"pozitīvs","cietums","unrelated","word","word",0.239057718159663
"grēkozi","krīze","unrelated","word","word",NA
"netaisnība","ironisks","unrelated","word","word",NA
"neveiksmīgs","šļirce","unrelated","word","word",NA
"incidents","netīrs","unrelated","word","word",0.25432752265735
"viltus","godīgums","unrelated","word","word",0.255318182718704
"neērts","zieds","unrelated","word","word",NA
"nepieciešams","pieņemt","unrelated","word","word",0.181768557083125
"noraizējies","protokols","unrelated","word","word",0.163274789130755
"tikko","pavadīt","unrelated","word","word",0.149885340143323
"nespēja","pieņēmums","unrelated","word","word",0.197305214561057
"šķebinošs","kodols","unrelated","word","word",NA
"panākumi","bizness","unrelated","word","word",0.360868988339139
"bezjēdzīgs","bīstams","unrelated","word","word",NA
"ļaunums","amats","unrelated","word","word",0.239825796813185
"brutāls","saules","unrelated","word","word",NA
"anonīms","tornado","unrelated","word","word",0.477973225009576
"rīt","izmantot","unrelated","word","word",0.0948366476720972
"vienība","vampīrs","unrelated","word","word",0.217496229930195
"spiegs","lēkt","unrelated","word","word",0.165899497954155
"atbildība","izraisīt","unrelated","word","word",0.1397375187051
"mērķis","augstums","unrelated","word","word",0.289685008418888
"inde","apkārt","unrelated","word","word",0.113068617143258
"nolaupīšana","radošums","unrelated","word","word",NA
"līgums","veiktspēja","unrelated","word","word",NA
"noma","dzinējs","unrelated","word","word",NA
"izskaust","savienojums","unrelated","word","word",NA
"punkts","komiteja","unrelated","word","word",0.239847363797902
"veselīgs","dolārs","unrelated","word","word",0.334209718842587
"noslēpums","liecība","unrelated","word","word",0.152180834125566
"poga","novērtēt","unrelated","word","word",0.125507234489221
"atnest","liesma","unrelated","word","word",0.105463711524301
"rasties","sanāksme","unrelated","word","word",0.124226107046555
"parādība","ieskaidrot","unrelated","word","word",NA
"novērošana","mīļākais","unrelated","word","word",0.156409602871828
"apbrīnot","pilots","unrelated","word","word",0.191269579330343
"nelaimīgs","spageti","unrelated","word","word",NA
"zaglis","nodaļa","unrelated","word","word",0.287680422055897
"grēks","pārtraukt","unrelated","word","word",0.0859510195805787
"nozīme","ceturtais","unrelated","word","word",0.11149333964361
"grābiens","meitenes","unrelated","word","word",NA
"jūra","joks","unrelated","word","word",0.15965990793578
"septembris","gaļa","unrelated","word","word",0.179219925605785
"ligzda","vēlēšanas","unrelated","word","word",NA
"tunzivis","vaigs","unrelated","word","word",NA
"planēta","skandāls","unrelated","word","word",0.171937268921536
"sakārtot","darīt","unrelated","word","word",0.340388428614835
"līcis","attīstība","unrelated","word","word",0.195621334485778
"pirmdiena","kartelis","unrelated","word","word",NA
"taisnība","statuja","unrelated","word","word",0.184688954743217
"kopā","izmeklēt","unrelated","word","word",0.192198945550665
"beigt","ļoti","unrelated","word","word",0.0966857700676754
"nākotne","imperators","unrelated","word","word",0.164729517941495
"pārvērsties","zirgs","unrelated","word","word",0.135267925453239
"grīda","sniega","unrelated","word","word",0.215393196283353
