"eu_target","eu_cue","type","target_type","cue_type","eu_cosine"
"kanposantu","bekatu","unrelated","word","word",NA
"mukizapi","izualdi","unrelated","word","word",NA
"igande","andre","unrelated","word","word",0.316022971336978
"spaghetti","muino","unrelated","word","word",NA
"bare","karraska","unrelated","word","word",NA
"opari","tailer","unrelated","word","word",0.15620282178515
"konstituzioa","handi","unrelated","word","word",0.181690369548734
"su","berme","unrelated","word","word",0.160767551157577
"arauzko","lasagna","unrelated","word","word",NA
"gudaroste","mutil","unrelated","word","word",0.169276549810967
"azken","beharrezko","unrelated","word","word",0.187091076210975
"menpeko","oinaztargi","unrelated","word","word",NA
"eztandagarri","euria","unrelated","word","word",NA
"heze","asmo","unrelated","word","word",0.051172142490877
"leial","gauerdi","unrelated","word","word",0.0590471316087879
"zintzotasuna","zerbitzari","unrelated","word","word",0.143544007005144
"ate","pikniko","unrelated","word","word",NA
"kokaleku","kontzeptu","unrelated","word","word",0.248961776127178
"gauer","aintza","unrelated","word","word",NA
"dohainik","tekniko","unrelated","word","word",0.120737009490681
"museoa","adarra","unrelated","word","word",0.115755578844016
"fluido","katilu","unrelated","word","word",NA
"seltz-ur","natural","unrelated","word","word",NA
"harea","federal","unrelated","word","word",0.0327754251181523
"azpimarratu","azkenburuko","unrelated","word","word",NA
"hegan egin","aitortu","unrelated","word","word",NA
"hegaldi","harilkatu","unrelated","word","word",NA
"leherketa","berezko","unrelated","word","word",0.105162988908093
"kartel","beldur","unrelated","word","word",0.0662119861261928
"emode","erantzun","unrelated","word","word",NA
"elektriko","pitzadura","unrelated","word","word",0.232581529387483
"aulki","zatiki","unrelated","word","word",NA
"seinalea","alde egin","unrelated","word","word",NA
"etxeko jabe","gako","unrelated","word","word",NA
"barra","kanela","unrelated","word","word",0.229857009570721
"lore","adeitsu","unrelated","word","word",0.20475659503619
"zapata","hornikuntza","unrelated","word","word",0.135731314799799
"udazken","zapore","unrelated","word","word",0.224086412615649
"lasterketa","gutunazal","unrelated","word","word",0.103244577431262
"marraztu","poltsiko","unrelated","word","word",0.0949540263465237
"ekoizkin","eragotzi","unrelated","word","word",NA
"artizarra","agente","unrelated","word","word",NA
"dortoka","joko","unrelated","word","word",0.20891373775833
"arrain","zoriondu","unrelated","word","word",0.153021630849373
"urdin","solas egin","unrelated","word","word",NA
"psikologiko","osasuntsu","unrelated","word","word",0.289625406624155
"lodi","osaba","unrelated","word","word",0.161511836221101
"artera","polit","unrelated","word","word",0.102862835501018
"hamarkada","finantzatu","unrelated","word","word",0.215823831684333
"ekialde","ezti","unrelated","word","word",0.108658427963485
"zuzentasun","badia","unrelated","word","word",0.0733796679269308
"duin","zaindari","unrelated","word","word",0.12879378537239
"hiltzaile","ospetsu","unrelated","word","word",0.150845041423659
"teknika","lapur","unrelated","word","word",0.114532418622131
"arduratu","ikusi","unrelated","word","word",0.142437886856838
"ehun","abokatu","unrelated","word","word",0.0892011727092224
"zentimetro","zazkoki","unrelated","word","word",NA
"bilioi","txapeldun","unrelated","word","word",0.266471463594402
"sabelezur","atoi","unrelated","word","word",NA
"hitzaldi","eraztun","unrelated","word","word",0.169056058354684
"prediku","zuzen","unrelated","word","word",NA
"harrigarri","kablegrama","unrelated","word","word",NA
"eskertu","kokaina","unrelated","word","word",0.0742457580681649
"elezahar","keinu","unrelated","word","word",0.321060185960062
"dotore","agian","unrelated","word","word",0.0580159112059641
"apaiz","aitzurtu","unrelated","word","word",0.181254645376051
"estatua","txakur","unrelated","word","word",0.0224881604926187
"eskola","epel","unrelated","word","word",0.10730076779604
"agudo","maratcho","unrelated","word","word",NA
"biratu","argi eta garbi","unrelated","word","word",NA
"mendi","pozik","unrelated","word","word",0.046727661480421
"izaki","museo","unrelated","word","word",0.327262605202513
"partikula","jeneral","unrelated","word","word",0.204306267398616
"hespila","harritu","unrelated","word","word",NA
"erakusketa","sexual","unrelated","word","word",0.20738443611789
"besarkada","prestakuntza","unrelated","word","word",0.153777122036123
"neska","panpina","unrelated","word","word",0.185678865406133
"ergel","sail","unrelated","word","word",0.196827539472499
"froga","jatorrizko","unrelated","word","word",0.182720543276311
"komunikazio","etorbide","unrelated","word","word",NA
"nahiko","posta","unrelated","word","word",0.0978119370326129
"neskatila","eskualdeko","unrelated","word","word",0.168098780789778
"gune","ohizkanpoko","unrelated","word","word",NA
"artifizial","igoera","unrelated","word","word",0.1779446529676
"mundu","mahai","unrelated","word","word",0.140998252340511
"mundu mailako","gau","unrelated","word","word",NA
"goseti","baimen","unrelated","word","word",0.0571054245716416
"nerabe","zeregin","unrelated","word","word",0.236290089841626
"gihar","barkatu","unrelated","word","word",0.0635163992115105
"mutiko","arrisku","unrelated","word","word",0.0966084259526415
"samurai","agur","unrelated","word","word",0.122028334995518
"sari","xahupen","unrelated","word","word",NA
"andre","txerriki","unrelated","word","word",0.178676234241631
"adoretsu","olerkari","unrelated","word","word",0.398246104018566
"maiz","bahitu","unrelated","word","word",0.151108434679798
"oso gutxitan","koroa","unrelated","word","word",NA
"normalean","oratu","unrelated","word","word",0.105110519446641
"gernu","ezpal","unrelated","word","word",NA
"gazta","buru-","unrelated","word","word",NA
"ohiko","ondasun","unrelated","word","word",0.125282215576536
"nabarmen","leialtasun","unrelated","word","word",0.20456801570581
"indioilar","erregina","unrelated","word","word",0.178171417496291
"trumoi","nasa","unrelated","word","word",0.483524189340608
"zuzen","edukiera","unrelated","word","word",NA
"idazle","betilun","unrelated","word","word",NA
"txar","arriskugarri","unrelated","word","word",NA
"hiri","munstro","unrelated","word","word",0.0598760095750578
"emari","saltzaile","unrelated","word","word",NA
"aitortu","lapurtu","unrelated","word","word",0.294641639591166
"jakin","pirata","unrelated","word","word",0.110965688237702
"tradiziozko","larru","unrelated","word","word",NA
"oratu","paintaila handi","unrelated","word","word",NA
"ordeztu","-en aurrean","unrelated","word","word",NA
"ezabar","legezkontrako","unrelated","word","word",NA
"aldra","aitona","unrelated","word","word",NA
"funtzionari","bihar","unrelated","word","word",NA
"xiringa","bahitu","unrelated","word","word",0.16302907201786
"aitatxo","paper-zorro","unrelated","word","word",NA
"heziera","errakuntza","unrelated","word","word",NA
"ohiko","porlan","unrelated","word","word",NA
"izar","anker","unrelated","word","word",0.22892721457289
"kontsultategi","irain","unrelated","word","word",NA
"bazkari","etantze","unrelated","word","word",NA
"menperatu","piramide","unrelated","word","word",0.24021221503624
"behatu","harro","unrelated","word","word",0.100866923622357
"hil","zuzen","unrelated","word","word",0.0961308487063903
"jostailu","gozo","unrelated","word","word",0.252008561030419
"maleta","base","unrelated","word","word",0.155627913721389
"boligrafo","egosgogor","unrelated","word","word",NA
"infernu","karbono","unrelated","word","word",0.187741885880939
"tomate","urguilu","unrelated","word","word",NA
"patu","pozoin","unrelated","word","word",0.264182539429791
"erruki","lehengoen","unrelated","word","word",NA
"soldata","urpekuntzi","unrelated","word","word",NA
"indibidual","indibidual","unrelated","word","word",NA
"gitarra","eskaintza","unrelated","word","word",0.167020270101575
"zinki","amai","unrelated","word","word",NA
"kanpin","piiberak","unrelated","word","word",NA
"pilula","heriotza","unrelated","word","word",-0.0262400330545355
"ding","bizi izan","unrelated","word","word",NA
"egitura","on","unrelated","word","word",0.139929338673703
"marinel","anarkia","unrelated","word","word",0.0503438959866036
"luzera","faktore","unrelated","word","word",0.0919101878573515
"ebaki","washington","unrelated","word","word",0.086508863117091
"animalia","aingeru","unrelated","word","word",0.263531233551047
"ormito","izkina","unrelated","word","word",NA
"estrategia","kontratu","unrelated","word","word",0.378641174562232
"bolbora-ontzi","kasket","unrelated","word","word",NA
"alaitasun","herdoildu","unrelated","word","word",0.131261688268639
"sufrimen","musu","unrelated","word","word",NA
"polit","gripe","unrelated","word","word",0.139517795497248
"oroaretasun","babesgabe","unrelated","word","word",NA
"agudo","munys","unrelated","word","word",NA
"diruzorro","betaurrekoak","unrelated","word","word",NA
"jende","bultzatu","unrelated","word","word",0.117819057096563
"plastiko","egiaztatu","unrelated","word","word",0.0752665649262863
"filme","lege","unrelated","word","word",0.144316644399775
"farka","hormigoi","unrelated","word","word",NA
"zoriontsu","azterketa","unrelated","word","word",0.126941611144772
"asasinatu","antzara","unrelated","word","word",NA
"jardun","irakurri","unrelated","word","word",0.129861677532631
"larrialdi","itsasuntzi-","unrelated","word","word",NA
"prestatu","irrati","unrelated","word","word",0.0509190880140265
"plangintza","distira","unrelated","word","word",0.110244438574848
"sukaldari-buru","gabonak","unrelated","word","word",NA
"barru-barruko","langai","unrelated","word","word",NA
"pribatutasun","publizitate","unrelated","word","word",0.218189973359266
"ohore","piano","unrelated","word","word",0.218517645755836
"printze","ibilgailu","unrelated","word","word",0.0704852608174119
"eraginkor","jokatu","unrelated","word","word",0.0951238180261372
"deskribapen","hondatu","unrelated","word","word",0.13065217880642
"bitamina","makila","unrelated","word","word",0.270351318920549
"programa","sagar","unrelated","word","word",0.0831192224917998
"iradokosten","bidaia","unrelated","word","word",NA
"erakustaldi","tumore","unrelated","word","word",0.216348658246835
"prozedura","txapelketa","unrelated","word","word",0.253897108620342
"marketing","berezi","unrelated","word","word",NA
"presio","laiziko","unrelated","word","word",NA
"tutu malgu","bidaiari","unrelated","word","word",NA
"satelite","garbitu","unrelated","word","word",0.123352710202377
"beh> cowdoy","estadio","unrelated","word","word",NA
"julet","fenomenoi","unrelated","word","word",NA
"fruta","ekain","unrelated","word","word",0.141439663372594
"arratoi","esan","unrelated","word","word",0.224893896495846
"lerroalde","behaketa","unrelated","word","word",NA
"erosle","poltsegi ere","unrelated","word","word",NA
"hanburger","hodei","unrelated","word","word",NA
"sistema","erreskatatu","unrelated","word","word",0.14003464238559
"untzi-teniente","zombi","unrelated","word","word",NA
"etorri","noizbait","unrelated","word","word",0.130323275882101
"bidaiatu","irrazional","unrelated","word","word",0.139081322422923
"zautoin","errealitate","unrelated","word","word",NA
"pasarte","aire","unrelated","word","word",0.142923239025126
"ñimiño","lehergailu","unrelated","word","word",0.281964178200683
"seguru","aspirina","unrelated","word","word",0.209271195921277
"inoiz","radar","unrelated","word","word",0.125905094198881
"intuizio","ardo","unrelated","word","word",0.114607112920886
"emazte","berreskuratu","unrelated","word","word",0.152420166738154
"agentzia","bero","unrelated","word","word",0.0894771059804736
"indar","idazmahai","unrelated","word","word",NA
"lehengusu","biao","unrelated","word","word",NA
"igantero","ados","unrelated","word","word",NA
"fisiko","pertsona","unrelated","word","word",0.133158454539107
"alkate","gogoan hartu","unrelated","word","word",NA
"watsons","abaildu","unrelated","word","word",NA
"sindrome","alkondara","unrelated","word","word",0.321576438805053
"osagarri","prestatu","unrelated","word","word",0.167072921601089
"ohe","apikoz","unrelated","word","word",NA
"ordenadore","kobratu","unrelated","word","word",NA
"soil","d proiektu dt","unrelated","word","word",NA
"mintzatu","bilo","unrelated","word","word",NA
"gerrari","hurko","unrelated","word","word",0.0203304312179192
"mozkorti","ilunsenti","unrelated","word","word",NA
"belaun","gaixo","unrelated","word","word",0.17544217586177
"erreaktore","ekarri","unrelated","word","word",0.111125094328726
"suntsipen","entzumen","unrelated","word","word",0.2645706344368
"ekoitzi","guztizko","unrelated","word","word",NA
"min","kanpaina","unrelated","word","word",0.0572733475633506
"pilara","rodeo","unrelated","word","word",NA
"gar","fresko","unrelated","word","word",0.200537380890913
"misil","heldu","unrelated","word","word",0.100215219388425
"zigarro","kontaktu","unrelated","word","word",0.147234389954113
"jatetxe","fin","unrelated","word","word",0.100801765055303
"garaje","abegi","unrelated","word","word",0.104137387049573
"luze-labur","irmotly","unrelated","word","word",NA
"zurrupatu","ihauteri","unrelated","word","word",NA
"ebakiondo","kanpo","unrelated","word","word",NA
"limoi","biluzi","unrelated","word","word",0.210385338527589
