"no_cue","no_target","type","cue_type","target_type","no_cosine"
"kunst","epidemi","unrelated","word","word",0.140419510234739
"å ligge","ironisk","unrelated","word","word",NA
"hvitløk","dø","unrelated","word","word",0.108064490327748
"regional","skog","unrelated","word","word",0.116099751953219
"briller","biologi","unrelated","word","word",0.191056424222668
"lomme","reparere","unrelated","word","word",0.091593806755192
"klut","skrive","unrelated","word","word",0.166685666849149
"pensjon","cowboy","unrelated","word","word",0.211244075044319
"maraton","se","unrelated","word","word",0.171597122425041
"kidnapper","massasje","unrelated","word","word",0.157356013119012
"garanti","homofil","unrelated","word","word",0.113523423321876
"drage","spaghetti","unrelated","word","word",0.212635640321195
"elskerinne","uke","unrelated","word","word",0.180642847989009
"ulovlig","kartell","unrelated","word","word",0.247955797414319
"sersjant","halskjede","unrelated","word","word",0.110598793096665
"åpen","trenge","unrelated","word","word",0.0634134028878393
"låst","be om","unrelated","word","word",NA
"åpning","takknemlighet","unrelated","word","word",0.0194171596317407
"smak","analyse","unrelated","word","word",0.158573889575697
"matbit","regissør","unrelated","word","word",0.105594960589765
"bråk","medfølelse","unrelated","word","word",0.123529539207054
"fornøyd","dumhet","unrelated","word","word",0.060196739935682
"få til","oberst","unrelated","word","word",NA
"mørke","føderasjon","unrelated","word","word",0.100403016408848
"skinne","normal","unrelated","word","word",0.133909192519888
"ketchup","aktivitet","unrelated","word","word",0.0236918033529969
"minimum","assistent","unrelated","word","word",0.11466447984515
"styrke","gave","unrelated","word","word",0.265133776252189
"hjelpeløs","tittel","unrelated","word","word",0.200965455274097
"kunstner","detektiv","unrelated","word","word",0.233722623146719
"kilometer","klient","unrelated","word","word",0.11366767368272
"mat","vanilje","unrelated","word","word",0.250178908897839
"pappa","emne","unrelated","word","word",0.151120169050063
"kontroll","soverom","unrelated","word","word",0.128031912644047
"marine","skip","unrelated","word","word",0.312810697022537
"reklame","teater","unrelated","word","word",0.320934947053721
"robot","søppel","unrelated","word","word",0.17220479360042
"yoga","kopiere","unrelated","word","word",0.0908191600728304
"fysikk","oransje","unrelated","word","word",0.193395402727586
"bie","hull","unrelated","word","word",0.10080326526474
"ved et uhell","fjell","unrelated","word","word",NA
"trofé","solar","unrelated","word","word",0.13283261129953
"gjenstand","varebil","unrelated","word","word",0.221636103440884
"tålmodighet","rustning","unrelated","word","word",0.184815769869585
"teknisk","sko","unrelated","word","word",0.104468923574874
"korn","kommunikasjon","unrelated","word","word",0.0997588329370362
"mann","majones","unrelated","word","word",0.188933995267804
"befolkning","komedie","unrelated","word","word",0.140739001694516
"konkurranse","bruk","unrelated","word","word",0.149388338658065
"jern","forsøk","unrelated","word","word",0.134970896459504
"kabel","begravelse","unrelated","word","word",0.125477386348275
"midnatt","helt","unrelated","word","word",0.110067669379874
"kamera","autoritet","unrelated","word","word",0.115650456635431
"teleskop","blanding","unrelated","word","word",0.115938159559406
"myk","web","unrelated","word","word",0.0536415539451224
"sivile","hoved","unrelated","word","word",0.103679152535353
"million","psykologi","unrelated","word","word",0.10255394773424
"ambassadør","komfyr","unrelated","word","word",0.0873815393762436
"plus","planlegger","unrelated","word","word",0.21113392164295
"sekund","kreft","unrelated","word","word",0.118387679270003
"tvil","salat","unrelated","word","word",0.0978299598399632
"noble","bil","unrelated","word","word",0.0881414434556133
"selvmord","takke","unrelated","word","word",0.0634273983322884
"morder","kutte opp","unrelated","word","word",NA
"aspirin","forfatter","unrelated","word","word",0.0471302664208672
"i morgen","egentlig","unrelated","word","word",NA
"skygge","hilse på","unrelated","word","word",NA
"vittig","lunsj","unrelated","word","word",0.114081010048614
"skitne","sitt","unrelated","word","word",0.0798840876689882
"konferanse","rekkefølge","unrelated","word","word",0.107018339472399
"se","medalje","unrelated","word","word",0.18869485163673
"hotell","besluttsomhet","unrelated","word","word",0.0215650850675701
"tank","kvinne","unrelated","word","word",0.134259896528514
"motsatte","limousine","unrelated","word","word",0.112592341566101
"fiende","kniv","unrelated","word","word",0.189660878998897
"sjanse","minister","unrelated","word","word",0.0702680479260101
"bibliotek","sonde","unrelated","word","word",0.0271376714904384
"sanger","ære","unrelated","word","word",0.12095701034795
"jazz","skandale","unrelated","word","word",0.120338400657339
"nerve","bemerkelsesverdig","unrelated","word","word",0.251132173692431
"utvikling","hammer","unrelated","word","word",0.054160681554536
"administrasjon","raskt","unrelated","word","word",0.121730321822889
"hemmelig","dømme","unrelated","word","word",0.00593570840732199
"tilgivelse","timer","unrelated","word","word",0.105862470735724
"naken","skole","unrelated","word","word",0.0671113469093214
"hals","blå","unrelated","word","word",0.168765928588794
"land","tennis","unrelated","word","word",0.15461951061772
"seier","pappa","unrelated","word","word",0.0905446647215827
"positivt","arr","unrelated","word","word",0.121262377687585
"bekymret","gå i stykker","unrelated","word","word",NA
"munn","visste det","unrelated","word","word",NA
"barnebarn","journalist","unrelated","word","word",0.142770474167449
"miste","eieren","unrelated","word","word",0.117537624683748
"som haster","finne","unrelated","word","word",NA
"ingenting","produsere","unrelated","word","word",0.103096382786006
"aldri","soloppgang","unrelated","word","word",0.182061786848735
"sør","champagne","unrelated","word","word",0.0792254877253168
"sunn","slange","unrelated","word","word",0.172761294489731
"atomisk","stykke","unrelated","word","word",0.220635461459967
"velsmakende","gutt","unrelated","word","word",0.134642750287777
"kanal","siste","unrelated","word","word",0.181573509201205
"bare","personlighet","unrelated","word","word",0.253345557055095
"generell","sette pris på","unrelated","word","word",NA
"skjerm","flate","unrelated","word","word",0.235564256723263
"opprettelse","et sted","unrelated","word","word",NA
"offisielt","kaffe","unrelated","word","word",0.14104122853914
"noen ganger","feber","unrelated","word","word",NA
"frosk","medaljong","unrelated","word","word",0.272189918434324
"luft","bataljon","unrelated","word","word",0.107191369240499
"september","minutt","unrelated","word","word",0.13076777122617
"drikke","skitten","unrelated","word","word",0.159118959738469
"kull","opptreden","unrelated","word","word",-0.0191500438428365
"ute","frelser","unrelated","word","word",0.0907177634534771
"radius","ed","unrelated","word","word",0.148281323233687
"ned","barndom","unrelated","word","word",0.0784540230719885
"oppgave","rimelig","unrelated","word","word",0.0806357028104734
"forestilling","buss","unrelated","word","word",0.190664518026801
"grønn","bygge","unrelated","word","word",0.0737753902779569
"øye","full","unrelated","word","word",0.0866481306264457
"arrangere","smerte","unrelated","word","word",0.123481636774852
"brød","komme tilbake","unrelated","word","word",NA
"vest","juliet","unrelated","word","word",0.111756264579439
"undervurdere","rykte","unrelated","word","word",0.100170956769082
"bevege seg","vitnesbyrd","unrelated","word","word",NA
"bo","gjerde","unrelated","word","word",0.194388018000306
"nedre","svømme","unrelated","word","word",0.021626702748909
"konvolutt","konge","unrelated","word","word",0.0325545057437441
"onkel","fravær","unrelated","word","word",0.127682370422198
"overnaturlig","sone","unrelated","word","word",0.135277127586541
"leppestift","juvel","unrelated","word","word",0.205371154134115
"resepsjon","matematikk","unrelated","word","word",0.0761931767693411
"saken","foredrag","unrelated","word","word",0.108685227376757
"billett","bacon","unrelated","word","word",0.143238907178123
"kode","slips","unrelated","word","word",0.179475387616275
"elendig","ta bort","unrelated","word","word",NA
"vakt","uniform","unrelated","word","word",0.24065346503253
"penger","hundre","unrelated","word","word",0.154750335694937
"vagina","sjarmerende","unrelated","word","word",0.115620612342148
"papir","uventet","unrelated","word","word",0.062660060037287
"ideell","samfunnet","unrelated","word","word",0.115710261463559
"fase","nippe","unrelated","word","word",0.140998515210621
"karakter","distrikt","unrelated","word","word",0.137043205602387
"privat","fantastisk","unrelated","word","word",0.150737250247066
"utsikt","etterforsker","unrelated","word","word",0.110134431118147
"tablett","tornado","unrelated","word","word",0.185266197330689
"astronaut","posisjon","unrelated","word","word",0.144905626174766
"forberedelse","metalltråd","unrelated","word","word",0.175646760054562
"plass","koffert","unrelated","word","word",0.238264082018537
"sement","sender","unrelated","word","word",0.0592801153296348
"forklaring","bekymre","unrelated","word","word",0.0952715078716213
"ansvar","venstre","unrelated","word","word",0.21730888160965
"velge","opp","unrelated","word","word",0.123780689288281
"horn","kyst","unrelated","word","word",0.108605180814478
"gambling","lengde","unrelated","word","word",0.120245585916841
"politikk","blad","unrelated","word","word",0.200047894259373
"journalistikk","vaksine","unrelated","word","word",0.137279205589999
"kritisk","jage","unrelated","word","word",0.0534020389122249
"portal","stillhet","unrelated","word","word",0.148480128889641
"status","noensinne","unrelated","word","word",0.128792107244494
"bokstavelig","fingeravtrykk","unrelated","word","word",0.181637753151455
"tale","milliard","unrelated","word","word",0.0455315816497
"nobel","and","unrelated","word","word",0.058911576649705
"kansler","ling","unrelated","word","word",0.14416052960132
"puls","prest","unrelated","word","word",0.0298206026164521
"munk","sulten","unrelated","word","word",0.193081309030214
"prinsesse","amerika","unrelated","word","word",0.17754106189747
"verdi","adrenalin","unrelated","word","word",0.11217107595222
"problemer","fortsatt","unrelated","word","word",0.144025420018198
"fabrikk","vet","unrelated","word","word",0.127983490636518
"merke","vitamin","unrelated","word","word",0.0662683201736569
"skape","stearinlys","unrelated","word","word",0.0741989610474161
"amatør","informant","unrelated","word","word",0.222815394020058
"dekanus","nydelig","unrelated","word","word",0.0750954808160595
"prosjekt","snakke","unrelated","word","word",0.149610314556332
"regel","øl","unrelated","word","word",0.0766126712886781
"modell","realistisk","unrelated","word","word",0.221655419016883
"anatomi","brud","unrelated","word","word",0.135142668160482
"medisinsk","countess","unrelated","word","word",NA
"publikum","søndag","unrelated","word","word",0.183314103727281
"råd","studere","unrelated","word","word",0.0760821406480604
"rakett","rotere","unrelated","word","word",0.24823586064463
"tyveri","president","unrelated","word","word",0.118833979728154
"stjele","vaskebjørn","unrelated","word","word",0.182382520839507
"uvanlig","byrå","unrelated","word","word",0.0881201267575327
"sinne","talent","unrelated","word","word",0.291695795769336
"sakte","ventilasjon","unrelated","word","word",0.171838167665002
"generator","havn","unrelated","word","word",0.0724840235073241
"optimistisk","absurd","unrelated","word","word",0.278384172409192
"øke","assassin","unrelated","word","word",0.138546489179587
"produsent","tro","unrelated","word","word",0.0825246085565203
"telle","informere","unrelated","word","word",0.212690958547319
