"hu_target","hu_cue","type","target_type","cue_type","hu_cosine"
"kudarc","szerző","unrelated","word","word",0.115591230213224
"temető","műalkotás","unrelated","word","word",0.197511703162448
"kalap","szendvics","unrelated","word","word",0.293638058337668
"völgy","divatos","unrelated","word","word",0.0447940129844936
"valaha","okos","unrelated","word","word",0.0888898964718912
"epizód","piramis","unrelated","word","word",0.0386681315627262
"sors","rodeó","unrelated","word","word",0.090794798196991
"fény","zárt","unrelated","word","word",0.130639896052097
"baseball","rabszolga","unrelated","word","word",0.143928724558621
"tengerpart","halálos","unrelated","word","word",0.0641296907059323
"kerület","kiváló","unrelated","word","word",0.181262746541643
"utca","adat","unrelated","word","word",0.0955725521081312
"magasság","távcső","unrelated","word","word",0.332063883707624
"vészhelyzet","konferencia","unrelated","word","word",0.299646234483552
"tűzhely","sherlock","unrelated","word","word",0.100434345843516
"ingyenes","pisztoly","unrelated","word","word",0.0482507996124395
"demokrácia","fehér","unrelated","word","word",0.189961996810772
"jegyzőkönyv","sorozat","unrelated","word","word",0.236633004896531
"orr","ízletes","unrelated","word","word",0.177430030014749
"séf","pazarlás","unrelated","word","word",0.166175614210283
"bekezdés","felség","unrelated","word","word",0.136811143279359
"szakember","lelkesedés","unrelated","word","word",0.131887768653354
"motel","ritmus","unrelated","word","word",0.0909780718827594
"cím","vállalat","unrelated","word","word",0.19130578970262
"csikk","kín","unrelated","word","word",0.228646769353657
"ló","padló","unrelated","word","word",0.196373858658717
"kiszámítja","szivattyú","unrelated","word","word",0.198838350847061
"nedves","tű","unrelated","word","word",0.231136923119134
"évtized","majom","unrelated","word","word",0.0774955345709531
"gazdag","diák","unrelated","word","word",0.116848204853889
"szenvedés","dzsessz","unrelated","word","word",0.181596798879374
"fülke","aggódó","unrelated","word","word",0.131513504211473
"vihar","drámai","unrelated","word","word",0.0882663302682511
"szellőzés","gratulál","unrelated","word","word",0.0123690509790037
"vicces","ellenség","unrelated","word","word",0.138958529045578
"érzelmi","hamisítvány","unrelated","word","word",0.0853666783096262
"fül","elülső","unrelated","word","word",0.253451438784847
"ellentétes","ajakrúzs","unrelated","word","word",0.19388960964752
"egyedi","kormányzó","unrelated","word","word",0.0425293939922358
"meghitt","joghatóság","unrelated","word","word",0.0916670927478243
"szemét","tehén","unrelated","word","word",0.195515799204468
"előadás","inspirál","unrelated","word","word",0.210966857351732
"sapka","szombat","unrelated","word","word",0.16242344016009
"hidrogén","hely","unrelated","word","word",0.135824354144816
"olaj","pillangó","unrelated","word","word",0.164819249520038
"hamburger","szálloda","unrelated","word","word",0.162896586055324
"sugárzás","lánya","unrelated","word","word",0.106202851331887
"meghal","naiv","unrelated","word","word",0.105065614229033
"fájdalom","kíséret","unrelated","word","word",0.221334778305208
"látványos","szegénység","unrelated","word","word",0.136471306347216
"bájos","igazságtalanság","unrelated","word","word",0.136554583580977
"szép","üres","unrelated","word","word",0.2197545725725
"október","császári","unrelated","word","word",0.159789525541639
"póker","limonádé","unrelated","word","word",0.234155383333157
"balszerencse","menedzser","unrelated","word","word",0.12646511488915
"ünnepség","angyal","unrelated","word","word",0.132849889479055
"pap","csodálatos","unrelated","word","word",0.0995571853437845
"színész","osztály","unrelated","word","word",0.0470627369952106
"megegyezés","varázslat","unrelated","word","word",0.177644774963663
"fizikai","távirat","unrelated","word","word",0.0529093839143847
"kő","vékony","unrelated","word","word",0.204533894753157
"nyalás","ellenállás","unrelated","word","word",0.255393674849989
"tömlő","néha","unrelated","word","word",0.104480703397047
"mondat","áldozat","unrelated","word","word",0.0842724872787395
"gyakorlatilag","nap","unrelated","word","word",0.0634028388664262
"hálószoba","szöveg","unrelated","word","word",0.0831586106439456
"számítógép","ming","unrelated","word","word",0.119504039954342
"furcsa","vas","unrelated","word","word",0.126930752143574
"ruha","modell","unrelated","word","word",0.364136148040704
"karbantartás","köröm","unrelated","word","word",0.191638925074627
"vasárnap","beismerni","unrelated","word","word",0.0399567074550642
"tragikus","szertartás","unrelated","word","word",0.19160489847827
"teremtmény","sarok","unrelated","word","word",0.134197307629673
"szörnyű","banki","unrelated","word","word",0.0548561758557186
"kifejezés","folyó","unrelated","word","word",0.0685975074561331
"vers","lehetséges","unrelated","word","word",0.0970800455417224
"zsebkendő","javasol","unrelated","word","word",0.109363697111346
"állapot","friss","unrelated","word","word",0.108083648778339
"csúnya","pénzügyileg","unrelated","word","word",0.109346897419579
"szükség","jelenlegi","unrelated","word","word",0.120776044501884
"terhesség","fázis","unrelated","word","word",0.339603850620225
"tabletta","pestis","unrelated","word","word",0.215189628233102
"falu","közvetlen","unrelated","word","word",0.152223067423212
"ezredes","engedély","unrelated","word","word",0.13253175317187
"vezető","elfelejt","unrelated","word","word",0.113472291387958
"eszik","összeg","unrelated","word","word",0.115644822652557
"törülköző","tumor","unrelated","word","word",0.0855655805797377
"tányér","teljes","unrelated","word","word",0.165976533875582
"sztrájk","vissza","unrelated","word","word",0.119425434493578
"valószínűleg","pincér","unrelated","word","word",0.143955548414104
"támogatás","zuhany","unrelated","word","word",0.206513608864062
"tanácsol","mozog","unrelated","word","word",0.17465289969358
"tánc","déli","unrelated","word","word",0.128001945519894
"bizonyság","hallgat","unrelated","word","word",0.145366918233944
"tanít","megerősítés","unrelated","word","word",0.0632519807243744
"tudás","invázió","unrelated","word","word",0.175664070172435
"tantárgy","baba","unrelated","word","word",0.136545065140469
"közösség","vonzó","unrelated","word","word",0.11570824666363
"tart","kokain","unrelated","word","word",0.131067316976083
"tartalom","énekes","unrelated","word","word",0.152684894003214
"motor","szabadság","unrelated","word","word",0.191645933985936
"ősz","incidens","unrelated","word","word",0.11900836159747
"mikroszkóp","előrehalad","unrelated","word","word",0.229638638866926
"levél","nagykövet","unrelated","word","word",0.135611372559147
"sebesség","ideg","unrelated","word","word",0.175199655218893
"játékos","természetesen","unrelated","word","word",0.0944492272214347
"limuzin","kilométer","unrelated","word","word",0.215390033590662
"tudomány","művész","unrelated","word","word",0.278031297174008
"malac","egyszerűen","unrelated","word","word",0.144781941089485
"tehetetlen","rádió","unrelated","word","word",0.0931727826683157
"gyümölcslé","becenév","unrelated","word","word",0.20699379401132
"teljes","nyereség","unrelated","word","word",0.198310181508463
"teljesen","jutalék","unrelated","word","word",-0.00629788011447257
"kolostor","egyensúly","unrelated","word","word",0.127490749025119
"kápolna","rómeó","unrelated","word","word",0.21783031680121
"óceán","zenekar","unrelated","word","word",0.174919934701979
"hajó","bíróság","unrelated","word","word",0.210244931602296
"haditengerészet","fél","unrelated","word","word",0.12022327231756
"elem","túsz","unrelated","word","word",0.243107045009422
"kezelés","szűkítés","unrelated","word","word",NA
"termel","kaliber","unrelated","word","word",0.120245859690348
"megsemmisítés","ezer","unrelated","word","word",0.205197667670471
"rendező","karnevál","unrelated","word","word",0.122861989740244
"mesterséges","aranysárga","unrelated","word","word",0.151726890258855
"általában","dráma","unrelated","word","word",0.167429589931286
"paranormális","zaj","unrelated","word","word",0.158423380676352
"repülőtér","megbocsátás","unrelated","word","word",0.170514098266372
"zóna","bizalom","unrelated","word","word",0.172707257699663
"stratégia","ipar","unrelated","word","word",0.277568212204052
"hulla","kombináció","unrelated","word","word",0.192521776661931
"sebhely","nagy","unrelated","word","word",0.157913147257684
"demonstráció","környezet","unrelated","word","word",0.280819931146273
"megtilt","zombi","unrelated","word","word",0.117485797124671
"klasszikus","belső","unrelated","word","word",0.152051091854822
"mosás","fal","unrelated","word","word",0.136468595292817
"magától értetődően","kényelmetlen","unrelated","word","word",NA
"bizalom","kürt","unrelated","word","word",0.214554421257607
"helyettes","hasmenés","unrelated","word","word",0.109729285471924
"rejtély","ujj","unrelated","word","word",0.179931266386739
"tizenéves","dicső","unrelated","word","word",0.0352163284952571
"szavazás","haver","unrelated","word","word",0.124077490391799
"bűnügyi","trigger","unrelated","word","word",0.0334755400073848
"közönség","zászló","unrelated","word","word",0.140980093710866
"homár","seriff","unrelated","word","word",0.0868649730208799
"darab","kereskedelmi","unrelated","word","word",0.136896419138243
"érzékeny","gomb","unrelated","word","word",0.129245587180489
"nyak","liga","unrelated","word","word",0.132417721718434
"épület","kémkedés","unrelated","word","word",0.192997085127128
"alkotmány","filozófia","unrelated","word","word",0.209582045332851
"aktiválja","nagybácsi","unrelated","word","word",0.109354521091631
"érem","üzlet","unrelated","word","word",0.0980631820213204
"tréfa","templom","unrelated","word","word",0.118459911910052
"fecskendő","összetör","unrelated","word","word",0.0526362271869154
"gőg","kiló","unrelated","word","word",0.180410595924508
"igazán","józan","unrelated","word","word",0.084109030754802
"rák","hónap","unrelated","word","word",0.102089596497703
"szindróma","földrengés","unrelated","word","word",0.279677498418136
"koncert","korona","unrelated","word","word",0.115833338051605
"együttérzés","évforduló","unrelated","word","word",0.190727867806518
"rab","munka","unrelated","word","word",0.164479958635876
"láng","külön-","unrelated","word","word",NA
"barátságos","ország","unrelated","word","word",0.0730563342437367
"idegen","szép","unrelated","word","word",0.157319048081284
"részecske","bátorság","unrelated","word","word",0.0980831694933999
"nyomozó","régi","unrelated","word","word",0.125206666746173
"hüvelykujj","hálás","unrelated","word","word",0.0789813680231539
"politika","ösztön","unrelated","word","word",0.307078917527402
"unokaöcs","örök","unrelated","word","word",0.147301453835606
"teljes","alkalmaz","unrelated","word","word",0.117081607584488
"pilóta","öngyilkosság","unrelated","word","word",0.213281992319129
"szerető","képtelenség","unrelated","word","word",0.0872507241057248
"országút","angol","unrelated","word","word",0.169882055610464
"sofőr","híres ember","unrelated","word","word",NA
"pálya","jogász","unrelated","word","word",0.1161789405726
"üveg","szükséges","unrelated","word","word",0.0218538053649453
"bolt","termelő","unrelated","word","word",0.272189641571705
"reggeli","bajnok","unrelated","word","word",0.0816586607158803
