hu_cue,hu_target,type,cue_type,target_type,hu_cosine
távcső,vágott,unrelated,word,word,0.0867603587307032
nagykövetség,harmónia,unrelated,word,word,0.100842108918229
plusz,fegyver,unrelated,word,word,0.103489527022539
szegénység,üzenet,unrelated,word,word,0.119612239212417
öldöklő,kerület,unrelated,word,word,0.0943494921453225
gyűrű,gőg,unrelated,word,word,0.145013803964021
unokája,busz,unrelated,word,word,0.0641809298986389
csatorna,séta,unrelated,word,word,0.110232164694755
déli,menetrend,unrelated,word,word,0.106126007026191
száj,elbocsátás,unrelated,word,word,0.130348491756664
ellenség,máj,unrelated,word,word,0.128097553602641
választás,ír,unrelated,word,word,0.0846016529698493
zöld,méltóság,unrelated,word,word,0.106109044980425
parancs,madár,unrelated,word,word,0.128764713275733
következmény,tűzhely,unrelated,word,word,0.107466303261716
jegy,elrejt,unrelated,word,word,0.115683912161268
kód,lő,unrelated,word,word,0.0849084345574912
útvonal,érem,unrelated,word,word,0.129997130108523
nyomorult,vita,unrelated,word,word,0.0953926359806512
őr,szörnyű,unrelated,word,word,0.107251880238567
magyarázat,dicsőség,unrelated,word,word,0.0644359919368357
edző,elegendő,unrelated,word,word,0.0715505982859764
impulzus,repül,unrelated,word,word,0.124062135646123
talán,gyenge,unrelated,word,word,0.145061349659563
dékán,jólét,unrelated,word,word,0.0690909511956649
róka,javítás,unrelated,word,word,0.0578972410392502
egér,fotós,unrelated,word,word,0.0957420886263159
éppen,segítség,unrelated,word,word,0.139754181445349
elfelejt,fecskendő,unrelated,word,word,0.0959454041246521
megszüntet,munkás,unrelated,word,word,0.11722624991043
bónusz,vasárnap,unrelated,word,word,0.131836745803515
caesar,pilóta,unrelated,word,word,0.0366656663101834
hozza,jogi,unrelated,word,word,0.0724782427065711
beszéd,teljes,unrelated,word,word,0.0402319785765909
pihenés,batman,unrelated,word,word,0.0905821976294861
konkrét,boszorkány,unrelated,word,word,0.0693972145874658
szél,általában,unrelated,word,word,0.0726874700567148
szokatlan,megöl,unrelated,word,word,0.103694159489035
naiv,korty,unrelated,word,word,0.0978488757288445
tárgy,komédia,unrelated,word,word,0.0823838430045409
kezel,mellkas,unrelated,word,word,0.103817103166556
aktatáska,képesség,unrelated,word,word,0.14909068460657
zászló,orgyilkos,unrelated,word,word,0.104489325192181
tű,kreativitás,unrelated,word,word,0.0883912143544132
diák,meghatározás,unrelated,word,word,0.107635532137749
liga,saláta,unrelated,word,word,0.0752294744792963
beszél,gitár,unrelated,word,word,0.113020298433942
golf,bizottság,unrelated,word,word,0.12174987963979
hálás,bekezdés,unrelated,word,word,0.127102054378628
itt,ding,unrelated,word,word,0.13697394839425
vékony,pap,unrelated,word,word,0.110570898400697
kötődik,szokásos,unrelated,word,word,0.0648558281253677
detonátor,hátborzongató,unrelated,word,word,0.133075907774986
burgonya,bűnös,unrelated,word,word,0.0876329499538437
hurrikán,megzavar,unrelated,word,word,0.143074001241473
híd,szándékosan,unrelated,word,word,0.0938173028982846
képtelenség,lövedék,unrelated,word,word,0.129337576362315
le,"játszma, meccs",unrelated,word,word,
normálisan,álom,unrelated,word,word,0.129889026597988
mars,nagy,unrelated,word,word,0.148424906491927
fehérje,eltemet,unrelated,word,word,0.0860087389441315
önkéntes,sport,unrelated,word,word,0.14017077717545
fuss,fesztivál,unrelated,word,word,0.129520510013651
tekint,valószínűleg,unrelated,word,word,0.0999442537624307
gazda,zsarolás,unrelated,word,word,0.125706712635048
gond,mutáció,unrelated,word,word,0.118909674335167
olvasás,látványos,unrelated,word,word,0.148496627820462
elindít,választási lehetőség,unrelated,word,word,
irányítás,valószínűleg,unrelated,word,word,0.123315897571386
szerződés,kérdez,unrelated,word,word,0.0870718316586897
csodál,telefon,unrelated,word,word,0.141199812385207
büntet,verseny,unrelated,word,word,0.0964934767744252
pirítós,hadsereg,unrelated,word,word,0.133986495381415
kémia,kérés,unrelated,word,word,0.0233000262261578
barna,kötél,unrelated,word,word,0.100268723297123
menedzser,ingyenes,unrelated,word,word,0.0977479377817373
desszert,tulajdonos,unrelated,word,word,0.122749406669449
kutya,bezárás,unrelated,word,word,0.102747063788062
tábornok,maximális,unrelated,word,word,0.145215781845422
test,pénzügyi,unrelated,word,word,0.061299201094243
vétek,születésnap,unrelated,word,word,0.142836824400648
november,keverék,unrelated,word,word,0.0628239970273769
hűség,film,unrelated,word,word,0.141308636353116
közvetlen,ékszer,unrelated,word,word,-0.00343911869235333
megye,nyaklánc,unrelated,word,word,0.118515959933485
sürgős,emlékezik,unrelated,word,word,0.0729133277053865
orgazmus,hideg,unrelated,word,word,0.104647571788982
soha,letartóztatás,unrelated,word,word,0.110437245766107
bomba,híres,unrelated,word,word,0.0929846429344283
hamisítvány,robbanás,unrelated,word,word,0.122552245937936
népszerű,informátor,unrelated,word,word,0.118289093274444
dzsungel,sérülés,unrelated,word,word,0.0799069419107442
szellemes,katonai,unrelated,word,word,0.119108666324401
könyörületes,rajzol,unrelated,word,word,0.0610552854276871
borító,őrült,unrelated,word,word,0.147920220239243
változás,negyedik,unrelated,word,word,0.130987767514914
bankár,őszinteség,unrelated,word,word,0.128354687417411
irónia,állandóan,unrelated,word,word,0.120447912092465
szopás,műhold,unrelated,word,word,0.127796725629172
művészet,tedd,unrelated,word,word,0.138084296858605
megbocsátás,tabletta,unrelated,word,word,0.144750602751711
figyelem,közönség,unrelated,word,word,0.14096756857347
kamera,épít,unrelated,word,word,0.0789608463719645
második,hagyományos,unrelated,word,word,0.0838396282173478
rakéta,feleség,unrelated,word,word,0.100092260434951
esküszik,szósz,unrelated,word,word,0.0845206356964264
sértés,belül,unrelated,word,word,0.144282376937428
bolygó,beszél,unrelated,word,word,0.103564666659349
természetfölötti,előadás,unrelated,word,word,0.136494175651333
papír,veszély,unrelated,word,word,0.148244359451482
előadás,tengerész,unrelated,word,word,0.0228905923761476
szerencsejáték,december,unrelated,word,word,0.0857091202592377
folyamat,teknősbéka,unrelated,word,word,0.112056911622799
bizonyíték,ajtó,unrelated,word,word,0.130714937369799
maraton,kígyó,unrelated,word,word,0.10967138894204
emberrabló,hó,unrelated,word,word,0.114394905793138
igaz,cím,unrelated,word,word,0.144277429848703
tulajdonképpen,biztonságos,unrelated,word,word,0.0598604191584636
javít,múzeum,unrelated,word,word,0.115983763476937
ellenállás,elképesztő,unrelated,word,word,0.0970066271691304
vissza,miniszter,unrelated,word,word,0.108088187079315
pletyka,rab,unrelated,word,word,0.108742302148781
törékeny,építészmérnök,unrelated,word,word,0.120633148206352
megjegyzés,fiú testvér,unrelated,word,word,
ritmus,ragadozó,unrelated,word,word,0.100558137066978
ujj,garázs,unrelated,word,word,0.0989895055328149
alkalmaz,temető,unrelated,word,word,0.0545154113774184
ellenméreg,október,unrelated,word,word,0.117832985267575
vágy,ünnep,unrelated,word,word,0.147091379639491
varázslat,pénztárca,unrelated,word,word,0.141697256308831
nemzetközi,magányos,unrelated,word,word,0.0593865388512984
extra,festő,unrelated,word,word,0.0256582699873978
afrika,oxigén,unrelated,word,word,0.0815281150869343
irigy,szentbeszéd,unrelated,word,word,0.0954528033915813
invázió,megijeszt,unrelated,word,word,0.0997535551622658
washington,biológiai,unrelated,word,word,0.097900914533323
vonat,háromszög,unrelated,word,word,0.0683155444086474
káosz,tesó,unrelated,word,word,0.114509466055672
brutális,páncél,unrelated,word,word,0.0899470299177352
halál,probléma,unrelated,word,word,0.0601119877893415
közel,pezsgő,unrelated,word,word,0.0457045363934584
anya,paranormális,unrelated,word,word,0.0666604206306887
haditengerészeti,törülköző,unrelated,word,word,0.0926086541722674
olvad,kerítés,unrelated,word,word,0.102672243591179
okos,balszerencse,unrelated,word,word,0.0834114748501563
kard,egyedi,unrelated,word,word,0.136715835063422
úrnő,részecske,unrelated,word,word,0.0637399643809191
fizika,séta,unrelated,word,word,0.0901436204987131
szálloda,júlia,unrelated,word,word,0.132058543944238
lassan,állam,unrelated,word,word,0.0775202036464783
krém,este,unrelated,word,word,0.0512373489965538
kutatás,gyilkos,unrelated,word,word,0.116284502377057
tünet,falu,unrelated,word,word,0.105050585830929
hálózat,harc,unrelated,word,word,0.0981426936338734
tanú,csalódás,unrelated,word,word,0.0599527443146867
mozi,könnyen,unrelated,word,word,0.0863471690350983
fontolgat,fény,unrelated,word,word,0.0653314580297513
alsó,poros,unrelated,word,word,0.121378678709564
nyári,isteni,unrelated,word,word,0.0766649728978824
ma,gyakorlatilag,unrelated,word,word,0.0919984124684058
húga,bajnokság,unrelated,word,word,0.1170659382048
agy,jel,unrelated,word,word,0.103229054242773
szakács,energia,unrelated,word,word,0.0786035927566052
baba,ihlet,unrelated,word,word,0.115960951508129
dohány,király,unrelated,word,word,0.0806489375203494
megérkezik,kellemetlen,unrelated,word,word,0.142457823262749
dráma,vastag,unrelated,word,word,0.10917698681053
profil,óceán,unrelated,word,word,0.0342572416014225
küzdelem,vonz,unrelated,word,word,0.127658047266405
gabona,ironikus,unrelated,word,word,0.062052547934242
szemét,normál,unrelated,word,word,0.0626304955536305
vírus,ügyfél,unrelated,word,word,0.1333038298832
szép,bíró,unrelated,word,word,0.136678949138133
bajnokság,húzni,unrelated,word,word,0.0463436154976557
cikk,szellem,unrelated,word,word,0.139477705872422
teremt,kemény,unrelated,word,word,0.0442674129254103
kivételes,felrobban,unrelated,word,word,-0.0120722368721425
kocsma,stratégia,unrelated,word,word,0.127379524001436
drámai,csomag,unrelated,word,word,0.13629586889746
csomagtartó,helyettes,unrelated,word,word,0.111725864419355
szenzációs,karbantart,unrelated,word,word,
élő,hajó,unrelated,word,word,0.111042723259996
férj,liberális,unrelated,word,word,0.14587666781336
leszbikus,elhelyezkedés,unrelated,word,word,0.0998920309275961
műszaki,vénusz,unrelated,word,word,0.14501777494233
születés,még mindig,unrelated,word,word,
éhség,tudós,unrelated,word,word,0.0780580822955787
modern,tányér,unrelated,word,word,0.069348628639137
internet,kihívás,unrelated,word,word,0.103691556200329
gesztus,körül,unrelated,word,word,0.134578554792707
jó,kompletten,unrelated,word,word,0.117456945147088
cég,érdekes,unrelated,word,word,0.082263281271694
gáz,fizikai,unrelated,word,word,0.0473271452972639
ezer,tökéletes,unrelated,word,word,0.123846588910747
néha,injekció,unrelated,word,word,0.0913559350125138
forma,bátor,unrelated,word,word,-0.00112658695043257
terv,barátságos,unrelated,word,word,0.0490848889204011
orkesztra,gyík,unrelated,word,word,
superman,figyelemre méltó,unrelated,word,word,
ragyog,gép,unrelated,word,word,0.0751119519151958
milliomos,elem,unrelated,word,word,0.099659170039418
majom,időszak,unrelated,word,word,0.0881296812522417
vendégszeretet,szükség,unrelated,word,word,0.103224861872027
pincér,szenvedély,unrelated,word,word,0.10099290942594
háború,megtalálja,unrelated,word,word,0.0955553971598225
kín,fontos,unrelated,word,word,0.0571664844135107
főiskola,bőrönd,unrelated,word,word,0.146965532607816
pajzs,tisztességtelen,unrelated,word,word,0.13023608156364
hűség,újság,unrelated,word,word,0.118699066063921
menekült,fel,unrelated,word,word,0.083686977120785
ijedős,tájékoztat,unrelated,word,word,0.0768695820214915
naiv,hét,unrelated,word,word,0.0230912789794958
férfi,elsődleges,unrelated,word,word,0.146781600568562
most,halálos,unrelated,word,word,0.135419565315201
jobb,francia,unrelated,word,word,0.111121490885371
hely,morfin,unrelated,word,word,0.1325974325714
lát,járvány,unrelated,word,word,0.0747090308959322
egy,kínzás,unrelated,word,word,0.112332574622662
becenév,elad,unrelated,word,word,0.097056556379844
projekt,félelem,unrelated,word,word,0.123926627892843
császári,nevetés,unrelated,word,word,0.127831494915418
felső,nő,unrelated,word,word,0.142512682269521
őrmester,magától értetődően,unrelated,word,word,
dinasztia,mond,unrelated,word,word,0.0510586892411434
dvd,hogy,unrelated,word,word,0.0701921756103945
írlak,találkozó,nonword,nonword,word,
réat,majonéz,nonword,nonword,word,
adminiszázáció,táska,nonword,nonword,word,
jétakonyag,család,nonword,nonword,word,
afikka,felső,nonword,nonword,word,
aggóós,óceán,nonword,nonword,word,
zak,lő,nonword,nonword,word,
aisá,fény,nonword,nonword,word,
ejhi,csatatér,nonword,nonword,word,
ajstrúzs,szövetség,nonword,nonword,word,
odánlat,drog,nonword,nonword,word,
akrmály,megmentő,nonword,nonword,word,
akintáska,hegy,nonword,nonword,word,
akirv,ruha,nonword,nonword,word,
alsóecsül,megöl,nonword,nonword,word,
alacsoda,eredmény,nonword,nonword,word,
alasatos,megvéd,nonword,nonword,word,
aldóm,hallucináció,nonword,nonword,word,
szákánym,hit,nonword,nonword,word,
áldoart,szökevény,nonword,nonword,word,
alkautaz,visszatérés,nonword,nonword,word,
alkojál,minisztérium,nonword,nonword,word,
állanet,fantázia,nonword,nonword,word,
állaetert,program,nonword,nonword,word,
óll,baseball,nonword,nonword,word,
alss,boston,nonword,nonword,word,
altű,sűrítmény,nonword,nonword,word,
amatku,matematika,nonword,nonword,word,
alaktisa,szobor,nonword,nonword,word,
anatphia,injekció,nonword,nonword,word,
anásl,apu,nonword,nonword,word,
anural,kés,nonword,nonword,word,
anid,síp,nonword,nonword,word,
asu,nyaklánc,nonword,nonword,word,
selempupu,vonz,nonword,nonword,word,
arandzárga,elhelyezkedés,nonword,nonword,word,
arába,gyenge,nonword,nonword,word,
árnyűg,fantasztikus,nonword,nonword,word,
árostlan,ebéd,nonword,nonword,word,
árahuz,elhagyott,nonword,nonword,word,
méverés,trón,nonword,nonword,word,
lizenál,szósz,nonword,nonword,word,
cí,ár,nonword,nonword,word,
astirin,kicsi,nonword,nonword,word,
asmmal,valami,nonword,nonword,word,
asmel,hivatalos,nonword,nonword,word,
hiok,fecskendő,nonword,nonword,word,
síom,elad,nonword,nonword,word,
autoldam,beszél,nonword,nonword,word,
litna,király,nonword,nonword,word,
lotba,házas,nonword,nonword,word,
zuj,befektetés,nonword,nonword,word,
anj,további,nonword,nonword,word,
barlok,haditengerészet,nonword,nonword,word,
bazin,önző,nonword,nonword,word,
bazva,mennydörgés,nonword,nonword,word,
bankna,busz,nonword,nonword,word,
bazli,halászat,nonword,nonword,word,
vérna,süket,nonword,nonword,word,
omró,szenátor,nonword,nonword,word,
bátomaág,étkezés,nonword,nonword,word,
bános,boldog,nonword,nonword,word,
becerrv,adni,nonword,nonword,word,
becsünetti,ellenőriz,nonword,nonword,word,
befolyek,kemping,nonword,nonword,word,
begymerni,csillag,nonword,nonword,word,
núka,szerelem,nonword,nonword,word,
bévos,negatív,nonword,nonword,word,
túlép,alibi,nonword,nonword,word,
beélő,tisztességtelen,nonword,nonword,word,
gályeg,acél,nonword,nonword,word,
benyomrt,állat,nonword,nonword,word,
ezrel,fizetés,nonword,nonword,word,
béévő,izgatott,nonword,nonword,word,
beszzó,gyors,nonword,nonword,word,
beszabgetés,tart,nonword,nonword,word,
beszabgetés,megzavar,nonword,nonword,word,
