"bg_cue","bg_target","type","cue_type","target_type","bg_cosine"
"детонатор","влюбник","nonword","word","nonword",NA
"скромен","векраста","nonword","word","nonword",NA
"гений","вестанца","nonword","word","nonword",NA
"прочети","същевяване","nonword","word","nonword",NA
"поправка","вилам","nonword","word","nonword",NA
"въпрос","виков","nonword","word","nonword",NA
"на бюро","предлица","nonword","word","nonword",NA
"земеделски производител","нална","nonword","word","nonword",NA
"младоженец","предсоко","nonword","word","nonword",NA
"голф","височетохме","nonword","word","nonword",NA
"лъжица","височинарастване","nonword","word","nonword",NA
"общество","витастят","nonword","word","nonword",NA
"глупак","buаст","nonword","word","nonword",NA
"заключен","либка","nonword","word","nonword",NA
"капсула","водосъци","nonword","word","nonword",NA
"благороден","воуточни","nonword","word","nonword",NA
"клас","воай","nonword","word","nonword",NA
"огледа","съглачатлявам","nonword","word","nonword",NA
"клюка","скептичка","nonword","word","nonword",NA
"яд","вратоподдъка","nonword","word","nonword",NA
"полезен","седда","nonword","word","nonword",NA
"съмнение","уредка","nonword","word","nonword",NA
"еволюция","джощане","nonword","word","nonword",NA
"месец","всепяне","nonword","word","nonword",NA
"под наем","огърник","nonword","word","nonword",NA
"търсенето","nyод","nonword","word","nonword",NA
"успех","стъра","nonword","word","nonword",NA
"чудовище","цяже","nonword","word","nonword",NA
"кабина","възможство","nonword","word","nonword",NA
"пиле","стака","nonword","word","nonword",NA
"от време на време","вънбра","nonword","word","nonword",NA
"готов","жерре","nonword","word","nonword",NA
"промяната","нинра","nonword","word","nonword",NA
"юни","сенвам","nonword","word","nonword",NA
"век","галант","nonword","word","nonword",NA
"на живо","газирани напиползване","nonword","word","nonword",NA
"фрагмент","ганизъмтика","nonword","word","nonword",NA
"калибър","гакол","nonword","word","nonword",NA
"губернатор","вaй","nonword","word","nonword",NA
"активиране","генехвър","nonword","word","nonword",NA
"благодарен","кунден","nonword","word","nonword",NA
"жаба","гласуийтс","nonword","word","nonword",NA
"тийнейджърка","студам","nonword","word","nonword",NA
"набиване","здрабален","nonword","word","nonword",NA
"кандидат","срепак","nonword","word","nonword",NA
"страдания","упопост","nonword","word","nonword",NA
"гаден","глeд","nonword","word","nonword",NA
"създаване","хленка","nonword","word","nonword",NA
"вмъкване","говослов","nonword","word","nonword",NA
"шпионаж","дyл","nonword","word","nonword",NA
"съкровище","гостенба","nonword","word","nonword",NA
"отличен","окура","nonword","word","nonword",NA
"вино","гомол","nonword","word","nonword",NA
"есен","гонегово","nonword","word","nonword",NA
"билет","сестрила","nonword","word","nonword",NA
"късен","удовач","nonword","word","nonword",NA
"ангел","говдъхно","nonword","word","nonword",NA
"империал","спобя","nonword","word","nonword",NA
"шоу","греъ","nonword","word","nonword",NA
"ритъм","грув","nonword","word","nonword",NA
"магазин","съкродиозен","nonword","word","nonword",NA
"продължете","гражай","nonword","word","nonword",NA
"обяснение","смърфиня","nonword","word","nonword",NA
"старши","хрупка","nonword","word","nonword",NA
"речник","събибище","nonword","word","nonword",NA
"момчета","опреливо","nonword","word","nonword",NA
"моден","грага","nonword","word","nonword",NA
"браво","гръдензуне","nonword","word","nonword",NA
"поет","греъ","nonword","word","nonword",NA
"стар","омъжки","nonword","word","nonword",NA
"тост","гусби","nonword","word","nonword",NA
"командир","ръ","nonword","word","nonword",NA
"декан","дамен","nonword","word","nonword",NA
"романски","низма","nonword","word","nonword",NA
"такси","бойски","nonword","word","nonword",NA
"терминал","дарезерв","nonword","word","nonword",NA
"база","вклюгател","nonword","word","nonword",NA
"отказвам","дествала","nonword","word","nonword",NA
"изход","дежурност","nonword","word","nonword",NA
