"fr_target","fr_cue","type","target_type","cue_type","fr_cosine"
"hériter","adn","unrelated","word","word",0.180852004472391
"riche","mec","unrelated","word","word",0.221746736313347
"la criminalité","combinaison","unrelated","word","word",NA
"emprisonnement","interne","unrelated","word","word",0.196680807129974
"dessiner","autoriser","unrelated","word","word",0.144007810889322
"un salaire","confiance","unrelated","word","word",NA
"gagnant","commenter","unrelated","word","word",0.173251230781585
"apporter","adulte","unrelated","word","word",0.121074329350636
"personnalité","naïve","unrelated","word","word",0.196486902793095
"intime","chimique","unrelated","word","word",0.248402815237864
"neveu","charge","unrelated","word","word",0.134313160988239
"petit","répondre","unrelated","word","word",0.0821172303751471
"probablement","chauffer","unrelated","word","word",0.106997816771857
"point final","toujours","unrelated","word","word",NA
"un événement","dvd","unrelated","word","word",NA
"religion","tatouage","unrelated","word","word",0.170749925007915
"guitare","jamais","unrelated","word","word",0.147427323858033
"appât","art","unrelated","word","word",0.179891513698318
"dingue","original","unrelated","word","word",0.235913002088351
"camping","reine","unrelated","word","word",0.100644610711917
"marin","le printemps","unrelated","word","word",NA
"arme","discours","unrelated","word","word",0.101629371787842
"côte","fichier","unrelated","word","word",0.0234336880972937
"accusation","appel","unrelated","word","word",0.262430441574276
"joie","papillon","unrelated","word","word",0.215867531787598
"orbite","geste","unrelated","word","word",0.0971421913884866
"stratégie","examen","unrelated","word","word",0.111004246636098
"fleur","astronaute","unrelated","word","word",0.13961822085444
"station","punir","unrelated","word","word",0.0932997893800745
"magazine","engagement","unrelated","word","word",0.150255536114481
"neiger","septembre","unrelated","word","word",0.324925224471871
"moins","la tombe","unrelated","word","word",NA
"supérieur","digue","unrelated","word","word",0.0812524122560755
"portefeuille","champion","unrelated","word","word",0.111317858498526
"écrivain","clé","unrelated","word","word",0.0663702143199297
"la taille","unité","unrelated","word","word",NA
"tuer","arrivée","unrelated","word","word",0.0963493264839616
"amical","mince","unrelated","word","word",0.175589291250217
"politicien","inhabituel","unrelated","word","word",0.0715189573805167
"fruit","crédit","unrelated","word","word",0.16211526999303
"tuyau","réseau","unrelated","word","word",0.293243727821568
"tunnel","la navigation","unrelated","word","word",NA
"célèbre","superman","unrelated","word","word",0.243069931974836
"gens","tumeur","unrelated","word","word",0.100032808175385
"viande","peinture","unrelated","word","word",0.30463247274187
"film","dire","unrelated","word","word",0.154901819320708
"portail","inquiéter","unrelated","word","word",0.136274182893809
"enregistrer","fermé à clé","unrelated","word","word",NA
"négatif","taxi","unrelated","word","word",0.130483795055747
"chantage","drame","unrelated","word","word",0.269216055945391
"talent","compatissant","unrelated","word","word",0.234349615586734
"scandale","bol","unrelated","word","word",0.128404077678489
"dynamiter","cours","unrelated","word","word",0.117515894223485
"dinde","orchestre","unrelated","word","word",0.131139219319187
"jouet","parler","unrelated","word","word",0.100844073894548
"tirer","creuser","unrelated","word","word",0.272797601388134
"dernier","du repos","unrelated","word","word",NA
"comprendre","ouverture","unrelated","word","word",0.0705588874381434
"s'inquiéter","otage","unrelated","word","word",NA
"planification","poudre à canon","unrelated","word","word",NA
"loin","équipement","unrelated","word","word",0.122481948266535
"absence","augmenter","unrelated","word","word",0.186235981947304
"maintenir","nounou","unrelated","word","word",0.0924487009534279
"préparer","portail","unrelated","word","word",0.147063275679298
"preuve","création","unrelated","word","word",0.187544683771511
"récompense","empêcher","unrelated","word","word",0.0926034385399535
"prince","spectaculaire","unrelated","word","word",0.108844085025559
"intimité","épaule","unrelated","word","word",0.224643388123608
"honneur","chaleureux","unrelated","word","word",0.164407686327474
"probable","oubliez","unrelated","word","word",0.125921914713656
"continuez","noble","unrelated","word","word",0.124315775691668
"réalisateur","sofa","unrelated","word","word",0.133944801176388
"la description","tout à coup","unrelated","word","word",NA
"le revenu","plaisir","unrelated","word","word",NA
"prédateur","le progrès","unrelated","word","word",NA
"programme","ketchup","unrelated","word","word",0.032448754372682
"suggérer","idéal","unrelated","word","word",0.156371258745829
"défendre","fragment","unrelated","word","word",0.0917152294928777
"vitamine","sucré","unrelated","word","word",0.354593146036722
"restaurant","mur","unrelated","word","word",0.0990695088778969
"énergie","effrayer","unrelated","word","word",0.10595618400448
"arrêter","suivre","unrelated","word","word",0.349061880236415
"bureau","catholique","unrelated","word","word",0.0321397196501681
"structure","impulsion","unrelated","word","word",0.305747770326398
"qualité","sergent","unrelated","word","word",0.0993205091514865
"ce","chemise","unrelated","word","word",0.173218502809433
"interroger","sud","unrelated","word","word",0.161097826064698
"particule","un autographe","unrelated","word","word",NA
"communiste","choisir","unrelated","word","word",0.159725892428281
"satellite","patrimoine","unrelated","word","word",0.153718946371023
"télévision","le respect","unrelated","word","word",NA
"causer","spinal","unrelated","word","word",0.25695459986214
"informer","naval","unrelated","word","word",0.206007453292663
"périmètre","poulet","unrelated","word","word",0.140809117331157
"hématome","nécessaire","unrelated","word","word",0.125138750091686
"fantaisie","lire","unrelated","word","word",0.139958500133408
"étude","clan","unrelated","word","word",0.0139982554536002
"juge","ver de terre","unrelated","word","word",NA
"remercier","sol","unrelated","word","word",0.0672142352713011
"savait","hôtel","unrelated","word","word",0.0813732292476805
"miroiter","influence","unrelated","word","word",0.137745520910064
"abri","méthode","unrelated","word","word",0.0484439032083262
"fugitif","service","unrelated","word","word",0.123802427616736
"j'accepte","triste","unrelated","word","word",NA
"bataillon","malade","unrelated","word","word",0.0758091337764843
"zone","trophée","unrelated","word","word",0.0370719267189322
"local","en fait","unrelated","word","word",NA
"protocole","le management","unrelated","word","word",NA
"roi","majorité","unrelated","word","word",0.16989445287778
"cousine","nettoyer","unrelated","word","word",0.0455102881191265
"relation amicale","évêque","unrelated","word","word",NA
"remplacer","éternel","unrelated","word","word",0.146032119570504
"lapin","obstacle","unrelated","word","word",0.141421157580382
"réparation","badge","unrelated","word","word",0.0446366963402803
"réponse","fort","unrelated","word","word",0.0830364315178184
"poisson","interrompre","unrelated","word","word",0.114672821712216
"système","lundi","unrelated","word","word",0.0777577338655683
"devoir","décent","unrelated","word","word",0.088213681361852
"rester","la victoire","unrelated","word","word",NA
"résultat","patate","unrelated","word","word",0.151495533584058
"vision","près","unrelated","word","word",0.0792194510572461
"cognac","cabinet","unrelated","word","word",0.195832258469554
"absurde","anarchie","unrelated","word","word",0.243335635093328
"quelque chose","pont","unrelated","word","word",NA
"danger","erreur","unrelated","word","word",0.187976773754195
"dangereux","seule","unrelated","word","word",0.0990574163711084
"la cérémonie","le dessert","unrelated","word","word",NA
"machine","tête de mule","unrelated","word","word",NA
"calcul","séries","unrelated","word","word",0.143938252151918
"cow-boy","célibataire","unrelated","word","word",NA
"grec","audience","unrelated","word","word",0.0844638663786568
"julietre","prendre conscience de","unrelated","word","word",NA
"environ","capacité","unrelated","word","word",0.192782659750893
"jaune","charbon","unrelated","word","word",0.34188113345682
"parfum","risque","unrelated","word","word",0.132699833186453
"poussiéreux","colonie","unrelated","word","word",0.0836931447481517
"autoroute","clairement","unrelated","word","word",0.0898043435638405
"chemin","tout à fait","unrelated","word","word",NA
"royaume","taille","unrelated","word","word",0.100266587280353
"rue","pousser","unrelated","word","word",0.118343505401415
"style","pistolet","unrelated","word","word",0.17413465491556
"ordinaire","surnaturel","unrelated","word","word",0.29548264947763
"attraper","grimper","unrelated","word","word",0.326646298129067
"dégoûtant","coupe","unrelated","word","word",0.152331287109603
"chambre à coucher","démarrage","unrelated","word","word",NA
"dimanche","trésor","unrelated","word","word",0.128525401861187
"hamburger","sénior","unrelated","word","word",0.217590321443098
"impuissant","chercher","unrelated","word","word",0.0875561530706551
"éducation","remplacer","unrelated","word","word",0.097826025650372
"content","poète","unrelated","word","word",0.118092985447837
"concentrer","route","unrelated","word","word",0.157766189117734
"arriver","protéine","unrelated","word","word",0.0413452908507427
"guérir","fonctionner","unrelated","word","word",0.36364385195387
"mouiller","impression","unrelated","word","word",0.153070244767039
"primaire","brutal","unrelated","word","word",0.138592662478808
"minute","vache","unrelated","word","word",0.123282936708256
"mystère","fille","unrelated","word","word",0.100336430178591
"assistant","gang","unrelated","word","word",0.0980404179676507
"paragraphe","grain","unrelated","word","word",0.134647959250903
"sécurité","optimiste","unrelated","word","word",0.161314145253413
"dame","général","unrelated","word","word",0.158738442789077
"conférence","lourd","unrelated","word","word",0.0280596551423073
"junior","maîtresse","unrelated","word","word",0.184695098470382
"spectaculaire","vengeance","unrelated","word","word",0.131897229525268
"octobre","main","unrelated","word","word",0.184515611463709
"lieutenant","avis","unrelated","word","word",0.155546736594945
"épisode","ennemi","unrelated","word","word",0.0991668049957561
"serveuse","baie","unrelated","word","word",0.151078263606932
