"vi_cue","vi_target","type","cue_type","target_type","vi_cosine"
"nhà thờ","biến mất","unrelated","word","word",NA
"bài thơ","nhà vua","unrelated","word","word",NA
"nữ hoàng","truyền thuyết","unrelated","word","word",NA
"ca sĩ","cà chua","unrelated","word","word",NA
"nuốt","nhiếp ảnh gia","unrelated","word","word",NA
"đàn ông","quận","unrelated","word","word",NA
"tự nhiên","con thuyền","unrelated","word","word",NA
"tha thứ","nhảy","unrelated","word","word",NA
"chậm","nhà khoa học","unrelated","word","word",NA
"vũ công","bỏ phiếu","unrelated","word","word",NA
"trèo","đáng thương hại","unrelated","word","word",NA
"nhạy bén","khùng","unrelated","word","word",NA
"khí ga","côn trùng","unrelated","word","word",NA
"chữ ký","sương mù","unrelated","word","word",NA
"nhiệt","đạn","unrelated","word","word",0.256631377901324
"nhỏ bé","phát nổ","unrelated","word","word",NA
"quên đi","thường xuyên","unrelated","word","word",NA
"cần thiết","báo","unrelated","word","word",NA
"xi măng","giáo viên","unrelated","word","word",NA
"động đất","hài lòng","unrelated","word","word",NA
"bom","đầm","unrelated","word","word",0.125729275330221
"cố gắng","viên thuốc","unrelated","word","word",NA
"nói","dấu trừ","unrelated","word","word",NA
"nói chuyện","chuyến bay","unrelated","word","word",NA
"một cách tự nhiên","chuẩn bị các","unrelated","word","word",NA
"đau khổ","họp báo","unrelated","word","word",NA
"lưu trữ","trò chơi","unrelated","word","word",NA
"đánh giá quá thấp","cướp bóc","unrelated","word","word",NA
"kinh dị","thừa kế","unrelated","word","word",NA
"phổ biến","hải cảng","unrelated","word","word",NA
"phục vụ nam","cái ghế","unrelated","word","word",NA
"đồi","tu viện","unrelated","word","word",NA
"sữa","ôxy","unrelated","word","word",0.22287541921271
"son môi","biến cố","unrelated","word","word",NA
"nước chanh","mỉa mai","unrelated","word","word",NA
"máu","hoàn thành","unrelated","word","word",NA
"kem","nền dân chủ","unrelated","word","word",NA
"đây","người pháp","unrelated","word","word",NA
"sự trơ trẽn","thuộc thân thể","unrelated","word","word",NA
"hôn","người nói dối","unrelated","word","word",NA
"người quản lý","biểu tượng","unrelated","word","word",NA
"cây kim","bảo tàng","unrelated","word","word",NA
"hàng không","rộng lượng","unrelated","word","word",NA
"số lượng","lực lượng","unrelated","word","word",NA
"tự hào","hoàng đế","unrelated","word","word",NA
"đơn vị","ngực","unrelated","word","word",NA
"kẻ thù","bệnh dịch","unrelated","word","word",NA
"nobel","giao thức","unrelated","word","word",NA
"tặng kem","bão","unrelated","word","word",NA
"khám nghiệm tử thi","juliet","unrelated","word","word",NA
"kỵ sĩ","trung úy","unrelated","word","word",NA
"nổ","muốn","unrelated","word","word",0.133471334579488
"vận hành","vừa qua","unrelated","word","word",NA
"phi hành gia","rừng","unrelated","word","word",NA
"thiết bị đầu cuối","cuộc đua","unrelated","word","word",NA
"hướng tây","địa chỉ","unrelated","word","word",NA
"thấp hơn","ngon","unrelated","word","word",NA
"ngoài","tháng mười","unrelated","word","word",NA
"căng thẳng","hội chứng","unrelated","word","word",NA
"bánh mỳ","đấu sĩ","unrelated","word","word",NA
"nhịp","sinh học","unrelated","word","word",NA
"bệnh viện","cánh cổng","unrelated","word","word",NA
"phòng","khác nhau","unrelated","word","word",NA
"vòi sen","tủ đồ","unrelated","word","word",NA
"bảo vệ","bà ngoại","unrelated","word","word",NA
"tích cực","diễn viên nam","unrelated","word","word",NA
"nguyền rủa","buồn nôn","unrelated","word","word",NA
"thứ hai","bạn bè","unrelated","word","word",NA
"bài bạc","đầu gối","unrelated","word","word",NA
"khen ngợi","thu hút","unrelated","word","word",NA
"chuối","hẻm","unrelated","word","word",0.158286904774388
"quận","vụ bê bối","unrelated","word","word",NA
"pub","nến","unrelated","word","word",NA
"câu lạc bộ","ẩn núp","unrelated","word","word",NA
"quân đoàn","nặng nề","unrelated","word","word",NA
"dân sự","thuê","unrelated","word","word",NA
"quý giá","sóng sót","unrelated","word","word",NA
"xoay","ba","unrelated","word","word",0.226102661738317
"ngắt","thảo luận","unrelated","word","word",NA
"nam tước","nhân từ","unrelated","word","word",NA
"hành tinh","hiểu biết","unrelated","word","word",NA
"tổ chức từ thiện","chấn thương","unrelated","word","word",NA
"hấp dẫn","ngày nghỉ","unrelated","word","word",NA
"rác","năng lượng","unrelated","word","word",NA
"móng tay","sao kim","unrelated","word","word",NA
"tường","ma cà rồng","unrelated","word","word",NA
"rạp chiếu phim","họ","unrelated","word","word",NA
"xác suất","cảm hứng","unrelated","word","word",NA
"tóc","cười","unrelated","word","word",0.153967926640918
"đắt tiền","thoát khỏi","unrelated","word","word",NA
"chật hẹp","bẩn thỉu","unrelated","word","word",NA
"thương xót","đàn bà","unrelated","word","word",NA
"lau dọn","trở về","unrelated","word","word",NA
"rừng","con thằn lằn","unrelated","word","word",NA
"đáng sợ","tổ chức","unrelated","word","word",NA
"đất","rửa sạch","unrelated","word","word",NA
"rượu","chữ ký","unrelated","word","word",NA
"whisky","bộ trưởng, mục sư","unrelated","word","word",NA
"sự từ chức","sự cải tiến","unrelated","word","word",NA
"quyến rũ","lịch trình","unrelated","word","word",NA
"kinh thánh","hướng lên","unrelated","word","word",NA
"đồ giả","sự tiếp kiến","unrelated","word","word",NA
"lỗi","vẽ","unrelated","word","word",0.123860362901438
"lightning","bạc","unrelated","word","word",0.155373589495698
"nhẫn giả","đánh nhau","unrelated","word","word",NA
"theo","nhạc sĩ","unrelated","word","word",NA
"xưởng sản xuất","sự công bằng","unrelated","word","word",NA
"thương hiệu","doanh nhân","unrelated","word","word",NA
"tạo ra","cấm","unrelated","word","word",NA
"chiếu sáng","nhân loại","unrelated","word","word",NA
"trí tưởng tượng","địa phương","unrelated","word","word",NA
"nguyên bản","hợp pháp","unrelated","word","word",NA
"sao hoả","trường đại học","unrelated","word","word",NA
"cuối cùng","cognac","unrelated","word","word",NA
"tỉnh táo","khăn tay","unrelated","word","word",NA
"xăm hình","tối hậu","unrelated","word","word",NA
"khó","lập kế hoạch","unrelated","word","word",NA
"siêu nhiên","sự đối xử","unrelated","word","word",NA
"hóa chất","thứ gì đó","unrelated","word","word",NA
"quái vật","cá","unrelated","word","word",NA
"hóa học","chắc chắn","unrelated","word","word",NA
"thứ hai","văn học","unrelated","word","word",NA
"đường","medallion","unrelated","word","word",NA
"thư","ngôi sao","unrelated","word","word",NA
"tổng","thuốc lá","unrelated","word","word",NA
"muộn","xa","unrelated","word","word",0.139880040408308
"trực tiếp","sự vui mừng","unrelated","word","word",NA
"ho","dấu vân tay","unrelated","word","word",NA
"bảo vệ","cục đá","unrelated","word","word",NA
"ô nhiễm","tuyệt vời","unrelated","word","word",NA
"thay đổi","sai","unrelated","word","word",NA
"sự cho phép","trung thực","unrelated","word","word",NA
"sự trả thù","tổ chức","unrelated","word","word",NA
"quan sát","cerebral","unrelated","word","word",NA
"trị liệu","rạp hát","unrelated","word","word",NA
"áp dụng","nỗi sợ","unrelated","word","word",NA
"sự phẫn nộ","bí ẩn","unrelated","word","word",NA
"kho báu","khăn giấy","unrelated","word","word",NA
"hỗ trợ","nghĩ","unrelated","word","word",NA
"sự hỗn loạn","tai","unrelated","word","word",NA
"đến","hôn nhân","unrelated","word","word",NA
"tiếp xúc","thị trưởng","unrelated","word","word",NA
"đẩy vào","ủy ban","unrelated","word","word",NA
"bài tập","màn biểu diễn","unrelated","word","word",NA
"hồ sơ","ích kỷ","unrelated","word","word",NA
"rủi ro","morphin","unrelated","word","word",NA
"rủi ro","độc nhất","unrelated","word","word",NA
"vi-rút","đa cảm","unrelated","word","word",NA
"gián điệp","chắc chắn","unrelated","word","word",NA
"sự sáng tạo","động mạch","unrelated","word","word",NA
"phát triển","sớm","unrelated","word","word",NA
"lòng can đảm","ngốc nghếch","unrelated","word","word",NA
"riêng","tối đa","unrelated","word","word",NA
"mùa thu","viễn cảnh","unrelated","word","word",NA
"thành công","buộc tội","unrelated","word","word",NA
"thính giác","trùng khớp","unrelated","word","word",NA
"bầy đàn","tối","unrelated","word","word",NA
"mong","tuyên bố","unrelated","word","word",NA
"rồng","cha","unrelated","word","word",0.252684671021098
"vui lòng","tennis","unrelated","word","word",NA
"sửa chữa","chu vi","unrelated","word","word",NA
"súng trường","nghĩa vụ","unrelated","word","word",NA
"đám mây","đến","unrelated","word","word",NA
"con mắt","sự nguy hiểm","unrelated","word","word",NA
"ngân hàng","alien","unrelated","word","word",NA
"tài chính","xây dựng","unrelated","word","word",NA
"tập tin","thứ ba","unrelated","word","word",NA
"biến cố","boston","unrelated","word","word",NA
"vòng tròn","hải quân","unrelated","word","word",NA
"y khoa","dương vật","unrelated","word","word",NA
"giải phẫu học","gây ấn tượng","unrelated","word","word",NA
"khải huyền","một hớp","unrelated","word","word",NA
"ý nghĩa","hành động","unrelated","word","word",NA
"giá thấp nhất","màu xanh da trời","unrelated","word","word",NA
"tà ác","ngừng lại","unrelated","word","word",NA
"cuộc xâm lăng","còi","unrelated","word","word",NA
"fidelity","vô giá trị","unrelated","word","word",NA
"quan tài","kitô giáo","unrelated","word","word",NA
"playboy","khuyên nhủ","unrelated","word","word",NA
"băng nhóm","họa sĩ","unrelated","word","word",NA
"công ty","to lớn","unrelated","word","word",NA
"hàng loạt","tuyết","unrelated","word","word",NA
"tiêu điểm","sự giúp đỡ","unrelated","word","word",NA
"phi hành đoàn","rẻ","unrelated","word","word",NA
"loại bỏ","nước tiểu","unrelated","word","word",NA
"kinh khủng","hiv","unrelated","word","word",NA
"golf","isurd","unrelated","word","word",NA
"trở ngại","mùi","unrelated","word","word",NA
"ý kiến","bờ biển","unrelated","word","word",NA
"sinh","trọng tài","unrelated","word","word",NA
"viên con nhộng","trứng","unrelated","word","word",NA
"quyền hạn","thú vật","unrelated","word","word",NA
"đại lý","ghi âm","unrelated","word","word",NA
"lo lắng","sa thải","unrelated","word","word",NA
"riêng tư","băng hình","unrelated","word","word",NA
"chúa trời","hiệp định","unrelated","word","word",NA
"lịch sự","vòng cổ","unrelated","word","word",NA
"tháng mười một","người chơi","unrelated","word","word",NA
"tháng sáu","xứng đáng","unrelated","word","word",NA
"thu được","kích hoạt","unrelated","word","word",NA
"tháng chín","đông cứng","unrelated","word","word",NA
"quản lý","mayonaise","unrelated","word","word",NA
"hợp thời trang","chính trị","unrelated","word","word",NA
"thủ đô","thái độ","unrelated","word","word",NA
"cuộc hội thoại","động vật ăn thịt","unrelated","word","word",NA
"thế kỷ","cà vạt","unrelated","word","word",NA
"thực ra","tốc độ","unrelated","word","word",NA
"sự ngạc nhiên","thiết bị","unrelated","word","word",NA
"thay thế","toàn cầu","unrelated","word","word",NA
"monk","cánh tay","unrelated","word","word",NA
"thực hành","khoa học","unrelated","word","word",NA
"quốc tế","vô trách nhiệm","unrelated","word","word",NA
"diễn tả","hoa","unrelated","word","word",NA
"sở thích","đột biến","unrelated","word","word",NA
"thêm","nhiệt độ","unrelated","word","word",NA
"bê tông","âm thanh","unrelated","word","word",NA
"cảnh sát trưởng","chuyên gia","unrelated","word","word",NA
"bầu trời","bụi bặm","unrelated","word","word",NA
"chip","tính toán","unrelated","word","word",NA
"tuổi teen","dấu hiệu","unrelated","word","word",NA
"thịt heo","câu","unrelated","word","word",NA
"nướng","bắt giữ","unrelated","word","word",NA
"xã hội đen","sự an toàn","unrelated","word","word",NA
"chạy trốn","hợp lý","unrelated","word","word",NA
"thiếu niên","phi trường","unrelated","word","word",NA
"báo cáo","sự phát triển","unrelated","word","word",NA
"van","mới đây","unrelated","word","word",NA
"thông minh","tụ họp","unrelated","word","word",NA
"mạnh khỏe","dụng cụ","unrelated","word","word",NA
"dữ liệu","cộng sản","unrelated","word","word",NA
"nguồn","thực tế","unrelated","word","word",NA
"thứ hai","xảy ra","unrelated","word","word",NA
"không có gì","bông","unrelated","word","word",NA
"chú ý","trụ sở chính","unrelated","word","word",NA
"tha lỗi","bất lực","unrelated","word","word",NA
"lợi nhuận","samurai","unrelated","word","word",NA
"ngày thứ ba","bầm tím","unrelated","word","word",NA
