"ro_cue","ro_target","type","cue_type","target_type","ro_cosine"
"conferinţă","cowboy","unrelated","word","word",0.0862594972074068
"apar","oţel","unrelated","word","word",0.0497519006211068
"inteligent","sifon","unrelated","word","word",0.131547032687967
"scop","strategie","unrelated","word","word",0.206097069133219
"accidental","gunoi","unrelated","word","word",0.234244065335261
"captivant","funcţional","unrelated","word","word",0.250816371918843
"in afara","asistenţă","unrelated","word","word",NA
"a functiona","înfrângere","unrelated","word","word",NA
"interzis","mulțumiri","unrelated","word","word",0.0765823575087691
"personal","bucată","unrelated","word","word",0.0778571744082475
"înapoi","portocale","unrelated","word","word",0.180508936593449
"de fapt","soție","unrelated","word","word",NA
"ieșire","vale","unrelated","word","word",0.153622961697071
"serviciu","apartament","unrelated","word","word",0.307600984550525
"instinct","substitui","unrelated","word","word",0.0333393543290322
"umbră","marinar","unrelated","word","word",0.0877335396540548
"finanţa","sport","unrelated","word","word",0.0768210543328181
"examina","motor","unrelated","word","word",0.097774883375401
"analist","portofel","unrelated","word","word",0.0524402673873264
"bancher","tunet","unrelated","word","word",0.133839049104078
"nerezonabil","comunitate","unrelated","word","word",0.197183291893012
"ironie","perspectivă","unrelated","word","word",0.317180983995681
"amantă","plecare","unrelated","word","word",0.0714374389308862
"iunie","criminal","unrelated","word","word",0.0421581201431905
"furt","înalt","unrelated","word","word",0.100683202806983
"mizerabil","seară","unrelated","word","word",0.160588966713585
"insultă","mănăstire","unrelated","word","word",0.198931743905429
"joaca","de multe ori","unrelated","word","word",NA
"păpuşă","proprietar","unrelated","word","word",0.0715526443247764
"antrenor","gol","unrelated","word","word",0.161349165360813
"curte","soare","unrelated","word","word",0.188437861324064
"romeo","preot","unrelated","word","word",0.201281908389316
"senior","pilot","unrelated","word","word",0.269758314930688
"jura","duminică","unrelated","word","word",0.0983239887795718
"reporter","frică","unrelated","word","word",0.0592001394562845
"răzbunare","complet","unrelated","word","word",0.0935259830795137
"râu","departe","unrelated","word","word",0.298445758768852
"cheie","teorie","unrelated","word","word",0.220673522253457
"permite","fantastic","unrelated","word","word",0.10479426474422
"seminar","viteză","unrelated","word","word",0.0760281100339599
"ilegal","arestare","unrelated","word","word",0.236325776882704
"mit","jalnic","unrelated","word","word",0.180756716452257
"crea","gaură","unrelated","word","word",0.199574307310789
"balaur","fotograf","unrelated","word","word",0.122271998978372
"conservator","închide","unrelated","word","word",0.144757951053993
"membru","armură","unrelated","word","word",0.0492565501867274
"engleză","vitamina","unrelated","word","word",0.153188501540924
"taxi","bunica","unrelated","word","word",0.133091468715214
"ming","tata","unrelated","word","word",0.176489737368803
"a suge","primar","unrelated","word","word",NA
"artă","vis","unrelated","word","word",0.124941485024394
"regional","iresponsabil","unrelated","word","word",0.166098937450355
"loc","ştiinţă","unrelated","word","word",0.114796128285531
"sergent","vrednic","unrelated","word","word",0.172527131957811
"lampă","asasin","unrelated","word","word",0.0875296516742085
"internaţional","financiar","unrelated","word","word",0.400601913077071
"strălucire","colier","unrelated","word","word",0.233342867250653
"mic de statura","recunoștință","unrelated","word","word",NA
"mărimea","grup","unrelated","word","word",0.0854558788114976
"urs","bogatie","unrelated","word","word",0.0690210939089132
"luptă","accept","unrelated","word","word",0.098612769784768
"război","mic dejun","unrelated","word","word",NA
"campion","în general","unrelated","word","word",NA
"magazin","agitat","unrelated","word","word",0.0459830984873854
"ketchup","zona","unrelated","word","word",0.127715750464295
"adult","boală","unrelated","word","word",0.131047777218674
"tata","practic","unrelated","word","word",0.223100929926921
"orfelinat","flota","unrelated","word","word",0.107310415357963
"templu","flacără","unrelated","word","word",0.146960721839225
"a hrani","mănăstire","unrelated","word","word",NA
"control","sete","unrelated","word","word",0.122114911852707
"pirat","roti","unrelated","word","word",0.0545730012733511
"publicitate","frumoasa","unrelated","word","word",0.119428521592419
"luni","familie","unrelated","word","word",0.114853943277524
"martor","gorilă","unrelated","word","word",0.0929067418596817
"admite","investi","unrelated","word","word",0.133260350583199
"alimente","organiza","unrelated","word","word",0.23767572238295
"gustare","fraudă","unrelated","word","word",0.141467814625747
"yoga","a pune","unrelated","word","word",NA
"vehicul","presa","unrelated","word","word",0.132921353704568
"robot","concert","unrelated","word","word",0.141328535534605
"fizică","aştepta","unrelated","word","word",0.106866261146501
"minim","imperiu","unrelated","word","word",0.0634058016720216
"tehnic","frumuseţe","unrelated","word","word",0.143074426474009
"turneu","problemă","unrelated","word","word",0.060945680357886
"trofeu","amprentă","unrelated","word","word",0.135643980496752
"artefact","lup","unrelated","word","word",0.186843442486987
"alcool","accent","unrelated","word","word",0.133386591913582
"presupune","străin","unrelated","word","word",0.137651768714623
"introduce","slab","unrelated","word","word",0.0818912440016228
"alerga","căsătorie","unrelated","word","word",0.0592351390168775
"avertizare","ceaţă","unrelated","word","word",0.295676823727777
"a inghiti","ciocolată","unrelated","word","word",NA
"fier","capitalism","unrelated","word","word",0.206543396234552
"kilometru","construi","unrelated","word","word",0.163989060359924
"puțin","clasic","unrelated","word","word",0.151293525478414
"masa de seara","televiziune","unrelated","word","word",NA
"aparat foto","alfa","unrelated","word","word",NA
"telescop","de obicei","unrelated","word","word",NA
"iertare","guvern","unrelated","word","word",0.129020051161032
"milion","opțiune","unrelated","word","word",0.11051729161833
"civil","sac","unrelated","word","word",0.106547500508222
"minciună","expoziţie","unrelated","word","word",0.0511556207572559
"ambasadă","înghiţitură","unrelated","word","word",0.124898407980887
"ambasador","sensibil","unrelated","word","word",0.159932264054883
"grozav","joc","unrelated","word","word",0.178248807228606
"plus","tortura","unrelated","word","word",0.0808778056101403
"al doilea","grec","unrelated","word","word",NA
"mire","oraș","unrelated","word","word",0.112125066305819
"gust","intenție","unrelated","word","word",0.18610423061075
"sarcină","delicios","unrelated","word","word",0.09457934701017
"secret","veniți","unrelated","word","word",0.067109880913931
"cald","seringă","unrelated","word","word",0.116887721465669
"sărăcie","conexiune","unrelated","word","word",0.0364184795139716
"umil","sută","unrelated","word","word",0.159684589576594
"capcană","dovada","unrelated","word","word",0.117821577204687
"ecran","spalare","unrelated","word","word",0.10400287476807
"aspirină","deget mare","unrelated","word","word",NA
"în viaţă","infecţie","unrelated","word","word",NA
"patrimoniu","luptător","unrelated","word","word",0.077418175890702
"hotel","cartel","unrelated","word","word",0.249958239847962
"rezervor","abandon","unrelated","word","word",0.167030364057767
"recunoscător","ulei","unrelated","word","word",0.0821824258340226
"loc de munca","politică","unrelated","word","word",NA
"agricultor","solar","unrelated","word","word",0.157409863554629
"deal","trabuc","unrelated","word","word",0.127899494970595
"neplăcut","ascunde","unrelated","word","word",0.128403239818146
"nervos","despre","unrelated","word","word",0.16668791368249
"evoluţie","adrenalina","unrelated","word","word",0.141773580214954
"bibliotecă","în mod voluntar","unrelated","word","word",NA
"jazz","rochie","unrelated","word","word",0.173829892339595
"cântăreaţă","trădător","unrelated","word","word",0.155528060868038
"gură","muşchi","unrelated","word","word",0.167231911416521
"țară","jucător","unrelated","word","word",0.205312385193056
"echipaj","dimineaţă","unrelated","word","word",0.120798133469658
"ancoră","autoritate","unrelated","word","word",0.293244385820995
"marin","garaj","unrelated","word","word",0.11976186591842
"brusc","trimite","unrelated","word","word",0.0874233963363801
"paranoid","planificare","unrelated","word","word",0.155980311938653
"anonim","da","unrelated","word","word",0.178658965759801
"pozitiv","bijuterie","unrelated","word","word",0.0521405770838076
"alb","activitate","unrelated","word","word",0.14358757679107
"incomod","lacăt","unrelated","word","word",0.101166012583303
"nepot","junior","unrelated","word","word",0.18298291130019
"nedreptate","vreodată","unrelated","word","word",0.125162601944558
"necesar","ziar","unrelated","word","word",0.0731932646555333
"noroi","perimetru","unrelated","word","word",0.161338897512684
"sud","atmosfera","unrelated","word","word",0.110355326092603
"sănătos","transmiţător","unrelated","word","word",0.172573398237549
"atomic","predică","unrelated","word","word",0.0205416573136437
"poreclă","carte","unrelated","word","word",0.201535019478197
"logodnă","rachetă","unrelated","word","word",0.204552499207872
"îngust","recompensă","unrelated","word","word",0.0269087343948335
"populație","juliet","unrelated","word","word",0.108454480691866
"buze","fizic","unrelated","word","word",0.081130877061585
"mare","a muri","unrelated","word","word",NA
"septembrie","prosop","unrelated","word","word",0.159870674081218
"oficial","final","unrelated","word","word",0.18605709242662
"reflecţie","abilitate","unrelated","word","word",0.24908987392696
"geniu","înmormântare","unrelated","word","word",9.12504646332367e-05
"loialitate","sta","unrelated","word","word",0.116736145953269
"privilegiu","ieftin","unrelated","word","word",0.173097837876544
"alegere","zbor","unrelated","word","word",0.108965796085293
"capital","stat","unrelated","word","word",0.164557071589496
"planetă","venus","unrelated","word","word",0.352294019330255
"comanda","naţiune","unrelated","word","word",0.00108073015921967
"aranja","cunoştinţe","unrelated","word","word",0.115877575871854
"teribil","cântec","unrelated","word","word",0.146633895987785
"beton","într-adevăr","unrelated","word","word",NA
"cuib","oglindă","unrelated","word","word",0.0921831343783372
"aer","unic","unrelated","word","word",0.0987660930359222
"buna ziua","justiţie","unrelated","word","word",NA
"plic","ieri","unrelated","word","word",0.179439689847138
"junglă","mesaj","unrelated","word","word",0.0536153841886687
"cască","obraz","unrelated","word","word",0.124570162198942
