ro_cue,ro_target,type,cue_type,target_type,ro_cosine
sclav,tornadă,unrelated,word,word,0.116598461650955
frecvență,calm,unrelated,word,word,0.124466576404154
tăcut,pescuit,unrelated,word,word,0.125103618092146
os,despre,unrelated,word,word,0.0255969520624848
beton,vrăjitoare,unrelated,word,word,0.0887043604013021
vânt,în general,unrelated,word,word,
cuptor,jucător,unrelated,word,word,0.0926334302080088
neobișnuit,ucide,unrelated,word,word,0.123029318490119
lovi,presupoziție,unrelated,word,word,
naiv,înghiţitură,unrelated,word,word,0.138325859507052
obiect,comedie,unrelated,word,word,0.0984877425289549
descurcare,piept,unrelated,word,word,
lună,sistem,unrelated,word,word,0.0938745357747875
strat,lăsa,unrelated,word,word,0.0341364959860083
îndoială,sfert,unrelated,word,word,0.105646864228109
steag,asasin,unrelated,word,word,0.137160848596082
ac,creativitate,unrelated,word,word,0.0866567385883886
învăța,nume de familie,unrelated,word,word,
spune,chitară,unrelated,word,word,0.128949503457707
golf,comitet,unrelated,word,word,0.116361037632016
recunoscător,paragraf,unrelated,word,word,0.117663156508806
aici,ding,unrelated,word,word,0.114281826708219
subţire,preot,unrelated,word,word,0.0908922760095953
lega,obișnuit,unrelated,word,word,0.0697448607919834
detonator,înfiorător,unrelated,word,word,0.113679198987452
piele,cumpărător,unrelated,word,word,0.134555964072375
terapie,salariu,unrelated,word,word,0.123681217612193
jos,joc,unrelated,word,word,0.13877350617859
în mod normal,vis,unrelated,word,word,
marte,grozav,unrelated,word,word,0.108714802595525
inspecta,fund,unrelated,word,word,0.115518677845628
proteină,îngropa,unrelated,word,word,0.0838625601086831
voluntar,sport,unrelated,word,word,0.117245443750864
alerga,festival,unrelated,word,word,0.110335769858341
privește,probabil,unrelated,word,word,0.146811090322
logodnă,fantastic,unrelated,word,word,0.123051342034232
uscat,incapabil,unrelated,word,word,0.145935656055486
agricultor,şantaj,unrelated,word,word,0.0979587679743113
citit,spectaculos,unrelated,word,word,0.0796981541213171
vechi,câmp de luptă,unrelated,word,word,
domeniu,copil,unrelated,word,word,0.146974321719737
management,probabil,unrelated,word,word,0.136024210960963
admira,telefon,unrelated,word,word,0.114282881608815
pedepsire,cursă,unrelated,word,word,0.128231015337538
ignoranţă,alarma,unrelated,word,word,0.00715347641542722
pacific,constituţie,unrelated,word,word,0.137286044044022
pâine prăjită,armată,unrelated,word,word,
chimie,cere,unrelated,word,word,0.12008891592181
manager,gratuit,unrelated,word,word,0.125738181965029
desert,proprietar,unrelated,word,word,0.108100961557771
câine,închidere,unrelated,word,word,0.122655046938501
general,maxim,unrelated,word,word,0.129974131659286
admite,misiune,unrelated,word,word,0.096139892572372
corp,financiar,unrelated,word,word,0.102459784281317
rodeo,îmbunătăţire,unrelated,word,word,0.135958731191712
păcat,zi de naștere,unrelated,word,word,
noiembrie,amestec,unrelated,word,word,0.0807638341370588
fidelitate,film,unrelated,word,word,0.0776785223740728
direct,bijuterie,unrelated,word,word,0.0933018756558695
județ,colier,unrelated,word,word,0.0845014091803176
urgent,amintește,unrelated,word,word,0.0460789046782211
orgasm,rece,unrelated,word,word,0.111778568662363
niciodată,arestare,unrelated,word,word,0.0904723980948119
bombă,faimos,unrelated,word,word,0.128877389485339
contrafăcut,explozie,unrelated,word,word,0.0500856511642891
bancar,medalion,unrelated,word,word,0.102590203140436
milos,desenare,unrelated,word,word,-0.00665962035837674
acoperire,nebun,unrelated,word,word,0.0875167495072542
schimbare,al patrulea,unrelated,word,word,
păianjen,disputa,unrelated,word,word,0.0922512210791374
inspira,viteză,unrelated,word,word,0.0687250552986924
ironie,constant,unrelated,word,word,0.0852290575078737
suge,satelit,unrelated,word,word,0.11470370574373
artă,pune,unrelated,word,word,0.118990887860567
cheie,distrugere,unrelated,word,word,0.125414920221886
iertare,pilulă,unrelated,word,word,0.10016203084991
avertizare,public,unrelated,word,word,0.112732778423467
aparat foto,construire,unrelated,word,word,
secundă,tradiţional,unrelated,word,word,-0.00479274697000765
sinucidere,semnal,unrelated,word,word,0.10842124863167
insultă,înăuntru,unrelated,word,word,0.093140403977535
planetă,vorbi,unrelated,word,word,0.0758588672137931
supranatural,curs,unrelated,word,word,0.0599553246316569
hârtie,pericol,unrelated,word,word,0.0930231746827841
populație,jaf,unrelated,word,word,0.13110661409222
vedere,muncă,unrelated,word,word,0.103130448905644
jocuri de noroc,decembrie,unrelated,word,word,
capsulă,realist,unrelated,word,word,0.120794725130321
proces,broască țestoasă,unrelated,word,word,
dovezi,uşă,unrelated,word,word,0.0794691380786363
maraton,şarpe,unrelated,word,word,0.110797235961525
adevărat,adresă,unrelated,word,word,0.147086307253205
de fapt,asigurat,unrelated,word,word,
înregistra,exercițiu,unrelated,word,word,0.0994631295427792
rezolva,muzeu,unrelated,word,word,0.100612000826955
rezistenţă,uimitor,unrelated,word,word,0.116672363207554
înapoi,ministru,unrelated,word,word,0.122483589261144
bârfă,prizonier,unrelated,word,word,-0.0202612893204624
încăpăţânat,roma,unrelated,word,word,0.110832340782798
suflet,complet,unrelated,word,word,0.142101881894579
cometariu,frate,unrelated,word,word,
idee,oglindă,unrelated,word,word,0.126199439675103
deget,garaj,unrelated,word,word,0.137362758588004
aplica,cimitir,unrelated,word,word,0.0632037097739739
antidot,octombrie,unrelated,word,word,0.0815704721785066
dorire,vacanţă,unrelated,word,word,
suplimentar,pictor,unrelated,word,word,0.0549900886057756
africa,oxigen,unrelated,word,word,0.0976361406273804
gelos,predică,unrelated,word,word,0.0487584907260976
invazie,înfricoșa,unrelated,word,word,
washington,biologic,unrelated,word,word,0.0922025983604264
tren,triunghi,unrelated,word,word,0.145500950776794
lampă,vot,unrelated,word,word,0.0731203502246663
vin,întuneric,unrelated,word,word,0.12192413738191
haos,frate,unrelated,word,word,0.0952823241813749
moarte,problemă,unrelated,word,word,0.140969087651165
cuib,ultimul,unrelated,word,word,0.147706380019134
putere,febră,unrelated,word,word,0.124637546726569
mama,paranormal,unrelated,word,word,0.0994049354837344
groază,crede,unrelated,word,word,0.117242221718646
naval,prosop,unrelated,word,word,0.0906747656801811
topi,gard,unrelated,word,word,0.129914419582052
coleg,plauzibil,unrelated,word,word,0.148101388031205
deștept,ghinion,unrelated,word,word,0.142868637752461
umăr,frumuseţe,unrelated,word,word,0.0520972715774041
sabie,individual,unrelated,word,word,0.0978135677192357
credit,înmormântare,unrelated,word,word,0.110096827036898
fizică,mers pe jos,unrelated,word,word,
anatomie,investiga,unrelated,word,word,0.114370656179318
încet,stat,unrelated,word,word,0.0275725601372176
noroi,vitamină,unrelated,word,word,0.118883474173206
cercetare,criminal,unrelated,word,word,0.0801849323201829
martor,dezamăgire,unrelated,word,word,0.100372754186231
cinema,uşor,unrelated,word,word,0.0933068111137622
cosiderare,lumină,unrelated,word,word,0.13482948866168
trist,transmiţător,unrelated,word,word,0.145317496160234
jeep,cunoştinţe,unrelated,word,word,0.0716927017098201
nedreptate,miros,unrelated,word,word,0.0863644661030439
mai jos,prăfuit,unrelated,word,word,
vară,divin,unrelated,word,word,0.0889588929846211
astăzi,practic,unrelated,word,word,0.148878283792797
afară,cadou,unrelated,word,word,0.112605772357247
soră,campionat,unrelated,word,word,0.106617164577013
creier,semnare,unrelated,word,word,0.0854098123430528
competiție,jurământ,unrelated,word,word,0.0787325912240286
dramă,gros,unrelated,word,word,0.0837319511378579
profil,ocean,unrelated,word,word,0.123355914347652
luptă,atrage,unrelated,word,word,0.111929739723411
cereale,ironic,unrelated,word,word,0.10448637454897
linguriţă,intenție,unrelated,word,word,0.1406247937686
obosit,eficace,unrelated,word,word,0.136420712624637
turneu,trage,unrelated,word,word,0.0690326390518682
creare,solid,unrelated,word,word,0.12916594808266
excepţional,exploda,unrelated,word,word,0.0214366620911964
dramatic,colet,unrelated,word,word,0.108033676539242
cizmă,asistent,unrelated,word,word,0.0431833664949267
monument,baie,unrelated,word,word,0.0767760317674078
piramidă,compasiune,unrelated,word,word,0.0591035230466339
cină,suferință,unrelated,word,word,0.138213278702255
pacient,peşte,unrelated,word,word,
lesbiană,locație,unrelated,word,word,0.146268198259119
tehnic,venus,unrelated,word,word,0.0984252358401106
ideal,cântec,unrelated,word,word,0.122373436969549
foame,om de știință,unrelated,word,word,
modern,farfurie,unrelated,word,word,0.101625780777369
internet,provocare,unrelated,word,word,0.129264705950343
gest,în jur,unrelated,word,word,
bun,complet,unrelated,word,word,0.082194199327856
gaz,fizic,unrelated,word,word,0.09198488178721
mie,perfect,unrelated,word,word,0.0921549766422613
uneori,injecţie,unrelated,word,word,0.0812099578782875
formular,curajos,unrelated,word,word,0.0738586779928569
plan,prietenos,unrelated,word,word,0.0410901835768528
superman,remarcabil,unrelated,word,word,0.0700756530605308
milionar,element,unrelated,word,word,0.0970404838482661
baschet,ceremonie,unrelated,word,word,0.134401728121214
maimuţă,perioadă,unrelated,word,word,0.135634342292249
ospitalitate,nevoie,unrelated,word,word,0.0980477797846623
chelner,pasiune,unrelated,word,word,0.0834783354137159
tehnologie,crud,unrelated,word,word,0.0960386039962576
colegiu,valiză,unrelated,word,word,0.0937565038998539
loialitate,ziar,unrelated,word,word,0.0977930208994786
refugiat,sus,unrelated,word,word,0.0830864036437218
înfricoșător,informare,unrelated,word,word,0.0649182701261973
naiv,săptămână,unrelated,word,word,0.0711308558212982
bărbat,primar,unrelated,word,word,0.123052436348579
acum,fatal,unrelated,word,word,0.115178149127828
loc,morfină,unrelated,word,word,0.0730220560066728
vede,epidemie,unrelated,word,word,0.116058557693233
unu,tortură,unrelated,word,word,0.0671854541795755
a-și da seama,minister,unrelated,word,word,
poreclă,vinde,unrelated,word,word,0.0302228247209356
proiect,frică,unrelated,word,word,0.107928970140284
imperial,râs,unrelated,word,word,0.032079026310087
vârf,femeie,unrelated,word,word,0.0236573320305069
sergent,evident,unrelated,word,word,0.137521225094076
dinastie,zice,unrelated,word,word,0.0949884869373609
dvd,acela,unrelated,word,word,0.0613189765311509
al treilea,produce,unrelated,word,word,
absoneci,eveniment,nonword,nonword,word,
accidenrinţă,importanţă,nonword,nonword,word,
acder,crud,nonword,nonword,word,
deffett,săptămână,nonword,nonword,word,
admolostrațien,miros,nonword,nonword,word,
echimira,farfurie,nonword,nonword,word,
adbleste,scriitor,nonword,nonword,word,
răult,real,nonword,nonword,word,
punishercitate,homar,nonword,nonword,word,
aeat,producție,nonword,nonword,word,
fragca,femeie,nonword,nonword,word,
oaent,pașaport,nonword,nonword,word,
punda,ceaţă,nonword,nonword,word,
brr,onoare,nonword,nonword,word,
alyev,metru,nonword,nonword,word,
alconari,însoți,nonword,nonword,word,
imorta,acuzație,nonword,nonword,word,
în vigweld,pat,nonword,nonword,word,
islumote,bar,nonword,nonword,word,
sințat,urină,nonword,nonword,word,
demus,sunet,nonword,nonword,word,
întatdeaudiropt,bunică,nonword,nonword,word,
bomtor,microscop,nonword,nonword,word,
ambasaimplu,misiune,nonword,nonword,word,
menţibulanță,coastă,nonword,nonword,word,
minlist,calm,nonword,nonword,word,
anartoo,reușire,nonword,nonword,word,
anatotari,lung,nonword,nonword,word,
ancolaps,medalion,nonword,nonword,word,
îneui,portocaliu,nonword,nonword,word,
funal,mic dejun,nonword,nonword,word,
broasversare,cicatrice,nonword,nonword,word,
gennim,în jur,nonword,nonword,word,
răsmânt,fatal,nonword,nonword,word,
antiință,complet,nonword,nonword,word,
grr,fluier,nonword,nonword,word,
aresca,patru,nonword,nonword,word,
domecent,comisar,nonword,nonword,word,
zornă,amestec,nonword,nonword,word,
poarja,matematică,nonword,nonword,word,
sofloare,autoritate,nonword,nonword,word,
acorge,lider,nonword,nonword,word,
arseliwun,iulie,nonword,nonword,word,
chato,definiție,nonword,nonword,word,
artilezi,fax,nonword,nonword,word,
artecriu,frică,nonword,nonword,word,
ardian,vorbi,nonword,nonword,word,
adesin,rareori,nonword,nonword,word,
a seamarină,cowboy,nonword,nonword,word,
eir,cancer,nonword,nonword,word,
astruiloa,act,nonword,nonword,word,
dedmoc,meci,nonword,nonword,word,
atţiţie,mămică,nonword,nonword,word,
aproativ,erecție,nonword,nonword,word,
licitarasti,adversar,nonword,nonword,word,
auzin,samurai,nonword,nonword,word,
fastgroc,luminos,nonword,nonword,word,
autopral,periculos,nonword,nonword,word,
balediaf,drăguţ,nonword,nonword,word,
bebetact,birou,nonword,nonword,word,
peipof,julieta,nonword,nonword,word,
introvna,crimă,nonword,nonword,word,
înţelibru,mutaţie,nonword,nonword,word,
batămână,rezultat,nonword,nonword,word,
morchiv,execuţie,nonword,nonword,word,
bangiu,mers pe jos,nonword,nonword,word,
badfui,răcorit,nonword,nonword,word,
batrî,întoarcere,nonword,nonword,word,
spuchet,craniu,nonword,nonword,word,
dalec,sugera,nonword,nonword,word,
resjă,proces,nonword,nonword,word,
ens,idiot,nonword,nonword,word,
tornară,om de știință,nonword,nonword,word,
aldimnu,neasteptat,nonword,nonword,word,
bistle,dormi,nonword,nonword,word,
matic,tornadă,nonword,nonword,word,
letei,pregăti,nonword,nonword,word,
clovtere,lumină,nonword,nonword,word,
atescop,spălare,nonword,nonword,word,
achitode,trage,nonword,nonword,word,
leb,temperatură,nonword,nonword,word,
varge,sport,nonword,nonword,word,
conz,argint,nonword,nonword,word,
asibă,victorie,nonword,nonword,word,
dy,perspectivă,nonword,nonword,word,
asemă,copie,nonword,nonword,word,
civok,sută,nonword,nonword,word,
bertron,calculare,nonword,nonword,word,
cufun,cravată,nonword,nonword,word,
băfiri,ghinion,nonword,nonword,word,
crelut,tânăr,nonword,nonword,word,
blica,divizie,nonword,nonword,word,
chivo,surd,nonword,nonword,word,
crane,divin,nonword,nonword,word,
părtă,de urgență,nonword,nonword,word,
hed,absență,nonword,nonword,word,
transvietă,metal,nonword,nonword,word,
barce,criminal,nonword,nonword,word,
majes,ucide,nonword,nonword,word,
costau,animal,nonword,nonword,word,
bunță,organiza,nonword,nonword,word,
izbucuood,finanțare,nonword,nonword,word,
turch,închiriere,nonword,nonword,word,
pierture,primar,nonword,nonword,word,
budoșm,document,nonword,nonword,word,
apropără,vitamină,nonword,nonword,word,
cabitori,comunicare,nonword,nonword,word,
cabitați,personalitate,nonword,nonword,word,
cadah,viziune,nonword,nonword,word,
ceţit,punte,nonword,nonword,word,
castiudar,onestitate,nonword,nonword,word,
calienii,copilărie,nonword,nonword,word,
tiel,întuneric,nonword,nonword,word,
apodut cădrem,sfătui,nonword,nonword,word,
taglodară,atmosferă,nonword,nonword,word,
camparati,marketing,nonword,nonword,word,
candiglă,vestic,nonword,nonword,word,
capadesfoltudi,descriere,nonword,nonword,word,
capicios,pisică,nonword,nonword,word,
pleasulă,verifica,nonword,nonword,word,
carkar,accent,nonword,nonword,word,
cauşoară,extern,nonword,nonword,word,
carnalism,încarcerare,nonword,nonword,word,
bodu gheințări,spaghete,nonword,nonword,word,
catoshop,fluid,nonword,nonword,word,
cavalegămân,hartă,nonword,nonword,word,
caladezvulraru,suficient,nonword,nonword,word,
