"nl_cue","nl_target","type","cue_type","target_type","nl_cosine"
"ambulance","optie","unrelated","word","word",0.101127132342649
"helpen","probleem","unrelated","word","word",0.260224286832204
"lucht","dronken","unrelated","word","word",0.11793400337282
"voorjaar","maaltijd","unrelated","word","word",0.0883055711662369
"cocaïne","verzoek","unrelated","word","word",0.0354624209936232
"functie","gravin","unrelated","word","word",0.0409994086724687
"aids","vloeistof","unrelated","word","word",0.106699807403998
"helm","titel","unrelated","word","word",0.273223950206097
"som","gevaar","unrelated","word","word",0.113519515104974
"lesbienne","garage","unrelated","word","word",0.060730460450676
"duizend","accent","unrelated","word","word",0.0880620830916225
"moe","elektrisch","unrelated","word","word",0.0848687520074554
"baseren","gevangene","unrelated","word","word",0.0996764119509143
"laag","zwangerschap","unrelated","word","word",0.189582182945137
"majesteit","daar","unrelated","word","word",0.165102212508713
"gewicht","uitgeven","unrelated","word","word",0.140877491075094
"luister","elegant","unrelated","word","word",0.0404789353817187
"kijk","opgewonden","unrelated","word","word",0.160796176083041
"voorkomen","ingang","unrelated","word","word",0.155957829621705
"houden","mogelijkheid","unrelated","word","word",0.160091721283289
"mening","voornemen","unrelated","word","word",0.226444918876813
"oppas","beloning","unrelated","word","word",0.12756133666588
"arbeidskracht","insect","unrelated","word","word",0.105257761620937
"scheiding","vol","unrelated","word","word",0.0726856783528383
"gek","hemels","unrelated","word","word",0.208756543885229
"niets","koorts","unrelated","word","word",0.163508267763058
"persoon","ellendig","unrelated","word","word",0.232911777147638
"vleien","tornado","unrelated","word","word",-0.0294727573032059
"virus","bar","unrelated","word","word",0.0945683793544553
"bron","arts","unrelated","word","word",0.221495128158299
"gegevens","eten","unrelated","word","word",0.171964021171988
"verslag doen van","wens","unrelated","word","word",NA
"uitgang","kont","unrelated","word","word",0.0898908924950866
"bevatten","voldoende","unrelated","word","word",0.217113678605977
"dosis","onderkant","unrelated","word","word",0.169173201776789
"winst","arm","unrelated","word","word",0.133881426908176
"spin","systeem","unrelated","word","word",0.160680242225781
"inspectie","crimineel","unrelated","word","word",0.0550643803395148
"inspireren","komen","unrelated","word","word",0.247276401289534
"val","gemeenschap","unrelated","word","word",0.111645228892934
"hulpmiddel","praktisch","unrelated","word","word",0.281000596550108
"slim","prijs","unrelated","word","word",0.123857293590837
"spannend","productie","unrelated","word","word",0.104179363734057
"persoonlijk","nek","unrelated","word","word",0.0947724079786529
"instinct","wandeling","unrelated","word","word",0.0374013871279256
"financiën","zwak","unrelated","word","word",0.123809024363756
"ironie","raket","unrelated","word","word",0.0844942543895331
"oke","opleiding","unrelated","word","word",0.0698630637660174
"shirt","klooster","unrelated","word","word",0.120453440995555
"jeugd","prettig","unrelated","word","word",0.163401379333366
"oud","communicatie","unrelated","word","word",0.0652767925963766
"meisje","heks","unrelated","word","word",0.320809425104679
"verslaggever","hagedis","unrelated","word","word",0.105220299096583
"juni","dank","unrelated","word","word",0.0806201544738781
"romeo","domheid","unrelated","word","word",0.133645867087695
"senior","divisie","unrelated","word","word",0.192032986734878
"rok","verbergen","unrelated","word","word",0.228957297758919
"diamant","creativiteit","unrelated","word","word",0.131896963187733
"lamp","getrouwd","unrelated","word","word",0.047004033715619
"kompas","wapenkamer","unrelated","word","word",0.211326866473738
"brood","verwachten","unrelated","word","word",0.142580712845575
"kip","trouw","unrelated","word","word",0.148552211344949
"stil","commissaris","unrelated","word","word",0.0700307053360839
"concurrentie","selecteren","unrelated","word","word",0.13758072728522
"tumor","droom","unrelated","word","word",0.169504592213673
"bureau","verminderen","unrelated","word","word",0.109782145603602
"kerk","dek","unrelated","word","word",0.0732876454553964
"anarchie","begeleiden","unrelated","word","word",0.030890446216318
"commandant","vertrouwen","unrelated","word","word",0.132748714236739
"bisschop","zand","unrelated","word","word",0.0640156686463198
"maffia","noorden","unrelated","word","word",0.0900909274847753
"kastje","blessure","unrelated","word","word",0.0820306447209142
"paleis","zoon","unrelated","word","word",0.175691442458281
"hond","marketing","unrelated","word","word",0.109035107533196
"zijde","uiteindelijk","unrelated","word","word",0.150265214087322
"slikken","kaart","unrelated","word","word",-0.0490749418490036
"keizerlijk","pauze","unrelated","word","word",0.0509824730054627
"beleven","staal","unrelated","word","word",0.104282635252984
"kandidaat","leger","unrelated","word","word",0.122318419282046
"baby","burgemeester","unrelated","word","word",0.088611689688048
"typisch","borst","unrelated","word","word",0.0471212361795455
"klein","jeugd","unrelated","word","word",0.197655170123924
"ziekenhuis","element","unrelated","word","word",0.0974324651471129
"tempel","kapitein","unrelated","word","word",0.0914140777788543
"weeshuis","aflevering","unrelated","word","word",0.0507270059224916
"kras","lezing","unrelated","word","word",0.0835066467144328
"schouder","publiek","unrelated","word","word",0.0383584473241049
"kus","december","unrelated","word","word",0.128378451216642
"warm","springen","unrelated","word","word",0.13465541555372
"aktentas","slagen","unrelated","word","word",0.148210730227147
"beker","tegenstander","unrelated","word","word",0.2747752052936
"kaliber","vragen","unrelated","word","word",0.141040722410692
"algemeen","tunnel","unrelated","word","word",0.103342600479663
"drama","produceren","unrelated","word","word",0.159682457500662
"aankomen","werknemer","unrelated","word","word",0.0742630983062251
"vos","westelijk","unrelated","word","word",0.0985074573161897
"koningin","stof","unrelated","word","word",0.248040080698925
"koninklijk","kapitalisme","unrelated","word","word",0.132369343151996
"kont","doen","unrelated","word","word",0.165810845151422
"hoest","trekken","unrelated","word","word",0.0439426573364972
"verkoper","eng","unrelated","word","word",0.091543957757616
"origineel","vriendelijk","unrelated","word","word",0.195869660338803
"heet","zuurstof","unrelated","word","word",0.0907568303356095
"kracht","van","unrelated","word","word",0.214203415347636
"artikel","meer","unrelated","word","word",0.153568472861016
"tonijn","president","unrelated","word","word",0.116032938047587
"natuurlijk","sabotage","unrelated","word","word",0.250378693629924
"strand","onbekend","unrelated","word","word",0.139098346309526
"hoeveelheid","verbieden","unrelated","word","word",0.118409177331177
"half","uniform","unrelated","word","word",0.167003387832167
"eerst","goedkoop","unrelated","word","word",0.0807526737541452
"glimlach","oranje","unrelated","word","word",0.200463048757142
"laden","adrenaline","unrelated","word","word",0.190200281551894
"huurder","onlangs","unrelated","word","word",0.201657821701977
"kort","reusachtig","unrelated","word","word",0.237064178776109
"toestaan","slang","unrelated","word","word",0.143338861902456
"draak","verkiezing","unrelated","word","word",0.0891394013676276
"mythe","waardeloos","unrelated","word","word",0.160545068344127
"legioen","tand","unrelated","word","word",0.147087089488307
"civiel","grootmoeder","unrelated","word","word",0.0661534000238371
"lid","afval","unrelated","word","word",0.109790362802037
"digst","begraafplaats","unrelated","word","word",NA
"maat","redder","unrelated","word","word",0.133833553728499
"credit","race","unrelated","word","word",0.0937976888018753
"leren","penis","unrelated","word","word",0.0924561874963559
"leugen","schrijven","unrelated","word","word",0.196629693885434
"nier","menselijk","unrelated","word","word",0.225491123742732
"seminarie","horloge","unrelated","word","word",0.103525670082445
"conservatief","watson","unrelated","word","word",0.119178445997676
"duisternis","tegendeel","unrelated","word","word",0.114612411285242
"album","professor","unrelated","word","word",0.0966120306992203
"leuk","pen","unrelated","word","word",0.0973446802467178
"een hekel hebben aan","liedje","unrelated","word","word",NA
"lichaam","onverantwoordelijk","unrelated","word","word",0.0975344089597377
"zuigen","olie-","unrelated","word","word",NA
"taxi","fotograaf","unrelated","word","word",0.23726024898856
"ming","sonde","unrelated","word","word",0.090478086550701
"rechtsaf","nadrukkelijk","unrelated","word","word",0.0501702408830931
"kunst","sluiting","unrelated","word","word",0.14725360247519
"tatoeëren","ongeluk","unrelated","word","word",0.067871811442862
"regionaal","portemonnee","unrelated","word","word",0.124961854354454
"ontvoerder","vanille","unrelated","word","word",0.0846210005575544
"terminal","activeren","unrelated","word","word",0.267495715668055
"sergeant","parfum","unrelated","word","word",0.0364033557687401
"snack","rondslenteren","unrelated","word","word",0.220008063388145
"voedsel","laten","unrelated","word","word",0.130432382765165
"robot","achtervolging","unrelated","word","word",0.174076817141952
"hulpeloos","misselijkheid","unrelated","word","word",0.217135010927881
"papa","gezag","unrelated","word","word",0.088235237750165
"controle","gorilla","unrelated","word","word",0.145212596358424
"marine","geschenk","unrelated","word","word",0.096883245132357
"reclame","bouwen","unrelated","word","word",0.130851796069021
"kwelling","idioot","unrelated","word","word",0.212434359830886
"yoga","overeenkomst","unrelated","word","word",0.000968428551580142
"piraat","perspectief","unrelated","word","word",0.0253337825549637
"minimum","moedig","unrelated","word","word",0.0991184022938967
"ketchup","belegger","unrelated","word","word",0.150445251681546
"technisch","vies","unrelated","word","word",0.267324298382087
"trofee","handtekening","unrelated","word","word",0.270646382691465
"artefact","vrij","unrelated","word","word",0.111123721654774
"geduld","executie","unrelated","word","word",0.126304258109323
"korrel","auteur","unrelated","word","word",-0.0083789618422582
"rivier","perfect","unrelated","word","word",0.1147043453067
"jongens","charmant","unrelated","word","word",0.143543736859966
"combinatie","vernieuwen","unrelated","word","word",0.173744034333273
"mens","drugs","unrelated","word","word",0.102947681748599
"bevolking","egoïstisch","unrelated","word","word",0.0969756510445762
"zwaard","angst","unrelated","word","word",0.190923546648269
"ijzer","ling","unrelated","word","word",0.179708229245991
"kilometer","stoffig","unrelated","word","word",0.129989877295097
"camera","begrijpen","unrelated","word","word",0.0990333724975261
"telescoop","lang","unrelated","word","word",0.145880255962747
