pt_cue,pt_target,type,cue_type,target_type,pt_cosine
talvez,impotente,unrelated,word,word,0.108491780557096
marca,generoso,unrelated,word,word,0.1195188779932
reitor,fortuna,unrelated,word,word,0.0856237597856107
advogado,dança,unrelated,word,word,0.0519614382555871
permitir,exagerar,unrelated,word,word,0.143606623183755
raposa,reparar,unrelated,word,word,0.0944039170304903
rato,fotógrafo,unrelated,word,word,0.0717057088042781
gerador,execução,unrelated,word,word,0.132978395851729
esquecer,seringa,unrelated,word,word,0.098538040588285
eliminar,trabalhador,unrelated,word,word,0.0485620173417181
bónus,domingo,unrelated,word,word,0.118951284611107
césar,piloto,unrelated,word,word,0.0889138373942098
trazer,legal,unrelated,word,word,0.0952856140670645
fala,cheio,unrelated,word,word,0.11322481648047
escravo,tornado,unrelated,word,word,0.111397666166357
silencioso,pescar,unrelated,word,word,0.109144851569038
osso,acerca,unrelated,word,word,0.0404813037927473
descansar,batman,unrelated,word,word,0.0448770750746776
concreto,bruxa,unrelated,word,word,0.106637791285047
vento,geralmente,unrelated,word,word,0.111197831214482
forno,jogador,unrelated,word,word,0.0938010174822977
incomum,matar,unrelated,word,word,0.0834803524024149
bater,suposição,unrelated,word,word,0.134731516620199
objeto,comédia,unrelated,word,word,0.0907142971368103
pasta,habilidade,unrelated,word,word,0.0994097817341008
lua,sistema,unrelated,word,word,0.149766995704923
camada,deixar,unrelated,word,word,0.108183714187227
dúvida,quarto,unrelated,word,word,0.114285680415089
bandeira,assassino,unrelated,word,word,0.0634163238620212
agulha,criatividade,unrelated,word,word,0.136997466396227
aprender,apelido,unrelated,word,word,0.111540742416463
estudante,definição,unrelated,word,word,0.113128306037626
liga,salada,unrelated,word,word,0.110992820315272
grato,parágrafo,unrelated,word,word,0.0820575405581129
aqui,soar,unrelated,word,word,0.144668090829913
fino,padre,unrelated,word,word,0.132764327699994
detonador,arrepiante,unrelated,word,word,0.130117127855546
pele,comprador,unrelated,word,word,0.0714396894763664
batata,culpado,unrelated,word,word,0.110863872616062
unha,política,unrelated,word,word,0.0855382989517983
terapia,salário,unrelated,word,word,0.12025575101815
ponte,intencionalmente,unrelated,word,word,0.148901220288288
incapacidade,míssil,unrelated,word,word,0.118666210393273
abaixo,jogo,unrelated,word,word,0.0874637433829765
normalmente,sonho,unrelated,word,word,0.0686789343031887
marte,ótimo,unrelated,word,word,0.0729686830181952
acampamento,cerveja,unrelated,word,word,0.0838297025417324
proteína,enterrar,unrelated,word,word,0.0710957990422884
voluntário,desporto,unrelated,word,word,0.148324723442306
correr,festival,unrelated,word,word,0.0964645663086938
observa,provável,unrelated,word,word,0.126849389543183
seco,incapaz,unrelated,word,word,0.135230394360598
agricultor,chantagem,unrelated,word,word,0.0495714382540214
leitura,espetacular,unrelated,word,word,0.101943115514845
velho,campo de batalha,unrelated,word,word,
área,criança,unrelated,word,word,0.113046802314767
gestão,provavelmente,unrelated,word,word,0.126886078823409
contrato,perguntar,unrelated,word,word,0.0813088219877414
admirar,telefone,unrelated,word,word,0.143456519960313
punir,corrida,unrelated,word,word,0.0244133797419207
ignorância,alarme,unrelated,word,word,0.0653263317522593
tosta,exército,unrelated,word,word,0.0935036616935455
química,pedir,unrelated,word,word,0.0526446946412893
gerente,livre,unrelated,word,word,0.0659542359104141
sobremesa,proprietário,unrelated,word,word,0.0954506129744494
cão,fecho,unrelated,word,word,0.139856022666782
general,máximo,unrelated,word,word,0.102968898222149
corpo,financeiro,unrelated,word,word,0.0786832059744865
rodeio,melhoria,unrelated,word,word,0.0885471504423271
pecado,dia de nascimento,unrelated,word,word,
novembro,mistura,unrelated,word,word,0.117933967853127
fidelidade,filme,unrelated,word,word,0.105037462041302
direto,jóia,unrelated,word,word,0.0768125372554442
urgente,lembrar,unrelated,word,word,0.0801417717293199
orgasmo,frio,unrelated,word,word,0.135378463716967
nunca,prender,unrelated,word,word,0.128091620808238
bomba,famoso,unrelated,word,word,0.0937312781672559
bancário,medalhão,unrelated,word,word,0.0941332023906833
espirituoso,militares,unrelated,word,word,0.0642542568260067
misericordioso,desenhar,unrelated,word,word,0.0700066593719917
cobrir,louco,unrelated,word,word,0.070508304990099
lisonjear,quantidade,unrelated,word,word,0.109466547278019
mudança,quarto,unrelated,word,word,0.07684444006033
aranha,disputa,unrelated,word,word,0.138149917798025
banqueiro,honestidade,unrelated,word,word,0.105424838016188
chupar,satélite,unrelated,word,word,0.0654551120995627
chave,destruição,unrelated,word,word,0.135211223046771
perdão,comprimido,unrelated,word,word,0.110142410428846
aviso,audiência,unrelated,word,word,0.101665789271109
câmera,construir,unrelated,word,word,0.0883122806100443
foguete,esposa,unrelated,word,word,0.0654245269152453
suicídio,sinal,unrelated,word,word,0.115960519097231
positivo,galáxia,unrelated,word,word,0.126344935055863
jurar,molho,unrelated,word,word,0.115890077594859
insultar,dentro,unrelated,word,word,0.128273294699733
planeta,falar,unrelated,word,word,0.113824025708865
recepção,fofinho,unrelated,word,word,0.102773684020798
papel,perigo,unrelated,word,word,0.139105893018738
população,assalto,unrelated,word,word,0.13195634662829
espetáculo,marinheiro,unrelated,word,word,0.114580577360973
visão,trabalhar,unrelated,word,word,0.141529994692073
texto,estupidez,unrelated,word,word,0.140792294223358
jogar,dezembro,unrelated,word,word,0.142649646878712
cápsula,realista,unrelated,word,word,0.0790445056312567
processar,tartaruga,unrelated,word,word,0.106232137828562
evidência,porta,unrelated,word,word,0.122124081598239
maratona,cobra,unrelated,word,word,0.0644595295887717
sequestrador,neve,unrelated,word,word,0.141117601426951
registro,exercício,unrelated,word,word,0.107281330387914
volta,ministro,unrelated,word,word,0.121885419393997
bisbolhetice,prisioneiro,unrelated,word,word,
teimoso,roma,unrelated,word,word,0.0788998301789055
delicado,arquiteto,unrelated,word,word,0.145026105778358
alma,completo,unrelated,word,word,0.126394783479543
comentário,irmão,unrelated,word,word,0.13371649026688
ritmo,predador,unrelated,word,word,0.121412202579027
ideia,espelho,unrelated,word,word,0.0774250909750605
dedo,garagem,unrelated,word,word,0.0110221692894694
aplicar,cemitério,unrelated,word,word,0.00177358257829534
antídoto,outubro,unrelated,word,word,0.04261681360578
perdedor,senado,unrelated,word,word,0.122449342728391
internacional,solitário,unrelated,word,word,0.146676041375861
extra,pintor,unrelated,word,word,0.0511394718055642
áfrica,oxigénio,unrelated,word,word,0.106913944801047
ciumento,sermão,unrelated,word,word,0.127249689034498
invasão,amedrontar,unrelated,word,word,0.124119071498955
washington,biológico,unrelated,word,word,0.0797346627602881
lâmpada,voto,unrelated,word,word,0.12508468229045
caos,mano,unrelated,word,word,0.135867360640274
brutal,armaduras,unrelated,word,word,0.0802918600104186
morte,problema,unrelated,word,word,0.0807722932675322
fazer,servo,unrelated,word,word,0.122129261558098
ninho,último,unrelated,word,word,0.13969677897513
próximo,champanhe,unrelated,word,word,0.0636903045026664
mãe,paranormal,unrelated,word,word,0.0883991496994612
derreter,cerca,unrelated,word,word,0.120093566058743
colega,plausível,unrelated,word,word,0.116694111860846
ombro,beleza,unrelated,word,word,0.102859916737085
espada,individual,unrelated,word,word,0.146559156444599
crédito,velório,unrelated,word,word,0.0720379996854615
amante,partícula,unrelated,word,word,0.0751547255592885
física,andar,unrelated,word,word,0.0569257450887619
anatomia,investigar,unrelated,word,word,0.082926454920502
devagar,estado,unrelated,word,word,0.0689515953340792
creme,tarde,unrelated,word,word,0.123103779600705
pesquisa,homicida,unrelated,word,word,0.114289923013702
sintoma,vila,unrelated,word,word,0.122180758498106
rede,lutar,unrelated,word,word,0.0688009179797268
testemunha,desapontamento,unrelated,word,word,0.0939730133504026
o quê,administração,unrelated,word,word,
cinema,fácil,unrelated,word,word,0.128790428241111
considerar,luz,unrelated,word,word,0.122200398955128
triste,transmissor,unrelated,word,word,0.0537485948246715
jipe,conhecimento,unrelated,word,word,0.0906512513085451
injustiça,cheiro,unrelated,word,word,0.12529146281376
inferior,empoeirado,unrelated,word,word,0.12741261027166
verão,divino,unrelated,word,word,0.115426399611095
hoje,praticamente,unrelated,word,word,0.118221503211685
irmã,campeonato,unrelated,word,word,0.0969090128695387
cérebro,assinar,unrelated,word,word,0.0240531145210143
competição,juramento,unrelated,word,word,0.0800508434147868
cozinheiro,energia,unrelated,word,word,0.112914749270897
bebé,inspiração,unrelated,word,word,0.0979357626980785
tabaco,rei,unrelated,word,word,0.145846478481834
chegar,desagradável,unrelated,word,word,0.107389335529017
drama,grosso,unrelated,word,word,0.120513368911123
perfil,oceano,unrelated,word,word,0.0620316427002954
combater,atrai,unrelated,word,word,0.148140917112591
grão,irónico,unrelated,word,word,0.112407348450166
colher,intenção,unrelated,word,word,0.124684749668284
cansado,eficaz,unrelated,word,word,0.120518495563324
vírus,cliente,unrelated,word,word,0.133046407087624
agradável,juiz,unrelated,word,word,0.0755681280481901
torneio,puxar,unrelated,word,word,0.110425571447311
artigo,espírito,unrelated,word,word,0.148233660068023
excepcional,explodir,unrelated,word,word,0.0658664632704148
bar,estratégia,unrelated,word,word,0.0150443118533102
dramático,pacote,unrelated,word,word,0.123166180419571
sensacional,manter,unrelated,word,word,0.107330907050103
monumento,banheiro,unrelated,word,word,0.143364831071401
pirâmide,compaixão,unrelated,word,word,0.0719016145110025
viver,navio,unrelated,word,word,0.0755947308317112
jantar,miséria,unrelated,word,word,0.124211946861999
lésbica,localização,unrelated,word,word,0.0649986076677748
técnico,vénus,unrelated,word,word,0.118797956878437
nascimento,ainda,unrelated,word,word,0.106813087944321
fome,cientista,unrelated,word,word,0.0785316040001676
internet,desafio,unrelated,word,word,0.0688424769047311
gesto,em torno,unrelated,word,word,
bom,completamente,unrelated,word,word,0.0828597986660413
companhia,interessante,unrelated,word,word,0.106070397692652
gás,físico,unrelated,word,word,0.130684188283581
mil,perfeito,unrelated,word,word,0.110592396713084
às vezes,injeção,unrelated,word,word,
formulário,corajoso,unrelated,word,word,0.0874083226570584
plano,amigáveis,unrelated,word,word,0.0514055441792339
orquestra,lagarto,unrelated,word,word,0.0942904559313209
super-homem,notável,unrelated,word,word,
brilho,máquina,unrelated,word,word,0.0124793942427859
milionário,elemento,unrelated,word,word,0.0748209606689371
basquetebol,cerimónia,unrelated,word,word,0.114961788728442
macaco,período,unrelated,word,word,0.0897187072322741
hospitalidade,precisar,unrelated,word,word,0.0835183361546333
empregado,paixão,unrelated,word,word,0.0833106742025525
guerra,encontrar,unrelated,word,word,0.108438683013163
lamentável,algo,unrelated,word,word,0.141325838662465
tecnologia,cruel,unrelated,word,word,0.087465856270027
tormento,importante,unrelated,word,word,0.0574266613604687
escudo,injusto,unrelated,word,word,0.121821044831993
lealdade,jornal,unrelated,word,word,0.019654354108472
assustador,informar,unrelated,word,word,0.0586652620976135
ingénuo,semana,unrelated,word,word,0.0313253894022663
homem,primário,unrelated,word,word,0.0732462480870546
agora,fatal,unrelated,word,word,0.0907768872946779
direita,francês,unrelated,word,word,0.149047056484868
local,morfina,unrelated,word,word,0.120536145508454
ver,epidemia,unrelated,word,word,0.0283121617773332
um,tortura,unrelated,word,word,0.135462348755861
entender,ministério,unrelated,word,word,0.148255188156673
alcunha,vender,unrelated,word,word,0.0982224482727906
imperial,rir,unrelated,word,word,0.0775255976028104
sargento,obviamente,unrelated,word,word,0.143691694380346
dinastia,contar,unrelated,word,word,0.126887378722872
tarefa,conhecer,unrelated,word,word,0.100420841736685
dvd,aquele,unrelated,word,word,0.0882930526101605
suaming,mano,nonword,nonword,word,
sawa,responder,nonword,nonword,word,
espilhou,suspeito,nonword,nonword,word,
sequeston,despido,nonword,nonword,word,
sarjo,hematoma,nonword,nonword,word,
refúnhar,eleição,nonword,nonword,word,
rimaiúsculo,descrição,nonword,nonword,word,
pinchequia,sede,nonword,nonword,word,
recupões,desconhecido,nonword,nonword,word,
incicluíste,falso,nonword,nonword,word,
clacha,marinheiro,nonword,nonword,word,
conamonto,resgate,nonword,nonword,word,
esalista,adeus,nonword,nonword,word,
exerrer,crueldade,nonword,nonword,word,
coneleito,armazenar,nonword,nonword,word,
configouna,reator,nonword,nonword,word,
clemaração,pássaro,nonword,nonword,word,
expli,garfo,nonword,nonword,word,
aretão,adorável,nonword,nonword,word,
triunlescência,doutor,nonword,nonword,word,
holtznio,batalha,nonword,nonword,word,
termicros,desapontamento,nonword,nonword,word,
bagensro,buraco,nonword,nonword,word,
emamassa,teste,nonword,nonword,word,
catraiadário,aprovação,nonword,nonword,word,
fleto,homicida,nonword,nonword,word,
shiá,passado,nonword,nonword,word,
broda,caminhada,nonword,nonword,word,
ocorta,frota,nonword,nonword,word,
acezer,confusão,nonword,nonword,word,
volso,promotor,nonword,nonword,word,
resda,trancar,nonword,nonword,word,
guidam,festival,nonword,nonword,word,
identivo,determinação,nonword,nonword,word,
larten,global,nonword,nonword,word,
mafrontade,ventilação,nonword,nonword,word,
clacho,doação,nonword,nonword,word,
peder,administração,nonword,nonword,word,
vessão,peça,nonword,nonword,word,
pôr doban,cirurgia,nonword,nonword,word,
emiste,revista,nonword,nonword,word,
lasar,dia de nascimento,nonword,nonword,word,
aglomelho,alfa,nonword,nonword,word,
drato,sentar,nonword,nonword,word,
scroca,auto-estrada,nonword,nonword,word,
atincado,rei,nonword,nonword,word,
cobriga,inspiração,nonword,nonword,word,
relagens,empreendedor,nonword,nonword,word,
esquinto,grego,nonword,nonword,word,
auprússia,físico,nonword,nonword,word,
trare,importante,nonword,nonword,word,
orguagresso,massagem,nonword,nonword,word,
curra,atividade,nonword,nonword,word,
astresversário,estátua,nonword,nonword,word,
atrorar,nadar,nonword,nonword,word,
cador,talento,nonword,nonword,word,
admilhei,amedrontar,nonword,nonword,word,
anadomissão,lamber,nonword,nonword,word,
quai,sugerir,nonword,nonword,word,
símbo,lobo,nonword,nonword,word,
proibine,som,nonword,nonword,word,
lagem,imenso,nonword,nonword,word,
electola,artificial,nonword,nonword,word,
rinau,atuação,nonword,nonword,word,
esbrindo,sombrio,nonword,nonword,word,
ganechanete,individual,nonword,nonword,word,
coroprar,zangado,nonword,nonword,word,
engelingaro,amigo,nonword,nonword,word,
ignorâlhões,quarto,nonword,nonword,word,
