"fi_target","fi_cue","type","target_type","cue_type","fi_cosine"
"tyyli","ympyrä","unrelated","word","word",0.160329097879347
"voittaa","yskä","unrelated","word","word",0.0886886650006744
"saalistaja","poikkeuksellinen","unrelated","word","word",0.231052647983298
"pöytäkirja","etana","unrelated","word","word",0.0843032190780906
"kenkä","ottaa yhteyttä","unrelated","word","word",NA
"tulla","vahvuus","unrelated","word","word",0.154555187955447
"lähtö","lasku","unrelated","word","word",0.276433397891873
"säteily","job","unrelated","word","word",0.0280568262976688
"lumi","kokaiini","unrelated","word","word",0.201681204403018
"kehä","brändi","unrelated","word","word",0.248350565612525
"moottori","kiva","unrelated","word","word",0.0844592552716133
"klinikka","hyödyllinen","unrelated","word","word",0.113060222198275
"sairas","piano","unrelated","word","word",0.212591408705057
"mysteeri","huippu","unrelated","word","word",0.158937347000805
"petos","mustasukkainen","unrelated","word","word",0.150003348021334
"ukkonen","suihku","unrelated","word","word",0.261271900006731
"harmonia","pitää kiinni","unrelated","word","word",NA
"matkalaukku","kuolema","unrelated","word","word",0.144682710951022
"antaa","nälkä","unrelated","word","word",0.162104102105417
"eri","dvd","unrelated","word","word",0.165914003058707
"lisko","alkoholi","unrelated","word","word",0.0892780135089272
"tuomita","mars","unrelated","word","word",0.110156817864753
"lause","valitus","unrelated","word","word",0.328311571628014
"pelastaja","matkustaja","unrelated","word","word",0.384133091755222
"kertoa","ymmärtää","unrelated","word","word",0.207657981023472
"episodi","teksti","unrelated","word","word",0.23249649525006
"pilli","sokea","unrelated","word","word",0.13004240881281
"harvoin","roska","unrelated","word","word",0.0790273360524612
"sikari","ei koskaan","unrelated","word","word",NA
"aita","silta","unrelated","word","word",0.423178601197111
"fyysinen","vain","unrelated","word","word",0.245121306708953
"uskottava","myöhään","unrelated","word","word",0.0937042299139176
"vatsan-","myrkyttää","unrelated","word","word",NA
"ilmeisesti","kypärä","unrelated","word","word",0.0432284659223786
"muovi-","syöttö","unrelated","word","word",NA
"luento","luoda","unrelated","word","word",0.142370475218851
"mahtava","maili","unrelated","word","word",0.105927557651799
"lähetin","melu","unrelated","word","word",0.0743312015325276
"isä","jeeppi","unrelated","word","word",0.17325983873497
"ajojahti","kilpi","unrelated","word","word",0.161649888237069
"pormestari","asiantuntija","unrelated","word","word",0.235428237544386
"watson","sairaala","unrelated","word","word",0.122700628821582
"liha","alkuperäinen","unrelated","word","word",0.130919502124342
"henki","keskustelu","unrelated","word","word",0.127068003415948
"ryöstää","tila","unrelated","word","word",0.0851835245415515
"lunnaita","kuuma","unrelated","word","word",0.106940218946276
"avustaja","arsenaali","unrelated","word","word",0.206604426385728
"liitto","draama","unrelated","word","word",0.181953750660863
"puuvilla","vaisto","unrelated","word","word",0.0929100201080813
"korva","hyvä","unrelated","word","word",0.157381947516577
"tunneli","siviili-","unrelated","word","word",NA
"laite","ostaa","unrelated","word","word",0.0658557603641039
"ulkoinen","dna","unrelated","word","word",0.195609888942856
"sisältö","uskollisuus","unrelated","word","word",0.129227990426703
"veli","hitaasti","unrelated","word","word",0.148503710533817
"solmio","silmä","unrelated","word","word",0.317657660042995
"häät","voima","unrelated","word","word",0.0786844614051391
"sotilaallinen","kilo","unrelated","word","word",0.185147076337205
"sänky","kysyntä","unrelated","word","word",0.173676888780264
"puhelin","ratsuväki","unrelated","word","word",0.164690931248565
"kuuro","mies","unrelated","word","word",0.173686524851769
"suklaa","varas","unrelated","word","word",0.0972641707759532
"vankila","lausunto","unrelated","word","word",0.0858055559990978
"sopimus","mafia","unrelated","word","word",0.194112521853757
"peukalo","sieppaaja","unrelated","word","word",0.166393602597542
"taistelu","arvo","unrelated","word","word",0.0854568095535039
"soturi","vuokraus","unrelated","word","word",0.0225218185470522
"baseball","tuore","unrelated","word","word",0.0104125195044637
"masennus","lukea","unrelated","word","word",0.153796911832469
"ystävyys","romeo","unrelated","word","word",0.16431987231066
"serkku","kemia","unrelated","word","word",0.178837619545142
"kylpyhuone","kettu","unrelated","word","word",0.148587079190316
"vene","keskittyä","unrelated","word","word",0.0819046833111127
"jäädyttää","merirosvo","unrelated","word","word",0.119722347321979
"morsian","kruunu","unrelated","word","word",0.353512752008557
"määrä","erikoinen","unrelated","word","word",0.155533274708701
"puolustaa","toinen","unrelated","word","word",0.134696617612532
"ylläpitää","wc","unrelated","word","word",0.102954663313514
"suoraan","pyöristää","unrelated","word","word",0.11369712733628
"kuuluisa","taide","unrelated","word","word",0.159444302172031
"lepakkomies","paperi","unrelated","word","word",0.172816206755043
"traaginen","astronautti","unrelated","word","word",0.155858558827113
"nenä","riippuva","unrelated","word","word",0.112061179834444
"halata","satunnaisesti","unrelated","word","word",0.151508338310934
"strategia","turvapaikka","unrelated","word","word",0.219764930546765
"äänestys","tulla sisään","unrelated","word","word",NA
"ministeri","maanantai","unrelated","word","word",0.160154060183454
"ministeriö","yleinen","unrelated","word","word",0.0954035705395741
"rage","potentiaali","unrelated","word","word",0.15070444952001
"rikollisuus","neuvoja","unrelated","word","word",0.0793822816598788
"raskaus","pitää kiinni","unrelated","word","word",NA
"syödä","pojat","unrelated","word","word",0.117267818402865
"syy","yhtäkkiä","unrelated","word","word",0.0882222285527654
"lokakuu","turvallisuus","unrelated","word","word",0.0445707934349319
"signaali","huomenna","unrelated","word","word",0.0941151912065177
"pilleri","unohtaa","unrelated","word","word",0.195508544977148
"kirjallisuus","lakimies","unrelated","word","word",0.272825049226281
"velho","yllätys","unrelated","word","word",0.104212481084518
"taistella","escort","unrelated","word","word",0.0965553847875075
"taidemaalari","anonyymi","unrelated","word","word",0.143489548881384
"taivaallinen","kasvain","unrelated","word","word",0.123646052889829
"palata","valmis","unrelated","word","word",0.145497408502491
"limusiini","seinä","unrelated","word","word",0.161186460975131
"lupaus","epämiellyttävä","unrelated","word","word",0.130150251101261
"huoneisto","kulho","unrelated","word","word",0.205527963013643
"rahoitus","raportti","unrelated","word","word",0.308064972027271
"eilen","kesäkuu","unrelated","word","word",0.14190490498011
"tanssi","kultainen","unrelated","word","word",0.182877930595746
"onnettomuus","sarvi","unrelated","word","word",0.125072241335148
"murhaaja","kansainvälinen","unrelated","word","word",0.195102317628158
"kohtalokas","estää","unrelated","word","word",0.213511234435496
"tarjoilija","tarjous","unrelated","word","word",0.258042531280919
"antaa","erittäin","unrelated","word","word",0.0836486203317962
"komissaari","itse asiassa","unrelated","word","word",NA
"tarkistaa","myyjä","unrelated","word","word",0.182721693175327
"tarkoitus","leipä","unrelated","word","word",0.171498092073696
"riittävä","prinsessa","unrelated","word","word",0.0674004476276693
"lompakko","koira","unrelated","word","word",0.23669760844968
"tehdä vaikutus","sisäinen","unrelated","word","word",NA
"siellä","kangas","unrelated","word","word",0.106011598852248
"arpi","juoru","unrelated","word","word",0.212850330670346
"tavallinen","samanlainen","unrelated","word","word",0.395041910746549
"tehdä","mahtava","unrelated","word","word",0.158389356011955
"kukka","varoitus","unrelated","word","word",0.21383587427164
"tuotanto","totta","unrelated","word","word",0.0603676756596001
"tehtävä","yö-","unrelated","word","word",NA
"teini-ikäinen","säiliö","unrelated","word","word",NA
"elementti","fysiikka","unrelated","word","word",0.309373117874159
"näyttelijä","radio","unrelated","word","word",0.170214045904053
"tiede","kuvernööri","unrelated","word","word",0.0769450093862722
"mekaaninen","temppeli","unrelated","word","word",0.165711891478834
"runo","optimistinen","unrelated","word","word",0.119593422732275
"kirje","vainoharhainen","unrelated","word","word",0.0946382275838352
"mikroskooppi","tuhka","unrelated","word","word",0.13398667834523
"luostari","paljastus","unrelated","word","word",0.129350060101118
"vitsi","edetä","unrelated","word","word",0.0892148984926036
"lentokenttä","epäoikeudenmukaisuus","unrelated","word","word",0.077174975107244
"normaali","kuulo","unrelated","word","word",0.208821445392784
"koulutus","kirjasto","unrelated","word","word",0.260145839885434
"valtatie","ulos","unrelated","word","word",0.154817047620773
"asiakirja","käteinen raha","unrelated","word","word",NA
"tiedot","opiskelija-","unrelated","word","word",NA
"ylimielisyys","nyt","unrelated","word","word",0.169074339884291
"asento","maailmankaikkeus","unrelated","word","word",0.158905311361662
"kriisi","keisarillinen","unrelated","word","word",0.152215477353747
"helmi","konkreettinen","unrelated","word","word",0.209962879056605
"voimakkaasti","tarkoitus","unrelated","word","word",0.0711357345180234
"fantasia","riski","unrelated","word","word",0.22683119835743
"todennäköisesti","selvästi","unrelated","word","word",0.390263925294083
"todistus","punta","unrelated","word","word",0.192168764812894
"todiste","pelastaa","unrelated","word","word",0.143975980589239
"leikkaus","todisteet","unrelated","word","word",0.0790212111143671
"viranomainen","levätä","unrelated","word","word",0.118276249095933
"minuutti","torkut","unrelated","word","word",0.108791180809419
"parantaa","ympäristö","unrelated","word","word",0.15239249380367
"ensisijainen","kilometri","unrelated","word","word",0.128955326509426
"usko","sherlock","unrelated","word","word",0.171398748762576
"hummeri","keskeyttää","unrelated","word","word",0.0702672966841546
"kävellä","lukittu","unrelated","word","word",0.0620481378350998
"rakennus","virallisesti","unrelated","word","word",0.0733815007291456
"todellinen","väestö","unrelated","word","word",0.112485709180173
"mitali","metsästys","unrelated","word","word",0.12718143065357
"sata","alueellinen","unrelated","word","word",0.0921901344824233
"pöly","vakoilu","unrelated","word","word",0.27618906746533
"apua","aspiriini","unrelated","word","word",0.14677939221347
"menneisyys","rohkeus","unrelated","word","word",0.330270692142949
"mennä","puhua","unrelated","word","word",0.334668835412241
"tulokset","takuu","unrelated","word","word",0.15415283765999
"tiesi","pehmeä","unrelated","word","word",0.135968036942351
"lähettää","jumala","unrelated","word","word",0.176334375186253
"tuomari","nukke","unrelated","word","word",0.0930305586856106
"virkistää","tekijä","unrelated","word","word",0.0649664781628797
"johtaja","aviomies","unrelated","word","word",0.237431558422911
"savuke","aina","unrelated","word","word",0.148621974728764
"ottelu","punainen","unrelated","word","word",0.131844025454789
"turvallinen","hanke","unrelated","word","word",0.150895792708407
"turvallisuus","teleskooppi","unrelated","word","word",0.120756462847788
"suojaa","munuainen","unrelated","word","word",0.0610974255127936
"satelliitti","sitoumus","unrelated","word","word",0.112098157263657
"tutkia","loppu","unrelated","word","word",-0.016947217381501
"tarkastus","ikkuna","unrelated","word","word",0.241673416125036
"tutkija","turnaus","unrelated","word","word",0.155085358848489
"valmistua","suunnitelma","unrelated","word","word",0.172349673075464
"myrsky","joskus","unrelated","word","word",0.0658766779191042
"koko","kuiva","unrelated","word","word",0.0987419723487283
"väline","sammakko","unrelated","word","word",0.201164135477052
"vedä","kaappi","unrelated","word","word",0.140844335926995
"autotalli","lyhyt","unrelated","word","word",0.0833222165730129
"poika","tiedoston","unrelated","word","word",0.0711815661339533
"poika","itsepäinen","unrelated","word","word",0.236144786052561
"atlantin","hormoni","unrelated","word","word",0.0468511790812455
"klassinen","myötätuntoinen","unrelated","word","word",0.23917435378738
"onnellinen","ala","unrelated","word","word",0.0728562666737506
"ulkomaalainen","auta","unrelated","word","word",0.0773095171928102
"hyökkääjä","länsi","unrelated","word","word",0.166929613937343
"sisällä","innostus","unrelated","word","word",0.0983709939894013
"noin","salaliitto","unrelated","word","word",0.0947021076573198
"muistaa","evoluutio","unrelated","word","word",0.0502070866030031
"maine","kuukausi","unrelated","word","word",0.137221101630631
