"hr_target","hr_cue","type","target_type","cue_type","hr_cosine"
"ceremonija","entuzijazam","unrelated","word","word",0.105756527124576
"opasan","jamčiti","unrelated","word","word",0.145053159694693
"opasnost","medicinski","unrelated","word","word",0.183697840882211
"fraza","blato","unrelated","word","word",0.117715709290858
"sluga","pokrivač","unrelated","word","word",0.27820609495452
"mašina","kalibar","unrelated","word","word",0.140355266816801
"trudnoća","donijeti","unrelated","word","word",0.124747036565135
"kauboj","ukupan","unrelated","word","word",0.0798304472695182
"zviždati","talac","unrelated","word","word",0.127292185103121
"julija","muški","unrelated","word","word",0.20602676586965
"listopad","podcjenjivati","unrelated","word","word",0.154139921877765
"ruka","ravnoteža","unrelated","word","word",0.289220303537718
"konjak","mjesec","unrelated","word","word",0.201364938421114
"parfem","beskoristan","unrelated","word","word",0.108751450245337
"održavati","izgled","unrelated","word","word",0.21058792601028
"znati","stol","unrelated","word","word",0.18511257964807
"sadržaj","zemljište","unrelated","word","word",0.184383337855922
"usamljen","djed","unrelated","word","word",0.174983665801592
"nedavno","junak","unrelated","word","word",0.0683938324547978
"ubiti","pravedan","unrelated","word","word",0.133653298320025
"suđenje","boja","unrelated","word","word",0.125135212578935
"država","fizika","unrelated","word","word",0.173165445589855
"savjetovati","regionalni","unrelated","word","word",0.154871042824673
"čokolada","laskati","unrelated","word","word",0.0910410427548962
"siguran","pomagala","unrelated","word","word",0.145886859651351
"fizički","izbjeglica","unrelated","word","word",0.0764841507889256
"primaran","krug","unrelated","word","word",0.218586359243217
"radnik","udobno","unrelated","word","word",0.140650986552932
"predavanje","stanovništvo","unrelated","word","word",0.208029140106251
"hamburger","kaos","unrelated","word","word",0.211277338303245
"spektakularan","žrtva","unrelated","word","word",0.14676324914187
"odašiljač","pokriti","unrelated","word","word",0.136131012621519
"gradonačelnik","kupiti","unrelated","word","word",0.154802652086593
"održavanje","spreman","unrelated","word","word",0.153130407180779
"brat","suknja","unrelated","word","word",0.165608530463475
"watson","kilo","unrelated","word","word",0.0855337220987419
"ploviti","djevojka","unrelated","word","word",0.146839519281641
"sigurnost","mito","unrelated","word","word",0.100983057713168
"sindrom","jazz","unrelated","word","word",0.0885311537537836
"oženjen","upravljanje","unrelated","word","word",0.182234184900601
"bogati","protuotrov","unrelated","word","word",0.0870469107128397
"bijeda","seksualan","unrelated","word","word",0.214696361307724
"samostan","zaključan","unrelated","word","word",0.196109975097454
"lizati","pravilo","unrelated","word","word",0.145673548075615
"kriza","podmornica","unrelated","word","word",0.286571418793283
"svijetao","ludilo","unrelated","word","word",0.140805069604079
"mračan","nikada","unrelated","word","word",0.161546106449207
"sklonište","pokazati","unrelated","word","word",0.112757558372167
"rotirati","gubljenje","unrelated","word","word",0.12985844506137
"jeftino","osoba","unrelated","word","word",0.1037476504221
"skupiti","puž","unrelated","word","word",0.111315407612756
"sladak","uzbudljiv","unrelated","word","word",0.442976539453294
"zvijezda","grijeh","unrelated","word","word",0.109505344848679
"drugačiji","čizma","unrelated","word","word",0.0878353012633312
"loviti","hram","unrelated","word","word",0.0953238239495903
"gluh","pornografija","unrelated","word","word",0.0753371619906493
"let","reporter","unrelated","word","word",0.208876093060003
"fotografija","crkva","unrelated","word","word",0.21423512356967
"demokracija","biblija","unrelated","word","word",0.341411225877266
"besplatno","priznati","unrelated","word","word",0.172794862568852
"površinski","spasiti","unrelated","word","word",0.144796189752087
"namjerno","sutra","unrelated","word","word",-0.0017492589681006
"čuti","motiv","unrelated","word","word",0.113253325164646
"službeno","sačuvati","unrelated","word","word",0.10777514901533
"razmišljati","krava","unrelated","word","word",0.128046569974374
"plava","autogram","unrelated","word","word",0.1820858970531
"apsurdno","financije","unrelated","word","word",0.0690476719267981
"nestanak","stvoriti","unrelated","word","word",0.136662535300782
"fatalan","srušiti","unrelated","word","word",0.159610401029127
"sila","govor","unrelated","word","word",0.124612135706074
"snimanje","bolestan","unrelated","word","word",0.148598202586007
"pucati","avenija","unrelated","word","word",0.095963607048446
"vuk","sukob","unrelated","word","word",0.13022094755932
"spavaća soba","kletva","unrelated","word","word",NA
"računalo","izbor","unrelated","word","word",0.0703803471059746
"uštedjeti","bravo","unrelated","word","word",0.0746131598511191
"šetati","anđeo","unrelated","word","word",0.166812342576912
"izdajnik","otmičar","unrelated","word","word",0.321923467842668
"sabotaža","mladoženja","unrelated","word","word",0.151882378144206
"kip","svjetiljka","unrelated","word","word",0.210574309499581
"pripremiti","izvješće","unrelated","word","word",0.171124144680158
"stop","desert","unrelated","word","word",0.172063571726865
"gore","obdukcija","unrelated","word","word",0.170979395886912
"bejzbol","zastrašujući","unrelated","word","word",0.0610210835948964
"sjediti","milja","unrelated","word","word",0.0642045667700587
"boca","ruž","unrelated","word","word",0.26158491682897
"konstantno","izvrstan","unrelated","word","word",0.120828583585492
"posjednik","ukrasti","unrelated","word","word",0.200801491065442
"zatvor","ironija","unrelated","word","word",0.203546852311603
"narod","bomba","unrelated","word","word",0.136855252695097
"mlad","niz","unrelated","word","word",0.102876449962016
"junior","senzacionalan","unrelated","word","word",0.145870820439047
"položaj","trač","unrelated","word","word",0.181623219716923
"čekić","toplo","unrelated","word","word",0.0780325658381192
"dođi","usredotočenost","unrelated","word","word",0.077997794335793
"kamen","pravi","unrelated","word","word",0.233178941757098
"oklop","krajnje","unrelated","word","word",0.0852723919280439
"da","zapravo","unrelated","word","word",0.405904279766135
"stolica","članak","unrelated","word","word",0.103741948759026
"ured","baza","unrelated","word","word",0.206284111852954
"desetljeće","gostoljubivost","unrelated","word","word",0.0784427602921389
"patrola","ovdje","unrelated","word","word",0.214075032327615
"depresija","softver","unrelated","word","word",0.157238357710139
"snajper","pratnja","unrelated","word","word",0.168436805288692
"suosjećanje","karijera","unrelated","word","word",0.0837360720554419
"specijalista","zadatak","unrelated","word","word",0.167370911930887
"prosinac","autor","unrelated","word","word",0.183726097810645
"učitelj, nastavnik, profesor","dojam","unrelated","word","word",NA
"čestica","kemijski","unrelated","word","word",0.355490467022214
"razaranje","fotoaparat","unrelated","word","word",0.137903121323206
"fantazija","pištolj","unrelated","word","word",0.182285861772141
"proizvoditi","saslušanje","unrelated","word","word",0.0998873918750426
"nedjelja","snaga","unrelated","word","word",0.212764614660935
"suditi","lijepo","unrelated","word","word",0.141170246528864
"sudbina","tuš","unrelated","word","word",0.0701424627973682
"haljina","zabrinuti","unrelated","word","word",0.119718666775248
"spor","taksi","unrelated","word","word",0.140396275601143
"osumnjičen","kašalj","unrelated","word","word",0.0747022142095188
"velikodušan","gomila","unrelated","word","word",0.0737516889079814
"suprotno","tanak","unrelated","word","word",0.155915566138246
"žena","utjecaj","unrelated","word","word",0.0987237698005743
"prijatelj","inspektor","unrelated","word","word",0.299783846306128
"tišina","skretanje","unrelated","word","word",0.145772403574609
"jutro","mit","unrelated","word","word",0.0172450928474564
"izrezati","trbuh","unrelated","word","word",0.321170630305303
"širok","umjetnost","unrelated","word","word",0.119757149918843
"galaksija","u redu","unrelated","word","word",NA
"pamuk","ogrepsti","unrelated","word","word",0.188527122262253
"meso","zaslon","unrelated","word","word",0.0415693642955802
"svjedočanstvo","koncept","unrelated","word","word",0.209526184672975
"svijeća","toranj","unrelated","word","word",0.165891684059567
"osvježiti","dekan","unrelated","word","word",0.143494456802714
"namjera","savjet","unrelated","word","word",0.17580897897079
"pilula","more","unrelated","word","word",0.118367514673836
"misterija","točka","unrelated","word","word",0.168560209097304
"pomoćnik","usne","unrelated","word","word",0.0792030135209309
"limuzina","sličan","unrelated","word","word",0.161115449652761
"zatvorenik","tekst","unrelated","word","word",0.235250454674874
"svjetlo","maraton","unrelated","word","word",0.0808807326709045
"gust","raj","unrelated","word","word",0.162915800491564
"mama","odmor","unrelated","word","word",0.18572973772615
"mehanički","protein","unrelated","word","word",0.269848159327577
"znanost","ispred","unrelated","word","word",0.140327072036419
"pjesma","glad","unrelated","word","word",0.217566377163914
"fluida","frekvencija","unrelated","word","word",0.345919028800191
"pismo","kuhati","unrelated","word","word",0.170273150260231
"mikroskop","neugodan","unrelated","word","word",0.130995392103506
"motor","biskup","unrelated","word","word",0.143356735174216
"liječenje","jedinica","unrelated","word","word",0.152437536579387
"zračna luka","krug","unrelated","word","word",NA
"ožiljak","nadležnost","unrelated","word","word",0.131284914739919
"jako","duhovit","unrelated","word","word",0.260589291840753
"visina","izvornik","unrelated","word","word",0.128308973228387
"leš","dječaka","unrelated","word","word",0.207177360825505
"tinejdžer","oko","unrelated","word","word",0.204550889916218
"klasičan","odgovornost","unrelated","word","word",0.102954891650785
"stotina","bedž","unrelated","word","word",0.060574564431673
"rupčić","most","unrelated","word","word",0.133520175361165
"ukazati","magnetski","unrelated","word","word",0.109239257096032
"zamrznuti","što","unrelated","word","word",0.191321379628848
"temperatura","fenomen","unrelated","word","word",0.244331536682312
"hladan","vrijednost","unrelated","word","word",0.0598114642985538
"ohladiti","rastući","unrelated","word","word",0.200902133673815
"zgrada","dupe","unrelated","word","word",0.1715496266034
"slanina","operativni","unrelated","word","word",0.144293324875525
"skandal","voziti","unrelated","word","word",0.0435303809911973
"pronaći","ponuda","unrelated","word","word",0.125785208045431
"prsa","sjena","unrelated","word","word",0.121675782123904
"hodati","pravo","unrelated","word","word",0.158077853000201
"četvrti","dramatičan","unrelated","word","word",0.224235455092389
"igrač","mjesto","unrelated","word","word",0.161127993110154
"električna energija","koža","unrelated","word","word",NA
"trgovac","povjerenje","unrelated","word","word",0.100335454554568
"vic","redovnik","unrelated","word","word",0.217382218916462
"medalja","mlijeko","unrelated","word","word",0.13107736760114
"rak","čestitati","unrelated","word","word",0.124122421471173
"jastog","duša","unrelated","word","word",0.109075087675545
"odgovarati","dopustiti","unrelated","word","word",0.274065221021083
"kupaonica","romeo","unrelated","word","word",0.151653576375834
"tragičan","nezakonit","unrelated","word","word",0.25186914589073
"proizvodnja","prepoznati","unrelated","word","word",0.130618622327526
"teško","industrija","unrelated","word","word",0.14723023665889
"sebičan","arsenal","unrelated","word","word",0.167795042818669
"da","kuga","unrelated","word","word",0.226087756426932
"ubojica","razbiti","unrelated","word","word",0.165890157630355
"ubrzati","gripa","unrelated","word","word",0.204389476162209
"ugodan","apsolutno","unrelated","word","word",0.192318103324325
"žena","orgazam","unrelated","word","word",0.27751163861021
